Identificador,Nome Competição,Regata,Nome Competidor,Pontuação Regata (Nha),Classe Vela,Flag Name,Posição Geral,Pontuação Regata,Descarte,Punição,Flotilha,Total,Net,ID Competição
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q6,DERIN DENIZ SORGUC,16.0-0-0,Kite Fem.,Silver,8,16.0,0,0,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q6,CATALINA TURIENZO,14.0-0-0,Kite Fem.,Silver,9,14.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q6,ANAIS MAI DESJARDINS,17.0-0-0,Kite Fem.,Silver,10,17.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MARINA VODISEK,20.0-0-0,Kite Fem.,Silver,11,20.0,0,0,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q6,ELLA GEIGER,21.0-0-0,Kite Fem.,Silver,12,21.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MARIA DO SOCORRO REIS,21.0-0-0,Kite Fem.,Silver,13,21.0,0,0,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MARIE EVE MAYRAND,19.0-0-0,Kite Fem.,Silver,14,19.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q6,LUCY BILGER,20.0-0-0,Kite Fem.,Silver,15,20.0,0,0,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q6,ADELAIDA MARQUENIE ROCA,18.0-0-0,Kite Fem.,Silver,16,18.0,0,0,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q6,EMILY BUGEJA,22.0-0-0,Kite Fem.,Silver,17,22.0,0,0,GERAL,382.0,382.0,
EMMA RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q6,EMMA RENNIE,23.0-0-0,Kite Fem.,Silver,18,23.0,0,0,GERAL,376.0,376.0,
CARMEN VERDEYEN - Kite Fem. - World Championship 2024,World Championship 2024,Q6,CARMEN VERDEYEN,22.0-0-0,Kite Fem.,Silver,19,22.0,0,0,GERAL,382.0,382.0,
BENYAPA JANTAWAN - Kite Fem. - World Championship 2024,World Championship 2024,Q6,BENYAPA JANTAWAN,19.0-0-0,Kite Fem.,Silver,20,19.0,0,0,GERAL,393.0,393.0,
MARIJA DOLENC - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MARIJA DOLENC,25.0-0-0,Kite Fem.,Silver,21,25.0,0,0,GERAL,413.0,413.0,
AIJA AMBRASA - Kite Fem. - World Championship 2024,World Championship 2024,Q6,AIJA AMBRASA,23.0-0-0,Kite Fem.,Silver,22,23.0,0,0,GERAL,412.0,412.0,
SOPHIE RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q6,SOPHIE RENNIE,25.0-0-0,Kite Fem.,Silver,23,25.0,0,0,GERAL,412.0,412.0,
EMILIA KOSTI - Kite Fem. - World Championship 2024,World Championship 2024,Q6,EMILIA KOSTI,24.0-0-0,Kite Fem.,Silver,24,24.0,0,0,GERAL,441.0,441.0,
MARTYNA DAKOWICZ - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MARTYNA DAKOWICZ,24.0-0-0,Kite Fem.,Silver,25,24.0,0,0,GERAL,450.0,450.0,
MAGDALENA WOYCIECHOWSKA - Kite Fem. - World Championship 2024,World Championship 2024,Q6,MAGDALENA WOYCIECHOWSKA,27.0-0-DNC,Kite Fem.,Silver,26,27.0,0,DNC,GERAL,513.0,513.0,
DERIN ATAKAN - Kite Fem. - World Championship 2024,World Championship 2024,Q7,DERIN ATAKAN,16.0-0-0,Kite Fem.,Silver,1,16.0,0,0,GERAL,162.0,162.0,
HELOISE PEGOURIE - Kite Fem. - World Championship 2024,World Championship 2024,Q7,HELOISE PEGOURIE,14.0-0-0,Kite Fem.,Silver,2,14.0,0,0,GERAL,165.0,165.0,
ZOE BOUTANG - Kite Fem. - World Championship 2024,World Championship 2024,Q7,ZOE BOUTANG,15.0-0-0,Kite Fem.,Silver,3,15.0,0,0,GERAL,189.0,189.0,
JUSTINA KITCHEN - Kite Fem. - World Championship 2024,World Championship 2024,Q7,JUSTINA KITCHEN,12.0-0-0,Kite Fem.,Silver,4,12.0,0,0,GERAL,207.0,207.0,
ALEXIA FANCELLI - Kite Fem. - World Championship 2024,World Championship 2024,Q7,ALEXIA FANCELLI,17.0-0-0,Kite Fem.,Silver,5,17.0,0,0,GERAL,204.0,204.0,
NOORA RUSKOLA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,NOORA RUSKOLA,16.0-0-0,Kite Fem.,Silver,6,16.0,0,0,GERAL,204.0,204.0,
MAFALDA PIRES DE LIMA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MAFALDA PIRES DE LIMA,15.0-0-0,Kite Fem.,Silver,7,15.0,0,0,GERAL,223.0,223.0,
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q7,DERIN DENIZ SORGUC,14.0-0-0,Kite Fem.,Silver,8,14.0,0,0,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q7,CATALINA TURIENZO,13.0-0-0,Kite Fem.,Silver,9,13.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q7,ANAIS MAI DESJARDINS,17.0-0-0,Kite Fem.,Silver,10,17.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MARINA VODISEK,19.0-0-0,Kite Fem.,Silver,11,19.0,0,0,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q7,ELLA GEIGER,20.0-0-0,Kite Fem.,Silver,12,20.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MARIA DO SOCORRO REIS,18.0-0-0,Kite Fem.,Silver,13,18.0,0,0,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MARIE EVE MAYRAND,20.0-0-0,Kite Fem.,Silver,14,20.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q7,LUCY BILGER,22.0-0-0,Kite Fem.,Silver,15,22.0,0,0,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,ADELAIDA MARQUENIE ROCA,19.0-0-0,Kite Fem.,Silver,16,19.0,0,0,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,EMILY BUGEJA,21.0-0-0,Kite Fem.,Silver,17,21.0,0,0,GERAL,382.0,382.0,
EMMA RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q7,EMMA RENNIE,23.0-0-0,Kite Fem.,Silver,18,23.0,0,0,GERAL,376.0,376.0,
CARMEN VERDEYEN - Kite Fem. - World Championship 2024,World Championship 2024,Q7,CARMEN VERDEYEN,22.0-0-0,Kite Fem.,Silver,19,22.0,0,0,GERAL,382.0,382.0,
BENYAPA JANTAWAN - Kite Fem. - World Championship 2024,World Championship 2024,Q7,BENYAPA JANTAWAN,21.0-0-0,Kite Fem.,Silver,20,21.0,0,0,GERAL,393.0,393.0,
MARIJA DOLENC - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MARIJA DOLENC,27.0-0-DNC,Kite Fem.,Silver,21,27.0,0,DNC,GERAL,413.0,413.0,
AIJA AMBRASA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,AIJA AMBRASA,25.0-0-0,Kite Fem.,Silver,22,25.0,0,0,GERAL,412.0,412.0,
SOPHIE RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q7,SOPHIE RENNIE,23.0-0-0,Kite Fem.,Silver,23,23.0,0,0,GERAL,412.0,412.0,
EMILIA KOSTI - Kite Fem. - World Championship 2024,World Championship 2024,Q7,EMILIA KOSTI,24.0-0-0,Kite Fem.,Silver,24,24.0,0,0,GERAL,441.0,441.0,
MARTYNA DAKOWICZ - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MARTYNA DAKOWICZ,24.0-0-0,Kite Fem.,Silver,25,24.0,0,0,GERAL,450.0,450.0,
MAGDALENA WOYCIECHOWSKA - Kite Fem. - World Championship 2024,World Championship 2024,Q7,MAGDALENA WOYCIECHOWSKA,27.0-0-DNC,Kite Fem.,Silver,26,27.0,0,DNC,GERAL,513.0,513.0,
DERIN ATAKAN - Kite Fem. - World Championship 2024,World Championship 2024,Q8,DERIN ATAKAN,16.0-0-0,Kite Fem.,Silver,1,16.0,0,0,GERAL,162.0,162.0,
HELOISE PEGOURIE - Kite Fem. - World Championship 2024,World Championship 2024,Q8,HELOISE PEGOURIE,14.0-0-0,Kite Fem.,Silver,2,14.0,0,0,GERAL,165.0,165.0,
ZOE BOUTANG - Kite Fem. - World Championship 2024,World Championship 2024,Q8,ZOE BOUTANG,12.0-0-0,Kite Fem.,Silver,3,12.0,0,0,GERAL,189.0,189.0,
JUSTINA KITCHEN - Kite Fem. - World Championship 2024,World Championship 2024,Q8,JUSTINA KITCHEN,27.0-0-UFD,Kite Fem.,Silver,4,27.0,0,UFD,GERAL,207.0,207.0,
ALEXIA FANCELLI - Kite Fem. - World Championship 2024,World Championship 2024,Q8,ALEXIA FANCELLI,10.0-0-0,Kite Fem.,Silver,5,10.0,0,0,GERAL,204.0,204.0,
NOORA RUSKOLA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,NOORA RUSKOLA,11.0-0-0,Kite Fem.,Silver,6,11.0,0,0,GERAL,204.0,204.0,
MAFALDA PIRES DE LIMA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MAFALDA PIRES DE LIMA,13.0-0-0,Kite Fem.,Silver,7,13.0,0,0,GERAL,223.0,223.0,
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q8,DERIN DENIZ SORGUC,13.0-0-0,Kite Fem.,Silver,8,13.0,0,0,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q8,CATALINA TURIENZO,15.0-0-0,Kite Fem.,Silver,9,15.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q8,ANAIS MAI DESJARDINS,17.0-0-0,Kite Fem.,Silver,10,17.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MARINA VODISEK,19.0-0-0,Kite Fem.,Silver,11,19.0,0,0,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q8,ELLA GEIGER,20.0-0-0,Kite Fem.,Silver,12,20.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MARIA DO SOCORRO REIS,27.0-0-DSQ,Kite Fem.,Silver,13,27.0,0,DSQ,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MARIE EVE MAYRAND,16.0-0-0,Kite Fem.,Silver,14,16.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q8,LUCY BILGER,15.0-0-0,Kite Fem.,Silver,15,15.0,0,0,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,ADELAIDA MARQUENIE ROCA,14.0-0-0,Kite Fem.,Silver,16,14.0,0,0,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,EMILY BUGEJA,18.0-0-0,Kite Fem.,Silver,17,18.0,0,0,GERAL,382.0,382.0,
EMMA RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q8,EMMA RENNIE,19.0-0-0,Kite Fem.,Silver,18,19.0,0,0,GERAL,376.0,376.0,
CARMEN VERDEYEN - Kite Fem. - World Championship 2024,World Championship 2024,Q8,CARMEN VERDEYEN,21.0-0-0,Kite Fem.,Silver,19,21.0,0,0,GERAL,382.0,382.0,
BENYAPA JANTAWAN - Kite Fem. - World Championship 2024,World Championship 2024,Q8,BENYAPA JANTAWAN,18.0-0-0,Kite Fem.,Silver,20,18.0,0,0,GERAL,393.0,393.0,
MARIJA DOLENC - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MARIJA DOLENC,20.0-0-0,Kite Fem.,Silver,21,20.0,0,0,GERAL,413.0,413.0,
AIJA AMBRASA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,AIJA AMBRASA,22.0-0-0,Kite Fem.,Silver,22,22.0,0,0,GERAL,412.0,412.0,
SOPHIE RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q8,SOPHIE RENNIE,24.0-0-0,Kite Fem.,Silver,23,24.0,0,0,GERAL,412.0,412.0,
EMILIA KOSTI - Kite Fem. - World Championship 2024,World Championship 2024,Q8,EMILIA KOSTI,23.0-0-0,Kite Fem.,Silver,24,23.0,0,0,GERAL,441.0,441.0,
MARTYNA DAKOWICZ - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MARTYNA DAKOWICZ,27.0-0-DNC,Kite Fem.,Silver,25,27.0,0,DNC,GERAL,450.0,450.0,
MAGDALENA WOYCIECHOWSKA - Kite Fem. - World Championship 2024,World Championship 2024,Q8,MAGDALENA WOYCIECHOWSKA,27.0-0-DNC,Kite Fem.,Silver,26,27.0,0,DNC,GERAL,513.0,513.0,
DERIN ATAKAN - Kite Fem. - World Championship 2024,World Championship 2024,Q9,DERIN ATAKAN,5.0-0-0,Kite Fem.,Silver,1,5.0,0,0,GERAL,162.0,162.0,
HELOISE PEGOURIE - Kite Fem. - World Championship 2024,World Championship 2024,Q9,HELOISE PEGOURIE,12.0-0-0,Kite Fem.,Silver,2,12.0,0,0,GERAL,165.0,165.0,
ZOE BOUTANG - Kite Fem. - World Championship 2024,World Championship 2024,Q9,ZOE BOUTANG,15.0-0-0,Kite Fem.,Silver,3,15.0,0,0,GERAL,189.0,189.0,
JUSTINA KITCHEN - Kite Fem. - World Championship 2024,World Championship 2024,Q9,JUSTINA KITCHEN,9.0-0-0,Kite Fem.,Silver,4,9.0,0,0,GERAL,207.0,207.0,
ALEXIA FANCELLI - Kite Fem. - World Championship 2024,World Championship 2024,Q9,ALEXIA FANCELLI,9.0-0-0,Kite Fem.,Silver,5,9.0,0,0,GERAL,204.0,204.0,
NOORA RUSKOLA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,NOORA RUSKOLA,12.0-0-0,Kite Fem.,Silver,6,12.0,0,0,GERAL,204.0,204.0,
MAFALDA PIRES DE LIMA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MAFALDA PIRES DE LIMA,8.0-0-0,Kite Fem.,Silver,7,8.0,0,0,GERAL,223.0,223.0,
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q9,DERIN DENIZ SORGUC,15.0-0-0,Kite Fem.,Silver,8,15.0,0,0,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q9,CATALINA TURIENZO,10.0-0-0,Kite Fem.,Silver,9,10.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q9,ANAIS MAI DESJARDINS,11.0-0-0,Kite Fem.,Silver,10,11.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MARINA VODISEK,27.0-0-DNC,Kite Fem.,Silver,11,27.0,0,DNC,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q9,ELLA GEIGER,14.0-0-0,Kite Fem.,Silver,12,14.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MARIA DO SOCORRO REIS,27.0-0-DNC,Kite Fem.,Silver,13,27.0,0,DNC,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MARIE EVE MAYRAND,16.0-0-0,Kite Fem.,Silver,14,16.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q9,LUCY BILGER,27.0-0-DNF,Kite Fem.,Silver,15,27.0,0,DNF,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,ADELAIDA MARQUENIE ROCA,27.0-0-DNC,Kite Fem.,Silver,16,27.0,0,DNC,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,EMILY BUGEJA,27.0-0-DNC,Kite Fem.,Silver,17,27.0,0,DNC,GERAL,382.0,382.0,
EMMA RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q9,EMMA RENNIE,17.0-0-0,Kite Fem.,Silver,18,17.0,0,0,GERAL,376.0,376.0,
CARMEN VERDEYEN - Kite Fem. - World Championship 2024,World Championship 2024,Q9,CARMEN VERDEYEN,16.0-0-0,Kite Fem.,Silver,19,16.0,0,0,GERAL,382.0,382.0,
BENYAPA JANTAWAN - Kite Fem. - World Championship 2024,World Championship 2024,Q9,BENYAPA JANTAWAN,27.0-0-DNF,Kite Fem.,Silver,20,27.0,0,DNF,GERAL,393.0,393.0,
MARIJA DOLENC - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MARIJA DOLENC,27.0-0-DNC,Kite Fem.,Silver,21,27.0,0,DNC,GERAL,413.0,413.0,
AIJA AMBRASA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,AIJA AMBRASA,17.0-0-0,Kite Fem.,Silver,22,17.0,0,0,GERAL,412.0,412.0,
SOPHIE RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q9,SOPHIE RENNIE,18.0-0-0,Kite Fem.,Silver,23,18.0,0,0,GERAL,412.0,412.0,
EMILIA KOSTI - Kite Fem. - World Championship 2024,World Championship 2024,Q9,EMILIA KOSTI,27.0-0-DNC,Kite Fem.,Silver,24,27.0,0,DNC,GERAL,441.0,441.0,
MARTYNA DAKOWICZ - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MARTYNA DAKOWICZ,18.0-0-0,Kite Fem.,Silver,25,18.0,0,0,GERAL,450.0,450.0,
MAGDALENA WOYCIECHOWSKA - Kite Fem. - World Championship 2024,World Championship 2024,Q9,MAGDALENA WOYCIECHOWSKA,27.0-0-DNC,Kite Fem.,Silver,26,27.0,0,DNC,GERAL,513.0,513.0,
DERIN ATAKAN - Kite Fem. - World Championship 2024,World Championship 2024,Q10,DERIN ATAKAN,5.0-0-0,Kite Fem.,Silver,1,5.0,0,0,GERAL,162.0,162.0,
HELOISE PEGOURIE - Kite Fem. - World Championship 2024,World Championship 2024,Q10,HELOISE PEGOURIE,6.0-0-0,Kite Fem.,Silver,2,6.0,0,0,GERAL,165.0,165.0,
ZOE BOUTANG - Kite Fem. - World Championship 2024,World Championship 2024,Q10,ZOE BOUTANG,19.0-0-0,Kite Fem.,Silver,3,19.0,0,0,GERAL,189.0,189.0,
JUSTINA KITCHEN - Kite Fem. - World Championship 2024,World Championship 2024,Q10,JUSTINA KITCHEN,9.0-0-0,Kite Fem.,Silver,4,9.0,0,0,GERAL,207.0,207.0,
ALEXIA FANCELLI - Kite Fem. - World Championship 2024,World Championship 2024,Q10,ALEXIA FANCELLI,13.0-0-0,Kite Fem.,Silver,5,13.0,0,0,GERAL,204.0,204.0,
NOORA RUSKOLA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,NOORA RUSKOLA,15.0-0-0,Kite Fem.,Silver,6,15.0,0,0,GERAL,204.0,204.0,
MAFALDA PIRES DE LIMA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MAFALDA PIRES DE LIMA,17.0-0-0,Kite Fem.,Silver,7,17.0,0,0,GERAL,223.0,223.0,
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q10,DERIN DENIZ SORGUC,27.0-0-DNC,Kite Fem.,Silver,8,27.0,0,DNC,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q10,CATALINA TURIENZO,12.0-0-0,Kite Fem.,Silver,9,12.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q10,ANAIS MAI DESJARDINS,16.0-0-0,Kite Fem.,Silver,10,16.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MARINA VODISEK,14.0-0-0,Kite Fem.,Silver,11,14.0,0,0,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q10,ELLA GEIGER,20.0-0-0,Kite Fem.,Silver,12,20.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MARIA DO SOCORRO REIS,27.0-0-DNC,Kite Fem.,Silver,13,27.0,0,DNC,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MARIE EVE MAYRAND,15.0-0-0,Kite Fem.,Silver,14,15.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q10,LUCY BILGER,21.0-0-0,Kite Fem.,Silver,15,21.0,0,0,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,ADELAIDA MARQUENIE ROCA,27.0-0-DNC,Kite Fem.,Silver,16,27.0,0,DNC,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,EMILY BUGEJA,27.0-0-DNC,Kite Fem.,Silver,17,27.0,0,DNC,GERAL,382.0,382.0,
EMMA RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q10,EMMA RENNIE,16.0-0-0,Kite Fem.,Silver,18,16.0,0,0,GERAL,376.0,376.0,
CARMEN VERDEYEN - Kite Fem. - World Championship 2024,World Championship 2024,Q10,CARMEN VERDEYEN,22.0-0-0,Kite Fem.,Silver,19,22.0,0,0,GERAL,382.0,382.0,
BENYAPA JANTAWAN - Kite Fem. - World Championship 2024,World Championship 2024,Q10,BENYAPA JANTAWAN,17.0-0-0,Kite Fem.,Silver,20,17.0,0,0,GERAL,393.0,393.0,
MARIJA DOLENC - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MARIJA DOLENC,27.0-0-DNC,Kite Fem.,Silver,21,27.0,0,DNC,GERAL,413.0,413.0,
AIJA AMBRASA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,AIJA AMBRASA,23.0-0-0,Kite Fem.,Silver,22,23.0,0,0,GERAL,412.0,412.0,
SOPHIE RENNIE - Kite Fem. - World Championship 2024,World Championship 2024,Q10,SOPHIE RENNIE,18.0-0-0,Kite Fem.,Silver,23,18.0,0,0,GERAL,412.0,412.0,
EMILIA KOSTI - Kite Fem. - World Championship 2024,World Championship 2024,Q10,EMILIA KOSTI,27.0-0-DNC,Kite Fem.,Silver,24,27.0,0,DNC,GERAL,441.0,441.0,
MARTYNA DAKOWICZ - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MARTYNA DAKOWICZ,24.0-0-0,Kite Fem.,Silver,25,24.0,0,0,GERAL,450.0,450.0,
MAGDALENA WOYCIECHOWSKA - Kite Fem. - World Championship 2024,World Championship 2024,Q10,MAGDALENA WOYCIECHOWSKA,27.0-0-DNC,Kite Fem.,Silver,26,27.0,0,DNC,GERAL,513.0,513.0,
DERIN ATAKAN - Kite Fem. - World Championship 2024,World Championship 2024,Q11,DERIN ATAKAN,9.0-0-0,Kite Fem.,Silver,1,9.0,0,0,GERAL,162.0,162.0,
HELOISE PEGOURIE - Kite Fem. - World Championship 2024,World Championship 2024,Q11,HELOISE PEGOURIE,14.0-0-0,Kite Fem.,Silver,2,14.0,0,0,GERAL,165.0,165.0,
ZOE BOUTANG - Kite Fem. - World Championship 2024,World Championship 2024,Q11,ZOE BOUTANG,20.0-0-0,Kite Fem.,Silver,3,20.0,0,0,GERAL,189.0,189.0,
JUSTINA KITCHEN - Kite Fem. - World Championship 2024,World Championship 2024,Q11,JUSTINA KITCHEN,12.0-0-0,Kite Fem.,Silver,4,12.0,0,0,GERAL,207.0,207.0,
ALEXIA FANCELLI - Kite Fem. - World Championship 2024,World Championship 2024,Q11,ALEXIA FANCELLI,15.0-0-0,Kite Fem.,Silver,5,15.0,0,0,GERAL,204.0,204.0,
NOORA RUSKOLA - Kite Fem. - World Championship 2024,World Championship 2024,Q11,NOORA RUSKOLA,16.0-0-0,Kite Fem.,Silver,6,16.0,0,0,GERAL,204.0,204.0,
MAFALDA PIRES DE LIMA - Kite Fem. - World Championship 2024,World Championship 2024,Q11,MAFALDA PIRES DE LIMA,17.0-0-0,Kite Fem.,Silver,7,17.0,0,0,GERAL,223.0,223.0,
DERIN DENIZ SORGUC - Kite Fem. - World Championship 2024,World Championship 2024,Q11,DERIN DENIZ SORGUC,16.0-0-0,Kite Fem.,Silver,8,16.0,0,0,GERAL,226.0,226.0,
CATALINA TURIENZO - Kite Fem. - World Championship 2024,World Championship 2024,Q11,CATALINA TURIENZO,13.0-0-0,Kite Fem.,Silver,9,13.0,0,0,GERAL,266.0,266.0,
ANAIS MAI DESJARDINS - Kite Fem. - World Championship 2024,World Championship 2024,Q11,ANAIS MAI DESJARDINS,14.0-0-0,Kite Fem.,Silver,10,14.0,0,0,GERAL,272.0,272.0,
MARINA VODISEK - Kite Fem. - World Championship 2024,World Championship 2024,Q11,MARINA VODISEK,18.0-0-0,Kite Fem.,Silver,11,18.0,0,0,GERAL,305.0,305.0,
ELLA GEIGER - Kite Fem. - World Championship 2024,World Championship 2024,Q11,ELLA GEIGER,19.0-0-0,Kite Fem.,Silver,12,19.0,0,0,GERAL,309.0,309.0,
MARIA DO SOCORRO REIS - Kite Fem. - World Championship 2024,World Championship 2024,Q11,MARIA DO SOCORRO REIS,15.0-0-0,Kite Fem.,Silver,13,15.0,0,0,GERAL,333.0,333.0,
MARIE EVE MAYRAND - Kite Fem. - World Championship 2024,World Championship 2024,Q11,MARIE EVE MAYRAND,18.0-0-0,Kite Fem.,Silver,14,18.0,0,0,GERAL,321.0,321.0,
LUCY BILGER - Kite Fem. - World Championship 2024,World Championship 2024,Q11,LUCY BILGER,27.0-0-DNF,Kite Fem.,Silver,15,27.0,0,DNF,GERAL,332.0,332.0,
ADELAIDA MARQUENIE ROCA - Kite Fem. - World Championship 2024,World Championship 2024,Q11,ADELAIDA MARQUENIE ROCA,27.0-0-DNC,Kite Fem.,Silver,16,27.0,0,DNC,GERAL,344.0,344.0,
EMILY BUGEJA - Kite Fem. - World Championship 2024,World Championship 2024,Q11,EMILY BUGEJA,27.0-0-DNC,Kite Fem.,Silver,17,27.0,0,DNC,GERAL,382.0,382.0,
