,Position,Athlete,Nacionalidade,Regata,Pontuação Regata,Total,Net,Classe Vela,Nome Competição
7909,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,3Q,10,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7910,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,4Q,(26),175,149,49ER,Semaine Olympique Francaise De Voile 2022
7911,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,5Q,25,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7912,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,6Q,8,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7913,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,7Q,15,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7914,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,8Q,12,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7915,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,9Q,15,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7916,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,10F,1,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7917,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,11F,5,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7918,31,"SSTCIHNEGEEL,L EL,I NMOAVXIMILIAN",GER,12F,19,175,149,49ER,Semaine Olympique Francaise De Voile 2022
7923,32,"BGAACUOTRN,E YS,A HMENRY",NZL,1Q,14,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7924,32,"BGAACUOTRN,E YS,A HMENRY",NZL,2Q,15,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7925,32,"BGAACUOTRN,E YS,A HMENRY",NZL,3Q,12,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7926,32,"BGAACUOTRN,E YS,A HMENRY",NZL,4Q,29,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7927,32,"BGAACUOTRN,E YS,A HMENRY",NZL,5Q,23,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7928,32,"BGAACUOTRN,E YS,A HMENRY",NZL,6Q,22,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7929,32,"BGAACUOTRN,E YS,A HMENRY",NZL,7Q,20,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7930,32,"BGAACUOTRN,E YS,A HMENRY",NZL,8Q,(B3F2D),184,152,49ER,Semaine Olympique Francaise De Voile 2022
7931,32,"BGAACUOTRN,E YS,A HMENRY",NZL,9Q,5,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7932,32,"BGAACUOTRN,E YS,A HMENRY",NZL,10F,10,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7933,32,"BGAACUOTRN,E YS,A HMENRY",NZL,11F,1,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7934,32,"BGAACUOTRN,E YS,A HMENRY",NZL,12F,1,184,152,49ER,Semaine Olympique Francaise De Voile 2022
7939,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,1Q,20,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7940,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,2Q,21,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7941,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,3Q,17,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7942,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,4Q,25,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7943,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,5Q,26,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7944,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,6Q,6,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7945,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,7Q,6,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7946,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,8Q,2,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7947,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,9Q,(U3F2D),188,156,49ER,Semaine Olympique Francaise De Voile 2022
7948,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,10F,8,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7949,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,11F,23,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7950,33,"SAAYLKSAIW, OARKITRAH, RUSSEL",HKG,12F,2,188,156,49ER,Semaine Olympique Francaise De Voile 2022
7955,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,1Q,15,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7956,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,2Q,25,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7957,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,3Q,11,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7958,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,4Q,(27),183,156,49ER,Semaine Olympique Francaise De Voile 2022
7959,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,5Q,6,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7960,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,6Q,18,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7961,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,7Q,21,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7962,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,8Q,15,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7963,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,9Q,18,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7964,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,10F,12,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7965,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,11F,10,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7966,34,"SRICCHHANREERR,,  JNOISLOHUA",SUI,12F,5,183,156,49ER,Semaine Olympique Francaise De Voile 2022
7971,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,1Q,14,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7972,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,2Q,17,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7973,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,3Q,(D3N2F),189,157,49ER,Semaine Olympique Francaise De Voile 2022
7974,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,4Q,11,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7975,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,5Q,24,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7976,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,6Q,11,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7977,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,7Q,U3F2D,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7978,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,8Q,19,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7979,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,9Q,6,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7980,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,10F,2,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7981,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,11F,13,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7982,35,"KGRLOUSGIOEWC,S KMIA,C IAEDJAM",POL,12F,8,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7987,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,1Q,12,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7988,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,2Q,20,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7989,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,3Q,15,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7990,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,4Q,19,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7991,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,5Q,18,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7992,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,6Q,14,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7993,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,7Q,17,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7994,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,8Q,13,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7995,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,9Q,13,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7996,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,10F,14,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7997,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,11F,2,189,157,49ER,Semaine Olympique Francaise De Voile 2022
7998,36,"ETLOIRARS,E SA,R EATLZBERT",ESP,12F,(U3F2D),189,157,49ER,Semaine Olympique Francaise De Voile 2022
8003,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,1Q,19,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8004,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,2Q,(27),189,162,49ER,Semaine Olympique Francaise De Voile 2022
8005,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,3Q,20,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8006,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,4Q,6,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8007,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,5Q,17,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8008,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,6Q,20,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8009,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,7Q,13,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8010,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,8Q,11,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8011,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,9Q,20,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8012,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,10F,22,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8013,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,11F,4,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8014,37,"PHEUTGEURESS, ,J AALMEXEASNDER",GBR,12F,10,189,162,49ER,Semaine Olympique Francaise De Voile 2022
8019,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,1Q,21,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8020,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,2Q,14,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8021,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,3Q,20,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8022,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,4Q,17,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8023,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,5Q,5,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8024,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,6Q,19,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8025,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,7Q,16,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8026,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,8Q,(25),190,165,49ER,Semaine Olympique Francaise De Voile 2022
8027,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,9Q,16,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8028,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,10F,13,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8029,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,11F,20,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8030,38,"LNEYHBMO RSGL,E TDTAENINE,L",DEN,12F,4,190,165,49ER,Semaine Olympique Francaise De Voile 2022
8035,39,"THAOYLLMOARN, , JAARMRAENS",GBR,1Q,23,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8036,39,"THAOYLLMOARN, , JAARMRAENS",GBR,2Q,22,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8037,39,"THAOYLLMOARN, , JAARMRAENS",GBR,3Q,19,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8038,39,"THAOYLLMOARN, , JAARMRAENS",GBR,4Q,5,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8039,39,"THAOYLLMOARN, , JAARMRAENS",GBR,5Q,22,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8040,39,"THAOYLLMOARN, , JAARMRAENS",GBR,6Q,(30),199,169,49ER,Semaine Olympique Francaise De Voile 2022
8041,39,"THAOYLLMOARN, , JAARMRAENS",GBR,7Q,17,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8042,39,"THAOYLLMOARN, , JAARMRAENS",GBR,8Q,16,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8043,39,"THAOYLLMOARN, , JAARMRAENS",GBR,9Q,7,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8044,39,"THAOYLLMOARN, , JAARMRAENS",GBR,10F,20,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8045,39,"THAOYLLMOARN, , JAARMRAENS",GBR,11F,15,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8046,39,"THAOYLLMOARN, , JAARMRAENS",GBR,12F,3,199,169,49ER,Semaine Olympique Francaise De Voile 2022
8051,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,1Q,16,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8052,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,2Q,9,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8053,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,3Q,22,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8054,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,4Q,20,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8055,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,5Q,2,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8056,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,6Q,16,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8057,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,7Q,21,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8058,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,8Q,26,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8059,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,9Q,(U3F2D),203,171,49ER,Semaine Olympique Francaise De Voile 2022
8060,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,10F,16,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8061,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,11F,9,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8062,40,"BHUORFFTMOAN,N ,T OSIMMON",AUS,12F,14,203,171,49ER,Semaine Olympique Francaise De Voile 2022
8067,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,1Q,18,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8068,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,2Q,12,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8069,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,3Q,21,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8070,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,4Q,15,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8071,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,5Q,13,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8072,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,6Q,(D3S2Q),208,176,49ER,Semaine Olympique Francaise De Voile 2022
8073,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,7Q,18,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8074,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,8Q,9,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8075,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,9Q,23,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8076,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,10F,6,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8077,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,11F,19,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8078,41,"LFYUNGGLBBJEEKR, GP,H IMLLIAPDS",DEN,12F,22,208,176,49ER,Semaine Olympique Francaise De Voile 2022
8083,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,1Q,23,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8084,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,2Q,12,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8085,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,3Q,19,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8086,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,4Q,15,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8087,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,5Q,19,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8088,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,6Q,(29),207,178,49ER,Semaine Olympique Francaise De Voile 2022
8089,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,7Q,20,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8090,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,8Q,7,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8091,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,9Q,25,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8092,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,10F,9,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8093,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,11F,8,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8094,42,"BNIELRSTEHNE, TJ,E PMPATEHIAS",NOR,12F,21,207,178,49ER,Semaine Olympique Francaise De Voile 2022
8099,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,1Q,21,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8100,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,2Q,(29),215,186,49ER,Semaine Olympique Francaise De Voile 2022
8101,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,3Q,23,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8102,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,4Q,18,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8103,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,5Q,7,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8104,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,6Q,15,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8105,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,7Q,19,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8106,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,8Q,21,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8107,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,9Q,9,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8108,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,10F,23,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8109,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,11F,21,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8110,43,"KBROERMHEORN, EEND, VVAIRLLDE",FIN,12F,9,215,186,49ER,Semaine Olympique Francaise De Voile 2022
8115,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,1Q,19,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8116,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,2Q,21,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8117,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,3Q,17,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8118,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,4Q,14,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8119,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,5Q,16,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8120,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,6Q,28,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8121,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,7Q,(U3F2D),227,195,49ER,Semaine Olympique Francaise De Voile 2022
8122,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,8Q,21,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8123,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,9Q,21,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8124,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,10F,3,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8125,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,11F,22,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8126,44,"BMUATCOHWOSWKSIK, IT, YLTUUKSASZ",POL,12F,13,227,195,49ER,Semaine Olympique Francaise De Voile 2022
8131,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,1Q,RET(32),232,200,49ER,Semaine Olympique Francaise De Voile 2022
8132,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,2Q,22,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8133,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,3Q,21,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8134,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,4Q,12,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8135,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,5Q,5,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8136,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,6Q,21,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8137,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,7Q,12,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8138,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,8Q,12,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8139,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,9Q,24,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8140,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,10F,25,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8141,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,11F,14,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8142,45,"KELAPANDATCHHAEKNKGAARP,P,VAGRAUNNAPATHY",IND,12F,DNF32,232,200,49ER,Semaine Olympique Francaise De Voile 2022
8147,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,1Q,22,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8148,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,2Q,16,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8149,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,3Q,18,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8150,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,4Q,18,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8151,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,5Q,21,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8152,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,6Q,(25),235,210,49ER,Semaine Olympique Francaise De Voile 2022
8153,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,7Q,19,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8154,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,8Q,24,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8155,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,9Q,19,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8156,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,10F,17,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8157,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,11F,16,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8158,46,"PVIOENT ZOCPKPEERN,,  PLAINULUS",GER,12F,20,235,210,49ER,Semaine Olympique Francaise De Voile 2022
8163,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,1Q,22,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8164,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,2Q,(D3N2F),244,212,49ER,Semaine Olympique Francaise De Voile 2022
8165,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,3Q,18,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8166,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,4Q,24,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8167,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,5Q,28,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8168,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,6Q,24,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8169,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,7Q,22,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8170,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,8Q,22,244,212,49ER,Semaine Olympique Francaise De Voile 2022
8171,47,"HDEE UJNOINNGCHKE, ,J AARNTHUR",BEL,9Q,14,244,212,49ER,Semaine Olympique Francaise De Voile 2022
