,Position,Athlete,Nacionalidade,Regata,Pontuação Regata,Total,Net,Classe Vela,Nome Competição
2358,28,"MORRIS, MAYA",ISR,12F,35,408,300,IQFOIL FEM.,European Championship 2022
2359,28,"MORRIS, MAYA",ISR,13F,28,408,300,IQFOIL FEM.,European Championship 2022
2360,28,"MORRIS, MAYA",ISR,14F,34,408,300,IQFOIL FEM.,European Championship 2022
2361,28,"MORRIS, MAYA",ISR,15F,-41,408,300,IQFOIL FEM.,European Championship 2022
2362,28,"MORRIS, MAYA",ISR,16F,22,408,300,IQFOIL FEM.,European Championship 2022
2363,28,"MORRIS, MAYA",ISR,17F,5,408,300,IQFOIL FEM.,European Championship 2022
2364,28,"MORRIS, MAYA",ISR,18F,15,408,300,IQFOIL FEM.,European Championship 2022
2365,28,"MORRIS, MAYA",ISR,19F,31,408,300,IQFOIL FEM.,European Championship 2022
2366,28,"MORRIS, MAYA",ISR,20,25,408,300,IQFOIL FEM.,European Championship 2022
2368,29,"MA, KWAN CHING",HKG,1Q,-33,445,311,IQFOIL FEM.,European Championship 2022
2369,29,"MA, KWAN CHING",HKG,2Q,19,445,311,IQFOIL FEM.,European Championship 2022
2370,29,"MA, KWAN CHING",HKG,3Q,19,445,311,IQFOIL FEM.,European Championship 2022
2371,29,"MA, KWAN CHING",HKG,4Q,17,445,311,IQFOIL FEM.,European Championship 2022
2372,29,"MA, KWAN CHING",HKG,5Q,-21,445,311,IQFOIL FEM.,European Championship 2022
2373,29,"MA, KWAN CHING",HKG,6Q,17,445,311,IQFOIL FEM.,European Championship 2022
2374,29,"MA, KWAN CHING",HKG,7Q,13,445,311,IQFOIL FEM.,European Championship 2022
2375,29,"MA, KWAN CHING",HKG,8Q,16,445,311,IQFOIL FEM.,European Championship 2022
2376,29,"MA, KWAN CHING",HKG,9F,29,445,311,IQFOIL FEM.,European Championship 2022
2377,29,"MA, KWAN CHING",HKG,10F,13,445,311,IQFOIL FEM.,European Championship 2022
2378,29,"MA, KWAN CHING",HKG,11F,-40,445,311,IQFOIL FEM.,European Championship 2022
2379,29,"MA, KWAN CHING",HKG,12F,-40,445,311,IQFOIL FEM.,European Championship 2022
2380,29,"MA, KWAN CHING",HKG,13F,17,445,311,IQFOIL FEM.,European Championship 2022
2381,29,"MA, KWAN CHING",HKG,14F,35,445,311,IQFOIL FEM.,European Championship 2022
2382,29,"MA, KWAN CHING",HKG,15F,11,445,311,IQFOIL FEM.,European Championship 2022
2383,29,"MA, KWAN CHING",HKG,16F,33,445,311,IQFOIL FEM.,European Championship 2022
2384,29,"MA, KWAN CHING",HKG,17F,9,445,311,IQFOIL FEM.,European Championship 2022
2385,29,"MA, KWAN CHING",HKG,18F,13,445,311,IQFOIL FEM.,European Championship 2022
2386,29,"MA, KWAN CHING",HKG,19F,17,445,311,IQFOIL FEM.,European Championship 2022
2387,29,"MA, KWAN CHING",HKG,20,33,445,311,IQFOIL FEM.,European Championship 2022
2389,30,"COUTURIER, MARION",FRA,1Q,15,503,317,IQFOIL FEM.,European Championship 2022
2390,30,"COUTURIER, MARION",FRA,2Q,BFD (49),503,317,IQFOIL FEM.,European Championship 2022
2391,30,"COUTURIER, MARION",FRA,3Q,BFD (49),503,317,IQFOIL FEM.,European Championship 2022
2392,30,"COUTURIER, MARION",FRA,4Q,9,503,317,IQFOIL FEM.,European Championship 2022
2393,30,"COUTURIER, MARION",FRA,5Q,25,503,317,IQFOIL FEM.,European Championship 2022
2394,30,"COUTURIER, MARION",FRA,6Q,13,503,317,IQFOIL FEM.,European Championship 2022
2395,30,"COUTURIER, MARION",FRA,7Q,7,503,317,IQFOIL FEM.,European Championship 2022
2396,30,"COUTURIER, MARION",FRA,8Q,11,503,317,IQFOIL FEM.,European Championship 2022
2397,30,"COUTURIER, MARION",FRA,9F,16,503,317,IQFOIL FEM.,European Championship 2022
2398,30,"COUTURIER, MARION",FRA,10F,15,503,317,IQFOIL FEM.,European Championship 2022
2399,30,"COUTURIER, MARION",FRA,11F,34,503,317,IQFOIL FEM.,European Championship 2022
2400,30,"COUTURIER, MARION",FRA,12F,34,503,317,IQFOIL FEM.,European Championship 2022
2401,30,"COUTURIER, MARION",FRA,13F,29,503,317,IQFOIL FEM.,European Championship 2022
2402,30,"COUTURIER, MARION",FRA,14F,18,503,317,IQFOIL FEM.,European Championship 2022
2403,30,"COUTURIER, MARION",FRA,15F,22,503,317,IQFOIL FEM.,European Championship 2022
2404,30,"COUTURIER, MARION",FRA,16F,19,503,317,IQFOIL FEM.,European Championship 2022
2405,30,"COUTURIER, MARION",FRA,17F,23,503,317,IQFOIL FEM.,European Championship 2022
2406,30,"COUTURIER, MARION",FRA,18F,BFD (49),503,317,IQFOIL FEM.,European Championship 2022
2407,30,"COUTURIER, MARION",FRA,19F,-39,503,317,IQFOIL FEM.,European Championship 2022
2408,30,"COUTURIER, MARION",FRA,20,27,503,317,IQFOIL FEM.,European Championship 2022
2410,31,"SVIKOVA, KATERINA",CZE,1Q,15,462,318,IQFOIL FEM.,European Championship 2022
2411,31,"SVIKOVA, KATERINA",CZE,2Q,19,462,318,IQFOIL FEM.,European Championship 2022
2412,31,"SVIKOVA, KATERINA",CZE,3Q,7,462,318,IQFOIL FEM.,European Championship 2022
2413,31,"SVIKOVA, KATERINA",CZE,4Q,-33,462,318,IQFOIL FEM.,European Championship 2022
2414,31,"SVIKOVA, KATERINA",CZE,5Q,16,462,318,IQFOIL FEM.,European Championship 2022
2415,31,"SVIKOVA, KATERINA",CZE,6Q,-31,462,318,IQFOIL FEM.,European Championship 2022
2416,31,"SVIKOVA, KATERINA",CZE,7Q,17,462,318,IQFOIL FEM.,European Championship 2022
2417,31,"SVIKOVA, KATERINA",CZE,8Q,20,462,318,IQFOIL FEM.,European Championship 2022
2418,31,"SVIKOVA, KATERINA",CZE,9F,-41,462,318,IQFOIL FEM.,European Championship 2022
2419,31,"SVIKOVA, KATERINA",CZE,10F,14,462,318,IQFOIL FEM.,European Championship 2022
2420,31,"SVIKOVA, KATERINA",CZE,11F,23,462,318,IQFOIL FEM.,European Championship 2022
2421,31,"SVIKOVA, KATERINA",CZE,12F,23,462,318,IQFOIL FEM.,European Championship 2022
2422,31,"SVIKOVA, KATERINA",CZE,13F,22,462,318,IQFOIL FEM.,European Championship 2022
2423,31,"SVIKOVA, KATERINA",CZE,14F,-39,462,318,IQFOIL FEM.,European Championship 2022
2424,31,"SVIKOVA, KATERINA",CZE,15F,17,462,318,IQFOIL FEM.,European Championship 2022
2425,31,"SVIKOVA, KATERINA",CZE,16F,37,462,318,IQFOIL FEM.,European Championship 2022
2426,31,"SVIKOVA, KATERINA",CZE,17F,21,462,318,IQFOIL FEM.,European Championship 2022
2427,31,"SVIKOVA, KATERINA",CZE,18F,11,462,318,IQFOIL FEM.,European Championship 2022
2428,31,"SVIKOVA, KATERINA",CZE,19F,27,462,318,IQFOIL FEM.,European Championship 2022
2429,31,"SVIKOVA, KATERINA",CZE,20,29,462,318,IQFOIL FEM.,European Championship 2022
2431,32,"SVIKOVA, BARBORA",CZE,1Q,15,479,332,IQFOIL FEM.,European Championship 2022
2432,32,"SVIKOVA, BARBORA",CZE,2Q,15,479,332,IQFOIL FEM.,European Championship 2022
2433,32,"SVIKOVA, BARBORA",CZE,3Q,-35,479,332,IQFOIL FEM.,European Championship 2022
2434,32,"SVIKOVA, BARBORA",CZE,4Q,11,479,332,IQFOIL FEM.,European Championship 2022
2435,32,"SVIKOVA, BARBORA",CZE,5Q,13,479,332,IQFOIL FEM.,European Championship 2022
2436,32,"SVIKOVA, BARBORA",CZE,6Q,12,479,332,IQFOIL FEM.,European Championship 2022
2437,32,"SVIKOVA, BARBORA",CZE,7Q,-27,479,332,IQFOIL FEM.,European Championship 2022
2438,32,"SVIKOVA, BARBORA",CZE,8Q,22,479,332,IQFOIL FEM.,European Championship 2022
2439,32,"SVIKOVA, BARBORA",CZE,9F,-42,479,332,IQFOIL FEM.,European Championship 2022
2440,32,"SVIKOVA, BARBORA",CZE,10F,19,479,332,IQFOIL FEM.,European Championship 2022
2441,32,"SVIKOVA, BARBORA",CZE,11F,29,479,332,IQFOIL FEM.,European Championship 2022
2442,32,"SVIKOVA, BARBORA",CZE,12F,29,479,332,IQFOIL FEM.,European Championship 2022
2443,32,"SVIKOVA, BARBORA",CZE,13F,16,479,332,IQFOIL FEM.,European Championship 2022
2444,32,"SVIKOVA, BARBORA",CZE,14F,30,479,332,IQFOIL FEM.,European Championship 2022
2445,32,"SVIKOVA, BARBORA",CZE,15F,31,479,332,IQFOIL FEM.,European Championship 2022
2446,32,"SVIKOVA, BARBORA",CZE,16F,41,479,332,IQFOIL FEM.,European Championship 2022
2447,32,"SVIKOVA, BARBORA",CZE,17F,-43,479,332,IQFOIL FEM.,European Championship 2022
2448,32,"SVIKOVA, BARBORA",CZE,18F,17,479,332,IQFOIL FEM.,European Championship 2022
2449,32,"SVIKOVA, BARBORA",CZE,19F,15,479,332,IQFOIL FEM.,European Championship 2022
2450,32,"SVIKOVA, BARBORA",CZE,20,17,479,332,IQFOIL FEM.,European Championship 2022
2452,33,"GAZIT, NAAMA",ISR,1Q,-19,456,337,IQFOIL FEM.,European Championship 2022
2453,33,"GAZIT, NAAMA",ISR,2Q,19,456,337,IQFOIL FEM.,European Championship 2022
2454,33,"GAZIT, NAAMA",ISR,3Q,11,456,337,IQFOIL FEM.,European Championship 2022
2455,33,"GAZIT, NAAMA",ISR,4Q,13,456,337,IQFOIL FEM.,European Championship 2022
2456,33,"GAZIT, NAAMA",ISR,5Q,11,456,337,IQFOIL FEM.,European Championship 2022
2457,33,"GAZIT, NAAMA",ISR,6Q,14,456,337,IQFOIL FEM.,European Championship 2022
2458,33,"GAZIT, NAAMA",ISR,7Q,-22,456,337,IQFOIL FEM.,European Championship 2022
2459,33,"GAZIT, NAAMA",ISR,8Q,18,456,337,IQFOIL FEM.,European Championship 2022
2460,33,"GAZIT, NAAMA",ISR,9F,-39,456,337,IQFOIL FEM.,European Championship 2022
2461,33,"GAZIT, NAAMA",ISR,10F,30,456,337,IQFOIL FEM.,European Championship 2022
2462,33,"GAZIT, NAAMA",ISR,11F,36,456,337,IQFOIL FEM.,European Championship 2022
2463,33,"GAZIT, NAAMA",ISR,12F,36,456,337,IQFOIL FEM.,European Championship 2022
2464,33,"GAZIT, NAAMA",ISR,13F,-39,456,337,IQFOIL FEM.,European Championship 2022
2465,33,"GAZIT, NAAMA",ISR,14F,14,456,337,IQFOIL FEM.,European Championship 2022
2466,33,"GAZIT, NAAMA",ISR,15F,20,456,337,IQFOIL FEM.,European Championship 2022
2467,33,"GAZIT, NAAMA",ISR,16F,27,456,337,IQFOIL FEM.,European Championship 2022
2468,33,"GAZIT, NAAMA",ISR,17F,13,456,337,IQFOIL FEM.,European Championship 2022
2469,33,"GAZIT, NAAMA",ISR,18F,23,456,337,IQFOIL FEM.,European Championship 2022
2470,33,"GAZIT, NAAMA",ISR,19F,17,456,337,IQFOIL FEM.,European Championship 2022
2471,33,"GAZIT, NAAMA",ISR,20,35,456,337,IQFOIL FEM.,European Championship 2022
2473,34,"MORTEFON, MARION",FRA,1Q,1,521,345,IQFOIL FEM.,European Championship 2022
2474,34,"MORTEFON, MARION",FRA,2Q,7,521,345,IQFOIL FEM.,European Championship 2022
2475,34,"MORTEFON, MARION",FRA,3Q,-43,521,345,IQFOIL FEM.,European Championship 2022
2476,34,"MORTEFON, MARION",FRA,4Q,11,521,345,IQFOIL FEM.,European Championship 2022
2477,34,"MORTEFON, MARION",FRA,5Q,21,521,345,IQFOIL FEM.,European Championship 2022
2478,34,"MORTEFON, MARION",FRA,6Q,14,521,345,IQFOIL FEM.,European Championship 2022
2479,34,"MORTEFON, MARION",FRA,7Q,BFD (49),521,345,IQFOIL FEM.,European Championship 2022
2480,34,"MORTEFON, MARION",FRA,8Q,22,521,345,IQFOIL FEM.,European Championship 2022
2481,34,"MORTEFON, MARION",FRA,9F,37,521,345,IQFOIL FEM.,European Championship 2022
2482,34,"MORTEFON, MARION",FRA,10F,38,521,345,IQFOIL FEM.,European Championship 2022
2483,34,"MORTEFON, MARION",FRA,11F,-39,521,345,IQFOIL FEM.,European Championship 2022
2484,34,"MORTEFON, MARION",FRA,12F,39,521,345,IQFOIL FEM.,European Championship 2022
2485,34,"MORTEFON, MARION",FRA,13F,21,521,345,IQFOIL FEM.,European Championship 2022
2486,34,"MORTEFON, MARION",FRA,14F,33,521,345,IQFOIL FEM.,European Championship 2022
2487,34,"MORTEFON, MARION",FRA,15F,26,521,345,IQFOIL FEM.,European Championship 2022
2488,34,"MORTEFON, MARION",FRA,16F,32,521,345,IQFOIL FEM.,European Championship 2022
2489,34,"MORTEFON, MARION",FRA,17F,1,521,345,IQFOIL FEM.,European Championship 2022
2490,34,"MORTEFON, MARION",FRA,18F,29,521,345,IQFOIL FEM.,European Championship 2022
2491,34,"MORTEFON, MARION",FRA,19F,-45,521,345,IQFOIL FEM.,European Championship 2022
2492,34,"MORTEFON, MARION",FRA,20,13,521,345,IQFOIL FEM.,European Championship 2022
2494,35,"MOBEKK, MINA",NOR,1Q,17,493,347,IQFOIL FEM.,European Championship 2022
2495,35,"MOBEKK, MINA",NOR,2Q,DSQ (49),493,347,IQFOIL FEM.,European Championship 2022
2496,35,"MOBEKK, MINA",NOR,3Q,21,493,347,IQFOIL FEM.,European Championship 2022
2497,35,"MOBEKK, MINA",NOR,4Q,5,493,347,IQFOIL FEM.,European Championship 2022
2498,35,"MOBEKK, MINA",NOR,5Q,10,493,347,IQFOIL FEM.,European Championship 2022
2499,35,"MOBEKK, MINA",NOR,6Q,20,493,347,IQFOIL FEM.,European Championship 2022
2500,35,"MOBEKK, MINA",NOR,7Q,-23,493,347,IQFOIL FEM.,European Championship 2022
2501,35,"MOBEKK, MINA",NOR,8Q,13,493,347,IQFOIL FEM.,European Championship 2022
2502,35,"MOBEKK, MINA",NOR,9F,-40,493,347,IQFOIL FEM.,European Championship 2022
2503,35,"MOBEKK, MINA",NOR,10F,-34,493,347,IQFOIL FEM.,European Championship 2022
2504,35,"MOBEKK, MINA",NOR,11F,27,493,347,IQFOIL FEM.,European Championship 2022
2505,35,"MOBEKK, MINA",NOR,12F,27,493,347,IQFOIL FEM.,European Championship 2022
2506,35,"MOBEKK, MINA",NOR,13F,19,493,347,IQFOIL FEM.,European Championship 2022
2507,35,"MOBEKK, MINA",NOR,14F,28,493,347,IQFOIL FEM.,European Championship 2022
2508,35,"MOBEKK, MINA",NOR,15F,10,493,347,IQFOIL FEM.,European Championship 2022
2509,35,"MOBEKK, MINA",NOR,16F,24,493,347,IQFOIL FEM.,European Championship 2022
2510,35,"MOBEKK, MINA",NOR,17F,33,493,347,IQFOIL FEM.,European Championship 2022
2511,35,"MOBEKK, MINA",NOR,18F,29,493,347,IQFOIL FEM.,European Championship 2022
2512,35,"MOBEKK, MINA",NOR,19F,33,493,347,IQFOIL FEM.,European Championship 2022
2513,35,"MOBEKK, MINA",NOR,20,31,493,347,IQFOIL FEM.,European Championship 2022
2515,36,"OPPEDAL, HELLE",NOR,1Q,-31,511,348,IQFOIL FEM.,European Championship 2022
2516,36,"OPPEDAL, HELLE",NOR,2Q,BFD (49),511,348,IQFOIL FEM.,European Championship 2022
2517,36,"OPPEDAL, HELLE",NOR,3Q,23,511,348,IQFOIL FEM.,European Championship 2022
2518,36,"OPPEDAL, HELLE",NOR,4Q,3,511,348,IQFOIL FEM.,European Championship 2022
2519,36,"OPPEDAL, HELLE",NOR,5Q,17,511,348,IQFOIL FEM.,European Championship 2022
2520,36,"OPPEDAL, HELLE",NOR,6Q,13,511,348,IQFOIL FEM.,European Championship 2022
2521,36,"OPPEDAL, HELLE",NOR,7Q,18,511,348,IQFOIL FEM.,European Championship 2022
2522,36,"OPPEDAL, HELLE",NOR,8Q,10,511,348,IQFOIL FEM.,European Championship 2022
2523,36,"OPPEDAL, HELLE",NOR,9F,32,511,348,IQFOIL FEM.,European Championship 2022
2524,36,"OPPEDAL, HELLE",NOR,10F,-44,511,348,IQFOIL FEM.,European Championship 2022
2525,36,"OPPEDAL, HELLE",NOR,11F,20,511,348,IQFOIL FEM.,European Championship 2022
2526,36,"OPPEDAL, HELLE",NOR,12F,20,511,348,IQFOIL FEM.,European Championship 2022
2527,36,"OPPEDAL, HELLE",NOR,13F,32,511,348,IQFOIL FEM.,European Championship 2022
2528,36,"OPPEDAL, HELLE",NOR,14F,10,511,348,IQFOIL FEM.,European Championship 2022
2529,36,"OPPEDAL, HELLE",NOR,15F,-39,511,348,IQFOIL FEM.,European Championship 2022
2530,36,"OPPEDAL, HELLE",NOR,16F,30,511,348,IQFOIL FEM.,European Championship 2022
2531,36,"OPPEDAL, HELLE",NOR,17F,29,511,348,IQFOIL FEM.,European Championship 2022
2532,36,"OPPEDAL, HELLE",NOR,18F,31,511,348,IQFOIL FEM.,European Championship 2022
2533,36,"OPPEDAL, HELLE",NOR,19F,25,511,348,IQFOIL FEM.,European Championship 2022
2534,36,"OPPEDAL, HELLE",NOR,20,35,511,348,IQFOIL FEM.,European Championship 2022
2536,37,"PAPAZIAN, AMBAR",FRA,1Q,21,500,356,IQFOIL FEM.,European Championship 2022
2537,37,"PAPAZIAN, AMBAR",FRA,2Q,3,500,356,IQFOIL FEM.,European Championship 2022
2538,37,"PAPAZIAN, AMBAR",FRA,3Q,7,500,356,IQFOIL FEM.,European Championship 2022
2539,37,"PAPAZIAN, AMBAR",FRA,4Q,19,500,356,IQFOIL FEM.,European Championship 2022
2540,37,"PAPAZIAN, AMBAR",FRA,5Q,20,500,356,IQFOIL FEM.,European Championship 2022
2541,37,"PAPAZIAN, AMBAR",FRA,6Q,-24,500,356,IQFOIL FEM.,European Championship 2022
2542,37,"PAPAZIAN, AMBAR",FRA,7Q,24,500,356,IQFOIL FEM.,European Championship 2022
2543,37,"PAPAZIAN, AMBAR",FRA,8Q,-26,500,356,IQFOIL FEM.,European Championship 2022
2544,37,"PAPAZIAN, AMBAR",FRA,9F,13,500,356,IQFOIL FEM.,European Championship 2022
2545,37,"PAPAZIAN, AMBAR",FRA,10F,41,500,356,IQFOIL FEM.,European Championship 2022
2546,37,"PAPAZIAN, AMBAR",FRA,11F,28,500,356,IQFOIL FEM.,European Championship 2022
2547,37,"PAPAZIAN, AMBAR",FRA,12F,28,500,356,IQFOIL FEM.,European Championship 2022
2548,37,"PAPAZIAN, AMBAR",FRA,13F,-47,500,356,IQFOIL FEM.,European Championship 2022
2549,37,"PAPAZIAN, AMBAR",FRA,14F,42,500,356,IQFOIL FEM.,European Championship 2022
2550,37,"PAPAZIAN, AMBAR",FRA,15F,28,500,356,IQFOIL FEM.,European Championship 2022
2551,37,"PAPAZIAN, AMBAR",FRA,16F,-47,500,356,IQFOIL FEM.,European Championship 2022
2552,37,"PAPAZIAN, AMBAR",FRA,17F,19,500,356,IQFOIL FEM.,European Championship 2022
2553,37,"PAPAZIAN, AMBAR",FRA,18F,25,500,356,IQFOIL FEM.,European Championship 2022
2554,37,"PAPAZIAN, AMBAR",FRA,19F,19,500,356,IQFOIL FEM.,European Championship 2022
2555,37,"PAPAZIAN, AMBAR",FRA,20,19,500,356,IQFOIL FEM.,European Championship 2022
2557,38,"NOCETI KLEPACKA, ZOFIA",POL,1Q,7,525,359,IQFOIL FEM.,European Championship 2022
2558,38,"NOCETI KLEPACKA, ZOFIA",POL,2Q,13,525,359,IQFOIL FEM.,European Championship 2022
2559,38,"NOCETI KLEPACKA, ZOFIA",POL,3Q,13,525,359,IQFOIL FEM.,European Championship 2022
2560,38,"NOCETI KLEPACKA, ZOFIA",POL,4Q,BFD (49),525,359,IQFOIL FEM.,European Championship 2022
2561,38,"NOCETI KLEPACKA, ZOFIA",POL,5Q,22,525,359,IQFOIL FEM.,European Championship 2022
2562,38,"NOCETI KLEPACKA, ZOFIA",POL,6Q,-26,525,359,IQFOIL FEM.,European Championship 2022
2563,38,"NOCETI KLEPACKA, ZOFIA",POL,7Q,18,525,359,IQFOIL FEM.,European Championship 2022
2564,38,"NOCETI KLEPACKA, ZOFIA",POL,8Q,24,525,359,IQFOIL FEM.,European Championship 2022
2565,38,"NOCETI KLEPACKA, ZOFIA",POL,9F,17,525,359,IQFOIL FEM.,European Championship 2022
2566,38,"NOCETI KLEPACKA, ZOFIA",POL,10F,-42,525,359,IQFOIL FEM.,European Championship 2022
2567,38,"NOCETI KLEPACKA, ZOFIA",POL,11F,42,525,359,IQFOIL FEM.,European Championship 2022
2568,38,"NOCETI KLEPACKA, ZOFIA",POL,12F,42,525,359,IQFOIL FEM.,European Championship 2022
2569,38,"NOCETI KLEPACKA, ZOFIA",POL,13F,14,525,359,IQFOIL FEM.,European Championship 2022
2570,38,"NOCETI KLEPACKA, ZOFIA",POL,14F,22,525,359,IQFOIL FEM.,European Championship 2022
2571,38,"NOCETI KLEPACKA, ZOFIA",POL,15F,DNF (49),525,359,IQFOIL FEM.,European Championship 2022
2572,38,"NOCETI KLEPACKA, ZOFIA",POL,16F,15,525,359,IQFOIL FEM.,European Championship 2022
2573,38,"NOCETI KLEPACKA, ZOFIA",POL,17F,17,525,359,IQFOIL FEM.,European Championship 2022
2574,38,"NOCETI KLEPACKA, ZOFIA",POL,18F,33,525,359,IQFOIL FEM.,European Championship 2022
2575,38,"NOCETI KLEPACKA, ZOFIA",POL,19F,29,525,359,IQFOIL FEM.,European Championship 2022
2576,38,"NOCETI KLEPACKA, ZOFIA",POL,20,31,525,359,IQFOIL FEM.,European Championship 2022
2578,39,"ALTMANNOVA, KATERINA",CZE,1Q,13,529,370,IQFOIL FEM.,European Championship 2022
2579,39,"ALTMANNOVA, KATERINA",CZE,2Q,-21,529,370,IQFOIL FEM.,European Championship 2022
2580,39,"ALTMANNOVA, KATERINA",CZE,3Q,17,529,370,IQFOIL FEM.,European Championship 2022
2581,39,"ALTMANNOVA, KATERINA",CZE,4Q,BFD (49),529,370,IQFOIL FEM.,European Championship 2022
2582,39,"ALTMANNOVA, KATERINA",CZE,5Q,13,529,370,IQFOIL FEM.,European Championship 2022
2583,39,"ALTMANNOVA, KATERINA",CZE,6Q,21,529,370,IQFOIL FEM.,European Championship 2022
2584,39,"ALTMANNOVA, KATERINA",CZE,7Q,17,529,370,IQFOIL FEM.,European Championship 2022
2585,39,"ALTMANNOVA, KATERINA",CZE,8Q,19,529,370,IQFOIL FEM.,European Championship 2022
2586,39,"ALTMANNOVA, KATERINA",CZE,9F,22,529,370,IQFOIL FEM.,European Championship 2022
2587,39,"ALTMANNOVA, KATERINA",CZE,10F,18,529,370,IQFOIL FEM.,European Championship 2022
2588,39,"ALTMANNOVA, KATERINA",CZE,11F,37,529,370,IQFOIL FEM.,European Championship 2022
2589,39,"ALTMANNOVA, KATERINA",CZE,12F,37,529,370,IQFOIL FEM.,European Championship 2022
2590,39,"ALTMANNOVA, KATERINA",CZE,13F,-48,529,370,IQFOIL FEM.,European Championship 2022
2591,39,"ALTMANNOVA, KATERINA",CZE,14F,21,529,370,IQFOIL FEM.,European Championship 2022
2592,39,"ALTMANNOVA, KATERINA",CZE,15F,18,529,370,IQFOIL FEM.,European Championship 2022
2593,39,"ALTMANNOVA, KATERINA",CZE,16F,36,529,370,IQFOIL FEM.,European Championship 2022
2594,39,"ALTMANNOVA, KATERINA",CZE,17F,31,529,370,IQFOIL FEM.,European Championship 2022
2595,39,"ALTMANNOVA, KATERINA",CZE,18F,23,529,370,IQFOIL FEM.,European Championship 2022
2596,39,"ALTMANNOVA, KATERINA",CZE,19F,-41,529,370,IQFOIL FEM.,European Championship 2022
2597,39,"ALTMANNOVA, KATERINA",CZE,20,27,529,370,IQFOIL FEM.,European Championship 2022
2599,40,"PINOSOVA, KRISTYNA",CZE,1Q,11,527,373,IQFOIL FEM.,European Championship 2022
2600,40,"PINOSOVA, KRISTYNA",CZE,2Q,9,527,373,IQFOIL FEM.,European Championship 2022
2601,40,"PINOSOVA, KRISTYNA",CZE,3Q,9,527,373,IQFOIL FEM.,European Championship 2022
2602,40,"PINOSOVA, KRISTYNA",CZE,4Q,5,527,373,IQFOIL FEM.,European Championship 2022
2603,40,"PINOSOVA, KRISTYNA",CZE,5Q,-23,527,373,IQFOIL FEM.,European Championship 2022
2604,40,"PINOSOVA, KRISTYNA",CZE,6Q,23,527,373,IQFOIL FEM.,European Championship 2022
2605,40,"PINOSOVA, KRISTYNA",CZE,7Q,-33,527,373,IQFOIL FEM.,European Championship 2022
2606,40,"PINOSOVA, KRISTYNA",CZE,8Q,21,527,373,IQFOIL FEM.,European Championship 2022
2607,40,"PINOSOVA, KRISTYNA",CZE,9F,38,527,373,IQFOIL FEM.,European Championship 2022
2608,40,"PINOSOVA, KRISTYNA",CZE,10F,BFD (49),527,373,IQFOIL FEM.,European Championship 2022
2609,40,"PINOSOVA, KRISTYNA",CZE,11F,DSQ (49),527,373,IQFOIL FEM.,European Championship 2022
2610,40,"PINOSOVA, KRISTYNA",CZE,12F,DSQ 49,527,373,IQFOIL FEM.,European Championship 2022
2611,40,"PINOSOVA, KRISTYNA",CZE,13F,37,527,373,IQFOIL FEM.,European Championship 2022
2612,40,"PINOSOVA, KRISTYNA",CZE,14F,BFD 49,527,373,IQFOIL FEM.,European Championship 2022
2613,40,"PINOSOVA, KRISTYNA",CZE,15F,25,527,373,IQFOIL FEM.,European Championship 2022
2614,40,"PINOSOVA, KRISTYNA",CZE,16F,35,527,373,IQFOIL FEM.,European Championship 2022
2615,40,"PINOSOVA, KRISTYNA",CZE,17F,39,527,373,IQFOIL FEM.,European Championship 2022
2616,40,"PINOSOVA, KRISTYNA",CZE,18F,19,527,373,IQFOIL FEM.,European Championship 2022
2617,40,"PINOSOVA, KRISTYNA",CZE,19F,3,527,373,IQFOIL FEM.,European Championship 2022
2618,40,"PINOSOVA, KRISTYNA",CZE,20,1,527,373,IQFOIL FEM.,European Championship 2022
2620,41,"SPYCHAKOV , KATY",ISR,1Q,13,507,377,IQFOIL FEM.,European Championship 2022
2621,41,"SPYCHAKOV , KATY",ISR,2Q,15,507,377,IQFOIL FEM.,European Championship 2022
2622,41,"SPYCHAKOV , KATY",ISR,3Q,-25,507,377,IQFOIL FEM.,European Championship 2022
2623,41,"SPYCHAKOV , KATY",ISR,4Q,11,507,377,IQFOIL FEM.,European Championship 2022
2624,41,"SPYCHAKOV , KATY",ISR,5Q,-17,507,377,IQFOIL FEM.,European Championship 2022
2625,41,"SPYCHAKOV , KATY",ISR,6Q,16,507,377,IQFOIL FEM.,European Championship 2022
2626,41,"SPYCHAKOV , KATY",ISR,7Q,9,507,377,IQFOIL FEM.,European Championship 2022
2627,41,"SPYCHAKOV , KATY",ISR,8Q,13,507,377,IQFOIL FEM.,European Championship 2022
2628,41,"SPYCHAKOV , KATY",ISR,9F,31,507,377,IQFOIL FEM.,European Championship 2022
2629,41,"SPYCHAKOV , KATY",ISR,10F,35,507,377,IQFOIL FEM.,European Championship 2022
2630,41,"SPYCHAKOV , KATY",ISR,11F,-43,507,377,IQFOIL FEM.,European Championship 2022
2631,41,"SPYCHAKOV , KATY",ISR,12F,43,507,377,IQFOIL FEM.,European Championship 2022
2632,41,"SPYCHAKOV , KATY",ISR,13F,33,507,377,IQFOIL FEM.,European Championship 2022
2633,41,"SPYCHAKOV , KATY",ISR,14F,25,507,377,IQFOIL FEM.,European Championship 2022
2634,41,"SPYCHAKOV , KATY",ISR,15F,36,507,377,IQFOIL FEM.,European Championship 2022
2635,41,"SPYCHAKOV , KATY",ISR,16F,40,507,377,IQFOIL FEM.,European Championship 2022
2636,41,"SPYCHAKOV , KATY",ISR,17F,23,507,377,IQFOIL FEM.,European Championship 2022
2637,41,"SPYCHAKOV , KATY",ISR,18F,-45,507,377,IQFOIL FEM.,European Championship 2022
