Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
Sofia Alejandra D´agostino,3,Ilca 6,,P,43,14,156.0,118.0,Central and South American Championship 2023,Q2
Ana Carolina Tonniges Roth,3,Ilca 6,,P,44,26,161.0,123.0,Central and South American Championship 2023,Q2
"Eduardo ""Edy"" Branz",3,Ilca 6,,P,45,DNC,165.0,127.0,Central and South American Championship 2023,Q2
Hector Rene David,3,Ilca 6,,P,46,DNC,167.0,129.0,Central and South American Championship 2023,Q2
Dante Volker,3,Ilca 6,,P,47,18,155.0,129.0,Central and South American Championship 2023,Q2
Felipe Blas Alfaro,3,Ilca 6,,P,48,DNC,182.0,144.0,Central and South American Championship 2023,Q2
Bautista Becerra,3,Ilca 6,,P,49,DNC,184.0,146.0,Central and South American Championship 2023,Q2
Matteo Wallau,3,Ilca 6,,P,50,16,178.0,148.0,Central and South American Championship 2023,Q2
Veronica Jordana,3,Ilca 6,,P,51,21,187.0,149.0,Central and South American Championship 2023,Q2
Agustin Saguir,3,Ilca 6,,P,52,DNC,187.0,149.0,Central and South American Championship 2023,Q2
Federico Isem,3,Ilca 6,,P,53,19,188.0,160.0,Central and South American Championship 2023,Q2
Ignacio Frias,3,Ilca 6,,P,54,DNC,204.0,166.0,Central and South American Championship 2023,Q2
Lihuel Gomez Lacchini,3,Ilca 6,,P,55,25,212.0,174.0,Central and South American Championship 2023,Q2
Juan Bartolome Cha Vaccari,3,Ilca 6,,P,56,24,210.0,176.0,Central and South American Championship 2023,Q2
José Luiz Perez Fraquelli,3,Ilca 6,,P,57,DNC,220.0,182.0,Central and South American Championship 2023,Q2
Marlene Riquelme Antonetti,3,Ilca 6,,P,58,DNC,220.0,182.0,Central and South American Championship 2023,Q2
Ignacio Garcia Cantelli,3,Ilca 6,,P,59,DNC,222.0,184.0,Central and South American Championship 2023,Q2
Tomas Elias,3,Ilca 6,,P,60,23,228.0,190.0,Central and South American Championship 2023,Q2
Maria Laura Cueto,3,Ilca 6,,P,61,29,230.0,192.0,Central and South American Championship 2023,Q2
Lisbetzy Rojo Salazar,3,Ilca 6,,P,62,27,228.0,195.0,Central and South American Championship 2023,Q2
Sofia Giovinazzo Von Thumen,3,Ilca 6,,P,63,30,229.0,199.0,Central and South American Championship 2023,Q2
Balthazar Remotti,3,Ilca 6,,P,64,23,245.0,207.0,Central and South American Championship 2023,Q2
Gabriel Torre,3,Ilca 6,,P,65,15,246.0,208.0,Central and South American Championship 2023,Q2
Ines Antoni,3,Ilca 6,,P,66,24,248.0,211.0,Central and South American Championship 2023,Q2
Facundo Alfaro Jaime,3,Ilca 6,,P,67,5,254.0,216.0,Central and South American Championship 2023,Q2
Martin Iglesias,3,Ilca 6,,P,68,DNC,287.0,249.0,Central and South American Championship 2023,Q2
Sabrina Ferrara,3,Ilca 6,,P,69,DNC,287.0,249.0,Central and South American Championship 2023,Q2
Marcelo Adolfo Gonzalez Pondal,3,Ilca 6,,P,70,DNC,294.0,256.0,Central and South American Championship 2023,Q2
Juan Cruz Palombo,3,Ilca 6,,P,71,DNC,306.0,268.0,Central and South American Championship 2023,Q2
Marcelo Frezza,3,Ilca 6,,P,72,DNC,332.0,294.0,Central and South American Championship 2023,Q2
Agustina Canclini,3,Ilca 6,,P,73,DNC,342.0,304.0,Central and South American Championship 2023,Q2
Vicente Francisco Curzi Ghdini,3,Ilca 6,,P,74,DNC,342.0,304.0,Central and South American Championship 2023,Q2
Erick Marcondes de M.Carpes,3,Ilca 6,,O,0,2,24.0,15.0,Central and South American Championship 2023,Q3
Lucia Falasca,3,Ilca 6,,O,1,1,34.0,22.0,Central and South American Championship 2023,Q3
Gabriella Marques Kidd,3,Ilca 6,,O,2,1,52.0,33.0,Central and South American Championship 2023,Q3
Dolores Moreira Fraschini,3,Ilca 6,,O,3,3,52.0,37.0,Central and South American Championship 2023,Q3
Florencia Chiarella Salas,3,Ilca 6,,O,4,3,61.0,44.0,Central and South American Championship 2023,Q3
