Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,MRQ,Total,Nett
15,"GIULIO CALABRO, UBERTO CRIVELLI VISCONTI",1690,,2.0,7.0,4.0,5.0,13.0,15.0,18.0,7.0,13.0,17.0,11.0,7.0,12.0,-,-,-,-,-,131.0,113.0
15,AGATA BARWINSKA,29,POL,3.0,7.0,1.0,48.0,5.0,6.0,25.0,38.0,16.0,27.0,-,-,-,-,-,-,-,-,176.0,128.0
15,EDUARDO MARQUES,1204,POR,8.0,7.0,7.0,4.0,5.0,36.0,31.0,5.0,9.0,29.0,-,-,-,-,-,-,-,-,141.0,105.0
15,"HANNA WILLE, MARLA BERGMANN",1787,,12.0,9.0,21.0,5.0,22.0,19.0,8.0,16.0,14.0,11.0,6.0,8.0,13.0,-,-,-,-,-,164.0,142.0
15,"MATISSE PACAUD, LUCIE DE GENNES",3310,,9.0,5.0,7.0,16.0,2.0,31.0,18.0,26.0,15.0,8.0,-,-,-,-,-,-,-,-,137.0,106.0
15,ALINA KORNELLI,159,AUT,6.0,8.0,5.0,18.0,18.0,13.0,15.0,12.0,13.0,24.0,5.0,21.0,10.0,20.0,13.0,6.0,-,-,207.0,144.0
15,JULIEN RODRIGUEZ,2416,,18.0,13.0,12.0,14.0,15.0,22.0,11.0,10.0,16.0,13.0,10.0,6.0,13.0,16.0,-,-,-,-,189.0,133.0
15,NELA SADILKOVA,3631,CZE,14.0,13.0,18.0,16.0,18.0,7.0,10.0,14.0,16.0,14.0,12.0,13.0,11.0,6.0,-,-,-,-,182.0,130.0
15,"ANJA CAMUSSO, ANDREA ASCHIERI",285,,14.0,7.0,9.0,5.0,16.0,9.0,20.0,5.0,8.0,13.0,15.0,18.0,-,-,-,-,-,-,139.0,119.0
15,TONI VODISEK,4906,,10.0,1.0,20.0,5.0,8.0,4.0,28.0,5.0,10.0,28.0,28.0,28.0,10.0,1.0,24.0,7.0,2.0,-,219.0,143.0
16,NIELS BROEKHUIZEN,3694,NED,10.0,4.0,20.0,9.0,2.0,21.0,37.0,12.0,17.0,11.0,-,-,-,-,-,-,-,-,143.0,106.0
16,"ANNIE WILMOT, LAURA HARDING",326,,1.0,4.0,22.0,12.0,1.0,18.0,12.0,21.0,15.0,8.0,10.0,19.0,22.0,-,-,-,-,-,165.0,143.0
16,MARIE BARRUE,3140,FRA,14.0,14.0,21.0,23.0,1.0,27.0,24.0,4.0,34.0,1.0,-,-,-,-,-,-,-,-,163.0,129.0
16,NICOLAS PARLIER,3678,,3.0,4.0,2.0,4.0,2.0,16.0,9.0,20.0,14.0,28.0,22.0,17.0,13.0,17.0,26.0,16.0,13.0,-,226.0,168.0
16,GAL ZUKERMAN,1601,ISR,6.0,6.0,8.0,10.0,14.0,15.0,13.0,26.0,24.0,8.0,13.0,8.0,25.0,9.0,14.0,9.0,-,-,208.0,147.0
16,"MATTI CIPRA, THERES DAHNKE",3339,,12.0,12.0,9.0,5.0,14.0,2.0,27.0,6.0,21.0,26.0,-,-,-,-,-,-,-,-,134.0,107.0
16,MEGUMI KOMINE,3412,,13.0,19.0,19.0,10.0,12.0,23.0,11.0,12.0,12.0,17.0,15.0,14.0,13.0,13.0,-,-,-,-,203.0,142.0
16,"NEVIN SNOW, MAXIMILIANO AGNESE",3640,,9.0,8.0,25.0,1.0,1.0,18.0,15.0,9.0,15.0,9.0,17.0,10.0,16.0,-,-,-,-,-,153.0,128.0
16,"SANTIAGO RAUL LANGE, VICTORIA TRAVASCIO",4331,,24.0,2.0,14.0,16.0,1.0,21.0,12.0,21.0,12.0,8.0,14.0,3.0,-,-,-,-,-,-,148.0,124.0
16,MARCOS QUIROGA,3091,,12.0,18.0,14.0,13.0,17.0,11.0,5.0,15.0,19.0,16.0,11.0,20.0,22.0,17.0,-,-,-,-,210.0,149.0
17,"MYRTO PAPADOPOULOU, IORDANIS PASCHALIDIS",3584,,12.0,12.0,2.0,6.0,20.0,22.0,17.0,3.0,3.0,18.0,18.0,16.0,-,-,-,-,-,-,149.0,127.0
17,JAN MARCINIAK,2118,POL,24.0,9.0,10.0,7.0,8.0,18.0,12.0,22.0,23.0,16.0,11.0,11.0,24.0,13.0,14.0,18.0,24.0,-,264.0,192.0
17,SI WANG,4467,CHN,13.0,9.0,10.0,9.0,13.0,18.0,11.0,10.0,17.0,14.0,21.0,22.0,17.0,5.0,17.0,7.0,-,-,213.0,157.0
17,"NICOLAS RODRIGUEZ, SILVIA MAS",3680,,16.0,4.0,10.0,3.0,23.0,13.0,12.0,31.0,22.0,5.0,-,-,-,-,-,-,-,-,139.0,108.0
17,JUNNA WATANABE,2424,JPN,16.0,17.0,12.0,14.0,15.0,23.0,23.0,16.0,11.0,18.0,14.0,20.0,10.0,23.0,-,-,-,-,232.0,163.0
17,DAIYA KURAMOCHI,1010,JPN,14.0,15.0,16.0,15.0,20.0,13.0,12.0,19.0,12.0,18.0,15.0,13.0,15.0,13.0,-,-,-,-,210.0,153.0
17,ANREQOA JISA URUTHIIN PERSON,329,,9.0,13.0,11.0,8.0,8.0,5.0,29.0,17.0,31.0,9.0,-,-,-,-,-,-,-,-,140.0,109.0
17,"VILMA BOBECK, EBBA BERNTSSON",5048,,19.0,10.0,3.0,22.0,9.0,14.0,14.0,8.0,13.0,1.0,20.0,15.0,20.0,-,-,-,-,-,168.0,146.0
17,"CHRIS TAYLOR, RHOS HAWES",866,,7.0,2.0,8.0,24.0,9.0,17.0,16.0,4.0,20.0,24.0,22.0,1.0,3.0,-,-,-,-,-,157.0,133.0
17,ECEM GUZEL,1198,TUR,17.0,12.0,14.0,5.0,7.0,20.0,20.0,40.0,2.0,33.0,-,-,-,-,-,-,-,-,170.0,130.0
18,BRYN MULLER,683,,6.0,10.0,21.0,18.0,21.0,23.0,23.0,17.0,10.0,10.0,9.0,22.0,20.0,23.0,-,-,-,-,233.0,164.0
18,"FUYUKA MORITA, DAICHI TAKAYAMA",1584,,2.0,10.0,10.0,6.0,5.0,19.0,26.0,19.0,18.0,22.0,-,-,-,-,-,-,-,-,137.0,111.0
18,SILVIA ZENNARO,4489,ITA,4.0,13.0,7.0,9.0,23.0,7.0,33.0,41.0,21.0,14.0,-,-,-,-,-,-,-,-,172.0,131.0
18,"NOE DELPECH, JULIEN D'ORTOLI",3748,,3.0,4.0,13.0,4.0,15.0,20.0,2.0,17.0,4.0,12.0,20.0,20.0,21.0,-,-,-,-,-,155.0,134.0
18,SOFIA TOMASONI,4530,ITA,4.0,11.0,12.0,11.0,8.0,21.0,14.0,15.0,22.0,12.0,22.0,25.0,11.0,10.0,12.0,26.0,-,-,236.0,173.0
18,LUKE ELLIOTT,2961,AUS,5.0,6.0,53.0,3.0,23.0,26.0,16.0,13.0,15.0,7.0,-,-,-,-,-,-,-,-,167.0,114.0
18,MARIO CALBUCCI,3166,,7.0,2.0,5.0,5.0,13.0,28.0,21.0,17.0,11.0,2.0,23.0,18.0,19.0,24.0,25.0,17.0,25.0,-,262.0,196.0
18,"VEERA HOKKA, RONJA GRONBLOM",5001,,4.0,16.0,9.0,6.0,13.0,2.0,5.0,23.0,23.0,18.0,13.0,21.0,18.0,-,-,-,-,-,171.0,148.0
18,"ANDRES BARRIO GARCIA, TARA PACHECO VAN RIJNSOEVER",248,,4.0,4.0,9.0,14.0,4.0,18.0,14.0,13.0,24.0,19.0,22.0,14.0,-,-,-,-,-,-,159.0,135.0
18,MATE BORS,3265,HUN,20.0,14.0,7.0,20.0,14.0,22.0,20.0,20.0,22.0,19.0,16.0,7.0,8.0,15.0,-,-,-,-,224.0,160.0
19,"ARNO DE PLANTA, SEBASTIEN SCHNEITER",374,,4.0,5.0,25.0,9.0,10.0,1.0,9.0,5.0,19.0,20.0,21.0,18.0,14.0,-,-,-,-,-,160.0,135.0
19,"BRIN LIDDELL, RHIANNAN BROWN",658,,24.0,8.0,11.0,9.0,3.0,16.0,18.0,12.0,18.0,23.0,6.0,13.0,-,-,-,-,-,-,161.0,137.0
19,BENCE SANTA,497,HUN,16.0,19.0,17.0,16.0,18.0,16.0,17.0,12.0,17.0,11.0,12.0,16.0,22.0,14.0,-,-,-,-,223.0,164.0
19,ALEXIA FANCELLI,140,FRA,14.0,10.0,9.0,10.0,16.0,11.0,17.0,13.0,15.0,19.0,17.0,20.0,16.0,18.0,15.0,10.0,-,-,230.0,177.0
19,MIKI YAMABE,3483,JPN,15.0,16.0,11.0,15.0,17.0,23.0,16.0,19.0,19.0,21.0,21.0,17.0,19.0,23.0,-,-,-,-,252.0,185.0
19,"LARA GRANIER, AMELIE RIOU",2679,FRA,18.0,26.0,5.0,20.0,2.0,26.0,17.0,7.0,26.0,9.0,3.0,3.0,15.0,-,-,-,-,-,177.0,151.0
19,DANIEL WHITELEY,1034,GBR,1.0,7.0,2.0,2.0,2.0,12.0,19.0,45.0,42.0,31.0,-,-,-,-,-,-,-,-,163.0,118.0
19,GUY BRIDGE,1761,,5.0,3.0,6.0,5.0,5.0,22.0,25.0,27.0,25.0,21.0,14.0,28.0,17.0,12.0,10.0,5.0,27.0,-,257.0,196.0
19,"LUISE WANSER, PHILIPP AUTENRIETH",2938,GER,10.0,20.0,14.0,11.0,4.0,16.0,21.0,2.0,14.0,21.0,-,-,-,-,-,-,-,-,133.0,112.0
19,JOSEFIN OLSSON,2331,SWE,28.0,34.0,29.0,4.0,29.0,1.0,13.0,10.0,18.0,3.0,-,-,-,-,-,-,-,-,169.0,135.0
20,"MATTHAUS ZOECHLING, LAURA FARESE",3326,,5.0,9.0,19.0,4.0,9.0,11.0,24.0,9.0,19.0,20.0,19.0,20.0,-,-,-,-,-,-,168.0,144.0
20,MATHIEU LEROY,3291,,19.0,17.0,20.0,22.0,21.0,22.0,19.0,22.0,18.0,17.0,18.0,19.0,22.0,22.0,-,-,-,-,278.0,212.0
20,JULIA DAMASIEWICZ,2384,POL,5.0,4.0,4.0,3.0,22.0,16.0,18.0,18.0,12.0,22.0,14.0,13.0,23.0,19.0,23.0,22.0,-,-,238.0,187.0
20,"GEORGIA LEWIN LAFRANCE, ANTONIA LEWIN LAFRANCE",1640,,10.0,12.0,22.0,4.0,5.0,26.0,6.0,20.0,17.0,14.0,9.0,14.0,21.0,-,-,-,-,-,180.0,154.0
20,KAI CALDER,2449,,10.0,7.0,7.0,6.0,17.0,21.0,14.0,12.0,16.0,22.0,12.0,19.0,18.0,18.0,21.0,25.0,17.0,-,262.0,198.0
20,KRISTYNA CHALUPNIKOVA,2633,,23.0,20.0,17.0,19.0,20.0,23.0,23.0,23.0,23.0,19.0,16.0,16.0,16.0,11.0,-,-,-,-,269.0,200.0
20,HANNAH SNELLGROVE,1794,GBR,13.0,4.0,8.0,27.0,12.0,5.0,21.0,20.0,30.0,25.0,-,-,-,-,-,-,-,-,165.0,135.0
20,"FREDERIK RASK, JAKOB PRECHT JENSEN",1559,DEN,5.0,25.0,3.0,6.0,8.0,5.0,7.0,14.0,25.0,7.0,25.0,23.0,8.0,-,-,-,-,-,161.0,136.0
20,DUKO BOS,1182,NED,4.0,29.0,9.0,6.0,14.0,14.0,17.0,23.0,3.0,50.0,-,-,-,-,-,-,-,-,169.0,119.0
20,"ARIADNI PARASKEVI SPANAKI, ODYSSEAS EMMANOUIL SPANAKIS",357,,16.0,27.0,23.0,1.0,3.0,20.0,3.0,20.0,26.0,20.0,-,-,-,-,-,-,-,-,159.0,132.0
21,JUAN MAEGLI,2365,GUA,24.0,7.0,12.0,5.0,9.0,13.0,13.0,22.0,19.0,27.0,-,-,-,-,-,-,-,-,151.0,124.0
21,"BETTINE HARRIS, MARTIN WRIGLEY",556,,3.0,6.0,33.0,16.0,26.0,22.0,17.0,13.0,23.0,7.0,-,-,-,-,-,-,-,-,166.0,133.0
21,"SILVIA SPERI, ALEXANDRA STALDER",4488,,12.0,3.0,7.0,13.0,14.0,26.0,15.0,9.0,6.0,19.0,21.0,23.0,16.0,-,-,-,-,-,184.0,158.0
21,DEMITA VEGA,1086,,19.0,21.0,16.0,21.0,19.0,23.0,23.0,20.0,18.0,22.0,17.0,21.0,14.0,23.0,-,-,-,-,277.0,208.0
21,DOR ZARKA,1173,ISR,8.0,10.0,8.0,8.0,8.0,24.0,15.0,18.0,17.0,12.0,21.0,21.0,11.0,20.0,20.0,20.0,16.0,-,257.0,202.0
21,JAKE LILLEY,2074,,22.0,22.0,19.0,18.0,19.0,22.0,16.0,18.0,20.0,22.0,22.0,22.0,22.0,22.0,-,-,-,-,286.0,220.0
21,"DENISE LIM, JUSTIN LIU",1093,,14.0,7.0,6.0,18.0,11.0,17.0,11.0,15.0,9.0,22.0,20.0,23.0,-,-,-,-,-,-,173.0,150.0
21,ANNA MUNCH,298,DEN,11.0,3.0,6.0,36.0,10.0,2.0,7.0,35.0,31.0,30.0,-,-,-,-,-,-,-,-,171.0,135.0
21,MAYA ASHKENAZI,3388,ISR,8.0,8.0,14.0,14.0,7.0,24.0,16.0,26.0,25.0,23.0,18.0,12.0,19.0,15.0,22.0,11.0,-,-,262.0,197.0
21,"TOM BURTON, MAX PAUL",4856,AUS,6.0,12.0,6.0,16.0,7.0,7.0,8.0,6.0,23.0,22.0,19.0,5.0,22.0,-,-,-,-,-,159.0,136.0
22,CHARLOTTE ROSE,828,USA,1.0,8.0,1.0,48.0,27.0,33.0,4.0,9.0,20.0,37.0,-,-,-,-,-,-,-,-,188.0,140.0
22,"JEPPE NILSEN, MATHIAS BERTHET",2178,,10.0,8.0,10.0,6.0,5.0,23.0,17.0,23.0,22.0,18.0,5.0,22.0,23.0,-,-,-,-,-,192.0,169.0
22,KAMERON ALEXANDROS MARAMENIDIS,2459,,8.0,7.0,7.0,8.0,32.0,7.0,26.0,21.0,18.0,9.0,17.0,24.0,25.0,26.0,22.0,19.0,18.0,-,294.0,210.0
22,"LUCY COPELAND, JAKE LIDDELL",2925,,24.0,9.0,8.0,2.0,6.0,20.0,19.0,20.0,20.0,17.0,16.0,15.0,-,-,-,-,-,-,176.0,152.0
22,"YUGO YOSHIDA, AI KONDO YOSHIDA",5236,,15.0,11.0,8.0,11.0,7.0,28.0,28.0,24.0,17.0,13.0,-,-,-,-,-,-,-,-,162.0,134.0
22,CRISTINA ORTIZ VIVAS,979,,20.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,18.0,19.0,17.0,12.0,-,-,-,-,288.0,219.0
22,RYAN LO,4257,SGP,17.0,19.0,8.0,15.0,11.0,7.0,22.0,20.0,10.0,25.0,-,-,-,-,-,-,-,-,154.0,129.0
22,HELOISE PEGOURIE,1863,FRA,11.0,17.0,11.0,9.0,17.0,20.0,21.0,20.0,18.0,17.0,24.0,24.0,13.0,21.0,19.0,14.0,-,-,276.0,211.0
22,"GIULIA SCHIO, SOFIA GIUNCHIGLIA",1688,,4.0,5.0,10.0,7.0,16.0,21.0,19.0,13.0,22.0,10.0,23.0,10.0,25.0,-,-,-,-,-,185.0,160.0
23,LUCAS PES FONSECA,2909,,6.0,8.0,19.0,6.0,7.0,17.0,18.0,15.0,22.0,11.0,18.0,23.0,22.0,27.0,28.0,24.0,19.0,-,290.0,216.0
23,LORENZO BRANDO CHIAVARINI,2872,ITA,17.0,10.0,7.0,13.0,1.0,8.0,44.0,7.0,27.0,39.0,-,-,-,-,-,-,-,-,173.0,129.0
23,"FREYA BLACK, SASKIA TIDEY",1569,GBR,7.0,26.0,6.0,9.0,7.0,6.0,10.0,18.0,26.0,21.0,19.0,17.0,19.0,-,-,-,-,-,191.0,165.0
23,"WILL JONES, JUSTIN BARNES",5130,,9.0,4.0,4.0,14.0,20.0,19.0,23.0,22.0,7.0,23.0,16.0,21.0,15.0,-,-,-,-,-,197.0,174.0
23,JEMIMA CRATHORNE,2164,,9.0,10.0,11.0,8.0,21.0,23.0,23.0,16.0,19.0,21.0,20.0,19.0,20.0,16.0,21.0,13.0,-,-,270.0,213.0
23,"LUCAS CLAEYSSENS, MIRA VANROOSE",2904,,9.0,18.0,6.0,2.0,20.0,23.0,21.0,18.0,24.0,21.0,23.0,22.0,-,-,-,-,-,-,207.0,183.0
23,ELYSE AINSWORTH,1272,AUS,14.0,20.0,16.0,15.0,14.0,17.0,11.0,27.0,36.0,15.0,-,-,-,-,-,-,-,-,185.0,149.0
23,"VITA HEATHCOTE, RYAN ORR",5059,,3.0,22.0,24.0,15.0,10.0,15.0,22.0,15.0,33.0,9.0,-,-,-,-,-,-,-,-,168.0,135.0
24,PERNELLE MICHON,3962,FRA,3.0,6.0,3.0,33.0,17.0,13.0,34.0,44.0,14.0,29.0,-,-,-,-,-,-,-,-,196.0,152.0
24,KRISTIAN PRAEST,2626,,11.0,14.0,6.0,5.0,2.0,21.0,21.0,21.0,18.0,21.0,18.0,24.0,18.0,-,-,-,-,-,200.0,176.0
24,"STEFANO DEZULIAN, MARGHERITA PORRO",4589,,13.0,17.0,7.0,4.0,17.0,2.0,2.0,7.0,3.0,2.0,-,-,-,-,-,-,-,-,74.0,57.0
24,"CAROLINA HORLBECK, CHARLOTTE HENKEL",762,,15.0,8.0,5.0,17.0,18.0,8.0,21.0,11.0,18.0,22.0,24.0,25.0,5.0,-,-,-,-,-,197.0,172.0
24,BRUCE KESSLER,667,SUI,5.0,11.0,9.0,12.0,20.0,23.0,20.0,13.0,20.0,17.0,20.0,13.0,16.0,23.0,17.0,23.0,21.0,-,283.0,217.0
24,FRANCISCO GUARAGNA RIGONAT,1529,ARG,2.0,3.0,9.0,13.0,19.0,2.0,36.0,29.0,40.0,19.0,-,-,-,-,-,-,-,-,172.0,132.0
24,IZABELA SATRJAN,2034,POL,15.0,14.0,10.0,8.0,26.0,25.0,25.0,21.0,23.0,20.0,16.0,23.0,21.0,23.0,20.0,17.0,-,-,307.0,241.0
24,"MING XU, YAHAN TU",3504,CHN,24.0,33.0,15.0,6.0,3.0,26.0,23.0,17.0,5.0,17.0,-,-,-,-,-,-,-,-,169.0,136.0
25,"ALICA STUHLEMMER, PAUL KOHLHOFF",148,,8.0,6.0,16.0,17.0,21.0,6.0,1.0,1.0,5.0,4.0,-,-,-,-,-,-,-,-,85.0,64.0
25,HAORAN ZHANG,1811,CHN,32.0,12.0,8.0,11.0,6.0,25.0,17.0,26.0,19.0,23.0,10.0,15.0,23.0,25.0,19.0,21.0,26.0,-,318.0,234.0
25,SAM WHALEY,4294,GBR,36.0,8.0,3.0,12.0,12.0,23.0,4.0,27.0,34.0,16.0,-,-,-,-,-,-,-,-,175.0,139.0
25,"JIANFENG WANG, WENJU DONG",2209,,17.0,8.0,22.0,7.0,9.0,17.0,20.0,16.0,20.0,25.0,-,-,-,-,-,-,-,-,161.0,136.0
25,"EMILE AMOROS, LUCAS RUAL",1286,,4.0,13.0,12.0,7.0,13.0,5.0,2.0,11.0,2.0,13.0,8.0,-,-,-,-,-,-,-,90.0,77.0
25,CHIARA BENINI FLORIANI,849,ITA,10.0,15.0,7.0,30.0,20.0,8.0,5.0,28.0,42.0,34.0,-,-,-,-,-,-,-,-,199.0,157.0
25,TIANA LAPORTE,4795,,12.0,14.0,9.0,12.0,20.0,22.0,24.0,19.0,21.0,25.0,23.0,18.0,22.0,22.0,24.0,21.0,-,-,308.0,245.0
25,"MIHAELA ZJENA DE MICHELI VITTURI, MARIJA ANDELA DE MICHELI VITTURI",3471,,6.0,2.0,3.0,7.0,24.0,17.0,24.0,25.0,21.0,23.0,22.0,20.0,14.0,-,-,-,-,-,208.0,183.0
26,"MARINA ARNDT, JOAO SIEMSEN",3156,,10.0,16.0,12.0,19.0,4.0,1.0,4.0,3.0,11.0,6.0,-,-,-,-,-,-,-,-,86.0,67.0
26,DIMITRI PERONI,1131,ITA,18.0,11.0,12.0,10.0,17.0,2.0,33.0,25.0,22.0,26.0,-,-,-,-,-,-,-,-,176.0,143.0
26,ALEJANDRO CLIMENT,87,ESP,4.0,8.0,32.0,9.0,11.0,20.0,22.0,24.0,24.0,19.0,26.0,22.0,15.0,22.0,15.0,26.0,23.0,-,322.0,238.0
26,"MAJA SIEGENTHALER, YVES MERMOD",3020,,33.0,28.0,1.0,2.0,5.0,18.0,16.0,33.0,12.0,24.0,-,-,-,-,-,-,-,-,172.0,139.0
26,MARTINA REINO CACHO,3242,ESP,34.0,29.0,32.0,11.0,12.0,1.0,30.0,16.0,27.0,4.0,-,-,-,-,-,-,-,-,196.0,162.0
26,MAGGIE EILLEN PESCETTO,3002,ITA,26.0,26.0,13.0,12.0,2.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,81.0,29.0
26,"ALEKSANDRA MELZACKA, SANDRA JANKOWIAK",97,POL,19.0,18.0,19.0,10.0,8.0,3.0,5.0,8.0,13.0,6.0,1.0,-,-,-,-,-,-,-,110.0,91.0
26,"SZYMON WIERZBICKI, DOMINIK BUKSAK",4661,,8.0,13.0,25.0,10.0,5.0,11.0,8.0,17.0,13.0,7.0,1.0,-,-,-,-,-,-,-,118.0,93.0
27,LYSA CAVAL,2973,FRA,10.0,11.0,13.0,26.0,3.0,3.0,3.0,-,-,-,-,-,-,-,-,-,-,-,69.0,30.0
27,ANA MONCADA SANCHEZ,193,ESP,16.0,22.0,13.0,14.0,29.0,12.0,27.0,24.0,15.0,20.0,-,-,-,-,-,-,-,-,192.0,163.0
27,WILLIAM DE SMET,5141,BEL,15.0,16.0,12.0,11.0,6.0,9.0,23.0,28.0,49.0,24.0,-,-,-,-,-,-,-,-,193.0,144.0
27,"LIAM FAYTLOVICH, GIL COHEN",2786,,14.0,15.0,18.0,9.0,6.0,27.0,30.0,18.0,27.0,10.0,-,-,-,-,-,-,-,-,174.0,144.0
27,"JOEL TURNER, THOMAS NEEDHAM",2254,,6.0,12.0,8.0,18.0,17.0,12.0,6.0,9.0,11.0,3.0,10.0,-,-,-,-,-,-,-,112.0,94.0
27,"MARGAUX BILLY, NOAH CHAUVIN",3104,,5.0,18.0,13.0,15.0,9.0,7.0,5.0,2.0,4.0,24.0,-,-,-,-,-,-,-,-,102.0,78.0
27,ZOHAR HARUVI,5294,ISR,10.0,6.0,9.0,9.0,15.0,26.0,24.0,25.0,26.0,20.0,19.0,16.0,21.0,21.0,18.0,22.0,22.0,-,309.0,242.0
27,"STEPHANIE ORTON, MEGAN BRICKWOOD",4603,,5.0,11.0,23.0,22.0,15.0,2.0,7.0,18.0,2.0,10.0,3.0,-,-,-,-,-,-,-,118.0,95.0
28,JOAQUIN BLANCO,2248,ESP,22.0,14.0,16.0,20.0,4.0,1.0,47.0,10.0,37.0,21.0,-,-,-,-,-,-,-,-,192.0,145.0
28,RICCARDO PIANOSI,4146,ITA,32.0,5.0,5.0,3.0,32.0,4.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,87.0,23.0
28,"TESS LLOYD, DERVLA DUGGAN",4722,,16.0,15.0,21.0,11.0,8.0,7.0,8.0,15.0,1.0,9.0,7.0,-,-,-,-,-,-,-,118.0,97.0
28,CAROLINA ALBANO,760,ITA,20.0,16.0,15.0,27.0,9.0,43.0,22.0,8.0,45.0,10.0,-,-,-,-,-,-,-,-,215.0,170.0
28,"MATHIAS BRUUN BORRESKOV, NATACHA VIOLET SAOUMA-PEDERSEN",3283,,11.0,8.0,20.0,12.0,14.0,24.0,6.0,6.0,2.0,1.0,-,-,-,-,-,-,-,-,104.0,80.0
28,"SIMONE FERRARESE, LEONARDO CHISTE'",4501,,25.0,8.0,15.0,15.0,17.0,1.0,16.0,2.0,7.0,4.0,12.0,-,-,-,-,-,-,-,122.0,97.0
28,JUSTINA KITCHEN,2434,NZL,15.0,12.0,12.0,11.0,5.0,2.0,4.0,-,-,-,-,-,-,-,-,-,-,-,61.0,34.0
28,"SIMAY ASLAN, DENIZ CINAR",4490,,1.0,9.0,16.0,17.0,16.0,29.0,25.0,25.0,8.0,30.0,-,-,-,-,-,-,-,-,176.0,146.0
29,ELENA VOROBEVA,1240,CRO,2.0,6.0,11.0,30.0,19.0,24.0,31.0,32.0,37.0,16.0,-,-,-,-,-,-,-,-,208.0,171.0
29,"TIAN LIU, ZAIDING WEN",4794,,8.0,5.0,25.0,22.0,9.0,10.0,13.0,7.0,20.0,2.0,2.0,-,-,-,-,-,-,-,123.0,98.0
29,"HANNA JONSSON, EMIL JARUDD",1783,,24.0,19.0,22.0,8.0,3.0,24.0,3.0,4.0,1.0,3.0,-,-,-,-,-,-,-,-,111.0,87.0
29,"ALEX MALONEY, OLIVIA HOBBS",109,,11.0,10.0,18.0,16.0,23.0,11.0,2.0,9.0,8.0,7.0,8.0,-,-,-,-,-,-,-,123.0,100.0
29,JEEMIN HA,2160,KOR,12.0,3.0,20.0,6.0,14.0,26.0,45.0,42.0,5.0,18.0,-,-,-,-,-,-,-,-,191.0,146.0
29,MAKS ZAKOWSKI,3026,,7.0,10.0,13.0,10.0,32.0,1.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,75.0,30.0
29,ELENA LENGWILER,1235,SUI,10.0,13.0,16.0,19.0,1.0,26.0,2.0,-,-,-,-,-,-,-,-,-,-,-,87.0,42.0
29,"PIM VAN VUGT, AFRODITE ZEGERS",4032,,6.0,10.0,17.0,31.0,7.0,30.0,11.0,28.0,16.0,23.0,-,-,-,-,-,-,-,-,179.0,148.0
30,QIBIN HUANG,4081,CHN,3.0,32.0,32.0,7.0,11.0,15.0,2.0,3.0,-,-,-,-,-,-,-,-,-,-,105.0,41.0
30,DAISY COLLINGRIDGE,1009,GBR,6.0,10.0,2.0,22.0,39.0,9.0,19.0,45.0,28.0,39.0,-,-,-,-,-,-,-,-,219.0,174.0
30,"SARAH HOFFMAN, ARCHIE GARGETT",4349,,13.0,13.0,13.0,15.0,10.0,10.0,11.0,5.0,6.0,10.0,-,-,-,-,-,-,-,-,106.0,91.0
30,DERIN ATAKAN,1100,TUR,14.0,13.0,15.0,15.0,6.0,9.0,9.0,-,-,-,-,-,-,-,-,-,-,-,81.0,51.0
30,MILIVOJ DUKIC,3492,MNE,12.0,5.0,10.0,10.0,44.0,9.0,18.0,46.0,43.0,6.0,-,-,-,-,-,-,-,-,203.0,157.0
30,"SENA TAKANO, ANNA YAMAZAKI",4433,,14.0,26.0,24.0,18.0,19.0,12.0,11.0,3.0,3.0,3.0,2.0,-,-,-,-,-,-,-,135.0,109.0
30,"CONOR NICHOLAS, NIA JERWOOD",943,,9.0,11.75,4.0,18.0,16.0,25.0,24.0,30.0,33.0,12.0,-,-,-,-,-,-,-,-,182.75,149.75
30,"BENJAMIN BILDSTEIN, DAVID HUSSL",507,AUT,11.0,25.0,25.0,8.0,7.0,15.0,21.0,1.0,3.0,8.0,5.0,-,-,-,-,-,-,-,129.0,104.0
31,ZOE BOUTANG,5282,FRA,19.0,16.0,16.0,13.0,11.0,6.0,6.0,-,-,-,-,-,-,-,-,-,-,-,87.0,52.0
31,"CASSANDRE BLANDIN, CORENTIN BRETAGNE",776,,18.0,15.0,8.0,12.0,22.0,32.0,32.0,14.0,24.0,29.0,-,-,-,-,-,-,-,-,206.0,174.0
31,"KEANU PRETTNER, JAKOB FLACHBERGER",2523,AUT,13.0,6.0,25.0,12.0,6.0,7.0,5.0,13.0,8.0,15.0,19.0,-,-,-,-,-,-,-,129.0,104.0
31,ETHAN MCAULLAY,1362,AUS,1.0,5.0,53.0,1.0,10.0,50.0,15.0,35.0,35.0,8.0,-,-,-,-,-,-,-,-,213.0,160.0
31,"BORA KOZANOGLU, ALICAN KAYNAR",617,,12.0,21.0,7.0,7.0,17.0,13.0,18.0,10.0,9.0,7.0,-,-,-,-,-,-,-,-,121.0,100.0
31,TIGER TYSON,4796,ANT,32.0,11.0,10.0,11.0,9.0,3.0,3.0,6.0,-,-,-,-,-,-,-,-,-,-,85.0,42.0
