Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,MRQ,Total,Nett
52,"ROI LEVY, ARIEL GAL",4195,,25.0,18.0,26.0,24.0,24.0,9.0,9.0,1.0,33.0,25.0,-,-,-,-,-,-,-,-,194.0,161.0
52,FORD MCCANN,1510,USA,6.0,25.0,25.0,14.0,20.0,53.0,35.0,37.0,45.0,47.0,-,-,-,-,-,-,-,-,307.0,254.0
52,"EDOARDO VALLETTA, FRANCESCO PADOVANI",1202,,12.0,25.0,25.0,2.0,19.0,14.0,10.0,16.0,-,-,-,-,-,-,-,-,-,-,123.0,98.0
52,KARL MAEDER,2482,SUI,32.0,18.0,14.0,15.0,18.0,11.0,22.0,24.0,-,-,-,-,-,-,-,-,-,-,154.0,98.0
52,MATILDA TALLURI,3308,ITA,35.0,33.0,35.0,16.0,31.0,15.0,6.0,3.0,-,-,-,-,-,-,-,-,-,-,174.0,139.0
53,FINLEY DICKINSON,1468,GBR,15.0,28.0,27.0,14.0,20.0,44.0,1.0,4.0,-,-,-,-,-,-,-,-,-,-,153.0,109.0
53,ROSINE BAUDET,4225,SUI,30.0,23.0,30.0,48.0,28.0,16.0,11.0,13.0,-,-,-,-,-,-,-,-,-,-,199.0,151.0
53,ANIL GARNIER,284,FRA,14.0,16.0,17.0,16.0,19.0,20.0,23.0,18.0,-,-,-,-,-,-,-,-,-,-,143.0,101.0
53,"OSKARI MUHONEN, EDVARD BREMER",3840,FIN,11.0,25.0,25.0,20.0,9.0,15.0,9.0,10.0,-,-,-,-,-,-,-,-,-,-,124.0,99.0
53,"SOPHIE JACKSON, ANGUS HIGGINS",4547,,19.0,5.0,33.0,23.0,25.0,16.0,20.0,22.0,7.0,28.0,-,-,-,-,-,-,-,-,198.0,165.0
54,PAUL HAMEETEMAN,3906,,36.0,26.0,28.0,23.0,9.0,6.0,20.0,1.0,-,-,-,-,-,-,-,-,-,-,149.0,113.0
54,"FRANCISZEK BORYS, ZOFIA KORSAK",1535,,20.0,14.0,28.0,26.0,21.0,13.0,23.0,33.0,24.0,4.0,-,-,-,-,-,-,-,-,206.0,173.0
54,JOSEPH JONATHAN WESTON,2337,,11.0,20.0,14.0,20.0,32.0,16.0,21.0,25.0,-,-,-,-,-,-,-,-,-,-,159.0,102.0
54,YUMIKO TOMBE,5243,JPN,34.0,35.0,27.0,43.0,14.0,8.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,197.0,154.0
54,"JOSE MANUEL RUIZ IBANEZ, POL MARSANS BALCELLS",2326,,21.0,25.0,25.0,13.0,21.0,8.0,7.0,7.0,-,-,-,-,-,-,-,-,-,-,127.0,102.0
55,DEURY CORNIEL,1106,DOM,12.0,18.0,17.0,15.0,32.0,19.0,27.0,31.0,-,-,-,-,-,-,-,-,-,-,171.0,108.0
55,CAMPBELL PATTON,710,BER,18.0,19.0,28.0,21.0,21.0,37.0,14.0,5.0,-,-,-,-,-,-,-,-,-,-,163.0,126.0
55,CARLOTTA RIZZARDI,755,ITA,48.0,31.0,20.0,34.0,26.0,18.0,3.0,24.0,-,-,-,-,-,-,-,-,-,-,204.0,156.0
55,"MAAYAN SHEMESH, NOAM HOMRI",2977,,25.0,29.0,21.0,22.0,31.0,17.0,17.0,7.0,28.0,22.0,-,-,-,-,-,-,-,-,219.0,188.0
55,"SAM MORGAN, PATRICK MORGAN",4290,,17.0,25.0,25.0,22.0,3.0,13.0,8.0,14.0,-,-,-,-,-,-,-,-,-,-,127.0,102.0
56,LUDVIG LINDQVIST,2931,SWE,22.0,33.0,17.0,44.0,21.0,19.0,5.0,9.0,-,-,-,-,-,-,-,-,-,-,170.0,126.0
56,HALLIE SCHIFFMAN,1774,USA,19.0,22.0,28.0,12.0,37.0,37.0,26.0,15.0,-,-,-,-,-,-,-,-,-,-,196.0,159.0
56,JEAN DE FALBAIRE,2155,,13.0,17.0,18.0,19.0,32.0,31.0,18.0,31.0,-,-,-,-,-,-,-,-,-,-,179.0,116.0
56,"ALEXANDER HUGHES, CHARLOTTE LEIGH",123,,22.0,28.0,25.0,29.0,26.0,10.0,19.0,33.0,26.0,9.0,-,-,-,-,-,-,-,-,227.0,194.0
56,"SHINGEN FURUYA, AKIRA TAKAYANAGI",4460,JPN,25.0,19.0,25.0,14.0,22.0,1.0,13.0,9.0,-,-,-,-,-,-,-,-,-,-,128.0,103.0
57,"SAM STREET, BRITTANY WORNALL",4292,,18.0,33.0,30.0,19.0,17.0,26.0,25.0,21.0,22.0,23.0,-,-,-,-,-,-,-,-,234.0,201.0
57,"RUSSELL WILLIAMS AYLSWORTH, AKIRA LUKE SAKAI",4251,,25.0,13.0,10.0,19.0,20.0,18.0,19.0,5.0,-,-,-,-,-,-,-,-,-,-,129.0,104.0
57,SYLVIE STANNAGE,4657,AUS,24.0,24.0,15.0,32.0,36.0,29.0,9.0,28.0,-,-,-,-,-,-,-,-,-,-,197.0,161.0
57,NOAH RUNCIMAN,3745,,32.0,10.0,11.0,10.0,32.0,31.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,188.0,124.0
57,KHAIRULNIZAM MOHD AFENDY,2555,MAS,8.0,16.0,23.0,32.0,24.0,27.0,9.0,25.0,-,-,-,-,-,-,-,-,-,-,164.0,132.0
58,"ANATOLE MARTIN, MALO KENNISH",211,,13.0,16.0,18.0,23.0,24.0,5.0,25.0,6.0,-,-,-,-,-,-,-,-,-,-,130.0,105.0
58,EJDER GINYOL,1218,TUR,14.0,23.0,17.0,14.0,32.0,11.0,1.0,2.0,-,-,-,-,-,-,-,-,-,-,114.0,59.0
58,"NIKLAS HABERL, ROSA DONNER",3704,,24.0,17.0,33.0,26.0,21.0,25.0,33.0,33.0,5.0,19.0,-,-,-,-,-,-,-,-,236.0,203.0
58,WEIYI LU,5105,,46.0,43.0,34.0,31.0,19.0,3.0,23.0,9.0,-,-,-,-,-,-,-,-,-,-,208.0,162.0
58,LEO BARRETO HASCHKE,2749,,16.0,20.0,53.0,24.0,3.0,47.0,6.0,18.0,-,-,-,-,-,-,-,-,-,-,187.0,134.0
59,NANCY JANE HIGHFIELD,3604,,31.0,33.0,23.0,15.0,26.0,32.0,18.0,17.0,-,-,-,-,-,-,-,-,-,-,195.0,162.0
59,"JAMES JACKSON, LILY RICHARDSON",2097,,28.0,26.0,29.0,18.0,29.0,27.0,26.0,14.0,25.0,18.0,-,-,-,-,-,-,-,-,240.0,211.0
59,"MASSIMO CONTESSI, LUCA CONTESSI",3262,,17.0,14.0,25.0,21.0,23.0,17.0,6.0,8.0,-,-,-,-,-,-,-,-,-,-,131.0,106.0
59,THOMAS VAN OFWEGEN,4781,NED,25.0,10.0,23.0,30.0,42.0,15.0,30.0,3.0,-,-,-,-,-,-,-,-,-,-,178.0,136.0
59,YAEL PAZ,5192,,18.0,21.0,19.0,20.0,12.0,6.0,3.0,4.0,-,-,-,-,-,-,-,-,-,-,103.0,62.0
60,"TIAGO ALVES, RICARDO ALVES",4793,,18.0,25.0,25.0,19.0,12.0,6.0,2.0,25.0,-,-,-,-,-,-,-,-,-,-,132.0,107.0
60,ALEKSI TAPPER,100,FIN,14.0,23.0,4.0,33.0,39.0,34.0,16.0,13.0,-,-,-,-,-,-,-,-,-,-,176.0,137.0
60,OLIVIA CHRISTIE,3810,NZL,22.0,18.0,23.0,34.0,33.0,33.0,35.0,2.0,-,-,-,-,-,-,-,-,-,-,200.0,165.0
60,NUO YANG,3768,,15.0,19.0,21.0,21.0,32.0,9.0,2.0,1.0,-,-,-,-,-,-,-,-,-,-,120.0,67.0
60,"DAUMANTE PETRAITYTE, JURGIS JURGELIONIS",1046,,27.0,22.0,25.0,28.0,28.0,28.0,27.0,26.0,20.0,29.0,-,-,-,-,-,-,-,-,260.0,231.0
61,LIN PLETIKOS,2812,SLO,35.0,27.0,27.0,24.0,16.0,44.0,25.0,11.0,-,-,-,-,-,-,-,-,-,-,209.0,165.0
61,"CLARA UBERTONE, MARCELO FREZZA",910,,31.0,33.0,26.0,27.0,30.0,30.0,29.0,24.0,27.0,33.0,-,-,-,-,-,-,-,-,290.0,257.0
61,CLEMENTE SEGUEL LACAMARA,922,CHI,7.0,15.0,25.0,53.0,37.0,18.0,2.0,34.0,-,-,-,-,-,-,-,-,-,-,191.0,138.0
61,JACOBO ESPI VANO,2060,ESP,16.0,17.0,16.0,19.0,32.0,18.0,7.0,6.0,-,-,-,-,-,-,-,-,-,-,131.0,80.0
61,"LINOV SCHEEL, MAXIMILIAN STINGELE",2834,,17.0,25.0,25.0,13.0,14.0,4.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,134.0,109.0
62,"MACIEJ MACKOWIAK, DANUTA GRUDZIE?",2982,,30.0,27.0,32.0,32.0,32.0,29.0,28.0,25.0,29.0,27.0,-,-,-,-,-,-,-,-,291.0,259.0
62,"SANGWOO BAE, KYOUNGDUK KIM",4321,,25.0,25.0,25.0,21.0,11.0,23.0,4.0,1.0,-,-,-,-,-,-,-,-,-,-,135.0,110.0
62,PIOTR SZYMIEC,4037,POL,20.0,24.0,21.0,18.0,18.0,12.0,8.0,5.0,-,-,-,-,-,-,-,-,-,-,126.0,81.0
62,MATTEO PAULON,3320,,27.0,23.0,8.0,16.0,28.0,30.0,23.0,16.0,-,-,-,-,-,-,-,-,-,-,171.0,141.0
62,MAILYS RADULIC,3015,,44.0,47.0,38.0,9.0,33.0,9.0,21.0,14.0,-,-,-,-,-,-,-,-,-,-,215.0,168.0
63,CRISTINA CASTELLANOS,977,GUA,40.0,40.0,33.0,29.0,13.0,4.0,27.0,22.0,-,-,-,-,-,-,-,-,-,-,208.0,168.0
63,"HAYDN SEWELL, FAYE CHATTERTON",1834,GBR,27.0,19.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,-,-,-,-,-,-,-,-,310.0,277.0
63,"TIMOTHEE DEPERY, GOULON CORENTIN",4824,,25.0,25.0,25.0,19.0,12.0,3.0,25.0,3.0,-,-,-,-,-,-,-,-,-,-,137.0,112.0
63,ADAM FARRINGTON,12,GBR,16.0,21.0,22.0,26.0,16.0,1.0,29.0,7.0,-,-,-,-,-,-,-,-,-,-,138.0,83.0
63,FRANCISCO JULIO RENNA,1530,,24.0,43.0,24.0,26.0,25.0,9.0,27.0,10.0,-,-,-,-,-,-,-,-,-,-,188.0,145.0
64,GAUTHIER VERHULST,1619,SUI,31.0,23.0,22.0,21.0,3.0,43.0,21.0,24.0,-,-,-,-,-,-,-,-,-,-,188.0,145.0
64,NETHRA KUMANAN,3635,IND,30.0,38.0,36.0,10.0,18.0,28.0,22.0,27.0,-,-,-,-,-,-,-,-,-,-,209.0,171.0
64,"XIN WANG, TIANYU QI",5188,,20.0,25.0,25.0,17.0,4.0,20.0,18.0,11.0,-,-,-,-,-,-,-,-,-,-,140.0,115.0
64,"RAFAL POGORZELSKI, MALGORZATA GORNISIEWICZ",4089,POL,29.0,25.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,-,-,-,-,-,-,-,-,318.0,285.0
64,LOGAN SUTHERLAND,2862,,20.0,23.0,21.0,25.0,16.0,2.0,6.0,20.0,-,-,-,-,-,-,-,-,-,-,133.0,85.0
65,LAURA SCHEWE,2706,GER,21.0,28.0,12.0,23.0,37.0,37.0,38.0,18.0,-,-,-,-,-,-,-,-,-,-,214.0,176.0
65,MATIAS DYCK CORDOVA,3305,,29.0,22.0,29.0,32.0,32.0,25.0,4.0,7.0,-,-,-,-,-,-,-,-,-,-,180.0,148.0
65,"WEI HONG, WANG LIUHAN",5103,,25.0,25.0,25.0,24.0,11.0,12.0,15.0,4.0,-,-,-,-,-,-,-,-,-,-,141.0,116.0
65,MATTHEW BECK,3328,,21.0,25.0,23.0,27.0,19.0,7.0,11.0,10.0,-,-,-,-,-,-,-,-,-,-,143.0,91.0
66,DIMITRIOS PAPADIMITRIOU,1133,,20.0,24.0,15.0,22.0,32.0,47.0,24.0,12.0,-,-,-,-,-,-,-,-,-,-,196.0,149.0
66,HYE WON JUNG,1948,,31.0,45.0,48.0,36.0,11.0,25.0,7.0,21.0,-,-,-,-,-,-,-,-,-,-,224.0,176.0
66,MATHEO COGUIEC,3276,FRA,17.0,19.0,18.0,17.0,16.0,21.0,17.0,12.0,-,-,-,-,-,-,-,-,-,-,137.0,97.0
66,"FABIAN RIEGER, TOM HEINRICH",1392,GER,18.0,16.0,25.0,22.0,21.0,9.0,5.0,25.0,-,-,-,-,-,-,-,-,-,-,141.0,116.0
67,"MACIEJ KRUSIEC, ADAM GLOGOWSKI",2981,,15.0,25.0,25.0,17.0,18.0,11.0,14.0,17.0,-,-,-,-,-,-,-,-,-,-,142.0,117.0
67,STEPHANIE LOUISE NORTON,4601,,33.0,36.0,31.0,20.0,31.0,20.0,8.0,38.0,-,-,-,-,-,-,-,-,-,-,217.0,179.0
67,FEDERICO AGUILAR,1418,,22.0,27.0,23.0,23.0,32.0,5.0,16.0,14.0,-,-,-,-,-,-,-,-,-,-,162.0,103.0
67,JUAN PABLO CARDOZO,2368,ARG,34.0,33.0,13.0,12.0,48.0,12.0,35.0,11.0,-,-,-,-,-,-,-,-,-,-,198.0,150.0
68,NING ZHAO,3734,CHN,33.0,25.0,15.0,18.0,18.0,24.0,53.0,21.0,-,-,-,-,-,-,-,-,-,-,207.0,154.0
68,MARCIN KROCZAK,3079,SUI,23.0,25.0,20.0,25.0,20.0,19.0,10.0,11.0,-,-,-,-,-,-,-,-,-,-,153.0,103.0
68,EBRU BOLAT,1197,ROU,36.0,32.0,26.0,25.0,24.0,35.0,24.0,16.0,-,-,-,-,-,-,-,-,-,-,218.0,182.0
68,"PEDRO COSTA, JOAO BOLINA",3941,,25.0,25.0,25.0,16.0,24.0,16.0,3.0,18.0,-,-,-,-,-,-,-,-,-,-,152.0,127.0
69,"IOANNIS ORFANOS, PAVLOS SERAFEIM KAGIALIS",1998,,14.0,17.0,25.0,15.0,24.0,22.0,25.0,13.0,-,-,-,-,-,-,-,-,-,-,155.0,130.0
69,JUSTIN BARTH,2431,GER,13.0,11.0,21.0,28.0,23.0,36.0,26.0,47.0,-,-,-,-,-,-,-,-,-,-,205.0,158.0
69,TITOUAN CHINOT,4835,,19.0,22.0,25.0,24.0,32.0,10.0,15.0,17.0,-,-,-,-,-,-,-,-,-,-,164.0,107.0
69,SOFIIA NAUMENKO,4536,UKR,19.0,16.0,22.0,38.0,40.0,42.0,12.0,35.0,-,-,-,-,-,-,-,-,-,-,224.0,182.0
70,CASEY BROWN,773,,32.0,32.0,32.0,32.0,32.0,4.0,5.0,3.0,-,-,-,-,-,-,-,-,-,-,172.0,108.0
70,CHRISTOFFER SORLIE,887,NOR,23.0,32.0,26.0,28.0,31.0,11.0,10.0,36.0,-,-,-,-,-,-,-,-,-,-,197.0,161.0
70,AMAYA ESCUDERO,181,,27.0,34.0,35.0,48.0,35.0,24.0,28.0,4.0,-,-,-,-,-,-,-,-,-,-,235.0,187.0
70,"DON WHITCRAFT, DYLAN WHITCRAFT",1165,THA,19.0,25.0,25.0,7.0,14.0,25.0,25.0,25.0,-,-,-,-,-,-,-,-,-,-,165.0,140.0
71,"MIN GYU JEONG, JOONOH JIN",3498,,25.0,25.0,25.0,20.0,16.0,19.0,20.0,19.0,-,-,-,-,-,-,-,-,-,-,169.0,144.0
71,CEDRIC BAKER,800,SUI,19.0,18.0,22.0,23.0,14.0,20.0,21.0,16.0,-,-,-,-,-,-,-,-,-,-,153.0,108.0
71,ATTILIO BORIO,410,ITA,19.0,33.0,26.0,35.0,13.0,16.0,36.0,23.0,-,-,-,-,-,-,-,-,-,-,201.0,165.0
71,PAIGE CALDECOAT,3858,AUS,20.0,17.0,48.0,35.0,41.0,39.0,29.0,8.0,-,-,-,-,-,-,-,-,-,-,237.0,189.0
72,PEDRO AFONSO,3939,,21.0,27.0,23.0,32.0,32.0,14.0,4.0,27.0,-,-,-,-,-,-,-,-,-,-,,
72,"MAOR ABU, YAM WIRTHEIM",3066,,21.5,25.0,25.0,24.0,19.0,21.0,11.0,25.0,-,-,-,-,-,-,-,-,-,-,171.5,146.5
72,GABRIELLA KIDD,1597,BRA,32.0,10.0,48.0,48.0,22.0,44.0,2.0,32.0,-,-,-,-,-,-,-,-,-,-,238.0,190.0
72,MICHAEL COMPTON,3443,AUS,44.0,53.0,27.0,27.0,27.0,18.0,8.0,15.0,-,-,-,-,-,-,-,-,-,-,219.0,166.0
73,CLARA GRAVELY,908,CAN,15.0,20.0,21.0,37.0,42.0,38.0,34.0,29.0,-,-,-,-,-,-,-,-,-,-,236.0,194.0
73,LUKE CASHMORE,2959,NZL,30.0,14.0,16.0,25.0,34.0,45.0,28.0,19.0,-,-,-,-,-,-,-,-,-,-,211.0,166.0
73,JINDRICH HOUSTEK,2219,,22.0,19.0,24.0,28.0,32.0,8.0,36.0,15.0,-,-,-,-,-,-,-,-,-,-,184.0,116.0
74,JEAN ROMAIN MOREL,2156,,21.0,23.0,25.0,20.0,21.0,22.0,12.0,36.0,-,-,-,-,-,-,-,-,-,-,180.0,119.0
74,HENRIETTE HABERLAND,1868,,40.0,44.0,37.0,24.0,17.0,26.0,20.0,31.0,-,-,-,-,-,-,-,-,-,-,239.0,195.0
74,WILLEM WIERSEMA,5135,NED,20.0,9.0,19.0,31.0,35.0,49.0,32.0,20.0,-,-,-,-,-,-,-,-,-,-,215.0,166.0
75,YI XIN LI,5222,,32.0,35.0,26.0,7.0,16.0,32.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,244.0,196.0
75,GASPARD PETIT,1615,,32.0,25.0,28.0,28.0,32.0,16.0,14.0,13.0,-,-,-,-,-,-,-,-,-,-,188.0,124.0
75,GIACOMO MUSONE,1657,ITA,22.0,30.0,27.0,24.0,40.0,14.0,22.0,27.0,-,-,-,-,-,-,-,-,-,-,206.0,166.0
76,SARP CAN  BILGILI,4362,,20.0,28.0,26.0,22.0,32.0,17.0,18.0,24.0,-,-,-,-,-,-,-,-,-,-,187.0,127.0
76,KAZUMASA SEGAWA,2520,JPN,25.0,40.0,9.0,38.0,39.0,24.0,31.0,2.0,-,-,-,-,-,-,-,-,-,-,208.0,168.0
76,ESTERE PAULA KUMPINA,1360,,18.0,23.0,17.0,41.0,44.0,39.0,48.0,25.0,-,-,-,-,-,-,-,-,-,-,255.0,207.0
77,ADAM KEATON,14,USA,25.0,26.0,30.0,25.0,22.0,36.0,27.0,8.0,-,-,-,-,-,-,-,-,-,-,199.0,133.0
77,ZILI WANG,5280,CHN,25.0,28.0,32.0,23.0,29.0,25.0,37.0,6.0,-,-,-,-,-,-,-,-,-,-,205.0,168.0
77,KLARA HIMMELOVA,2588,CZE,38.0,36.0,38.0,40.0,9.0,19.0,31.0,36.0,-,-,-,-,-,-,-,-,-,-,247.0,207.0
78,OTTO DAHLBERG,3843,FIN,38.0,48.0,35.0,44.0,1.0,13.0,7.0,32.0,-,-,-,-,-,-,-,-,-,-,218.0,170.0
78,RODERICK PIJLS,4182,NED,32.0,32.0,32.0,32.0,32.0,15.0,13.0,9.0,-,-,-,-,-,-,-,-,-,-,197.0,133.0
78,HONOKA MIURA,1914,JPN,42.0,37.0,39.0,32.0,35.0,30.0,4.0,33.0,-,-,-,-,-,-,-,-,-,-,252.0,210.0
79,YOSHIHIRO SUZUKI,5231,JPN,41.0,41.0,20.0,26.0,30.0,28.0,13.0,14.0,-,-,-,-,-,-,-,-,-,-,213.0,172.0
79,ELZA CIBULE,1273,,36.0,37.0,40.0,29.0,38.0,23.0,13.0,34.0,-,-,-,-,-,-,-,-,-,-,250.0,210.0
79,CHENG ZHENG,844,,19.0,24.0,24.0,24.0,21.0,36.0,9.0,36.0,-,-,-,-,-,-,-,-,-,-,193.0,133.0
80,JAMES PERCIVAL-COOKE,2105,,39.0,30.0,13.0,27.0,35.0,35.0,11.0,22.0,-,-,-,-,-,-,-,-,-,-,212.0,173.0
80,SEUNG HYEON KANG,4439,,48.0,48.0,48.0,25.0,25.0,35.0,19.0,19.0,-,-,-,-,-,-,-,-,-,-,267.0,219.0
80,VASILEIOS LIVAS,4997,,32.0,28.0,27.0,27.0,32.0,13.0,24.0,19.0,-,-,-,-,-,-,-,-,-,-,202.0,138.0
81,FANNY DE SUSINI,1405,,39.0,31.0,25.0,40.0,45.0,41.0,37.0,10.0,-,-,-,-,-,-,-,-,-,-,268.0,223.0
81,CARLOS ESPI BLAT ,740,,32.0,32.0,32.0,32.0,32.0,3.0,20.0,21.0,-,-,-,-,-,-,-,-,-,-,204.0,140.0
81,ENRICO TANFERNA,1315,ITA,8.0,15.0,16.0,17.0,42.0,36.0,41.0,41.0,-,-,-,-,-,-,-,-,-,-,216.0,174.0
82,ROMI SAFIN,4212,EST,41.0,44.0,19.0,38.0,40.0,43.0,33.0,12.0,-,-,-,-,-,-,-,-,-,-,270.0,226.0
82,ANDRE OLSSON,227,,22.0,24.0,25.0,26.0,23.0,23.0,25.0,23.0,-,-,-,-,-,-,-,-,-,-,191.0,140.0
82,BEN FLOWER,492,CAN,28.0,28.0,35.0,29.0,4.0,10.0,43.0,44.0,-,-,-,-,-,-,-,-,-,-,221.0,177.0
83,MIA LILIENTHAL,3438,,48.0,42.0,40.0,37.0,43.0,36.0,14.0,26.0,-,-,-,-,-,-,-,-,-,-,286.0,238.0
83,THEODOR MIDDELTHON,4743,NOR,21.0,13.0,18.0,23.0,33.0,39.0,42.0,31.0,-,-,-,-,-,-,-,-,-,-,220.0,178.0
83,ANTON PARIENTE,337,,32.0,26.0,26.0,26.0,18.0,36.0,23.0,22.0,-,-,-,-,-,-,-,-,-,-,209.0,141.0
84,JENNIFER OHRNELL,2170,,33.0,39.0,36.0,10.0,44.0,28.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,286.0,238.0
84,NELL DE JAHAM,3632,,12.0,32.0,27.0,22.0,13.0,36.0,36.0,36.0,-,-,-,-,-,-,-,-,-,-,214.0,146.0
84,WILHELM KARK,5126,SWE,14.0,29.0,42.0,16.0,27.0,38.0,12.0,46.0,-,-,-,-,-,-,-,-,-,-,224.0,178.0
85,ALEXANDRE KOWALSKI,137,FRA,28.0,32.0,29.0,36.0,15.0,17.0,25.0,43.0,-,-,-,-,-,-,-,-,-,-,225.0,182.0
85,GESA PAPENTHIN,1651,GER,37.0,38.0,41.0,35.0,34.0,45.0,17.0,37.0,-,-,-,-,-,-,-,-,-,-,284.0,239.0
85,VOJTA KOSKA,5067,,32.0,20.0,11.0,12.0,32.0,36.0,36.0,36.0,-,-,-,-,-,-,-,-,-,-,215.0,147.0
86,CHITRESH TATHA,856,IND,23.0,22.0,26.0,28.0,32.0,25.0,28.0,25.0,-,-,-,-,-,-,-,-,-,-,209.0,149.0
86,MAI KAKIMOTO,3007,JPN,44.0,45.0,48.0,28.0,39.0,13.0,32.0,40.0,-,-,-,-,-,-,-,-,-,-,289.0,241.0
86,JOHAN LUNDGAARD SCHUBERT,2260,DEN,30.0,31.0,34.0,25.0,19.0,29.0,33.0,17.0,-,-,-,-,-,-,-,-,-,-,218.0,184.0
87,MONIKA MIKKOLA,3546,FIN,26.0,26.0,19.0,48.0,28.0,48.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,291.0,243.0
87,ELOAN ROCHE,1270,,32.0,21.0,24.0,24.0,32.0,24.0,26.0,36.0,-,-,-,-,-,-,-,-,-,-,219.0,151.0
87,PEDRO LUIS FERNANDEZ GAMBOA,3945,,45.0,21.0,21.0,21.0,36.0,40.0,3.0,42.0,-,-,-,-,-,-,-,-,-,-,229.0,184.0
88,DAN SELF,1012,AUS,23.0,32.0,29.0,32.0,32.0,36.0,19.0,18.0,-,-,-,-,-,-,-,-,-,-,221.0,153.0
88,ILIJA MARKOVIC,1983,MNE,31.0,53.0,26.0,20.0,43.0,22.0,15.0,29.0,-,-,-,-,-,-,-,-,-,-,239.0,186.0
88,AGUSTINA JORDAN VON APPEN,44,,45.0,41.0,34.0,39.0,41.0,34.0,39.0,23.0,-,-,-,-,-,-,-,-,-,-,296.0,251.0
89,PO CHAK LEUNG,4046,,24.0,29.0,27.0,27.0,32.0,36.0,22.0,26.0,-,-,-,-,-,-,-,-,-,-,223.0,155.0
89,SEBASTIAN KEMPE,4408,BER,35.0,38.0,45.0,37.0,11.0,15.0,17.0,33.0,-,-,-,-,-,-,-,-,-,-,231.0,186.0
89,YUURI YAMAMOTO,5249,JPN,42.0,42.0,39.0,42.0,34.0,36.0,30.0,30.0,-,-,-,-,-,-,-,-,-,-,295.0,253.0
90,SVEA SAHLIN,4646,,43.0,46.0,48.0,41.0,21.0,34.0,36.0,39.0,-,-,-,-,-,-,-,-,-,-,308.0,260.0
90,MINH CLAEYS,3505,BEL,32.0,29.0,28.0,23.0,32.0,36.0,36.0,36.0,-,-,-,-,-,-,-,-,-,-,252.0,184.0
90,TIM CONRADI,4804,GER,24.0,18.0,30.0,41.0,29.0,53.0,18.0,28.0,-,-,-,-,-,-,-,-,-,-,241.0,188.0
91,GILBERTO DI FIORE,1665,,32.0,32.0,32.0,32.0,32.0,36.0,36.0,36.0,-,-,-,-,-,-,-,-,-,-,268.0,200.0
91,WIKTORIA GOLEBIOWSKA,5124,POL,28.0,19.0,48.0,48.0,48.0,48.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,335.0,287.0
91,AGUSTIN VIDAL INCATASCIATO,41,ARG,37.0,37.0,30.0,33.0,18.0,5.0,53.0,30.0,-,-,-,-,-,-,-,-,-,-,243.0,190.0
91,GIORGIO CAIOZZI,1675,CHI,32.0,32.0,32.0,32.0,32.0,36.0,36.0,36.0,-,-,-,-,-,-,-,-,-,-,268.0,200.0
92,CHARLOTTE WEBSTER,831,,43.0,41.0,48.0,44.0,36.0,45.0,40.0,48.0,-,-,-,-,-,-,-,-,-,-,345.0,297.0
92,VEJAS STRELCIUNAS,5004,LTU,27.0,35.0,32.0,20.0,22.0,19.0,38.0,35.0,-,-,-,-,-,-,-,-,-,-,228.0,190.0
93,NICO NAUJOCK,3666,GER,33.0,25.0,14.0,19.0,40.0,20.0,53.0,39.0,-,-,-,-,-,-,-,-,-,-,243.0,190.0
93,MARILENA MAKRI,3154,CYP,29.0,32.0,48.0,48.0,48.0,48.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,349.0,301.0
94,JACOB FARREN-PRICE,2057,GBR,33.0,53.0,18.0,29.0,15.0,28.0,29.0,40.0,-,-,-,-,-,-,-,-,-,-,245.0,192.0
94,ZOE THOMSON,5286,AUS,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,-,-,-,-,-,-,-,-,-,-,384.0,336.0
95,THEO PEYRE,4736,FRA,37.0,24.0,25.0,31.0,33.0,26.0,19.0,37.0,-,-,-,-,-,-,-,-,-,-,232.0,195.0
96,JUST VAN AANHOLT,2430,ARU,35.0,39.0,23.0,31.0,16.0,44.0,53.0,8.0,-,-,-,-,-,-,-,-,-,-,249.0,196.0
97,ARTHIT MIKHAIL ROMANYK,382,THA,46.0,18.0,15.0,7.0,30.0,27.0,53.0,53.0,-,-,-,-,-,-,-,-,-,-,249.0,196.0
98,LAWSON MCAULLAY,2715,AUS,20.0,17.0,22.0,14.0,47.0,41.0,44.0,45.0,-,-,-,-,-,-,-,-,-,-,250.0,203.0
99,WILLIAM SARGENT,5147,AUS,40.0,36.0,53.0,26.0,20.0,23.0,34.0,26.0,-,-,-,-,-,-,-,-,-,-,258.0,205.0
100,MARTIN VERHULST,3236,SUI,36.0,26.0,37.0,37.0,17.0,20.0,39.0,48.0,-,-,-,-,-,-,-,-,-,-,260.0,212.0
