Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,Total,Nett
34,FERNANDA DECNOP COELHO,1446,,4.0,12.0,23.0,37.0,41.0,35.0,35.0,40.0,-,-,-,-,-,227.0,186.0
34,"GABRIELA NICOLINO, JOAO SIEMSEN",1594,,26.0,32.0,30.0,37.0,32.0,31.0,38.0,31.0,31.0,16.0,30.0,-,-,334.0,296.0
34,MITCHELL KENNEDY,3519,AUS,18.0,29.0,23.0,31.0,19.0,18.0,34.0,37.0,-,-,-,-,-,209.0,172.0
34,"ARIELLE MORGAN, HEATHER MYATT",364,CAN,34.0,27.0,30.0,5.0,33.0,33.0,33.0,34.0,23.0,31.0,30.0,35.0,-,348.0,313.0
34,"LUCA DUBBINI, ROBERTO DUBBINI",2900,ITA,13.0,32.0,37.0,8.0,32.0,21.0,32.0,32.0,33.0,20.0,21.0,31.0,-,312.0,275.0
35,"DANTE BIANCHI, THOMAS LOW-BEER",1042,,18.0,39.0,30.0,26.0,20.0,36.0,36.0,38.0,17.0,7.0,37.0,11.0,-,315.0,276.0
35,"CLARA SCHEIWILLER, VIOLETTE LEMERCIER",909,FRA,25.0,28.0,31.0,34.0,38.0,28.0,37.0,38.0,37.0,8.0,26.0,40.0,-,370.0,330.0
35,ROBERT DAVIS,4167,CAN,25.0,15.0,38.0,29.0,29.0,29.0,29.0,22.0,-,-,-,-,-,216.0,178.0
35,"IDA SVENSSON, RASMUS ROSENGREN",1967,,23.0,22.0,11.0,35.0,29.0,31.0,34.0,40.0,40.0,40.0,40.0,-,-,345.0,305.0
35,LUCIA FALASCA,2914,ARG,30.0,30.0,26.0,24.0,20.0,30.0,26.0,32.0,-,-,-,-,-,218.0,186.0
36,LISA FASSELT,2840,,19.0,26.0,40.0,33.0,22.0,39.0,34.0,25.0,-,-,-,-,-,238.0,198.0
36,ELLIOT HANSON,1263,GBR,29.0,17.0,41.0,38.0,31.0,19.0,41.0,27.0,-,-,-,-,-,243.0,202.0
36,"ERIN BERRY, INGRID MERRY",1344,CAN,26.0,32.0,19.0,36.0,22.0,27.0,29.0,37.0,35.0,32.0,36.0,40.0,-,371.0,331.0
36,"MANU DYEN, MARC MALLARET",3062,,23.0,34.0,41.0,32.0,36.0,29.0,35.0,31.0,36.0,26.0,4.0,12.0,-,339.0,298.0
36,"SERGEY DZHIENBAEV, DARIA IVANOVA",4436,,28.0,17.0,40.0,27.0,33.0,29.0,40.0,40.0,40.0,40.0,40.0,-,-,374.0,334.0
37,DAPHNE VAN DER VAART,1044,NED,36.0,18.0,29.0,34.0,32.0,33.0,31.0,33.0,-,-,-,-,-,246.0,210.0
37,"NICHOLAS FADLER MARTINSEN, MARTINE STELLER MORTENSEN",3646,,31.0,33.0,32.0,32.0,39.0,37.0,36.0,35.0,32.0,35.0,34.0,-,-,376.0,337.0
37,"RUI QI CECILIA LOW, KIMBERLY MIN LIM",4243,,33.0,35.0,36.0,33.0,36.0,35.0,12.0,18.0,39.0,34.0,34.0,31.0,-,376.0,337.0
37,"BENJAMIN JOSE GREZ AHRENS, CRISTOBAL GREZ AHRENS",514,,14.0,10.0,21.0,33.0,35.0,41.0,37.0,18.0,35.0,34.0,32.0,29.0,-,339.0,298.0
37,ALEX MILLS-BARTON,112,,34.0,14.0,29.0,34.0,37.0,39.0,30.0,30.0,-,-,-,-,-,247.0,208.0
38,"JUSTIN LIU, DENISE LIM",2432,,39.0,29.0,36.0,40.0,37.0,38.0,24.0,34.0,34.0,34.0,35.0,-,-,380.0,340.0
38,CLAIRE MERRY,906,CAN,29.0,29.0,35.0,41.0,35.0,41.0,17.0,31.0,-,-,-,-,-,258.0,217.0
38,"JAMES WIERZBOWSKI, WILLIAM PHILLIPS",2111,,28.0,24.0,41.0,30.0,41.0,34.0,31.0,26.0,26.0,17.0,35.0,33.0,-,366.0,325.0
38,ENRICO STRAZZERA,1314,ITA,39.0,21.0,33.0,36.0,20.0,41.0,28.0,41.0,-,-,-,-,-,259.0,218.0
38,"GIULIA GENESIO, FRANCESCA VOLPI",1687,ITA,38.0,34.0,35.0,35.0,28.0,38.0,39.0,36.0,30.0,26.0,28.0,29.0,-,396.0,357.0
39,AMELIE RIOU,186,FRA,20.0,37.0,39.0,21.0,38.0,26.0,38.0,38.0,-,-,-,-,-,257.0,218.0
39,ANTONIOS BOUGIOURIS,345,,31.0,32.0,32.0,25.0,32.0,38.0,41.0,32.0,-,-,-,-,-,263.0,222.0
39,"EVA-MARIA SCHIMAK, ANNA LUSCHAN",1371,,37.0,21.0,37.0,31.0,40.0,40.0,36.0,31.0,38.0,37.0,35.0,33.0,-,416.0,376.0
39,"CARLOS PAZ, LUIS BUGALLO ARRIOLA",745,,34.0,27.0,29.0,36.0,38.0,31.0,24.0,35.0,39.0,28.0,33.0,28.0,-,382.0,343.0
39,"YU TING CHAN, TAT CHOI FUNG",5234,,38.0,37.0,33.0,36.0,36.0,39.0,37.0,33.0,35.0,40.0,40.0,-,-,404.0,364.0
40,SERGEI KOMISSAROV,4435,RUS,40.0,38.0,36.0,19.0,41.0,23.0,41.0,28.0,-,-,-,-,-,266.0,225.0
40,"ED POWYS, DAVID EVANS",1200,,6.0,38.0,14.0,21.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,-,405.0,364.0
40,ELENA VOROBEVA,1240,CRO,35.0,40.0,22.0,35.0,25.0,38.0,29.0,35.0,-,-,-,-,-,259.0,219.0
