Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,Total,Nett
5,TONCI STIPANOVIC,4903,CRO,5.0,3.0,3.0,8.0,8.0,(29.0),-,-,-,-,-,-,-,-,-,-,-,13.0,9.0,(34.0),2.0,17.0,13.0,-,-,-,-,-,-,144,81.0
6,MAXIME JONKER,3375,NED,9.0,2.0,(44.0),4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.0,3.0,19.0,1.0,8.0,(25.0),22.0,2.0,160.0,91.0
6,"VITTORIO BISSARO, MAELLE FRASCARI",5061,,8.0,7.0,7.0,16.0,3.0,4.0,(26.0),11.0,7.0,8.0,17.0,5.0,2.0,4.0,1.0,22.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,168.0,142.0
6,"PATRICIA SUAREZ, MARIA CANTERO IZQUIERDO",3892,,3.0,5.0,6.0,5.0,11.0,8.0,23.0,18.0,16.0,11.0,9.0,(32.0),7.0,14.0,6.0,9.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,193.0,161.0
6,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,6.0,3.0,3.0,10.0,6.0,10.0,15.0,15.0,15.0,14.0,14.0,(18.0),4.0,3.0,2.0,-,3.0,-,-,-,-,-,-,-,-,-,-,-,-,144.0,126.0
6,FINN LYNCH,1474,IRL,10.0,2.0,4.0,13.0,10.0,(64.0),-,-,-,-,-,-,-,-,-,-,-,7.0,2.0,(24.0),8.0,21.0,8.0,-,-,-,-,-,-,173,85.0
7,ELLIOT HANSON,1263,GBR,6.0,(26.0),4.0,1.0,1.0,3.0,-,-,-,-,-,-,-,-,-,-,-,18.0,18.0,15.0,13.0,9.0,(64.0),-,-,-,-,-,-,178,88.0
7,AGATA BARWINSKA,29,POL,10.0,9.0,(16.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,1.0,13.0,(35.0),5.0,6.0,25.0,10.0,146.0,95.0
7,"MARTINE GRAEL, KAHENA KUNZE",3243,BRA,6.0,17.0,4.0,9.0,13.0,14.0,7.0,14.0,14.0,17.0,3.0,(20.0),11.0,15.0,7.0,5.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,184.0,164.0
7,"LOGAN DUNNING BECK, OSCAR GUNN",2860,,9.0,7.0,9.0,6.0,6.0,1.0,16.0,1.0,6.0,12.0,8.0,14.0,(22.0),10.0,9.0,-,6.0,-,-,-,-,-,-,-,-,-,-,-,-,148.0,126.0
7,"EMIL JARUDD, HANNA JONSSON",1280,,2.0,4.0,6.0,17.0,13.0,8.0,15.0,8.0,10.0,4.0,4.0,7.0,14.0,8.0,(19.0),18.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,165.0,146.0
8,WIKTORIA GOLEBIOWSKA,5124,POL,4.0,9.0,(26.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,2.0,14.0,3.0,(43.0),27.0,16.0,12.0,165.0,96.0
8,"LAILA VAN DER MEER, BJARNE BOUWER",2665,,10.0,10.0,4.0,13.0,11.0,10.0,(28.0),14.0,6.0,10.0,6.0,13.0,10.0,5.0,13.0,6.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,175.0,147.0
8,"BENJAMIN BILDSTEIN, DAVID HUSSL",507,AUT,14.0,9.0,2.0,2.0,11.0,12.0,2.0,13.0,(21.0),16.0,1.0,10.0,12.0,13.0,6.0,-,4.0,-,-,-,-,-,-,-,-,-,-,-,-,152.0,131.0
8,"ALEXANDRA MALONEY, OLIVIA HOBBS",131,,10.0,(26.0),13.0,4.0,7.0,9.0,6.0,8.0,7.0,9.0,17.0,17.0,9.0,16.0,14.0,25.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,201.0,175.0
8,PHILIPP BUHL,3995,GER,6.0,(19.0),14.0,1.0,5.0,5.0,-,-,-,-,-,-,-,-,-,-,-,(46.0),17.0,19.0,18.0,8.0,6.0,-,-,-,-,-,-,164,99.0
9,"FREYA BLACK, SASKIA TIDEY",1569,GBR,20.0,13.0,11.0,1.0,20.0,6.0,10.0,3.0,5.0,10.0,1.0,9.0,23.0,(32.0),9.0,21.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,208.0,176.0
9,MARIT BOUWMEESTER,3179,NED,2.0,4.0,(7.0),7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(33.0),18.0,2.0,17.0,11.0,5.0,20.0,11.0,137.0,97.0
9,"ZAIDING WEN, TIAN LIU",5258,,7.0,8.0,(21.0),6.0,10.0,5.0,8.0,7.0,16.0,13.0,20.0,2.0,10.0,12.0,16.0,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,163.0,142.0
9,JONATAN VADNAI,2298,HUN,2.0,2.0,(11.0),7.0,1.0,6.0,-,-,-,-,-,-,-,-,-,-,-,14.0,24.0,(35.0),11.0,24.0,10.0,-,-,-,-,-,-,147,101.0
9,"MICAH WILKINSON, ERICA DAWSON",3440,,7.0,8.0,2.0,9.0,8.0,11.0,2.0,3.0,17.0,5.0,16.0,8.0,18.0,12.0,22.0,(24.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,174.0,150.0
10,ERIKA REINEKE,1342,USA,3.0,6.0,(10.0),4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,21.0,16.0,9.0,4.0,26.0,4.0,(44.0),151.0,97.0
10,"ISAURA MAENHAUT, ANOUK GEURTS",2021,BEL,7.0,19.0,5.0,12.0,16.0,16.0,15.0,(25.0),8.0,16.0,15.0,13.0,4.0,11.0,18.0,3.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,221.0,196.0
10,"MATEO MAJDALANI, EUGENIA BOSCO",3269,,20.0,9.0,11.0,7.0,4.0,(25.0),3.0,6.0,25.0,15.0,11.0,11.0,6.0,6.0,12.0,5.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,188.0,163.0
10,"DOMINIK BUKSAK, SZYMON WIERZBICKI",1157,POL,9.0,7.0,(25.0),7.0,5.0,3.0,13.0,14.0,9.0,7.0,6.0,22.0,15.0,22.0,5.0,-,7.0,-,-,-,-,-,-,-,-,-,-,-,-,183.0,158.0
10,STEFANO PESCHIERA,4591,PER,16.0,4.0,(19.0),4.0,15.0,13.0,-,-,-,-,-,-,-,-,-,-,-,5.0,(49.0),2.0,17.0,20.0,9.0,-,-,-,-,-,-,173,105.0
11,MONIKA MIKKOLA,3546,FIN,14.0,15.0,7.0,(44.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,5.0,9.0,15.0,(20.0),19.0,9.0,6.0,164.0,100.0
11,"IAN BARROWS, HANS HENKEN",1956,USA,5.0,14.0,5.0,(18.0),14.0,9.0,7.0,9.0,8.0,8.0,18.0,16.0,17.0,5.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.0,145.0
11,"BILLY BESSON, NOA ANCIAN",575,,16.0,13.0,12.0,19.0,18.0,13.0,7.0,17.0,14.0,(21.0),7.0,12.0,12.0,17.0,5.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,210.0,189.0
11,SAM WHALEY,4294,GBR,7.0,17.0,(24.0),10.0,2.0,2.0,-,-,-,-,-,-,-,-,-,-,-,10.0,13.0,(32.0),12.0,23.0,19.0,-,-,-,-,-,-,171,115.0
11,"JO ALEH, MOLLY MEECH",2227,NZL,9.0,20.0,8.0,8.0,3.0,10.0,26.0,(32.0),4.0,5.0,18.0,10.0,22.0,4.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,215.0,183.0
12,UBERTO CRIVELLI VISCONTIN/A,4932,,13.0,23.0,4.0,1.0,(28.0),2.0,12.0,6.0,19.0,3.0,13.0,8.0,19.0,16.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179.0,151.0
12,LOUISE CERVERA,2886,FRA,(13.0),3.0,4.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,25.0,31.0,14.0,(39.0),10.0,5.0,15.0,165.0,113.0
12,"TIM MOURNIAC, LOU BERTHOMIEU",4811,,12.0,16.0,8.0,5.0,(35.0),7.0,8.0,16.0,30.0,16.0,12.0,18.0,8.0,15.0,18.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,233.0,198.0
12,"JANA GERMANI, GIORGIA BERTUZZI",2125,ITA,22.0,11.0,9.0,17.0,14.0,11.0,3.0,21.0,12.0,13.0,4.0,6.0,(28.0),10.0,24.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,220.0,192.0
12,DANIEL WHITELEY,1034,GBR,8.0,(27.0),1.0,2.0,4.0,4.0,-,-,-,-,-,-,-,-,-,-,-,20.0,15.0,38.0,(42.0),27.0,5.0,-,-,-,-,-,-,193,124.0
13,"MAX STINGELE, LINOV SCHEEL",3368,GER,7.0,5.0,13.0,4.0,(21.0),5.0,21.0,8.0,14.0,17.0,19.0,3.0,18.0,7.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173.0,152.0
13,"IDA SVENSSON, MARCUS DACKHAMMAR",1966,,14.0,31.0,(35.0),2.0,6.0,15.0,17.0,18.0,2.0,13.0,10.0,27.0,35.0,7.0,7.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,241.0,206.0
13,"HELENE NAESS, MARIE RONNINGEN",1860,NOR,16.0,8.0,20.0,23.0,(26.0),24.0,11.0,11.0,2.0,15.0,8.0,26.0,15.0,21.0,13.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,240.0,214.0
13,FINN ALEXANDER,1469,AUS,(30.0),23.0,20.0,6.0,9.0,7.0,-,-,-,-,-,-,-,-,-,-,-,15.0,3.0,(45.0),7.0,31.0,4.0,-,-,-,-,-,-,200,125.0
13,MARA STRANSKY,3070,AUS,8.0,10.0,(20.0),12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.0,7.0,23.0,21.0,28.0,2.0,3.0,(32.0),175.0,123.0
14,ALESSIO SPADONI,106,ITA,12.0,9.0,(29.0),6.0,7.0,21.0,-,-,-,-,-,-,-,-,-,-,-,(51.0),23.0,14.0,19.0,1.0,15.0,-,-,-,-,-,-,207,127.0
14,"ERWAN FISCHER, CLEMENT PEQUIN",1351,FRA,1.0,18.0,7.0,8.0,4.0,8.0,10.0,19.0,12.0,5.0,16.0,20.0,14.0,(23.0),15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180.0,157.0
14,"GEORGIA LEWI, N-LAFRANCE, ANTONIA LEWIN-LAFRANCE",1639,,26.0,6.0,21.0,(28.0),15.1,23.0,21.0,6.0,10.0,14.0,26.0,7.0,6.0,13.0,5.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,249.1,221.1
14,CHARLOTTE ROSE,828,USA,(19.0),1.0,6.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.0,(42.0),8.0,13.0,3.0,4.0,32.0,27.0,186.0,125.0
14,"NATACHA VIOLET SAOUM, A-PEDERSEN, MATHIAS BRUUN BORRESKOV",3609,,13.0,12.0,16.0,(24.0),9.0,20.0,22.0,9.0,3.0,14.0,19.0,10.0,11.0,14.0,21.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,234.0,210.0
15,"FREDERIK RASK, JAKOB PRECHT JENSEN",1559,DEN,10.0,17.0,12.0,9.0,13.0,15.0,3.0,15.0,7.0,9.0,9.0,7.0,11.0,20.0,(23.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,180.0,157.0
15,CLEMENTE SEGUEL LACAMARA,922,CHI,19.0,(32.0),8.0,16.0,16.0,7.0,-,-,-,-,-,-,-,-,-,-,-,16.0,11.0,10.0,21.0,3.0,(24.0),-,-,-,-,-,-,183,127.0
15,"INGA-MARIE HOFMANN, CATHERINE BARTELHEIMER",1991,GER,12.0,4.0,(30.0),21.0,17.0,2.0,22.0,12.0,3.0,27.0,19.0,18.0,16.0,12.0,10.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,255.0,225.0
15,"LAURA FARESE, MATTHAUS ZOCHLING",2699,,11.0,6.0,21.0,21.0,16.0,19.0,19.0,23.0,(27.0),12.0,13.0,4.0,15.0,21.0,10.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,241.0,214.0
15,SARAH DOUGLAS,4346,CAN,2.0,4.0,8.0,(17.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.0,4.0,(30.0),26.0,9.0,21.0,12.0,26.0,175.0,128.0
16,"SARAH NEWBERRY, DAVID LIEBENBERG",4352,,(35.0),20.0,15.0,12.0,15.0,16.0,1.0,2.0,19.0,20.0,14.0,9.0,17.0,16.0,15.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,251.0,216.0
16,"LUCAS RUAL, EMILE AMOROS",2911,FRA,15.0,3.0,11.0,7.0,1.0,2.0,(26.0),20.0,13.0,4.0,12.0,15.0,23.0,11.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,184.0,158.0
16,"LAURA HARDING, ANNIE WILMOT",2700,AUS,21.0,10.0,10.0,11.0,6.0,25.0,(31.0),17.0,21.0,28.0,10.0,29.0,12.0,6.0,23.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,262.0,231.0
16,MARIE BARRUE,3140,FRA,(18.0),16.0,4.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,8.0,18.0,27.0,(33.0),29.0,10.0,4.0,187.0,136.0
16,EDUARDO MARQUES,1204,POR,14.0,7.0,7.0,(30.0),11.0,1.0,-,-,-,-,-,-,-,-,-,-,-,17.0,10.0,17.0,(40.0),18.0,28.0,-,-,-,-,-,-,200,130.0
17,MIRTHE AKKERMAN,3514,NED,6.0,5.0,8.0,(9.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,20.0,24.0,8.0,21.0,24.0,(33.0),13.0,183.0,141.0
17,"XIAOYU HU, XUEBIN YU",5186,,8.0,22.0,(35.0),6.0,23.0,21.0,1.0,2.0,27.0,3.0,22.0,4.0,24.0,20.0,20.0,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,267.0,232.0
17,JOAQUIN BLANCO ALBALAT,2249,ESP,(40.0),1.0,5.0,5.0,11.0,21.0,-,-,-,-,-,-,-,-,-,-,-,35.0,(42.0),21.0,9.0,4.0,21.0,-,-,-,-,-,-,215,133.0
17,"SAMUEL ALBRECHT, GABRIELA NICOLINO DE SA",4301,,15.0,17.0,18.0,20.0,12.0,23.0,11.0,7.0,4.0,26.0,22.0,20.0,5.0,(35.0),11.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,258.0,223.0
17,"CHRIS TAYLOR, RHOS HAWES",866,,1.0,11.0,10.0,11.0,22.0,(26.0),9.0,10.0,4.0,15.0,17.0,17.0,8.0,9.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192.0,166.0
18,"SIMONE FERRARESE, LEONARDO CHISTE",4500,ITA,4.0,4.0,6.0,(23.0),15.0,10.0,12.0,21.0,17.0,10.0,10.0,19.0,21.0,14.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193.0,170.0
18,"RILEY GIBBS, LARA DALLMAN-WEISS",4156,,22.0,(29.0),20.0,8.0,19.0,9.0,23.0,13.0,20.0,9.0,15.0,17.0,26.0,11.0,9.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,254.0,225.0
18,MICHAEL BECKETT,3441,GBR,4.0,11.0,17.0,7.0,(29.0),11.0,-,-,-,-,-,-,-,-,-,-,-,(64.0),16.0,9.0,20.0,41.0,1.0,-,-,-,-,-,-,230,137.0
18,ZOE THOMSON,5286,AUS,12.0,11.0,(17.0),9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,6.0,(44.0),18.0,14.0,11.0,18.0,21.0,209.0,148.0
18,"MEGAN BRICKWOOD, STEPHANIE ORTON",3406,,15.0,23.0,12.0,22.0,5.0,19.0,14.0,(33.0),23.0,23.0,7.0,8.0,1.0,31.0,11.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,274.0,241.0
19,"JAMES PETERS, FYNN STERRITT",2107,GBR,20.0,9.0,9.0,4.0,2.0,(28.0),2.0,18.0,22.0,22.0,11.0,12.0,13.0,18.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.0,170.0
19,LINE FLEM HOEST,2826,NOR,5.0,(7.0),3.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,15.0,20.0,22.0,27.0,13.0,29.0,(44.0),200.0,149.0
19,"BRIN LIDDELL, RHIANNAN BROWN",658,,21.0,21.0,17.0,15.0,21.0,22.0,6.0,15.0,22.0,17.0,18.0,22.0,19.0,(24.0),8.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,282.0,258.0
19,"ALEXANDRA TEN HOVE, MARIAH MILLEN",133,CAN,27.0,12.0,14.0,13.0,12.0,27.0,12.0,10.0,17.0,31.0,20.0,14.0,17.0,17.0,(34.0),23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,300.0,266.0
19,JOEL RODRIGUEZ PEREZ,2252,ESP,13.0,9.0,8.0,10.0,17.0,(64.0),-,-,-,-,-,-,-,-,-,-,-,11.0,8.0,27.0,35.0,(64.0),3.0,-,-,-,-,-,-,269,141.0
20,"JAKUB SZTORCH, MIKOLAJ STANIUL",2086,,2.0,19.0,18.0,8.0,11.0,4.0,1.0,16.0,23.0,(25.0),22.0,4.0,20.0,19.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,211.0,186.0
20,"JOAO SIEMSEN, MARINA ARNDT",2246,,24.0,19.0,13.0,23.0,17.0,12.0,14.0,19.0,13.0,19.0,(28.0),15.0,20.0,25.0,16.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,293.0,265.0
20,"LARA GRANIER, AMELIE RIOU",2679,FRA,11.0,16.0,7.0,29.0,(37.0),15.0,37.0,4.0,22.0,26.0,6.0,19.0,18.0,3.0,28.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,309.0,272.0
20,DAISY COLLINGRIDGE,1009,GBR,(21.0),5.0,18.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.0,27.0,7.0,25.0,13.0,20.0,(43.0),19.0,216.0,152.0
20,GIOVANNI COCCOLUTO GIORGETTI,1679,,38.0,18.0,10.0,(45.0),5.0,5.0,-,-,-,-,-,-,-,-,-,-,-,30.0,(48.0),3.0,24.0,7.0,16.0,-,-,-,-,-,-,249,156.0
21,"JAKE LIDDELL, LUCY COPELAND",2073,,6.0,14.0,10.0,22.0,10.0,14.0,27.0,(31.0),23.0,23.0,21.0,25.0,21.0,13.0,24.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,299.0,268.0
21,CASEY IMENEO,774,AUS,11.0,8.0,11.0,(13.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(41.0),34.0,15.0,4.0,2.0,22.0,24.0,24.0,209.0,155.0
21,"MARLA BERGMANN, HANNA WILLE",3199,GER,24.0,9.0,27.0,16.0,22.0,13.0,(32.0),30.0,19.0,20.0,24.0,11.0,19.0,26.0,8.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,304.0,272.0
21,NIK AARON WILLIM,3698,GER,2.0,7.0,13.0,(37.0),16.0,8.0,-,-,-,-,-,-,-,-,-,-,-,9.0,34.0,4.0,26.0,40.0,(58.0),-,-,-,-,-,-,254,159.0
21,"TOM BURTON, SIMON HOFFMAN",4857,,(34.0),20.0,5.0,9.0,7.0,12.0,17.0,4.0,20.0,19.0,24.0,13.0,6.0,6.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,221.0,187.0
22,ANNA MUNCH,298,DEN,18.0,(19.0),9.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,17.0,17.0,20.0,7.0,8.0,23.0,(33.0),209.0,157.0
22,"ANDREW MOLLERUS, IAN MACDIARMID",260,USA,2.0,(30.0),10.0,24.0,16.0,1.0,5.0,19.0,18.0,11.0,23.0,25.0,16.0,21.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234.0,204.0
22,LORENZO BRANDO CHIAVARINI,2872,ITA,20.0,5.0,12.0,21.0,(22.0),9.0,-,-,-,-,-,-,-,-,-,-,-,(64.0),12.0,6.0,25.0,30.0,20.0,-,-,-,-,-,-,246,160.0
22,"SHASHA CHEN, MENGTING WANG",4450,,29.0,18.0,17.0,18.0,18.0,(37.0),20.0,23.0,37.0,7.0,14.0,12.0,10.0,5.0,17.0,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,315.0,278.0
22,"XUEZHE YANG, XIAOXIAO HU",5190,,23.0,18.0,19.0,11.0,24.0,18.0,13.0,20.0,24.0,18.0,(26.0),19.0,16.0,19.0,14.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,295.0,269.0
23,"MARU SCHEEL, FREYA FEILCKE",3257,GER,19.0,24.0,22.0,15.0,28.0,(33.0),4.0,20.0,20.0,22.0,21.0,23.0,33.0,19.0,27.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,347.0,314.0
23,LUCIA FALASCA,2914,ARG,1.0,(23.0),12.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.0,37.0,(41.0),30.0,25.0,15.0,6.0,14.0,231.0,167.0
23,"JACK FERGUSON, MAX PAUL",2042,,18.0,1.0,18.0,12.0,(29.0),7.0,1.0,21.0,24.0,21.0,15.0,9.0,24.0,17.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234.0,205.0
23,"LUKAS HABERL, TANJA FRANK",2945,,17.0,15.0,(35.0),18.0,20.0,24.0,12.0,29.0,28.0,11.0,9.0,29.0,13.0,27.0,31.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,339.0,304.0
23,YIGIT YALCIN CITAK,5223,TUR,12.0,19.0,10.0,12.0,(28.0),12.0,-,-,-,-,-,-,-,-,-,-,-,27.0,14.0,16.0,(36.0),25.0,14.0,-,-,-,-,-,-,225,161.0
24,MATILDA NICHOLLS,3307,GBR,7.0,13.0,(14.0),6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(36.0),26.0,32.0,16.0,31.0,3.0,15.0,25.0,224.0,174.0
24,"SARAH STEYAERT, CHARLINE PICON",4356,FRA,32.0,30.0,23.0,32.0,15.0,7.0,(37.0),7.0,37.0,8.0,5.0,34.0,14.0,37.0,21.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,363.0,326.0
24,"YANNICK LEFEBVRE, TOM PELSMAEKERS",5213,BEL,8.0,16.0,19.0,11.0,8.0,3.0,13.0,22.0,10.0,24.0,(25.0),24.0,1.0,25.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233.0,208.0
24,"MARGAUX BILLY, THILBAULT JULIEN",3105,,19.0,22.0,(35.0),10.0,23.0,17.0,9.0,12.0,31.0,22.0,25.0,28.0,22.0,18.0,20.0,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,345.0,310.0
24,WILLIAM DE SMET,5141,BEL,8.0,5.0,15.0,15.0,8.0,(64.0),-,-,-,-,-,-,-,-,-,-,-,2.0,(37.0),30.0,34.0,26.0,22.0,-,-,-,-,-,-,266,165.0
25,DUKO BOS,1182,NED,25.0,14.0,(59.0),5.0,4.0,26.0,-,-,-,-,-,-,-,-,-,-,-,21.0,5.0,22.0,(31.0),29.0,30.0,-,-,-,-,-,-,271,181.0
25,SILVIA ZENNARO,4489,ITA,5.0,3.0,5.0,(20.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(39.0),29.0,26.0,11.0,22.0,28.0,19.0,35.0,242.0,183.0
25,"TESS LLOYD, DERVLA DUGGAN",4722,,28.0,(29.0),15.0,19.0,21.0,18.0,29.0,22.0,26.0,24.0,25.0,15.0,26.0,27.0,26.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,358.0,329.0
25,"HERNAN UMPIERRE, FERNANDO DIZ",1888,URU,23.0,15.0,16.0,14.0,1.0,16.0,6.0,17.0,(25.0),23.0,21.0,23.0,25.0,24.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263.0,238.0
25,"HUICONG MAI, LINLIN CHEN",1939,,26.0,23.0,23.0,(31.0),22.0,21.0,21.0,24.0,11.0,30.0,27.0,21.0,24.0,28.0,26.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,378.0,347.0
26,ELYSE AINSWORTH,1272,AUS,16.0,12.0,(17.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(34.0),30.0,27.0,24.0,6.0,12.0,31.0,17.0,237.0,186.0
26,"OLIVIA PRICE, EVIE HASELDINE",3813,AUS,23.0,7.0,(29.0),25.0,19.0,20.0,19.0,26.0,28.0,12.0,28.0,25.0,27.0,24.0,22.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,360.0,331.0
26,"MARCO GRAEL, GABRIEL BORGES",3087,BRA,20.0,18.0,(27.0),16.0,4.0,23.0,4.0,11.0,9.0,4.0,12.0,20.0,16.0,4.0,16.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,216.0,189.0
26,"SHIBUKI IITSUKA, CAPIGLIA OURA NISHIDA",4456,,28.0,25.0,22.0,(32.0),28.0,26.0,25.0,27.0,21.0,24.0,20.0,16.0,25.0,23.0,28.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,389.0,357.0
26,BENJAMIN VADNAI,520,HUN,28.0,15.0,(36.0),20.0,3.0,12.0,-,-,-,-,-,-,-,-,-,-,-,24.0,6.0,26.0,16.0,(55.0),32.0,-,-,-,-,-,-,273,182.0
27,"HUANCHENG ZHAO, SAIBO WANG",1925,,18.0,(35.0),35.0,25.0,25.0,35.0,16.0,25.0,16.0,25.0,24.0,24.0,23.0,20.0,30.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,406.0,371.0
27,"LEO TAKAHASHI, TIM MORISHIMA",2753,,19.0,19.0,17.0,21.0,9.0,27.0,6.0,(30.0),15.0,8.0,6.0,3.0,1.0,1.0,13.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,222.0,192.0
27,SHAY KAKON,4452,ISR,3.0,(23.0),21.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,31.0,22.0,(40.0),23.0,16.0,11.0,18.0,253.0,190.0
27,JUAN MAEGLI,2365,GUA,(24.0),11.0,18.0,9.0,21.0,16.0,-,-,-,-,-,-,-,-,-,-,-,48.0,21.0,(52.0),6.0,6.0,27.0,-,-,-,-,-,-,259,183.0
27,"CARLOTTA OMARI, SVEVA CARRARO",753,,30.0,(32.0),18.0,20.0,25.0,22.0,27.0,13.0,9.0,30.0,27.0,21.0,25.0,23.0,25.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,365.0,333.0
28,"BEN ROSENBERG, KALEIGH MORGAN",495,,25.0,24.0,26.0,28.0,30.0,28.0,29.0,26.0,15.0,(32.0),23.0,23.0,27.0,26.0,25.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,415.0,383.0
