Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,Total,Nett
64,RAFEEK KIKABHOY,4090,,12.0,26.0,28.0,23.0,(42.0),30.0,-,-,-,-,-,-,-,-,-,-,-,(69.0),41.0,65.0,53.0,14.0,4.0,15.0,63.0,(76.0),60.0,18.0,7.0,646.0,459.0
64,AYSE-ZEYNEP TURKOGLU,427,,59.0,(65.0),59.0,63.0,(64.0),63.0,15.0,63.0,62.0,61.0,(65.0),56.0,58.0,51.0,64.0,17.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,906.0,712.0
65,FIANNE VAN-DEN-BRULE,1457,,62.0,62.0,64.0,(67.0),63.0,61.0,11.0,(73.0),61.0,62.0,62.0,58.0,(66.0),53.0,61.0,15.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,922.0,716.0
65,SEBASTIAN SCHARER,4416,SUI,45.0,37.0,31.0,26.0,39.0,(52.0),-,-,-,-,-,-,-,-,-,-,-,(66.0),47.0,(63.0),25.0,15.0,7.0,18.0,52.0,47.0,44.0,9.0,18.0,641.0,460.0
66,LENA HAVERLAND,2739,GER,68.0,(71.0),65.0,65.0,66.0,(71.0),17.0,67.0,67.0,64.0,(70.0),66.0,57.0,60.0,44.0,13.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,947.0,735.0
66,LING-YEUNG AU,2831,,(41.0),34.0,20.0,19.0,20.0,34.0,-,-,-,-,-,-,-,-,-,-,-,(65.0),62.0,57.0,41.0,10.0,17.0,9.0,(75.0),60.0,57.0,10.0,11.0,642.0,461.0
67,MARSHA SHAHRIN,3211,,(67.0),67.0,67.0,(69.0),65.0,65.0,15.0,(68.0),66.0,63.0,60.0,63.0,63.0,61.0,59.0,10.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,943.0,739.0
67,BAZ-SHLOMO BEL,477,,29.0,(40.0),29.0,15.0,16.0,37.0,-,-,-,-,-,-,-,-,-,-,-,(67.0),66.0,(75.0),45.0,19.0,21.0,14.0,53.0,51.0,52.0,13.0,5.0,647.0,465.0
68,MARGARIDA-GIL MORAIS,3103,,66.0,(69.0),(68.0),68.0,59.0,64.0,16.0,64.0,63.0,(69.0),67.0,62.0,61.0,58.0,63.0,13.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,946.0,740.0
68,JOAN-CARLES CARDONA-BOCARANDO,2238,,44.0,44.0,36.0,21.0,33.0,(46.0),-,-,-,-,-,-,-,-,-,-,-,40.0,49.0,(68.0),(63.0),17.0,21.0,16.0,50.0,38.0,48.0,6.0,8.0,648.0,471.0
69,ANTONINO CANGEMI,342,,34.0,29.0,32.0,(35.0),34.0,18.0,-,-,-,-,-,-,-,-,-,-,-,75.0,53.0,54.0,37.0,12.0,21.0,18.0,58.0,(80.0),(76.0),12.0,6.0,684.0,493.0
69,ANNA-HELMI HAAVISTO,308,,(71.0),64.0,57.0,62.0,(68.0),68.0,17.0,59.0,(69.0),65.0,68.0,65.0,68.0,56.0,62.0,17.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,953.0,745.0
70,GHISLAINE VAN-EMPEL,1653,,(70.0),63.0,(70.0),66.0,60.0,67.0,18.0,60.0,70.0,(71.0),69.0,64.0,64.0,64.0,66.0,16.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,975.0,764.0
70,FLORIS FRANKEN,1502,,(49.0),29.0,28.0,(34.4),27.0,39.0,-,-,-,-,-,-,-,-,-,-,-,47.0,36.0,(77.0),(70.0),16.0,18.0,18.0,68.0,62.0,55.0,15.0,7.0,695.4,499.4
71,ELENA SANDERA,1238,SUI,69.0,68.0,62.0,(73.0),69.0,69.0,18.0,65.0,68.0,58.0,66.0,(73.0),67.0,57.0,(73.0),18.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,994.0,775.0
71,ROI HILLEL,4194,,(42.0),27.0,33.0,42.0,32.0,42.0,-,-,-,-,-,-,-,-,-,-,-,54.0,55.0,(66.0),62.0,15.0,10.0,13.0,64.0,(68.0),35.0,18.0,4.0,682.0,506.0
72,NADIA JABLONSKI,3589,,(73.0),70.0,69.0,70.0,70.0,70.0,14.0,66.0,(71.0),70.0,(73.0),61.0,69.0,62.0,67.0,12.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,"1,001.0",784.0
72,BERNAT TOMAS,540,ESP,17.0,28.0,(52.0),34.0,35.0,39.0,-,-,-,-,-,-,-,-,-,-,-,61.0,74.0,(76.0),49.0,4.0,13.0,17.0,45.0,(77.0),62.0,14.0,14.0,711.0,506.0
73,BENOAT MERCEUR,522,,40.0,(48.0),41.0,37.0,31.0,17.0,-,-,-,-,-,-,-,-,-,-,-,57.0,44.0,53.0,68.0,6.0,11.0,15.0,(80.0),72.0,(73.0),8.0,13.0,714.0,513.0
74,IDO POMERANTZ,1969,,22.0,30.0,31.0,(42.0),29.0,32.0,-,-,-,-,-,-,-,-,-,-,-,56.0,(77.0),69.0,(73.0),11.0,10.0,20.0,71.0,69.0,59.0,8.0,12.0,721.0,529.0
75,FRANCESCO SCAGLIOLA,1525,,48.0,32.0,24.0,(55.0),38.0,40.0,-,-,-,-,-,-,-,-,-,-,-,49.0,61.0,(73.0),42.0,8.0,21.0,14.0,72.0,(73.0),69.0,9.0,4.0,732.0,531.0
76,LIAM SEGEV,2789,,35.0,(40.0),29.0,35.0,30.0,35.0,-,-,-,-,-,-,-,-,-,-,-,62.0,65.0,67.0,(72.0),16.0,14.0,10.0,61.0,(74.0),68.0,18.0,10.0,741.0,555.0
77,TOM DE-VRIES,4858,,18.0,38.0,34.0,36.0,(40.0),28.0,-,-,-,-,-,-,-,-,-,-,-,73.0,72.0,71.0,46.0,10.0,21.0,21.0,(80.0),(80.0),80.0,11.0,14.0,773.0,573.0
78,SHALEV EGOZY,4446,,(56.0),51.0,23.0,48.0,33.0,31.0,-,-,-,-,-,-,-,-,-,-,-,72.7,71.0,72.0,(77.0),9.0,21.0,16.0,70.0,71.0,(75.0),9.0,8.0,813.7,605.7
79,JAKOB EKLUND,2076,FIN,41.0,(47.0),38.0,39.0,38.0,34.0,-,-,-,-,-,-,-,-,-,-,-,70.0,70.0,70.0,(76.0),20.0,14.0,19.0,73.0,59.0,(77.0),16.0,12.0,813.0,613.0
80,DOMINIK LEWINSKI,1158,POL,(60.0),32.0,47.0,51.0,44.0,42.0,-,-,-,-,-,-,-,-,-,-,-,(79.0),2.0,2.0,2.0,2.0,10.0,1.0,374.0,235.0,-,-,-,,
81,MANOLO MODENA,3051,ITA,(51.0),39.0,38.0,40.0,36.0,46.0,-,-,-,-,-,-,-,-,-,-,-,4.0,4.0,6.0,6.0,5.0,(14.0),13.0,302.0,237.0,-,-,-,,
82,ANDRE PEREIRA,228,,50.0,49.0,36.0,39.0,(53.0),38.0,-,-,-,-,-,-,-,-,-,-,-,8.0,(27.0),4.0,5.0,7.0,3.0,15.0,334.0,254.0,-,-,-,,
83,JAMES FALEY,2089,,37.0,33.0,(50.0),45.0,36.0,49.0,-,-,-,-,-,-,-,-,-,-,-,2.0,14.0,13.0,4.0,10.0,18.0,(27.0),338.0,261.0,-,-,-,,
84,GUY CRIBB,1762,,35.0,41.0,49.0,56.0,(62.0),47.0,-,-,-,-,-,-,-,-,-,-,-,16.0,5.0,3.0,10.0,(79.0),6.0,7.0,416.0,275.0,-,-,-,,
85,ONUR-CAVIT BIRIZ,3827,,32.0,(52.0),40.0,49.0,34.0,48.0,-,-,-,-,-,-,-,-,-,-,-,(17.8),9.0,17.0,11.0,(51.0),9.0,10.0,379.8,276.8,-,-,-,,
86,JULIAN JORDAN,2397,,54.0,36.0,54.0,30.0,44.0,(56.0),-,-,-,-,-,-,-,-,-,-,-,3.0,3.0,20.0,(24.0),4.0,17.0,14.0,359.0,279.0,-,-,-,,
87,LARS POGGEMANN,2686,,54.0,53.0,(56.0),36.0,53.0,43.0,-,-,-,-,-,-,-,-,-,-,-,6.0,(9.7),(21.0),8.0,16.0,2.0,5.0,362.7,285.7,-,-,-,,
88,MALIK HOVELING,3033,,44.0,44.0,48.0,41.0,(49.0),43.0,-,-,-,-,-,-,-,-,-,-,-,11.0,12.0,14.0,23.0,(31.0),4.0,4.0,368.0,288.0,-,-,-,,
89,LEONIDAS TSORTANIDIS,2760,GRE,57.0,45.0,(45.8),30.0,(61.0),36.0,-,-,-,-,-,-,-,-,-,-,-,5.0,8.0,(33.0),12.0,19.0,16.0,16.0,383.8,289.8,-,-,-,,
90,MICHAL POLAK,3458,POL,33.0,36.0,30.0,33.0,(80.0),80.0,-,-,-,-,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,(79.0),79.0,455.0,296.0,-,-,-,,
91,KENSEI IKEDA,2543,JPN,38.0,43.0,(55.0),44.0,46.0,49.0,-,-,-,-,-,-,-,-,-,-,-,14.0,10.0,9.0,15.0,18.0,11.0,(33.0),385.0,297.0,-,-,-,,
92,HIDDE VAN-DER-MEER,1895,,(49.0),47.0,44.0,45.0,41.0,48.0,-,-,-,-,-,-,-,-,-,-,-,(16.0),7.0,5.0,22.0,(35.0),5.0,22.0,386.0,302.0,-,-,-,,
93,DANIEL SLIJK,1031,,46.0,46.0,46.0,(47.0),37.0,44.0,-,-,-,-,-,-,-,-,-,-,-,13.0,16.0,7.0,14.0,13.0,(79.0),28.0,436.0,310.0,-,-,-,,
94,EGOR ZHILIN,1213,,47.0,34.0,41.0,52.0,(56.0),47.0,-,-,-,-,-,-,-,-,-,-,-,22.0,25.0,(17.5),9.0,17.0,(30.0),2.0,399.5,313.5,-,-,-,,
95,NIR LESHED,3735,,58.0,42.0,39.0,38.0,45.0,(60.0),-,-,-,-,-,-,-,-,-,-,-,20.0,21.0,18.0,3.0,14.0,(28.0),19.0,405.0,317.0,-,-,-,,
96,EYAL ZROR,1387,,(53.0),48.0,37.0,44.0,41.0,38.0,-,-,-,-,-,-,-,-,-,-,-,9.0,13.0,(79.0),36.0,20.0,12.0,20.0,450.0,318.0,-,-,-,,
97,JACOPO GAVIOLI,2063,,38.0,46.0,42.0,47.0,43.0,(57.0),-,-,-,-,-,-,-,-,-,-,-,27.0,17.0,19.0,13.0,9.0,25.0,(51.0),434.0,326.0,-,-,-,,
98,BIEL LLADO,570,,52.0,54.0,47.0,(60.0),45.0,53.0,-,-,-,-,-,-,-,-,-,-,-,(15.8),18.0,15.0,7.0,6.0,15.0,(34.0),421.8,327.8,-,-,-,,
99,JULIEN RATTOTTI,2415,,(80.0),43.0,60.0,48.0,55.0,55.0,-,-,-,-,-,-,-,-,-,-,-,7.0,6.0,(40.0),16.0,11.0,7.0,21.0,449.0,329.0,-,-,-,,
100,JOHN KAJU,2281,,50.0,(55.0),52.0,41.0,40.0,44.0,-,-,-,-,-,-,-,-,-,-,-,18.0,30.0,26.0,(32.0),8.0,13.0,18.0,427.0,340.0,-,-,-,,
101,RICCARDO ONALI,4145,,34.0,41.0,65.0,(68.0),42.0,31.0,-,-,-,-,-,-,-,-,-,-,-,19.0,15.0,12.0,41.0,3.0,(79.0),40.0,490.0,343.0,-,-,-,,
102,JANIS PREISS,2132,,37.0,45.0,39.0,38.0,(55.0),36.0,-,-,-,-,-,-,-,-,-,-,-,32.0,11.0,11.0,27.0,26.0,46.0,(79.0),482.0,348.0,-,-,-,,
103,MATTHIJS VAN-WIJNGAARDEN,3338,,45.0,54.0,49.0,54.0,49.0,(59.0),-,-,-,-,-,-,-,-,-,-,-,25.0,19.0,23.0,(28.0),15.0,8.0,12.0,440.0,353.0,-,-,-,,
104,DAIYA KURAMOCHI,1010,JPN,46.0,49.0,44.0,(57.0),47.0,50.0,-,-,-,-,-,-,-,-,-,-,-,(48.0),24.0,38.0,20.0,12.0,21.0,9.0,465.0,360.0,-,-,-,,
105,LEOPOLD SENST,2765,,28.0,42.0,45.0,52.0,(54.0),54.0,-,-,-,-,-,-,-,-,-,-,-,23.0,41.0,28.0,17.0,(42.0),19.0,24.0,469.0,373.0,-,-,-,,
106,KAS DE-WOLF,2493,,59.0,(60.0),42.0,54.0,23.0,55.0,-,-,-,-,-,-,-,-,-,-,-,10.0,50.0,51.0,(52.0),28.0,1.0,3.0,488.0,376.0,-,-,-,,
107,VLADISLAV BURMISTRENKO,5063,,47.0,52.0,(53.0),50.0,51.0,41.0,-,-,-,-,-,-,-,-,-,-,-,34.0,32.0,25.0,25.0,27.0,(39.0),8.0,484.0,392.0,-,-,-,,
108,OFEK ELIMELEH,3788,,36.0,(69.0),58.0,40.0,62.0,45.0,-,-,-,-,-,-,-,-,-,-,-,(31.2),(54.0),30.0,18.0,34.0,26.0,25.0,528.2,405.2,-,-,-,,
109,ANAMI TOMONORI,199,,43.0,(66.0),59.0,(53.0),46.0,51.0,-,-,-,-,-,-,-,-,-,-,-,26.0,(48.0),16.0,31.0,25.0,24.0,32.0,520.0,406.0,-,-,-,,
110,PETER NORS,3973,,(63.0),55.0,50.0,43.0,43.0,57.0,-,-,-,-,-,-,-,-,-,-,-,12.0,(40.0),35.0,37.0,22.0,22.0,31.0,510.0,407.0,-,-,-,,
111,MATEO BORS,3268,,(71.0),60.0,54.0,37.0,58.0,56.0,-,-,-,-,-,-,-,-,-,-,-,15.0,(79.0),8.0,47.0,24.0,56.0,6.0,571.0,421.0,-,-,-,,
112,BENCE SANTA,497,HUN,48.0,51.0,(63.0),60.0,48.0,54.0,-,-,-,-,-,-,-,-,-,-,-,(30.8),28.0,36.0,19.0,(47.0),32.0,23.0,539.8,429.8,-,-,-,,
113,TIAGO ABREU,4792,,56.0,61.0,(67.0),59.0,54.0,62.0,-,-,-,-,-,-,-,-,-,-,-,30.0,34.0,10.0,30.0,(44.0),27.0,11.0,545.0,434.0,-,-,-,,
114,ALEXANDROS KALPOGIANNAKIS,139,,55.0,57.0,57.0,49.0,52.0,(80.0),-,-,-,-,-,-,-,-,-,-,-,35.0,20.0,22.0,29.0,36.0,31.0,(37.0),560.0,443.0,-,-,-,,
115,EVGENII GALITSKII,1379,,36.0,56.0,59.0,57.0,(80.0),58.0,-,-,-,-,-,-,-,-,-,-,-,24.0,38.0,47.0,34.0,21.0,23.0,(50.0),583.0,453.0,-,-,-,,
116,LOK YEUNG,2864,,51.0,50.0,51.0,(50.8),(65.0),37.0,-,-,-,-,-,-,-,-,-,-,-,50.0,31.0,32.0,26.0,32.0,(79.0),43.0,597.8,453.8,-,-,-,,
117,MATS VON-HOLTEN,3313,,64.0,62.0,62.0,(67.0),67.0,50.0,-,-,-,-,-,-,-,-,-,-,-,21.0,26.0,24.0,(50.0),23.0,20.0,39.0,575.0,458.0,-,-,-,,
118,EMMANOUIL MANIADAKIS,1305,,59.0,(63.0),55.0,53.0,50.0,53.0,-,-,-,-,-,-,-,-,-,-,-,17.0,46.0,34.0,33.0,(53.0),36.0,30.0,582.0,466.0,-,-,-,,
119,TOMASZ ROMANOWSKI,4895,POL,52.0,59.0,48.0,56.0,(63.0),52.0,-,-,-,-,-,-,-,-,-,-,-,28.0,43.0,45.0,35.0,(46.0),40.0,35.0,602.0,493.0,-,-,-,,
120,JOAN RIUTORT,2236,,66.0,(75.0),66.0,51.0,48.0,64.0,-,-,-,-,-,-,-,-,-,-,-,(39.7),47.0,27.0,(60.0),41.0,34.0,29.0,647.7,512.7,-,-,-,,
121,IOANNIS KARVOUNIARIS,1997,,(67.0),58.0,51.0,53.0,50.0,45.0,-,-,-,-,-,-,-,-,-,-,-,29.0,23.0,54.0,43.0,67.0,(79.0),48.0,667.0,521.0,-,-,-,,
122,JONNE HEIMANN,2310,GER,(67.0),67.0,43.0,58.0,51.0,58.0,-,-,-,-,-,-,-,-,-,-,-,38.0,33.0,49.0,(67.0),37.0,52.0,38.0,658.0,524.0,-,-,-,,
123,NICO FORES-SANCHO,3662,,53.0,53.0,58.0,(59.0),57.0,51.0,-,-,-,-,-,-,-,-,-,-,-,(45.8),37.0,41.0,(61.0),55.0,45.0,36.0,651.8,531.8,-,-,-,,
124,DAVIS MAZAIS,1065,LAT,64.0,(80.0),70.0,65.0,60.0,69.0,-,-,-,-,-,-,-,-,-,-,-,37.0,35.0,37.0,45.0,33.0,29.0,(53.0),677.0,544.0,-,-,-,,
125,EVGENII AIVAZIAN,1378,,43.0,(66.0),56.0,58.0,58.0,59.0,-,-,-,-,-,-,-,-,-,-,-,39.0,42.0,29.0,44.0,38.0,(79.0),79.0,690.0,545.0,-,-,-,,
126,JEKABS CEZE,2162,,70.0,64.0,68.0,(74.0),52.0,63.0,-,-,-,-,-,-,-,-,-,-,-,40.0,(62.0),46.0,49.0,29.0,42.0,26.0,685.0,549.0,-,-,-,,
127,BERKE OKAY,535,,40.0,65.0,57.0,62.0,(80.0),61.0,-,-,-,-,-,-,-,-,-,-,-,(49.5),55.0,39.0,38.0,45.0,(79.0),41.0,711.5,552.5,-,-,-,,
128,ARTURS SPRINDUKS,393,,62.0,57.0,(71.0),63.0,59.0,65.0,-,-,-,-,-,-,-,-,-,-,-,55.0,59.0,55.0,(69.0),30.0,38.0,17.0,700.0,560.0,-,-,-,,
129,LASSE BRUDEK,2690,,58.0,61.0,64.0,(66.0),63.0,63.0,-,-,-,-,-,-,-,-,-,-,-,49.0,64.0,31.0,21.0,(71.0),44.0,46.0,701.0,564.0,-,-,-,,
130,ILYA KIRICHUK,1984,,55.0,(75.0),72.0,71.0,67.0,70.0,-,-,-,-,-,-,-,-,-,-,-,36.0,29.0,44.0,42.0,40.0,41.0,(58.0),700.0,567.0,-,-,-,,
131,MIGUEL MARTINHO,3470,,66.0,62.0,64.0,66.0,(80.0),66.0,-,-,-,-,-,-,-,-,-,-,-,54.0,39.0,42.0,39.0,(58.0),33.0,47.0,716.0,578.0,-,-,-,,
132,MARINUS-TAMBO CHRISTIANSEN,3165,,60.0,(65.0),63.0,61.0,56.0,60.0,-,-,-,-,-,-,-,-,-,-,-,46.0,45.0,50.0,53.0,39.0,54.0,(79.0),731.0,587.0,-,-,-,,
133,AUGUST LANDMARK,416,,68.0,(74.0),62.0,61.0,57.0,67.0,-,-,-,-,-,-,-,-,-,-,-,33.0,44.0,(56.0),46.0,52.0,49.0,49.0,718.0,588.0,-,-,-,,
134,FILIP STORE,1463,,69.0,56.0,66.0,50.0,64.0,(80.0),-,-,-,-,-,-,-,-,-,-,-,31.0,22.0,61.0,40.0,69.0,(79.0),79.0,766.0,607.0,-,-,-,,
135,ANAMI KENTA,198,,68.0,(74.0),68.0,64.0,66.0,62.0,-,-,-,-,-,-,-,-,-,-,-,42.0,51.0,48.0,(57.0),43.0,51.0,45.0,739.0,608.0,-,-,-,,
136,JAKUB ZIMA,2087,,61.0,68.0,67.0,65.0,59.0,(80.0),-,-,-,-,-,-,-,-,-,-,-,43.0,(60.0),53.0,48.0,56.0,43.0,57.0,760.0,620.0,-,-,-,,
137,SANTIAGO COSTA-HOEVEL,4326,,63.0,68.0,(80.0),69.0,69.0,71.0,-,-,-,-,-,-,-,-,-,-,-,(50.5),49.0,58.0,(63.0),54.0,37.0,42.0,773.5,630.5,-,-,-,,
138,AURELIO TERRY-VALLE,419,,61.0,58.0,61.0,55.0,66.0,(68.0),-,-,-,-,-,-,-,-,-,-,-,45.0,61.0,66.0,55.0,48.0,(79.0),(59.0),782.0,635.0,-,-,-,,
139,FRANK ERVIN,1536,EST,62.0,67.0,77.0,(80.0),61.0,80.0,-,-,-,-,-,-,-,-,-,-,-,44.0,36.0,65.0,54.0,59.0,35.0,(79.0),799.0,640.0,-,-,-,,
140,MARTINS DZIRNIEKS,3251,,65.0,(72.0),69.0,64.0,70.0,64.0,-,-,-,-,-,-,-,-,-,-,-,47.0,52.0,(59.0),59.0,50.0,50.0,(52.8),773.8,642.8,-,-,-,,
141,WATARU TAJIMA,5097,,(72.0),63.0,60.0,62.0,68.0,66.0,-,-,-,-,-,-,-,-,-,-,-,41.0,58.0,60.0,(64.0),57.0,55.0,55.0,781.0,645.0,-,-,-,,
142,KUZEY OZTAS,2655,,57.0,64.0,(69.0),68.0,65.0,61.0,-,-,-,-,-,-,-,-,-,-,-,(59.0),56.0,(59.0),58.0,49.0,53.0,(79.0),797.0,649.0,-,-,-,,
143,ANSIS DALE,330,,(71.0),59.0,65.0,70.0,60.0,69.0,-,-,-,-,-,-,-,-,-,-,-,56.0,57.0,73.0,(74.0),68.0,48.0,44.0,814.0,669.0,-,-,-,,
144,YUGO SAITO,5235,,70.0,69.0,70.0,(73.0),64.0,65.0,-,-,-,-,-,-,-,-,-,-,-,61.0,53.0,52.0,(66.0),66.0,47.0,52.0,808.0,669.0,-,-,-,,
145,STEPHAN HECKER,4599,,65.0,70.0,(71.0),69.0,69.0,67.0,-,-,-,-,-,-,-,-,-,-,-,53.0,65.0,63.0,56.0,63.0,(79.0),59.0,849.0,699.0,-,-,-,,
146,MARTIN MIKKOLA,3232,,(74.0),71.0,73.0,72.0,72.0,73.0,-,-,-,-,-,-,-,-,-,-,-,51.0,(66.0),57.0,51.0,62.0,58.0,62.0,842.0,702.0,-,-,-,,
147,OLEKSANDR MENDELENKO,3801,,72.0,70.0,(75.0),70.0,68.0,72.0,-,-,-,-,-,-,-,-,-,-,-,60.0,63.0,68.0,70.0,61.0,(79.0),56.0,884.0,730.0,-,-,-,,
148,CYRIL EVRARD,994,,73.0,73.0,(74.0),73.0,71.0,74.0,-,-,-,-,-,-,-,-,-,-,-,52.0,67.0,67.0,(71.0),70.0,59.0,61.0,885.0,740.0,-,-,-,,
149,JOONAS MIK,2311,,69.0,71.0,72.0,(74.0),71.0,70.0,-,-,-,-,-,-,-,-,-,-,-,58.0,71.0,(72.0),62.0,72.0,60.0,65.0,887.0,741.0,-,-,-,,
150,FLORIAN NEUSCHELLER,1498,,73.0,72.0,(75.0),75.0,73.0,71.0,-,-,-,-,-,-,-,-,-,-,-,59.0,69.0,69.0,(72.0),65.0,57.0,63.0,893.0,746.0,-,-,-,,
151,MILAN SCHNEIDER,3489,,75.0,73.0,73.0,71.0,(80.0),68.0,-,-,-,-,-,-,-,-,-,-,-,(67.7),68.0,64.0,68.0,60.0,(79.0),67.0,913.7,754.7,-,-,-,,
152,ARNAU CANADA-RIPOLL,371,,76.0,(77.0),74.0,72.0,70.0,72.0,-,-,-,-,-,-,-,-,-,-,-,(68.3),70.0,70.0,(79.0),64.0,61.0,66.0,919.3,763.3,-,-,-,,
153,JOHANNES SATTLER,2272,,74.0,(76.0),76.0,76.0,72.0,73.0,-,-,-,-,-,-,-,-,-,-,-,62.0,72.0,(74.0),73.0,73.0,62.0,68.0,931.0,781.0,-,-,-,,
154,VLADISLAV MENDELENKO,5064,,(80.0),76.0,76.0,75.0,73.0,75.0,-,-,-,-,-,-,-,-,-,-,-,(69.3),(79.0),71.0,65.0,74.0,63.0,64.0,940.3,781.3,-,-,-,,
155,BERND TIMME,544,,(80.0),80.0,80.0,80.0,80.0,80.0,-,-,-,-,-,-,-,-,-,-,-,63.0,(79.0),79.0,79.0,79.0,79.0,79.0,1.0,858.0,-,-,-,,
156,DAVID CURRY,1051,,(80.0),80.0,80.0,80.0,80.0,80.0,-,-,-,-,-,-,-,-,-,-,-,(79.0),79.0,79.0,79.0,79.0,79.0,79.0,1.0,874.0,-,-,-,,
157,CHRISTIAN LINNERUD,876,,(80.0),80.0,80.0,80.0,80.0,80.0,-,-,-,-,-,-,-,-,-,-,-,(79.0),79.0,79.0,79.0,79.0,79.0,79.0,1.0,874.0,-,-,-,,
