Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,Total,Nett
1,"BART LAMBRIEX, FLORIS VAN DE WERKEN",460,NED,3.0,14.0,4.0,10.0,1.0,4.0,2.0,2.0,5.0,7.0,9.0,5.0,21.0,2.0,1.0,(26.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,118.0,92.0
1,"JOHN GIMSON, ANNA BURNET",2277,,3.0,5.0,1.0,4.0,5.0,(8.0),4.0,2.0,5.0,3.0,7.0,6.0,5.0,1.0,2.0,2.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,69.0,61.0
1,HELENE NOESMOEN,1861,FRA,1.0,1.0,1.0,(2.0),(1.1),1.0,(2.0),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,17.1,12.0
1,GOYARD NICOLAS,1708,,(12.0),5.0,2.0,1.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,(38.0),1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,(9.0),(0.0),(0.0),83.0,24.0
1,"ODILE VAN AANHOLT, ELISE RUYTER",3780,,1.0,(18.0),2.0,3.0,2.0,7.0,3.0,10.0,9.0,5.0,5.0,2.0,1.0,6.0,13.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,93.0,75.0
2,MATTHEW BARTON,3327,GBR,4.0,3.0,(5.0),5.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,(8.0),3.0,8.0,4.0,2.0,(21.0),5.0,4.0,5.0,2.0,(0.0),(0.0),81.0,47.0
2,"HELENE NAESS, MARIE RONNINGEN",1860,NOR,5.0,3.0,8.0,5.0,1.0,6.0,7.0,11.0,1.0,3.0,(20.0),5.0,14.0,3.0,7.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,103.0,83.0
2,ISLAY WATSON,2024,GBR,(7.0),(8.0),(16.0),1.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,66.0,35.0
2,"TIM FISCHER, FABIAN GRAF",4809,GER,1.0,5.0,6.0,7.0,5.0,3.0,6.0,6.0,3.0,5.0,(16.0),7.0,12.0,4.0,5.0,7.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,110.0,94.0
2,"GIANLUIGI UGOLINI, MARIA GIUBILEI",1661,,4.0,6.0,2.0,5.0,(10.0),7.0,3.0,3.0,1.0,7.0,1.0,3.0,7.0,4.0,6.0,9.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,80.0,70.0
3,SASKIA SILLS,4364,,(8.0),3.0,5.0,3.0,5.0,4.0,1.0,6.0,3.0,(8.0),5.0,(39.0),3.0,3.0,8.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,104.0,49.0
3,LUUC VAN-OPZEELAND,2969,,1.0,2.0,(4.0),2.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,3.0,(80.0),2.0,2.0,(10.0),5.0,6.0,2.0,2.0,3.0,(0.0),(0.0),126.0,32.0
3,"MARTINE GRAEL, KAHENA KUNZE",3243,BRA,10.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,11.0,11.0,1.0,9.0,3.0,(18.0),11.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,112.0,94.0
3,"FREDERIK RASK, JAKOB PRECHT JENSEN",1559,DEN,4.0,12.0,10.0,1.0,3.0,7.0,9.0,3.0,8.0,10.0,1.0,(23.0),9.0,1.0,9.0,11.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,135.0,112.0
3,"PAUL KOHLHOFF, ALICA STUHLEMMER",3909,,6.0,1.0,6.0,(13.0),3.0,2.0,2.0,5.0,2.0,12.0,9.0,1.0,3.0,9.0,1.0,1.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,90.0,77.0
4,SEBASTIAN KORDEL,4411,,1.0,(20.0),1.0,1.0,5.0,19.0,-,-,-,-,-,-,-,-,-,-,-,7.0,6.0,(10.0),7.0,3.0,1.0,1.0,10.0,7.0,(14.0),(0.0),(0.0),113.0,69.0
4,"IAN BARROWS, HANS HENKEN",1956,USA,9.0,3.0,12.0,2.0,8.0,6.0,12.0,1.0,1.0,3.0,10.0,10.0,4.0,9.0,13.0,(22.0),5.0,-,-,-,-,-,-,-,-,-,-,-,-,135.0,113.0
4,"RONJA GRONBLOM, VEERA HOKKA",4216,FIN,8.0,2.0,1.0,15.0,9.0,4.0,5.0,1.0,10.0,10.0,19.0,4.0,6.0,8.0,(22.0),5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,134.0,112.0
4,PILAR LAMADRID-TRUEBA,4030,,5.0,14.0,4.0,(16.0),4.0,7.0,5.0,5.0,12.0,(16.0),11.0,(17.0),2.0,5.0,11.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,134.0,85.0
4,"TIM MOURNIAC, LOU BERTHOMIEU",4811,,1.0,2.0,5.0,(12.0),8.0,4.0,9.0,7.0,4.0,8.0,2.0,4.0,2.0,5.0,5.0,5.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,101.0,89.0
5,"PATRICIA SUAREZ, MARIA CANTERO IZQUIERDO",3892,,7.0,12.0,6.0,10.0,7.0,15.0,6.0,15.0,3.0,6.0,2.0,11.0,5.0,14.0,(20.0),1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,141.0,121.0
5,HUIG-JAN TAK,1941,,3.0,1.0,5.0,(20.0),15.0,6.0,-,-,-,-,-,-,-,-,-,-,-,2.0,2.0,7.0,(44.0),1.0,7.0,6.0,3.0,4.0,(11.0),(0.0),(0.0),137.0,62.0
5,"DOMINIK BUKSAK, SZYMON WIERZBICKI",1157,POL,10.0,2.0,8.0,15.0,1.0,2.0,14.0,1.0,12.0,2.0,2.0,12.0,5.0,15.0,(16.0),9.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,134.0,118.0
5,SHACHAR RESHEF,4441,,(19.0),(16.0),9.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,10.0,10.0,4.0,(27.0),(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,119.0,57.0
5,"SINEM KURTBAY, AKSELI KESKINEN",4506,,10.0,4.0,8.0,1.0,1.0,10.0,(16.0),4.0,3.0,1.0,10.0,8.0,6.0,7.0,8.0,10.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,117.0,101.0
6,"GEORGIA LEWI, N-LAFRANCE, ANTONIA LEWIN-LAFRANCE",1639,,17.0,8.0,5.0,2.0,8.0,17.0,1.0,12.0,8.0,1.0,12.0,8.0,(19.0),2.0,2.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,140.0,121.0
6,DELPHINE COUSIN,1084,FRA,14.0,7.0,12.0,12.0,8.0,13.0,2.0,12.0,11.0,4.0,(17.0),11.0,(26.0),(73.0),9.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,231.0,115.0
6,"VITTORIO BISSARO, MAELLE FRASCARI",5061,,2.0,(12.0),7.0,2.0,4.0,1.0,1.0,6.0,7.0,9.0,11.0,11.0,1.0,10.0,3.0,12.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,121.0,109.0
6,ANDY BROWN,273,,2.0,(4.0),1.0,4.0,2.0,3.0,-,-,-,-,-,-,-,-,-,-,-,1.0,(19.0),(80.0),8.0,4.0,3.0,7.0,16.0,8.0,1.0,(0.0),(0.0),163.0,60.0
6,"ANDREW MOLLERUS, IAN MACDIARMID",260,USA,15.0,8.0,6.0,5.0,11.0,1.0,5.0,11.0,4.0,11.0,6.0,(24.0),11.0,11.0,7.0,3.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,145.0,121.0
7,"MATEO MAJDALANI, EUGENIA BOSCO",3269,,9.0,11.0,(12.0),3.0,9.0,6.0,10.0,1.0,6.0,11.0,5.0,2.0,10.0,8.0,4.0,11.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,122.0,110.0
7,"LUKASZ PRZYBYTEK, PAWEL KOLODZINSKI",2957,,8.0,2.0,3.0,6.0,3.0,9.0,4.0,7.0,19.0,6.0,5.0,15.0,24.0,(26.0),6.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,151.0,125.0
7,SAMUEL SILLS,4312,,19.0,19.0,11.0,10.0,(20.0),4.0,-,-,-,-,-,-,-,-,-,-,-,5.0,(19.0),4.0,5.0,(17.0),6.0,7.0,7.0,13.0,10.0,(0.0),(0.0),176.0,120.0
7,LUCIE BELBEOCH,2918,FRA,2.0,5.0,3.0,5.0,(6.9),(6.9),19.0,(6.9),(6.9),(73.0),(73.0),(73.0),12.0,15.0,6.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,313.6,94.6
7,"ISAURA MAENHAUT, ANOUK GEURTS",2021,BEL,16.0,4.0,16.0,12.0,13.0,2.0,11.0,3.0,(23.0),2.0,6.0,6.0,16.0,4.0,6.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,152.0,129.0
8,"ROBERT DICKSON, SEAN WADDILOVE",4168,IRL,14.0,10.0,1.0,3.0,5.0,1.0,2.0,6.0,13.0,17.0,3.0,(22.0),16.0,3.0,3.0,12.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,147.0,125.0
8,FINN HAWKINS,1472,GBR,2.0,9.0,(30.0),13.0,10.0,7.0,-,-,-,-,-,-,-,-,-,-,-,4.0,5.0,16.0,9.0,5.0,21.0,4.0,(25.0),(25.0),24.0,(0.0),(0.0),209.0,129.0
8,"LAILA VAN DER MEER, BJARNE BOUWER",2665,,5.0,9.0,3.0,11.0,2.0,9.0,11.0,11.0,12.0,5.0,4.0,(14.0),9.0,11.0,13.0,3.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,148.0,134.0
8,HELLE OPPEDAL,1862,,3.0,13.0,2.0,(27.0),13.0,12.0,1.0,(24.0),23.0,7.0,9.0,21.0,(25.0),14.0,5.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,199.0,123.0
8,"STEPHANIE ROBLE, MAGGIE SHEA",4604,USA,4.0,9.0,9.0,13.0,4.0,8.0,10.0,2.0,5.0,(17.0),3.0,14.0,11.0,9.0,12.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,146.0,129.0
9,LOUIS GIARD,2881,,4.0,3.0,9.0,5.0,6.0,(10.0),-,-,-,-,-,-,-,-,-,-,-,12.0,(13.0),3.0,(19.0),8.0,4.0,10.0,12.0,11.8,12.0,(0.0),(0.0),141.8,99.8
9,"NATACHA VIOLET SAOUM, A-PEDERSEN, MATHIAS BRUUN BORRESKOV",3609,,15.0,10.0,10.0,9.0,11.0,3.0,7.0,9.0,9.0,(16.0),14.0,5.0,4.0,2.0,9.0,6.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,151.0,135.0
9,"MIKOLAJ STANIUL, JAKUB SZTORCH",3487,POL,2.0,8.0,7.0,1.0,10.0,13.0,11.0,18.0,8.0,1.0,8.0,4.0,1.0,12.0,14.0,(23.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,163.0,140.0
9,SHARON KANTOR,4449,ISR,(26.0),22.0,13.0,11.0,12.0,6.0,9.0,9.0,7.0,2.0,(31.0),(36.0),7.0,21.0,7.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,219.0,126.0
9,"LARA GRANIER, AMELIE RIOU",2679,FRA,6.0,1.0,13.0,7.0,17.0,12.0,9.0,13.0,2.0,14.0,8.0,7.0,(20.0),12.0,1.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,156.0,136.0
10,"EMIL JARUDD, HANNA JONSSON",1280,,7.0,14.0,4.0,8.0,(15.0),11.0,8.0,10.0,13.0,2.0,8.0,10.0,13.0,6.0,7.0,7.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,151.0,136.0
10,MAJA DZIARNOWSKA,3018,POL,6.0,(18.0),10.0,7.0,10.0,(32.0),4.0,4.0,5.0,(23.0),14.0,4.0,9.0,18.0,13.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,177.0,104.0
10,"BENJAMIN BILDSTEIN, DAVID HUSSL",507,AUT,7.0,10.0,8.0,9.0,9.0,5.0,3.0,13.0,1.0,9.0,(18.0),13.0,2.0,7.0,10.0,14.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,160.0,142.0
10,TOM REUVENY,4867,ISR,5.0,7.0,4.0,(12.0),4.0,5.0,-,-,-,-,-,-,-,-,-,-,-,14.0,(75.0),5.0,6.0,13.0,21.0,8.0,(27.0),3.0,21.0,(0.0),(0.0),230.0,116.0
10,"JANA GERMANI, GIORGIA BERTUZZI",2125,ITA,12.0,5.0,7.0,4.0,11.0,11.0,12.0,7.0,12.0,12.0,7.0,16.0,9.0,7.0,(21.0),10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,173.0,152.0
11,PALMA CARGO,3864,CRO,9.0,4.0,(23.0),10.0,14.0,5.0,4.0,(73.0),14.0,9.0,7.0,9.0,13.0,7.0,(34.0),(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,235.0,105.0
11,"MATHILDE LOVADINA, MARINE RIOU",3297,,9.0,11.0,11.0,14.0,5.0,16.0,15.0,9.0,15.0,(19.0),4.0,1.0,4.0,17.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155.0,136.0
11,"JAKOB MEGGENDORFER, ANDREAS SPRANGER",2080,GER,11.0,4.0,5.0,4.0,2.0,2.0,6.0,4.0,11.0,(19.0),14.0,9.0,6.0,8.0,19.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,142.0,123.0
11,"LAURA FARESE, MATTHAUS ZOCHLING",2699,,11.0,8.0,11.0,10.0,6.0,5.0,5.0,13.0,10.0,4.0,6.0,7.0,11.0,12.0,11.0,(14.0),-,-,-,-,-,-,-,-,-,-,-,-,-,144.0,130.0
11,CLEMENT BOURGEOIS,919,FRA,(19.0),1.0,6.0,3.0,14.0,2.0,-,-,-,-,-,-,-,-,-,-,-,(30.0),7.0,6.0,3.0,1.0,5.0,1.0,(14.0),6.0,5.0,(0.0),(0.0),123.0,60.0
12,LOLA SORIN,2866,FRA,4.0,6.0,6.0,(13.0),1.0,10.0,1.0,(20.0),6.0,6.0,12.0,13.0,(73.0),9.0,2.0,(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,182.0,76.0
12,"KEVIN FISCHER GUILLOU, NOE DELPECH",2547,,3.0,4.0,2.0,7.0,7.0,10.0,19.0,4.0,9.0,4.0,7.0,1.0,(23.0),13.0,15.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,148.0,125.0
12,ELIA COLOMBO,1244,SUI,7.0,(14.0),7.0,4.0,9.0,6.0,-,-,-,-,-,-,-,-,-,-,-,10.0,16.0,17.0,(47.0),7.0,12.0,8.0,(18.0),9.0,4.0,(0.0),(0.0),195.0,116.0
12,"RAVI PARENT, SARA STONE",4109,,8.0,7.0,13.0,7.0,12.0,13.0,12.0,12.0,11.0,6.0,3.0,(16.0),8.0,3.0,10.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,149.0,133.0
12,"KLARA WESTER, MALIN TENGSTROM",2589,,14.0,14.0,14.0,21.0,6.0,3.0,4.0,6.0,(23.0),13.0,9.0,3.0,17.0,5.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162.0,139.0
13,LENA ERDIL,2738,,11.0,2.0,16.5,18.0,19.0,(42.0),10.0,8.0,8.0,(25.0),16.0,12.0,20.0,6.0,(28.0),(0.0),(0.0),-,-,-,-,-,-,-,-,-,-,-,-,241.5,146.5
13,PIERRE LE-COQ,4019,,15.0,(22.0),13.0,14.0,7.0,9.0,-,-,-,-,-,-,-,-,-,-,-,6.0,(30.0),9.0,11.0,7.0,7.0,9.0,8.0,17.0,(80.0),3.0,1.0,268.0,136.0
13,"IDA SVENSSON, MARCUS DACKHAMMAR",1966,,12.0,3.0,9.0,(14.0),7.0,12.0,6.0,8.0,8.0,10.0,13.0,9.0,12.0,14.0,14.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,155.0,141.0
13,"OTTO HENRY, MILES DAVEY",3846,,4.0,1.0,5.0,2.0,12.0,5.0,10.0,8.0,7.0,(22.0),11.0,2.0,22.0,6.0,22.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,147.0,125.0
13,"CARLOTTA OMARI, SVEVA CARRARO",753,,(19.0),6.0,10.0,19.0,12.0,1.0,8.0,18.0,7.0,8.0,16.0,13.0,13.0,19.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173.0,154.0
14,"ENIA NINCEVIC, MIHAELA DE MICHELI VITTURI",1311,,3.0,10.0,12.0,1.0,18.0,14.0,19.0,14.0,4.0,(20.0),15.0,10.0,10.0,13.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.0,157.0
14,MESTRE ADRIEN,3434,,9.0,8.0,9.0,9.0,8.0,(12.0),-,-,-,-,-,-,-,-,-,-,-,18.0,8.0,18.0,12.0,(19.0),9.0,13.0,6.0,(49.0),16.0,2.0,1.0,226.0,146.0
14,MANON PIANAZZA,3059,FRA,10.0,11.0,(22.0),15.0,11.0,22.0,5.0,7.0,18.0,(24.0),18.0,14.0,4.0,22.0,(45.0),6.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,257.0,166.0
14,"CARSON CRAIN, CAROLINE ATWOOD",766,,13.0,(15.0),15.0,15.0,13.0,15.0,13.0,14.0,14.0,13.0,12.0,12.0,14.0,15.0,12.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,218.0,203.0
14,"HERNAN UMPIERRE, FERNANDO DIZ",1888,URU,7.0,1.0,3.0,16.0,6.0,14.0,12.0,8.0,7.0,15.0,21.0,14.0,3.0,(23.0),21.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,172.0,149.0
15,"RUBEN BOOTH, RITA BOOTH",4234,,14.0,13.0,14.0,6.0,14.0,14.0,14.0,(15.0),15.0,14.0,15.0,13.0,15.0,13.0,15.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,219.0,204.0
15,TOM ARNOUX,4854,FRA,(14.0),11.0,6.0,3.0,5.0,5.0,-,-,-,-,-,-,-,-,-,-,-,16.0,21.0,21.0,(36.0),2.0,21.0,6.0,5.0,22.0,(32.0),1.0,2.0,229.0,147.0
15,IMOGEN SILLS,1987,,13.0,(21.0),18.0,19.0,9.0,9.0,6.0,11.0,(34.0),20.0,20.0,5.0,17.0,(73.0),10.0,5.0,5.5,-,-,-,-,-,-,-,-,-,-,-,-,295.5,167.5
15,"ARIANNA PASSAMONTI, GIULIA FAVA",359,,2.0,15.0,15.0,16.0,16.0,(18.0),14.0,16.0,18.0,7.0,10.0,15.0,8.0,1.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179.0,161.0
15,"KEANU PRETTNER, JAKOB FLACHBERGER",2523,AUT,13.0,11.0,14.0,3.0,7.0,4.0,10.0,10.0,3.0,21.0,(26.0),6.0,8.0,20.0,2.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,179.0,153.0
16,"LAURA SCHOFEGGER, LISA FARTHOFER",2710,,18.0,16.0,4.0,8.0,15.0,9.0,16.0,5.0,13.0,15.0,14.0,12.0,2.0,(21.0),18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186.0,165.0
16,MAX CASTELEIN,3355,NED,25.0,5.0,2.0,2.0,(80.0),8.0,-,-,-,-,-,-,-,-,-,-,-,9.0,4.0,22.0,28.0,5.0,11.0,3.0,(40.0),18.0,(41.0),3.0,6.0,312.0,151.0
16,SARA WENNEKES,4344,NED,(38.0),10.0,7.0,24.0,20.0,(30.0),3.0,17.0,21.0,(37.0),8.0,3.0,29.0,11.0,16.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,276.0,171.0
16,"SIMONE FERRARESE, LEONARDO CHISTE",4500,ITA,9.0,17.0,11.0,5.0,4.0,6.0,5.0,13.0,11.0,12.0,20.0,(21.0),19.0,5.0,17.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,177.0,156.0
17,DANIELA PELEG,1036,ISR,12.0,17.0,14.0,9.0,(73.0),14.0,4.0,16.0,13.0,15.0,(27.0),(35.0),11.0,24.0,20.0,3.5,3.0,-,-,-,-,-,-,-,-,-,-,-,-,310.5,175.5
17,"ELEANOR KEERS, SOPHIE AINSWORTH",1228,,13.0,17.0,21.0,11.0,19.0,13.0,18.0,(22.0),19.0,9.0,13.0,20.0,7.0,11.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222.0,200.0
17,"ERWAN FISCHER, CLEMENT PEQUIN",1351,FRA,15.0,15.0,13.0,11.0,4.0,11.0,3.0,5.0,4.0,23.0,12.0,3.0,14.0,10.0,(24.0),17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,184.0,160.0
17,TITOUAN LE-BOSQ,4837,,6.0,6.0,10.0,8.0,(13.0),3.0,-,-,-,-,-,-,-,-,-,-,-,(80.0),10.0,(78.0),10.0,3.0,6.0,2.0,36.0,23.0,18.0,12.0,1.0,325.0,154.0
18,"ALEXANDRA STALDER, SILVIA SPERI",132,,11.0,19.0,18.0,9.0,10.0,10.0,13.0,8.0,16.0,18.0,18.0,22.0,(23.0),15.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229.0,206.0
18,AMADO VRIESWIJK,177,,(9.0),7.0,3.0,(5.8),3.0,7.0,-,-,-,-,-,-,-,-,-,-,-,13.0,(80.0),19.0,(24.0),6.0,9.0,5.0,20.0,10.0,22.0,10.0,17.0,269.8,156.8
18,NICOLE VAN-DER-VELDEN,3689,,20.0,(29.0),8.0,(38.0),25.0,21.0,2.0,13.0,(32.0),17.0,10.0,23.0,8.0,12.0,12.0,1.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,292.0,193.0
18,"VILLE KORHONEN, EDVARD BREMER",5047,,16.0,7.0,13.0,10.0,16.0,12.0,1.0,5.0,9.0,14.0,19.0,16.0,7.0,(22.0),11.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,183.0,161.0
19,"HIGHFIELD , MOLLY, SANDY CHOI",1897,,15.0,(20.0),19.0,20.0,20.0,20.0,17.0,17.0,17.0,4.0,11.0,18.0,12.0,16.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229.0,209.0
19,MATEUS ISAAC,3273,BRA,(26.0),6.0,23.0,17.0,7.0,8.0,-,-,-,-,-,-,-,-,-,-,-,(34.0),(76.0),25.0,16.0,2.0,2.0,1.0,21.0,26.0,7.0,1.0,1.0,299.0,163.0
19,"JACK HAWKINS, CHRIS TOMAS",2045,,2.0,6.0,1.0,4.0,10.0,13.0,7.0,15.0,10.0,8.0,13.0,(26.0),25.0,14.0,23.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,193.0,167.0
19,BARBORA SVIKOVA,449,CZE,21.0,9.0,(50.0),14.0,7.0,16.0,7.0,28.0,25.0,10.0,(33.0),(34.0),30.0,20.0,15.0,4.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,328.0,211.0
20,"LUCY WILMOT, ERIKA REINEKE",2929,,20.0,13.0,17.0,17.0,14.0,19.0,(21.0),21.0,6.0,16.0,17.0,17.0,15.0,10.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238.0,217.0
20,"SEAFRA GUILFOYLE, JOHNNY DURCAN",4399,IRL,1.0,9.0,18.0,12.0,9.0,3.0,14.0,14.0,14.0,13.0,4.0,(20.0),10.0,18.0,18.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,192.0,172.0
20,AMBAR PAPAZIAN,182,FRA,(24.0),20.0,(34.0),23.0,21.0,11.0,6.0,18.0,16.0,12.0,23.0,15.0,(32.0),19.0,18.0,7.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,305.0,215.0
20,MACIEK RUTKOWSKI,2985,POL,21.0,12.0,11.0,(24.0),12.0,16.0,-,-,-,-,-,-,-,-,-,-,-,11.0,17.0,12.0,14.0,4.0,(21.0),2.0,11.0,12.0,(27.0),4.0,10.0,241.0,169.0
21,LOUIS PIGNOLET,2882,FRA,(24.0),2.0,3.0,10.0,2.0,4.0,-,-,-,-,-,-,-,-,-,-,-,32.0,46.0,15.0,(69.0),7.0,2.0,7.0,19.0,21.0,(64.0),3.0,4.0,334.0,177.0
21,"GANAPATHY KELAPANDA, VARUN THAKKAR",1606,,11.0,14.0,4.0,9.0,8.0,15.0,7.0,12.0,14.0,(24.0),15.0,11.0,15.0,17.0,8.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,197.0,173.0
21,"HARSHITA TOMAR, SWETA SHERVEGAR",1818,,21.0,22.0,22.0,18.0,22.0,22.0,(23.0),19.0,14.0,21.0,21.0,21.0,18.0,20.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300.0,277.0
21,MARIANA AGUILAR-CHAVEZ-PEON,3138,,(46.0),25.0,20.0,28.0,15.0,27.0,3.0,(30.0),9.0,30.0,28.0,16.0,(45.0),8.0,3.0,2.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,337.0,216.0
22,"VERONIKA ZIVNA, KATERINA ZIVNA",5012,,(22.0),21.0,20.0,22.0,21.0,21.0,20.0,20.0,20.0,22.0,22.0,19.0,21.0,22.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,310.0,288.0
22,"JAMES PETERS, FYNN STERRITT",2107,GBR,6.0,19.0,10.0,8.0,13.0,8.0,4.0,16.0,2.0,20.0,22.0,19.0,17.0,(26.0),4.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,200.0,174.0
22,HENRY BLOODWORTH,1878,,18.0,12.0,19.0,11.0,12.0,(26.0),-,-,-,-,-,-,-,-,-,-,-,17.0,9.0,(29.0),23.0,21.0,3.0,4.0,9.0,(44.0),13.0,2.0,8.0,280.0,181.0
22,MAYA MORRIS,3391,ISR,22.0,12.0,17.0,(31.0),(30.0),23.0,1.0,25.0,10.0,19.0,21.0,19.0,19.0,(26.0),22.0,4.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,307.0,220.0
