Posição,Nome Competidor,ID Competidor,Nacionalidade,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,10Q,11Q,12Q,13Q,Total,Nett
41,"BART LAMBRIEX, FLORIS VAN DE WERKEN",460,NED,15.0,20.0,13.0,3.0,13.0,14.0,(23.0),13.0,15.0,12.0,7.0,18.0,-,166.0,143.0
41,"KATLIN TAMMISTE, ANNA MARIA SEPP",2509,EST,16.0,(28.0),19.0,12.0,19.0,22.0,19.0,24.0,11.0,1.0,3.0,9.0,-,183.0,155.0
42,"MADELEINE ZIELINSKA, NADIA ZIELINSKA",2987,POL,18.0,(27.0),26.0,24.0,3.0,21.0,8.0,15.0,15.0,14.0,5.0,11.0,-,187.0,160.0
42,BRENDA BOWSKILL,649,CAN,17.0,22.0,40.0,12.0,26.0,2.0,(52.0),50.0,25.0,34.0,-,-,-,280.0,228.0
42,ELIOT MERCERON,1252,SUI,11.0,15.0,24.0,9.0,16.0,26.0,38.0,(41.0),32.0,16.0,-,-,-,228.0,187.0
42,"ERWAN FISCHER, CLEMENT PEQUIN",1351,FRA,24.0,12.0,2.0,14.0,15.0,20.0,(25.0),4.0,13.0,4.0,13.0,25.0,-,171.0,146.0
43,"AURA MIQUEL MOLONS, NURIA MIRO",418,,27.0,25.0,25.0,(30.0),21.0,6.0,6.0,8.0,6.0,4.0,21.0,17.0,-,196.0,166.0
43,ZOE THOMSON,5286,AUS,28.0,15.0,4.0,24.0,5.0,30.0,35.0,(59.0),52.0,35.0,-,-,-,287.0,228.0
43,FRANCISCO GUARAGNA RIGONAT,1529,ARG,11.0,15.0,31.0,11.0,17.0,15.0,27.0,29.0,(56.0),33.0,-,-,-,245.0,189.0
43,"CHRIS TAYLOR, SAMUEL BATTEN",868,,20.0,22.0,5.0,6.0,13.0,11.0,13.0,(23.0),7.0,6.0,22.0,21.0,-,169.0,146.0
44,"SCIPIO HOUTMAN, PIM VAN VUGT",4392,,12.0,(27.0),17.0,16.0,5.0,17.0,20.0,21.0,8.0,13.0,4.0,14.0,-,174.0,147.0
44,ELYSE AINSWORTH,1272,AUS,21.0,27.0,28.0,23.0,22.0,38.0,34.0,20.0,(54.0),18.0,-,-,-,285.0,231.0
44,MAXIME MAZARD,3376,FRA,19.0,8.0,35.0,14.0,11.0,23.0,(47.0),37.0,6.0,37.0,-,-,-,237.0,190.0
44,"JULIE BOSSARD, AUDE COMPAN",2406,,10.0,20.0,5.0,18.0,24.0,24.0,(31.0),13.0,13.0,11.0,17.0,14.0,-,200.0,169.0
45,GIANMARCO PLANCHESTAINER,1662,ITA,12.0,20.0,25.0,15.0,12.0,31.0,(43.0),23.0,28.0,27.0,-,-,-,236.0,193.0
45,"DEWI COUVERT, SHANNEN MARCK",1109,,26.0,25.0,4.0,8.0,14.0,(28.0),14.0,17.0,14.0,26.0,15.0,8.0,-,199.0,171.0
45,LOUISE CERVERA,2886,FRA,16.0,20.0,(56.0),3.0,24.0,13.0,49.0,52.0,16.0,39.0,-,-,-,288.0,232.0
45,"JUDGE RYAN, HANS HENKEN",2371,USA,16.0,20.0,8.0,10.0,24.0,16.0,3.0,24.0,6.0,5.0,(28.0),20.0,-,180.0,152.0
46,YURI HUMMEL,5246,NED,13.0,10.0,10.0,26.0,14.0,9.0,23.0,(46.0),46.0,42.0,-,-,-,239.0,193.0
46,"LIVIA NAEF, NELIA PUHZE",2849,,22.0,24.0,22.0,20.0,(31.0),13.0,7.0,23.0,22.0,2.0,7.0,15.0,-,208.0,177.0
46,VIKTORIJA ANDRULYTE,5044,LTU,36.0,14.0,23.0,13.0,17.0,32.0,(53.0),40.0,30.0,30.0,-,-,-,288.0,235.0
46,"JIM COLLEY, SHAUN CONNOR",2217,AUS,4.0,19.0,15.0,10.0,23.0,4.0,10.0,11.0,23.0,14.0,19.0,(27.0),-,179.0,152.0
47,MILIVOJ DUKIC,3492,MNE,41.0,9.0,17.0,5.0,8.0,13.0,(49.0),22.0,48.0,34.0,-,-,-,246.0,197.0
47,PIA KUHLMANN,4013,GER,17.0,28.0,13.0,44.0,26.0,23.0,23.0,23.0,41.0,(50.0),-,-,-,288.0,238.0
47,"JOHANNE SCHMIDT, ANDREA SCHMIDT",2268,DEN,25.0,17.0,(28.0),19.0,16.0,17.0,22.0,3.0,19.0,15.0,2.0,23.0,-,206.0,178.0
47,"KONSTANTIN NOSOV, ALEKSANDR GAIDAENKO",2611,RUS,(27.0),9.0,11.0,11.0,12.0,9.0,11.0,26.0,18.0,17.0,27.0,9.0,-,187.0,160.0
48,"HUGO FEDRIGUCCI, MARTIN GUEZ",1936,,(25.0),7.0,15.0,15.0,9.0,10.0,21.0,22.0,17.0,25.0,15.0,5.0,-,186.0,161.0
48,ANNA MUNCH,298,DEN,22.0,25.0,24.0,14.0,19.0,42.0,33.0,(55.0),43.0,19.0,-,-,-,296.0,241.0
48,WILLIAM DE SMET,5141,BEL,43.0,23.0,2.0,15.0,3.0,5.0,46.0,(50.0),24.0,38.0,-,-,-,249.0,199.0
48,"SIRRE KRONLOF, SELMA VALJUS",4512,,9.0,24.0,20.0,29.0,(31.0),24.0,15.0,6.0,17.0,12.0,27.0,18.0,-,232.0,201.0
49,"DOMINIKA VADUROVA, SARA TKADLECOVA",1162,,(30.0),3.0,12.0,10.0,16.0,26.0,20.0,23.0,24.0,24.0,25.0,21.0,-,234.0,204.0
49,"SIMONE FERRARESE, VALERIO GALATI",4502,,22.0,(24.0),12.0,23.0,12.0,6.0,6.0,14.0,24.0,11.0,16.0,15.0,-,185.0,161.0
49,MARCO GALLO,3086,ITA,27.0,9.0,15.0,20.0,7.0,7.0,(56.0),56.0,26.0,39.0,-,-,-,262.0,206.0
49,LUCIANA CARDOZO,2917,ARG,47.0,5.0,9.0,26.0,29.5,45.0,39.0,12.0,(59.0),37.0,-,-,-,308.5,249.5
50,"MICHAEL HANSEN, MATHIAS LEHM SLETTEN",3445,,(25.0),16.0,13.0,10.0,10.0,21.0,5.0,18.0,20.0,21.0,10.0,22.0,-,191.0,166.0
50,AOIFE HOPKINS,350,IRL,33.0,35.0,18.0,7.0,33.0,35.0,44.0,1.0,44.0,(55.0),-,-,-,305.0,250.0
50,"MEGAN BRICKWOOD, ELEANOR ALDRIDGE",3405,,27.0,19.0,(29.0),20.0,23.0,20.0,23.0,4.0,13.0,27.0,20.0,10.0,-,235.0,206.0
50,MAXIM NIKOLAEV,3372,RUS,25.0,5.0,12.0,33.0,17.0,12.0,(52.0),38.0,50.0,20.0,-,-,-,264.0,212.0
51,"GRISELDA KHNG, OLIVIA CHEN",1726,,19.0,6.0,16.0,27.0,23.0,18.0,26.0,26.0,22.0,13.0,11.0,(31.0),-,238.0,207.0
51,JUAN PABLO BISIO,2367,ARG,20.0,11.0,15.0,(56.0),16.0,15.0,40.0,19.0,51.0,47.0,-,-,-,290.0,234.0
51,MAITE CARLIER,3017,BEL,25.0,10.0,45.0,14.0,28.0,24.0,(56.0),14.0,47.0,46.0,-,-,-,309.0,253.0
51,"JACK HAWKINS, CHRISTOPHER THOMAS",2046,GBR,12.0,24.0,21.0,8.0,14.0,23.0,(26.0),15.0,9.0,9.0,18.0,16.0,-,195.0,169.0
52,ZAN LUKA ZELKO,5260,SLO,28.0,26.0,33.0,13.0,10.0,12.0,41.0,40.0,34.0,(48.0),-,-,-,285.0,237.0
52,YUMIKO TOMBE,5243,JPN,26.0,44.0,21.0,34.0,15.0,22.0,(59.0),29.0,29.0,53.0,-,-,-,332.0,273.0
52,"NATSUMI ANDO, FENJA VALENTIEN",3618,,21.0,21.0,15.0,(31.0),31.0,20.0,18.0,16.0,23.0,9.0,22.0,16.0,-,243.0,212.0
52,"JAMES GRUMMETT, DANIEL BUDDEN",2093,,11.0,6.0,24.0,17.0,(27.0),13.0,8.0,7.0,27.0,16.0,26.0,17.0,-,199.0,172.0
53,JOEL RODRIGUEZ,2251,ESP,19.0,45.0,16.0,16.0,5.0,24.0,(56.0),44.0,44.0,31.0,-,-,-,300.0,244.0
53,"ROBERT DICKSON, SEAN WADDILOVE",4168,IRL,8.0,13.0,18.0,15.0,21.0,21.0,(24.0),20.0,12.0,2.0,21.0,23.0,-,198.0,174.0
53,ECEM GUZEL,1198,TUR,13.0,30.0,6.0,(61.0),24.0,26.0,24.0,45.0,49.0,57.0,-,-,-,335.0,274.0
53,"KATE SHANER, CHARLOTTE MACK",2499,,23.0,(28.0),20.0,16.0,17.0,28.0,17.0,20.0,20.0,21.0,19.0,24.0,-,253.0,225.0
54,"IAN BARROWS, JOSEPH KISS",1957,,14.0,10.0,27.0,(30.0),8.0,15.0,9.0,28.0,14.0,26.0,23.0,8.0,-,212.0,182.0
54,ADONIS BOUGIOURIS,22,GRE,15.0,19.0,19.0,5.0,10.0,29.0,51.0,51.0,(52.0),49.0,-,-,-,300.0,248.0
54,CHRISTINA SAKELLARIS,883,USA,20.0,30.0,12.0,39.0,20.0,20.0,48.0,28.0,57.0,(59.0),-,-,-,333.0,274.0
54,"ZOYA NOVIKOVA, DIANA SABIROVA",5296,,24.0,22.0,21.0,(31.0),25.0,23.0,10.0,10.0,25.0,18.0,23.0,25.0,-,257.0,226.0
55,MATIAS DYCK,3304,ECU,16.0,28.0,44.0,8.0,18.0,20.0,35.0,(47.0),47.0,44.0,-,-,-,307.0,260.0
55,"ANNA YAMAZAKI, SENA TAKANO",306,,24.0,29.0,27.0,23.0,(31.0),23.0,24.0,11.0,18.0,25.0,16.0,13.0,-,264.0,233.0
55,NUR SHAZRIN MOHAMAD LATIF,3770,MAS,34.0,26.0,19.0,8.0,40.0,34.0,36.0,41.0,39.0,(43.0),-,-,-,320.0,277.0
55,"MORGAN PEACH, RHOS HAWES",3552,,12.0,10.0,16.0,23.0,18.0,17.0,18.0,13.0,26.0,(27.0),17.0,24.0,-,221.0,194.0
56,"LARS VAN STEKELENBORG, THIJS VISSER",2689,,19.0,17.0,12.0,9.0,22.0,27.0,(28.0),8.0,25.0,20.0,24.0,19.0,-,230.0,202.0
56,"JASMIN GALBRAITH, CHLOE FISHER",2147,,18.0,27.0,10.0,(31.0),31.0,18.0,21.0,25.0,27.0,22.0,26.0,19.0,-,275.0,244.0
56,OLIVIA CHRISTIE,3810,NZL,28.0,48.0,51.0,3.0,12.0,8.0,43.0,(57.0),34.0,54.0,-,-,-,338.0,281.0
56,ENRIQUE JOSE ARATHOON PACAS,1319,ESA,5.0,39.0,28.0,12.0,37.0,(56.0),5.0,1.0,8.0,4.0,-,-,-,195.0,139.0
57,LAURA BO VOSS,2695,GER,49.0,26.0,36.0,9.0,23.0,37.0,45.0,6.0,55.0,(60.0),-,-,-,346.0,286.0
57,JONATAN VADNAI,2298,HUN,40.0,(44.0),27.0,14.0,11.0,8.0,2.0,17.0,32.0,1.0,-,-,-,196.0,152.0
57,"ANASTASIIA MOGILNAIA, IANA STOKOLESOVA",207,,28.0,22.0,(30.0),25.0,20.0,26.0,29.0,27.0,26.0,20.0,24.0,22.0,-,299.0,269.0
57,"CARL P SYLVAN, MARCUS ANJEMARK",732,SWE,4.0,16.0,4.0,17.0,10.0,18.0,(30.0),30.0,30.0,30.0,30.0,30.0,-,249.0,219.0
58,"JUUSO ROIHU, HENRI ROIHU",2441,,9.0,15.0,20.0,13.0,26.0,25.0,27.0,17.0,(28.0),19.0,25.0,26.0,-,250.0,222.0
58,"LUCIA TAMANI, BIANCA TAMANI",2915,,29.0,30.0,21.0,(31.0),31.0,29.0,28.0,28.0,28.0,28.0,28.0,27.0,-,338.0,307.0
58,TOMAS PELLEJERO,4880,ARG,21.0,17.0,24.0,7.0,22.0,(56.0),22.0,10.0,29.0,5.0,-,-,-,213.0,157.0
58,MILDA EIDUKEVICIUTE,3491,LTU,23.0,37.0,10.0,38.0,42.0,16.0,(58.0),16.0,58.0,58.0,-,-,-,356.0,298.0
59,"LUIS BUGALLO ARRIOLA, JORGE LORENZO ROMAN",2932,,(30.0),14.0,28.0,19.0,20.0,10.0,3.0,4.0,3.0,2.0,5.0,3.0,-,141.0,111.0
59,"VERONIKA ZIVNA, KATERINA ZIVNA",5012,,29.0,29.0,27.0,28.0,(31.0),28.0,27.0,30.0,29.0,29.0,29.0,28.0,-,344.0,313.0
59,MARCO BENINI,3083,,21.0,25.0,21.0,23.0,(41.0),32.0,24.0,3.0,5.0,9.0,-,-,-,204.0,163.0
59,FATIMA REYES,1415,ESP,15.0,13.0,21.0,20.0,(61.0),27.0,55.0,61.0,56.0,47.0,-,-,-,376.0,315.0
60,VIKTOR TEPLY,5043,CZE,23.0,22.0,(40.0),18.0,33.0,15.0,4.0,33.0,9.0,12.0,-,-,-,209.0,169.0
60,"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",205,,26.0,30.0,(31.0),31.0,31.0,27.0,25.0,29.0,31.0,31.0,31.0,31.0,-,354.0,323.0
60,EKATERINA ZYUZINA,1222,RUS,9.0,32.0,39.0,42.0,27.0,25.0,50.0,48.0,(51.0),49.0,-,-,-,372.0,321.0
60,"BENJAMIN JOSE GREZ, EXEQUIEL GREZ AHRENS",516,,10.0,26.0,25.0,20.0,15.0,(28.0),2.0,10.0,1.0,3.0,8.0,1.0,-,149.0,121.0
61,KHAIRULNIZAM MOHD AFENDY,2555,MAS,15.0,26.0,20.0,26.0,31.0,5.0,12.0,34.0,3.0,(56.0),-,-,-,228.0,172.0
61,MARIIA KISLUKHINA,3150,,36.0,17.0,25.0,(40.0),23.0,36.0,17.0,30.0,6.0,10.0,-,-,-,240.0,200.0
61,"MARIO TINOCO, GABRIEL BORGES",3171,,6.0,(28.0),28.0,16.0,22.0,17.0,19.0,4.0,6.0,6.0,10.0,4.0,-,166.0,138.0
62,MARA STRANSKY,3070,AUS,27.0,34.0,(43.0),41.0,41.0,12.0,11.0,5.0,12.0,18.0,-,-,-,244.0,201.0
62,ETIENNE LE PEN,1365,FRA,30.0,25.0,25.0,25.0,25.0,(37.0),30.0,8.0,6.0,3.0,-,-,-,214.0,177.0
62,"ANDREW MOLLERUS, IAN MACDIARMID",260,USA,14.0,15.0,9.0,(30.0),14.0,30.0,11.0,2.0,7.0,7.0,2.0,29.0,-,170.0,140.0
63,NIELS BROEKHUIZEN,3694,NED,31.0,23.0,13.0,20.0,30.0,20.0,26.0,5.0,12.0,(56.0),-,-,-,236.0,180.0
63,LENA HAVERLAND,2739,GER,39.0,43.0,22.0,(50.0),19.0,24.0,7.0,14.0,17.0,20.0,-,-,-,255.0,205.0
63,"DON WHITCRAFT, DYLAN WHITCRAFT",1165,THA,11.0,20.0,23.0,21.0,(26.0),10.0,8.0,5.0,2.0,19.0,9.0,14.0,-,168.0,142.0
64,PALOMA SCHMIDT GUTIERREZ,3866,PER,35.0,41.0,23.0,(47.0),18.0,43.0,29.0,3.0,14.0,2.0,-,-,-,255.0,208.0
64,"SHINGEN FURUYA, SHINJI HACHIYAMA",4461,,22.0,24.0,19.0,(28.0),17.0,16.0,1.0,1.0,13.0,9.0,12.0,10.0,-,172.0,144.0
64,ALP RONA RODOPMAN,172,TUR,25.0,16.0,36.0,20.0,29.0,23.0,6.0,11.0,17.0,(45.0),-,-,-,228.0,183.0
65,CARLOS ROSELLO,751,ESP,(38.0),25.0,11.0,28.0,36.0,22.0,8.0,15.0,13.0,36.0,-,-,-,232.0,194.0
65,RUBEI YUAN,4233,CHN,33.0,21.0,29.0,36.0,(47.0),29.0,1.0,25.0,30.0,8.0,-,-,-,259.0,212.0
65,"TOMAS MATHISEN, MADS MATHISEN",4879,,24.0,12.0,20.0,8.0,21.0,(29.0),16.0,24.0,12.0,8.0,1.0,2.0,-,177.0,148.0
66,"DANIEL NYBORG, SEBASTIAN EMIL WRIGHT OLSEN",1028,,13.0,17.0,23.0,18.0,(30.0),13.0,4.0,18.0,10.0,15.0,6.0,13.0,-,180.0,150.0
66,FILIP CISZKIEWICZ,1459,POL,50.0,47.0,20.0,11.0,4.0,17.0,(56.0),2.0,15.0,30.0,-,-,-,252.0,196.0
66,MOMOKO TADA,3541,JPN,42.0,42.0,(44.0),10.0,37.0,39.0,9.0,20.0,1.0,14.0,-,-,-,258.0,214.0
67,PAULINE LIEBIG,3925,GER,34.0,(38.0),22.0,31.0,37.0,32.0,8.0,7.0,7.0,38.0,-,-,-,254.0,216.0
67,JACK COOKSON,2039,GBR,28.0,24.0,(36.0),30.0,11.0,16.0,18.0,18.0,27.0,24.0,-,-,-,232.0,196.0
67,"HARRY MELGES IV, WILLIAM ROWE",1815,,19.0,21.0,22.0,20.0,(30.0),2.0,13.0,9.0,14.0,10.0,18.0,9.0,-,187.0,157.0
68,"KLAES MEIE, R-ANDERSEN, CARL EMIL NIELSEN",2587,,21.0,26.0,9.0,22.0,8.0,27.0,5.0,19.0,5.0,4.0,17.0,(29.0),-,192.0,163.0
68,GABRIELLA KIDD,1597,BRA,26.0,24.0,33.0,40.0,34.0,45.0,14.0,1.0,5.0,(60.0),-,-,-,282.0,222.0
68,EDUARDO MARQUES,1204,POR,29.0,10.0,34.0,49.0,19.0,18.0,(56.0),14.0,4.0,22.0,-,-,-,255.0,199.0
69,DANIIL KRUTSKIKH,1039,RUS,22.0,44.0,14.0,27.0,(45.0),34.0,11.0,21.0,7.0,19.0,-,-,-,244.0,199.0
69,MAURA DEWEY,3348,CAN,35.0,36.0,27.0,33.0,(51.0),48.0,10.0,6.0,5.0,32.0,-,-,-,283.0,232.0
69,"VICTOR SILEN, CHRISTOFFER SILEN",5026,FIN,27.0,22.0,26.0,8.0,(28.0),1.0,22.0,6.0,9.0,11.0,20.0,12.0,-,192.0,164.0
70,CLARA GRAVELY,908,CAN,38.0,52.0,38.0,6.0,31.0,(53.0),38.0,12.0,16.0,16.0,-,-,-,300.0,247.0
70,"PANAGIOTIS KAMPOURIDIS, STELIOS NOUTSOS",3871,,23.0,19.0,(29.0),13.0,22.0,20.0,7.0,11.0,4.0,21.0,21.0,6.0,-,196.0,167.0
70,EMIL BENGTSON,1277,SWE,16.0,44.0,39.0,22.0,39.0,25.0,(56.0),9.0,1.0,7.0,-,-,-,258.0,202.0
71,"SEAN DONNELLY, TADGH DONNELLY",4401,,(30.0),14.0,14.0,30.0,16.0,25.0,13.0,16.0,8.0,1.0,3.0,29.0,-,199.0,169.0
71,SOFIE SLOTSGAARD,4533,,10.0,(50.0),30.0,46.0,38.0,43.0,21.0,41.0,20.0,1.0,-,-,-,300.0,250.0
71,HUGH MACRAE,1932,CAN,11.0,18.0,28.0,32.0,24.0,(38.0),27.0,16.0,30.0,18.0,-,-,-,242.0,204.0
72,HENRY MARSHALL,1883,USA,10.0,20.0,30.0,18.0,32.0,14.0,25.0,37.0,20.0,(56.0),-,-,-,262.0,206.0
72,CAROLINA JOAO,763,POR,39.0,46.0,32.0,6.0,25.0,34.0,(52.0),16.0,32.0,26.0,-,-,-,308.0,256.0
72,"JOAKIM SALSKO, V-IVERSEN, ANDERS JOHANSEN",2230,,13.0,18.0,21.0,12.0,25.0,(26.0),15.0,20.0,20.0,13.0,4.0,15.0,-,202.0,176.0
73,KAZUMASA SEGAWA,2520,JPN,32.0,36.0,18.0,36.0,9.0,35.0,15.0,19.0,(49.0),17.0,-,-,-,266.0,217.0
73,JACINTA AINSWORTH,2037,,45.0,(49.0),34.0,25.0,43.0,23.0,20.0,31.0,37.0,3.0,-,-,-,310.0,261.0
73,"KURT HANSEN, HARRY MORTON",2650,,15.0,27.0,18.0,18.0,17.0,18.0,6.0,25.0,18.0,16.0,7.0,(29.0),-,214.0,185.0
74,KENJI NANRI,2538,JPN,17.0,23.0,(56.0),23.0,20.0,17.0,44.0,22.0,16.0,35.0,-,-,-,273.0,217.0
74,DOLORES MOREIRA FRASCHINI,1156,URU,38.0,40.0,58.0,28.0,30.0,31.0,4.0,9.0,24.0,(60.0),-,-,-,322.0,262.0
74,"BRADLEY FUNK, SAMUEL HODGES",643,,18.0,23.0,25.0,26.0,12.0,19.0,17.0,9.0,15.0,(29.0),13.0,8.0,-,214.0,185.0
75,"MARK HASSETT, OISIN O'DRISCOLL",3183,,23.0,17.0,10.0,21.0,(26.0),18.0,25.0,21.0,19.0,5.0,22.0,7.0,-,214.0,188.0
75,FILLAH KARIM,1466,CAN,51.0,15.0,10.0,38.0,36.0,18.0,1.0,(53.0),47.0,2.0,-,-,-,271.0,218.0
75,HANNE WEAVER,1798,USA,(55.0),44.0,32.0,34.0,52.0,33.0,12.0,35.0,19.0,6.0,-,-,-,322.0,267.0
76,"STYLIANOS SOTIRIOU, DIMITRIOS BENAKIS",4633,,(29.0),25.0,29.0,24.0,23.0,16.0,9.0,7.0,16.0,12.0,16.0,16.0,-,222.0,193.0
76,DAWID KANIA,1066,,18.0,21.0,27.0,33.0,(48.0),24.0,14.0,25.0,26.0,32.0,-,-,-,268.0,220.0
76,ANDELA DE MICHELI VITTURI,212,CRO,43.0,47.0,16.0,(51.0),22.0,38.0,44.0,26.0,28.0,7.0,-,-,-,322.0,271.0
77,CHRISTIAN GULDBERG ROST,874,DEN,26.0,7.0,45.0,27.0,26.0,21.0,(56.0),30.0,31.0,10.0,-,-,-,279.0,223.0
77,"WILLIAM JONES, EVAN DEPAUL",5142,,26.0,6.0,25.0,21.0,25.0,22.0,18.0,17.0,11.0,(29.0),19.0,11.0,-,230.0,201.0
77,CLEMENTINE THOMPSON,923,GBR,29.0,35.0,50.0,29.0,21.0,19.0,28.0,40.0,27.0,(60.0),-,-,-,338.0,278.0
78,NETHRA KUMANAN,3635,IND,37.0,(48.0),31.0,40.0,48.0,28.0,30.0,11.0,44.0,11.0,-,-,-,328.0,280.0
78,"AKIRA SAKAI, RUSSELL AYLSWORTH",61,,21.0,21.0,27.0,(29.0),24.0,27.0,10.0,12.0,23.0,17.0,15.0,5.0,-,231.0,202.0
78,AGUSTIN VIDAL INCATASCIATO,41,ARG,29.0,29.0,24.0,(43.0),15.0,24.0,43.0,20.0,24.0,15.0,-,-,-,266.0,223.0
79,ANA MONCADA SANCHEZ,193,ESP,32.0,4.0,55.0,45.0,36.0,33.0,(60.0),10.0,58.0,9.0,-,-,-,342.0,282.0
79,RYAN LO,4257,SGP,24.0,29.0,18.0,24.0,35.0,20.0,9.0,40.0,25.0,(56.0),-,-,-,280.0,224.0
79,"GILLIES MUNRO, DANIEL HARRIS",1667,,20.0,28.0,11.0,14.0,24.0,14.0,20.0,15.0,25.0,(29.0),23.0,29.0,-,252.0,223.0
80,"DANIEL BJORNHOLT, NICKLAS HEIDE-JORGENSEN",1019,,17.0,27.0,20.0,25.0,23.0,24.0,21.0,23.0,17.0,20.0,14.0,(29.0),-,260.0,231.0
80,DIMITRIS PAPADIMITRIOU,1134,GRE,33.0,28.0,16.0,9.0,28.0,21.0,38.0,(52.0),46.0,7.0,-,-,-,278.0,226.0
80,ISABELLA MAEGLI AGUERO,2016,GUA,44.0,29.0,30.0,(58.0),46.0,54.0,33.0,27.0,11.0,13.0,-,-,-,345.0,287.0
81,JAKUB RODZIEWICZ,2085,POL,23.0,35.0,17.0,19.0,39.0,32.0,16.0,4.0,(43.0),42.0,-,-,-,270.0,227.0
81,SANDRA LULIC,4318,CRO,41.0,49.0,46.0,17.0,40.0,35.0,36.0,(60.0),21.0,4.0,-,-,-,349.0,289.0
81,"LOUIS CHAMBET, ENZO LOBRY",2877,,21.0,22.0,26.0,25.0,21.0,26.0,26.0,22.0,22.0,14.0,11.0,(29.0),-,265.0,236.0
82,"EDOARDO CAMPOLI, LORENZO CIANCHI",1201,,24.0,(28.0),28.0,25.0,27.0,26.0,14.0,13.0,24.0,22.0,24.0,18.0,-,273.0,245.0
82,DANIEL WHITELEY,1034,GBR,4.0,33.0,37.0,36.0,29.0,25.0,33.0,7.0,(39.0),23.0,-,-,-,266.0,227.0
82,KIM PLETIKOS,2567,SLO,48.0,27.0,37.0,49.0,36.0,31.0,(51.0),39.0,10.0,12.0,-,-,-,340.0,289.0
83,"MARTIN MIKKOLA, MARKUS IHAMUOTILA",3233,,26.0,(29.0),27.0,24.0,20.0,28.0,24.0,14.0,21.0,18.0,26.0,19.0,-,276.0,247.0
83,ALBIN GIPPERTH,79,,39.0,24.0,26.0,25.0,14.0,29.0,39.0,6.0,(40.0),28.0,-,-,-,270.0,230.0
83,DAISY COLLINGRIDGE,1009,GBR,51.0,39.0,(61.0),32.0,45.0,15.0,32.0,33.0,18.0,24.0,-,-,-,350.0,289.0
84,BERKAY ABAY,534,TUR,18.0,35.0,35.0,(43.0),19.0,31.0,7.0,43.0,10.0,33.0,-,-,-,274.0,231.0
84,"PHILLIP LYNGBEK, LAURITS JENSEN",4005,,26.0,(29.0),19.0,22.0,27.0,24.0,23.0,26.0,26.0,23.0,25.0,17.0,-,287.0,258.0
84,CAROLINE SOFIA ROSMO,765,NOR,43.0,(47.0),45.0,8.0,38.0,46.0,46.0,13.0,9.0,43.0,-,-,-,338.0,291.0
85,IGNACIO RODRIGUEZ,1974,URU,10.0,12.0,28.0,(56.0),32.0,41.0,33.0,49.0,18.0,13.0,-,-,-,292.0,236.0
85,"DENIS SHCHEGLOV, PAVEL KARACHOV",1090,,28.0,8.0,29.0,18.0,(30.0),25.0,29.0,29.0,29.0,29.0,29.0,29.0,-,312.0,282.0
85,JULIA BUESSELBERG,2382,GER,22.0,39.0,38.0,(54.0),51.0,50.0,27.0,4.0,35.0,28.0,-,-,-,348.0,294.0
86,"NILS CARSTENSEN, JAN FRIGGE",3720,GER,13.0,26.0,17.0,(30.0),30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,-,320.0,290.0
86,AISLING KELLER,57,IRL,49.0,41.0,53.0,46.0,46.0,(61.0),2.0,17.0,25.0,16.0,-,-,-,356.0,295.0
86,MAREK ZALESKI,3100,USA,34.0,32.0,22.0,28.0,(38.0),36.0,19.0,23.0,21.0,21.0,-,-,-,274.0,236.0
87,MALCOLM LAMPHERE,3029,USA,(49.0),49.0,13.0,7.0,4.0,29.0,37.0,35.0,22.0,40.0,-,-,-,285.0,236.0
87,JIA KIM,2204,KOR,54.0,45.0,18.0,53.0,(57.0),48.0,3.0,15.0,55.0,5.0,-,-,-,353.0,296.0
88,CORALIE VITTECOQ,952,CAN,30.0,36.0,46.0,43.0,(49.0),49.0,5.0,46.0,13.0,30.0,-,-,-,347.0,298.0
88,ALEXANDRE BOITE,134,FRA,28.0,13.0,34.0,31.0,33.0,(42.0),17.0,31.0,36.0,14.0,-,-,-,279.0,237.0
89,ANNA BRZOZOWSKA,291,,(54.0),38.0,47.0,34.0,39.0,44.0,6.0,34.0,39.0,19.0,-,-,-,354.0,300.0
89,ZENO GREGORIN,5267,ITA,24.0,33.0,16.0,29.0,(56.0),3.0,13.0,50.0,56.0,16.0,-,-,-,296.0,240.0
90,JILLIAN LEE,2216,,33.0,29.0,57.0,27.0,48.0,58.0,19.0,2.0,35.0,(60.0),-,-,-,368.0,308.0
90,SAGIE GLANTZ,4275,ISR,17.0,30.0,47.0,5.0,18.0,35.0,(56.0),24.0,56.0,11.0,-,-,-,299.0,243.0
91,KARLA SAVAR,2486,,31.0,46.0,(55.0),47.0,53.0,53.0,22.0,28.0,2.0,36.0,-,-,-,373.0,318.0
91,ABDULLA JANAHI,5,BRN,22.0,39.0,10.0,44.0,(45.0),33.0,10.0,41.0,19.0,26.0,-,-,-,289.0,244.0
92,AINA BAUZA ROIG,54,ESP,42.0,34.0,43.0,43.0,34.0,41.0,39.0,21.0,(48.0),21.0,-,-,-,366.0,318.0
92,JIANAN WU,2208,CHN,15.0,35.0,12.0,29.0,31.0,38.0,(56.0),13.0,37.0,37.0,-,-,-,303.0,247.0
93,LOIC QUEYROUX,2863,FRA,37.0,37.0,36.0,34.0,21.0,28.0,(46.0),26.0,23.0,8.0,-,-,-,296.0,250.0
