Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,F,Q,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,SQ,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,SMQ,M/F5Q,Total,Nett
17,"SOPHIE STEINLEIN, JILL PALAND",4552,GER,17.0,15.0,12.0,13.0,2.0,6.0,7.0,12.0,10.0,-,-,12.0,7.0,20.0,20.0,12.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188.0,165.0
17,ZHENG YAN,5274,CHN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,9.0,1.0,(49.0),(21.0),7.0,6.0,12.0,12.0,13.0,,11.0,2.0,8.0,15.0,1.0,27.0,(48.0),24.0,12.0,(39.0),25.0,-,-,342.0,185.0
17,ADAM FARRINGTON,12,GBR,26.0,23.0,18.0,22.0,23.0,23.0,17.0,24.0,20.0,-,-,23.0,22.0,19.0,-,-,-,-,-,14.0,12.0,20.0,21.0,16.0,8.0,7.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,371.0,298.0
17,MARA STRANSKY,3070,AUS,6.0,5.0,19.0,4.0,(52.0),13.0,22.0,14.0,2.0,-,-,37.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199.0,147.0
17,"THERES DAHNKE, MATTI CIPRA",4745,GER,10.0,20.0,6.0,12.0,14.0,8.0,12.0,19.0,9.0,-,-,7.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135.0,115.0
17,"LUCAS RUAL, EMILE AMOROS",2911,FRA,22.0,8.0,2.0,25.0,3.0,4.0,5.0,11.0,19.0,-,-,3.0,20.0,16.0,12.0,22.0,19.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203.0,178.0
17,JOHAN SOE,2262,DEN,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,(29.0),7.0,7.0,(18.0),17.0,10.0,13.0,9.0,-,(45.0),21.0,13.0,24.0,(51.0),15.0,3.0,11.0,17.0,13.0,-,,-,328.0,185.0
17,FLORIAN GRUBER,1495,GER,4.0,3.0,6.0,8.0,8.0,7.0,9.0,15.0,5.0,-,-,6.0,6.0,9.0,-,-,-,-,-,9.0,17.0,26.0,9.0,14.0,17.0,17.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209.0,151.0
17,JULIA DAMASIEWICZ,2384,POL,4.0,7.0,4.0,11.0,13.0,13.0,4.0,3.0,8.0,-,-,4.0,10.0,-,-,-,-,-,-,18.0,17.0,15.0,20.0,21.0,20.0,21.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224.0,169.0
17,TONCI STIPANOVIC,4903,CRO,23.0,6.0,13.0,16.0,3.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,19.0,9.0,(51.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,152.0,101.0
18,EMMA RENNIE,1302,GBR,23.0,20.0,27.0,21.0,21.0,23.0,23.0,19.0,17.0,-,-,16.0,19.0,-,-,-,-,-,-,21.0,18.0,16.0,20.0,19.0,18.0,17.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,376.0,303.0
18,"GABRIELA CZAPSKA, HANNA RAJCHERT",1593,POL,10.0,8.0,9.0,8.0,14.0,11.0,13.0,6.0,20.0,-,-,25.0,23.0,13.0,5.0,(26.0),4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.0,169.0
18,"FREDERIK RASK, JAKOB PRECHT JENSEN",1559,DEN,3.0,6.0,12.0,5.0,26.0,11.0,9.0,17.0,3.0,-,-,17.0,24.0,17.0,15.0,23.0,14.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205.0,179.0
18,ALEXANDER EHLEN,117,MON,5.0,3.0,24.0,7.0,6.0,8.0,5.0,7.0,10.0,-,-,10.0,11.0,11.0,-,-,-,-,-,15.0,13.0,12.0,16.0,20.0,14.0,15.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229.0,168.0
18,KARL MAEDER,2482,SUI,17.0,14.0,14.0,10.0,12.0,10.0,13.0,30.0,19.0,-,-,20.0,17.0,18.0,-,-,-,-,-,13.0,15.0,21.0,23.0,18.0,10.0,7.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,316.0,242.0
18,SAM WHALEY,4294,GBR,7.0,10.0,14.0,17.0,7.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,29.0,(52.0),16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,162.0,110.0
18,"THERESA LOFFLER, CHRISTOPHER HOERR",4747,GER,14.0,9.0,11.0,6.0,6.0,6.0,16.0,21.0,24.0,-,-,13.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141.0,117.0
18,THERESA MARIE STEINLEIN,4748,GER,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(13.0),7.0,(15.0),3.0,13.0,11.0,10.0,13.0,12.0,,8.0,(36.0),16.0,3.0,7.0,4.0,25.0,21.0,15.0,(49.0),19.0,-,-,300.0,187.0
18,MAX CASTELEIN,3355,NED,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,(37.0),13.0,(29.0),5.0,3.0,8.0,2.0,15.0,-,4.0,14.0,17.0,14.0,35.0,7.0,7.0,(36.0),31.0,(60.0),-,,-,348.0,186.0
18,SI WANG,4467,CHN,12.0,12.0,16.0,10.0,9.0,9.0,6.0,7.0,11.0,-,-,7.0,3.0,-,-,-,-,-,-,20.0,20.0,26.0,10.0,16.0,13.0,18.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234.0,172.0
18,CHIARA BENINI FLORIANI,849,ITA,13.0,28.0,11.0,23.0,16.0,15.0,14.0,2.0,19.0,-,-,17.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177.0,149.0
18,CEDRIC BAKER,800,SUI,18.0,24.0,24.0,17.0,19.0,17.0,22.0,20.0,21.0,-,-,19.0,20.0,16.0,-,-,-,-,-,16.0,32.0,16.0,12.0,20.0,13.0,13.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,376.0,306.0
19,"HU XIAOYU, SHAN MENGYUAN",1923,CHN,3.0,1.0,2.0,18.0,9.0,1.0,8.0,16.0,22.0,-,-,19.0,15.0,22.0,19.0,15.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,191.0,169.0
19,BREIANA WHITEHEAD,648,AUS,10.0,8.0,6.0,9.0,12.0,8.0,11.0,17.0,3.0,-,-,8.0,10.0,-,-,-,-,-,-,19.0,26.0,26.0,15.0,17.0,18.0,13.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254.0,185.0
19,NICOLE VAN DER VELDEN VIZCAYA,3687,ESP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,15.0,(19.0),13.0,(47.0),5.0,11.0,9.0,9.0,,10.0,7.0,(31.0),11.0,30.0,(38.0),12.0,20.0,22.0,11.0,17.0,-,-,340.0,205.0
19,BERNAT TOMAS,540,ESP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,(25.0),5.0,3.0,11.0,(24.0),7.0,4.0,18.0,-,13.0,27.0,(49.0),(46.0),19.0,9.0,9.0,14.0,26.0,23.0,-,,-,335.0,191.0
19,MAC MORRIN,2978,CAN,22.0,28.0,23.0,19.0,16.0,15.0,20.0,17.0,23.0,-,-,24.0,23.0,20.0,-,-,-,-,-,21.0,19.0,20.0,20.0,28.0,20.0,17.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,410.0,330.0
19,VALTTERI UUSITALO,4976,FIN,29.0,2.0,12.0,22.0,4.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(35.0),14.0,14.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,147.0,112.0
19,YANYING WU,5217,CHN,14.0,14.0,11.0,30.0,14.0,14.0,24.0,30.0,13.0,-,-,13.0,13.0,8.0,-,-,-,-,-,23.0,11.0,14.0,13.0,24.0,16.0,8.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,338.0,247.0
19,CASEY IMENEO,774,AUS,15.0,9.0,32.0,19.0,31.0,10.0,33.0,21.0,7.0,-,-,12.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,209.0,176.0
19,"DAICHI TAKAYAMA, FUYUKA MORITA",1008,JPN,7.0,13.0,8.0,13.0,7.0,17.0,27.0,12.0,27.0,-,-,11.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.0,123.0
19,CARMEN VERDEYEN,757,CHI,21.0,25.0,27.0,20.0,21.0,22.0,22.0,21.0,16.0,-,-,22.0,21.0,-,-,-,-,-,-,18.0,17.0,18.0,22.0,15.0,14.0,24.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,382.0,306.0
19,QIBIN HUANG,4081,CHN,5.0,7.0,13.0,10.0,7.0,6.0,6.0,5.0,4.0,-,-,16.0,6.0,3.0,-,-,-,-,-,24.0,14.0,21.0,24.0,17.0,22.0,8.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236.0,172.0
19,"MAX STINGELE, LINOV SCHEEL",3368,GER,22.0,7.0,23.0,12.0,5.0,16.0,4.0,15.0,7.0,-,-,22.0,13.0,11.0,11.0,6.0,9.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207.0,183.0
20,NOAH LYONS,3743,USA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,11.0,3.0,(41.0),14.0,12.0,3.0,(22.0),6.0,-,12.0,36.0,4.0,(39.0),(41.0),21.0,23.0,21.0,5.0,15.0,-,,-,340.0,197.0
20,BENYAPA JANTAWAN,526,THA,20.0,21.0,19.0,18.0,19.0,19.0,21.0,18.0,27.0,-,-,17.0,17.0,-,-,-,-,-,-,14.0,23.0,19.0,13.0,27.0,27.0,27.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,393.0,312.0
20,MAYA ASHKENAZI,3388,ISR,14.0,10.0,14.0,6.0,10.0,7.0,10.0,12.0,7.0,-,-,9.0,11.0,-,-,-,-,-,-,12.0,18.0,26.0,24.0,22.0,7.0,23.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250.0,186.0
20,ALEJANDRO CLIMENT,87,ESP,11.0,11.0,10.0,13.0,30.0,21.0,11.0,13.0,17.0,-,-,15.0,16.0,22.0,-,-,-,-,-,16.0,17.0,16.0,12.0,19.0,23.0,17.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,323.0,248.0
20,ISLAY WATSON,2024,GBR,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,1.0,(19.0),15.0,11.0,10.0,9.0,8.0,11.0,,(20.0),(45.0),30.0,9.0,(42.0),15.0,35.0,11.0,6.0,11.0,25.0,-,-,336.0,210.0
20,LORENZO BOSCHETTI,2871,ITA,2.0,2.0,5.0,5.0,30.0,3.0,8.0,9.0,8.0,-,-,30.0,5.0,4.0,-,-,-,-,-,11.0,26.0,22.0,23.0,18.0,11.0,23.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,269.0,183.0
20,"LARA GRANIER, AMELIE RIOU",2679,FRA,4.0,11.0,14.0,7.0,16.0,16.0,16.0,4.0,21.0,-,-,3.0,19.0,12.0,23.0,20.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,197.0,174.0
20,"YVES MERMOD, MAJA SIEGENTHALER",5252,SUI,18.0,5.0,4.0,14.0,15.0,7.0,14.0,18.0,17.0,-,-,21.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146.0,125.0
20,EVE MCMAHON,1376,IRL,19.0,4.0,19.0,4.0,14.0,(52.0),18.0,38.0,32.0,-,-,18.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230.0,178.0
20,LEONARD COLLADO,2758,ESP,25.0,30.0,22.0,23.0,20.0,20.0,27.0,19.0,22.0,-,-,22.0,21.0,21.0,-,-,-,-,-,11.0,17.0,9.0,18.0,17.0,31.0,32.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,428.0,335.0
20,"BENJAMIN BILDSTEIN, DAVID HUSSL",507,AUT,16.0,2.0,8.0,1.0,7.0,13.0,(37.0),20.0,5.0,-,-,6.0,14.0,23.0,8.0,18.0,18.0,(26.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,222.0,185.0
20,ETHAN MCAULLAY,1362,AUS,5.0,9.0,1.0,8.0,22.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,26.0,(36.0),13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,151.0,115.0
21,TOM ARNOUX,4854,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(33.0),5.0,9.0,17.0,5.0,1.0,10.0,(28.0),3.0,-,3.0,7.0,23.0,30.0,1.0,25.0,(41.0),38.0,(60.0),31.0,-,,-,370.0,208.0
21,MILIVOJ DUKIC,3492,MNE,16.0,4.0,8.0,14.0,8.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(52.0),16.0,20.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,170.0,118.0
21,BERNAT CORTES,538,ESP,8.0,12.0,3.0,7.0,4.0,15.0,13.0,6.0,3.0,-,-,5.0,5.0,30.0,-,-,-,-,-,14.0,21.0,19.0,17.0,13.0,19.0,20.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257.0,183.0
21,"DOMINIK BUKSAK, SZYMON WIERZBICKI",1157,POL,11.0,10.0,7.0,20.0,5.0,2.0,12.0,9.0,15.0,-,-,20.0,19.0,15.0,17.0,10.0,15.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,206.0,186.0
21,JJ RICE,2226,TGA,19.0,23.0,19.0,18.0,19.0,22.0,18.0,21.0,30.0,-,-,26.0,24.0,30.0,-,-,-,-,-,23.0,13.0,17.0,22.0,15.0,23.0,18.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,422.0,336.0
21,MARIJA DOLENC,3153,CRO,25.0,23.0,20.0,18.0,20.0,25.0,27.0,20.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,16.0,19.0,23.0,18.0,22.0,21.0,18.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,413.0,332.0
21,"BEATRIZ GAGO, RODOLFO PIRES",480,POR,9.0,15.0,3.0,16.0,3.0,21.0,23.0,2.0,22.0,-,-,14.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149.0,126.0
21,IZABELA SATRJAN,2034,POL,20.0,14.0,15.0,12.0,7.0,4.0,6.0,8.0,5.0,-,-,18.0,12.0,-,-,-,-,-,-,23.0,23.0,26.0,18.0,14.0,19.0,16.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280.0,211.0
21,"MARU SCHEEL, FREYA FEILCKE",3257,GER,20.0,20.0,15.0,23.0,4.0,4.0,9.0,2.0,15.0,-,-,7.0,21.0,17.0,16.0,11.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,181.0
21,MATTIA MAINI,3344,GBR,18.0,18.0,13.0,14.0,8.0,30.0,15.0,30.0,10.0,-,-,10.0,13.0,11.0,-,-,-,-,-,21.0,8.0,10.0,22.0,31.0,20.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,364.0,272.0
21,MARIE BARRUE,3140,FRA,10.0,5.0,28.0,24.0,8.0,6.0,12.0,8.0,36.0,-,-,42.0,45.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224.0,179.0
21,VEERLE TEN HAVE,5003,NZL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,11.0,5.0,11.0,7.0,5.0,9.0,(27.0),(17.0),14.0,,5.0,(35.0),24.0,22.0,20.0,29.0,11.0,10.0,14.0,13.0,(35.0),-,-,324.0,210.0
22,"ZANGJUN XU, YIXIAO LYU",5263,CHN,6.0,6.0,(32.0),16.0,4.0,11.0,2.0,22.0,29.0,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168.0,136.0
22,DELPHINE COUSIN,1084,FRA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,7.0,9.0,1.0,9.0,5.0,11.0,(13.0),10.0,(15.0),,3.0,33.0,(44.0),35.0,25.0,(44.0),30.0,26.0,3.0,7.0,9.0,-,-,339.0,223.0
22,CAMERON MARAMENIDES,706,GRE,7.0,9.0,8.0,4.0,3.0,6.0,7.0,8.0,8.0,-,-,6.0,7.0,18.0,-,-,-,-,-,23.0,26.0,14.0,15.0,26.0,21.0,22.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254.0,184.0
22,CHLOE REVIL,861,FRA,7.0,3.0,7.0,13.0,10.0,12.0,12.0,8.0,14.0,-,-,13.0,13.0,-,-,-,-,-,-,21.0,15.0,20.0,21.0,23.0,22.0,22.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,271.0,212.0
22,AIJA AMBRASA,51,LAT,22.0,22.0,22.0,22.0,22.0,23.0,25.0,22.0,17.0,-,-,23.0,22.0,-,-,-,-,-,-,27.0,16.0,27.0,17.0,20.0,16.0,20.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,412.0,333.0
22,"TOM BURTON, MAX PAUL",4856,AUS,19.0,6.0,14.0,11.0,12.0,9.0,31.0,8.0,8.0,-,-,12.0,8.0,22.0,21.0,16.0,6.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219.0,188.0
22,ZAC LITTLEWOOD,5254,AUS,12.0,5.0,16.0,4.0,12.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(52.0),18.0,32.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,172.0,120.0
22,"SOFIA GIUNCHIGLIA, GIULIA SCHIO",4526,ITA,22.0,19.0,8.0,10.0,10.0,6.0,10.0,10.0,14.0,-,-,22.0,6.0,21.0,13.0,21.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,182.0
22,VICTOR BOLANOS LOPEZ,5020,COL,9.0,14.0,7.0,15.0,10.0,9.0,19.0,19.0,12.0,-,-,14.0,21.0,17.0,-,-,-,-,-,31.0,31.0,12.0,18.0,25.0,31.0,22.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,356.0,273.0
22,CHRISTIAN MANEV,878,BUL,30.0,20.0,24.0,21.0,21.0,23.0,25.0,30.0,24.0,-,-,21.0,24.0,23.0,-,-,-,-,-,17.0,15.0,15.0,14.0,22.0,17.0,27.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,427.0,340.0
22,SILVIA ZENNARO,4489,ITA,18.0,12.0,7.0,11.0,25.0,27.0,8.0,19.0,47.0,-,-,25.0,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,227.0,180.0
22,JOSHUA ARMIT,2346,NZL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,1.0,1.0,(19.0),1.0,8.0,(60.0),17.0,15.0,6.0,-,22.0,11.0,36.0,27.0,(40.0),27.0,5.0,19.0,21.0,(43.0),-,,-,379.0,217.0
23,FINN ALEXANDER,1469,AUS,9.0,7.0,11.0,12.0,28.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(41.0),4.0,17.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,162.0,121.0
23,LILIAN DE GEUS,2801,NED,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,5.0,3.0,27.0,(49.0),7.0,1040.0,840.0,940.0,1240.0,,(48.0),34.0,9.0,21.0,(40.0),18.0,23.0,7.0,8.0,(49.0),21.0,-,-,409.6,223.6
23,"YANNICK LEFEBVRE, YOUENN BERTIN",5214,BEL,10.0,3.0,9.0,19.0,13.0,14.0,17.0,4.0,14.0,-,-,5.0,12.0,21.0,16.0,14.0,22.0,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,216.0,193.0
23,SOPHIE RENNIE,4549,GBR,22.0,21.0,23.0,24.0,24.0,25.0,23.0,24.0,18.0,-,-,18.0,20.0,-,-,-,-,-,-,20.0,22.0,20.0,27.0,21.0,20.0,21.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,412.0,336.0
23,LYSA CAVAL,2973,FRA,27.0,27.0,8.0,8.0,20.0,5.0,11.0,5.0,27.0,-,-,10.0,5.0,-,-,-,-,-,-,14.0,16.0,19.0,9.0,25.0,16.0,17.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,295.0,214.0
23,MIRTHE AKKERMAN,3514,NED,(52.0),17.0,7.0,13.0,3.0,44.0,21.0,12.0,18.0,-,-,13.0,37.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237.0,185.0
23,"ALICIA FRAS ELENA, BARRIO GARCIA",157,ESP,10.0,1.0,23.0,9.0,1.0,20.0,16.0,13.0,12.0,-,-,18.0,18.0,19.0,24.0,6.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,208.0,184.0
23,NICO PARLIER,3667,FRA,2.0,16.0,12.0,13.0,6.0,8.0,11.0,9.0,7.0,-,-,5.0,9.0,8.0,-,-,-,-,-,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,354.0,276.0
23,MARKUS EDEGRAN,3189,USA,3.0,4.0,30.0,6.0,30.0,7.0,4.0,4.0,30.0,-,-,8.0,5.0,6.0,-,-,-,-,-,25.0,6.0,16.0,22.0,22.0,24.0,21.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285.0,195.0
23,THOMAS CROOK,4760,NZL,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,(25.0),3.0,11.0,13.0,12.0,(19.0),15.0,12.0,8.0,-,30.0,13.0,(45.0),(60.0),8.0,13.0,25.0,43.0,4.0,30.0,-,,-,389.0,240.0
23,LOUIS GARINO,2880,FRA,27.0,24.0,25.0,23.0,21.0,24.0,25.0,25.0,24.4,-,-,24.4,24.0,26.0,-,-,-,-,-,19.0,18.0,11.0,17.0,12.0,19.0,32.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,436.8,351.8
23,"JIANYONG XU, YANI XU",2212,CHN,23.0,9.0,4.0,19.0,5.0,28.0,20.0,6.0,14.0,-,-,26.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173.0,145.0
24,REECE DORMAN,4117,GBR,25.0,29.0,30.0,25.0,25.0,27.0,25.0,24.0,24.0,-,-,25.0,25.0,23.0,-,-,-,-,-,32.0,20.0,19.0,24.0,18.0,22.0,19.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,485.0,394.0
24,AGATA BARWINSKA,29,POL,13.0,11.0,16.0,31.0,30.0,24.0,11.0,37.0,6.0,-,-,22.0,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225.0,188.0
24,GERONIMO NORES,1650,USA,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,7.0,21.0,(33.0),5.0,23.0,20.0,14.0,2.0,(25.0),-,29.0,18.0,11.0,45.0,(49.0),31.0,5.0,5.0,6.0,(52.0),-,,-,401.0,242.0
24,"ARIADNE-PARASKEVI SPANAKI, ODYSSEAS-EMMANOUIL SPANAKIS",356,GRE,5.0,22.0,9.0,7.0,(32.0),12.0,17.0,28.0,7.0,-,-,12.0,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181.0,149.0
24,"ANTONIA SCHULTHEIS, VICTORIA SCHULTHEIS",340,MLT,24.0,5.0,20.0,4.0,3.0,7.0,11.0,14.0,(27.0),-,-,8.0,24.0,23.0,18.0,14.0,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,221.0,194.0
24,VOJTECH KOSKA,5068,CZE,12.0,5.0,9.0,8.0,22.0,5.0,6.0,3.0,30.0,-,-,6.0,8.0,10.0,-,-,-,-,-,21.0,18.0,18.0,20.0,19.0,23.0,25.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,279.0,201.0
24,WAN LI,5084,CHN,11.0,6.0,11.0,10.0,8.0,8.0,18.0,10.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,17.0,21.0,26.0,19.0,18.0,17.0,20.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,318.0,237.0
24,CLEMENTE SEGUEL LACAMARA,922,CHI,2.0,5.0,3.0,9.0,26.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,24.0,(45.0),11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,168.0,123.0
24,EMILIA KOSTI,1289,GRE,24.0,24.0,27.0,23.0,25.0,24.0,24.0,23.0,27.0,-,-,27.0,27.0,-,-,-,-,-,-,22.0,21.0,21.0,21.0,18.0,17.0,19.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,441.0,360.0
24,"SIMONE FERRARESE, LEONARDO CHISTE",4500,ITA,12.0,5.0,12.0,15.0,7.0,11.0,26.0,9.0,17.0,-,-,14.0,7.0,7.0,25.0,19.0,16.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223.0,197.0
