Posição,Nome Competidor,ID Competidor,Nacionalidade,1,2,3,4,5,6,7,8,9,F,Q,10,11,12,13,14,15,16,17,1Q,2Q,3Q,4Q,5Q,6Q,7Q,8Q,9Q,SQ,10Q,11Q,12Q,13Q,14Q,15Q,16Q,17Q,18Q,19Q,20Q,SMQ,M/F5Q,Total,Nett
1,MIKHAIL NOVIKOV,3481,VAN,27.0,21.0,15.0,10.0,30.0,30.0,24.0,11.0,30.0,-,-,10.0,12.0,15.0,-,-,-,-,-,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245.0,155.0
2,"BART LAMBRIEX, FLORIS VAN DE WERKEN",460,NED,5.0,4.0,1.0,7.0,4.0,1.0,1.0,1.0,20.0,-,-,16.0,3.0,20.0,4.0,1.0,7.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116.0,96.0
2,"VITA HEATHCOTE, CHRIS GRUBE",5058,GBR,2.0,7.0,13.0,9.0,1.0,10.0,6.0,8.0,(32.0),-,-,9.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.0,67.0
2,HERMANN TOMASGAARD,1886,NOR,1.0,1.0,1.0,5.0,5.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,6.0,3.0,(21.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,55.0,34.0
2,LUKAS WALTON KEIM,2953,NZL,15.0,17.0,8.0,6.0,7.0,10.0,6.0,9.0,7.0,-,-,5.0,10.0,9.0,-,-,-,-,-,2.0,4.0,4.0,11.0,2.0,1.0,11.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153.0,110.0
2,POEMA NEWLAND,4047,FRA,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,27.0,-,-,4.0,1.0,-,-,-,-,-,-,2.0,2.0,17.0,4.0,4.0,2.0,2.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79.0,31.0
2,AXEL MAZELLA,425,FRA,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,-,-,1.0,1.0,30.0,-,-,-,-,-,4.0,5.0,6.0,2.0,4.0,5.0,3.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106.0,44.0
2,PAWEL TARNOWSKI,3934,POL,-,-,-,-,-,-,-,-,-,2.0,2.0,-,-,-,-,-,-,-,-,3.0,5.0,1.0,5.0,3.0,7.0,9.0,(42.0),(31.0),-,(48.0),9.0,14.0,15.0,12.0,5.0,7.0,(25.0),7.0,2.0,-,2.0,-,250.0,104.0
2,CHARLOTTE ROSE,828,USA,7.0,1.0,1.0,15.0,17.0,39.0,2.0,9.0,4.0,-,-,3.0,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.0,75.0
2,"VILMA BOBECK, REBECCA NETZLER",5050,SWE,14.0,2.0,3.0,2.0,1.0,5.0,6.0,1.0,8.0,-,-,14.0,11.0,1.0,1.0,22.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.0,80.0
2,HELOISE PEGOURIE,1863,FRA,13.0,12.0,11.0,13.0,12.0,11.0,14.0,14.0,12.0,-,-,6.0,14.0,-,-,-,-,-,-,5.0,3.0,13.0,3.0,2.0,2.0,2.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.0,123.0
2,EMMA WILSON,1304,GBR,-,-,-,-,-,-,-,-,-,,2.0,-,-,-,-,-,-,-,-,(1.0),1.0,(3.0),1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,(33.0),(8.0),2.0,1.0,1.0,1.0,1.0,5.0,-,-,66.0,21.0
2,OSCAR TIMM,3836,AUS,20.0,25.0,27.0,18.0,17.0,21.0,19.0,15.0,18.0,-,-,15.0,21.0,24.0,-,-,-,-,-,7.0,8.0,2.0,5.0,4.0,7.0,6.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285.0,209.0
3,JESSIE KAMPMAN,2199,FRA,27.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,27.0,-,-,1.0,3.0,-,-,-,-,-,-,3.0,3.0,1.0,1.0,2.0,3.0,3.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105.0,38.0
3,"DIEGO BOTIN FLORIAN, TRITTEL PAUL",1120,ESP,13.0,18.0,3.0,3.0,2.0,3.0,15.0,1.0,6.0,-,-,7.0,1.0,1.0,9.0,5.0,20.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.0,106.0
3,KATY SPYCHAKOV,2516,ISR,-,-,-,-,-,-,-,-,-,,3.0,-,-,-,-,-,-,-,-,7.0,(25.0),1.0,(9.0),1.0,1.0,5.0,5.0,7.0,2.0,3.0,3.0,3.0,(20.0),11.0,11.0,17.0,(48.0),9.0,1.0,13.0,-,-,200.0,98.0
3,"KEIJU OKADA, MIHO YOSHIOKA",2527,JPN,2.0,2.0,8.0,3.0,4.0,4.0,28.0,13.0,8.0,-,-,16.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0,72.0
3,MICHAEL BECKETT,3441,GBR,(17.0),6.0,1.0,3.0,1.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,2.0,12.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.0,58.0,41.0
3,JOSEPH JONATHAN PEN WESTON,2336,THA,15.0,21.0,21.0,30.0,18.0,18.0,21.0,11.0,15.0,-,-,13.0,30.0,18.0,-,-,-,-,-,9.0,22.0,4.0,9.0,3.0,5.0,3.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,293.0,211.0
3,"JANA GERMANI, GIORGIA BERTUZZI",2125,ITA,3.0,2.0,5.0,16.0,12.0,2.0,4.0,2.0,6.0,-,-,6.0,22.0,6.0,25.0,3.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.0,104.0
3,ZOE BOUTANG,5282,FRA,6.0,9.0,13.0,20.0,15.0,15.0,15.0,12.0,15.0,-,-,19.0,20.0,-,-,-,-,-,-,2.0,1.0,9.0,1.0,7.0,1.0,3.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189.0,130.0
3,CONNOR BAINBRIDGE,940,GBR,4.0,2.0,1.0,2.0,4.0,30.0,2.0,3.0,1.0,-,-,2.0,2.0,7.0,-,-,-,-,-,3.0,7.0,2.0,3.0,2.0,15.0,4.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.0,49.0
3,EMMA PLASSCHAERT,1301,BEL,2.0,7.0,9.0,3.0,10.0,19.0,20.0,13.0,5.0,-,-,2.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.0,78.0
3,GIAN STRAGIOTTI,1660,SUI,7.0,30.0,11.0,9.0,12.0,17.0,7.0,30.0,7.0,-,-,12.0,9.0,7.0,-,-,-,-,-,6.0,2.0,13.0,2.0,1.0,8.0,2.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.0,121.0
3,LUUC VAN OPZEELAND,2968,NED,-,-,-,-,-,-,-,-,-,,3.0,-,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,1.0,(8.0),1.0,(15.0),2.0,-,1.0,8.0,2.0,(11.0),9.0,1.0,3.0,1.0,1.0,(34.0),-,,-,102.0,34.0
4,"MARTINE GRAEL, KAHENA KUNZE",3243,BRA,19.0,6.0,4.0,2.0,8.0,13.0,1.0,8.0,9.0,-,-,2.0,1.0,(26.0),7.0,16.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142.0,116.0
4,JUSTINA KITCHEN,2434,NZL,8.0,11.0,13.0,15.0,15.0,16.0,12.0,27.0,9.0,-,-,9.0,12.0,-,-,-,-,-,-,4.0,7.0,24.0,5.0,3.0,5.0,4.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207.0,140.0
4,PHILIPP BUHL,3995,GER,3.0,1.0,5.0,5.0,11.0,(38.0),-,-,-,-,-,-,-,-,-,-,-,-,-,10.0,9.0,6.0,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.0,103.0,65.0
4,"SIMON DIESCH, ANNA MARKFORT",4494,GER,3.0,1.0,5.0,3.0,7.0,26.0,22.0,1.0,1.0,-,-,15.0,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.0,75.0
4,SARA WENNEKES,4344,NED,-,-,-,-,-,-,-,-,-,2.0,,-,-,-,-,-,-,-,-,(11.0),5.0,7.0,5.0,(9.0),4.0,4.0,6.0,4.0,3.0,4.0,5.0,10.0,(27.0),(16.0),16.0,7.0,13.0,7.0,3.0,5.0,-,-,168.0,105.0
4,ZOHAR HARUVI,5294,ISR,9.0,7.0,6.0,21.0,9.0,11.0,22.0,7.0,12.0,-,-,17.0,30.0,14.0,-,-,-,-,-,7.0,7.0,2.0,4.0,3.0,2.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196.0,123.0
4,ELEANOR ALDRIDGE,1225,GBR,5.0,1.0,4.0,3.0,3.0,3.0,5.0,27.0,3.0,-,-,2.0,2.0,-,-,-,-,-,-,1.0,4.0,7.0,7.0,5.0,6.0,5.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.0,56.0
4,"JAMES GRUMMETT, RHOS HAWES",2094,GBR,4.0,2.0,5.0,12.0,(6.2),8.0,3.0,6.0,10.0,-,-,15.0,4.0,12.0,10.0,4.0,1.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125.2,110.2
4,MARCIN KROCZAK,3079,SUI,17.0,26.0,18.0,19.0,19.0,18.0,15.0,22.0,20.0,-,-,18.0,17.0,19.0,-,-,-,-,-,5.0,10.0,6.0,4.0,10.0,2.0,9.0,27.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301.0,226.0
4,VALENTIN BONTUS,4962,AUT,1.0,1.0,2.0,1.0,2.0,6.0,4.0,1.0,2.0,-,-,2.0,2.0,2.0,-,-,-,-,-,2.0,19.0,4.0,18.0,7.0,2.0,2.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.0,50.0
4,MAUD JAYET,3347,SUI,4.0,16.0,4.0,16.0,12.0,1.0,38.0,3.0,8.0,-,-,6.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,122.0,84.0
4,GRAE MORRIS,1712,AUS,-,-,-,-,-,-,-,-,-,1.0,,-,-,-,-,-,-,-,-,5.0,1.0,1.0,5.0,2.0,2.0,(8.0),7.0,(9.0),-,(31.0),15.0,21.0,8.0,3.0,17.0,7.0,4.0,23.0,(32.0),-,3.0,-,201.0,121.0
5,EJDER GINYOL,1218,TUR,20.0,20.0,26.0,19.0,17.0,21.0,16.0,17.0,22.0,-,-,17.0,18.0,21.0,-,-,-,-,-,3.0,5.0,32.0,1.0,32.0,4.0,4.0,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,317.0,227.0
5,PILAR LAMADRID TRUEBA,4029,ESP,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,3.0,(5.0),1.0,3.0,(48.0),1.0,2.0,3.0,4.0,2.0,4.0,7.0,6.0,5.0,(48.0),4.0,2.0,(48.0),29.0,7.0,-,-,231.0,82.0
5,KIRAN BADLOE,2577,NED,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,3.0,3.0,(17.0),(41.0),10.0,2.0,3.0,10.0,2.0,-,(21.0),6.0,8.0,3.0,(23.0),1.0,3.0,2.0,2.0,12.0,-,4.0,-,172.0,70.0
5,THOMAS SAUNDERS,4775,NZL,4.0,11.0,9.0,4.0,2.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,9.0,13.0,(19.0),3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,90.0,71.0
5,LINE FLEM HOEST,2826,NOR,1.0,10.0,3.0,31.0,5.0,2.0,10.0,36.0,20.0,-,-,8.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130.0,94.0
5,BRUNO LOBO,678,BRA,3.0,6.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,-,-,1.0,3.0,1.0,-,-,-,-,-,7.0,10.0,8.0,6.0,23.0,10.0,7.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.0,65.0
5,"NITAI HASSON, NOA LASRY",3738,ISR,8.0,10.0,7.0,2.0,6.0,30.0,9.0,23.0,4.0,-,-,5.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108.0,78.0
5,"LAURA HARDING, ANNIE WILMOT",2700,AUS,7.0,17.0,4.0,1.0,7.0,2.0,2.0,9.0,4.0,-,-,11.0,8.0,11.0,12.0,17.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137.0,120.0
5,ELENA LENGWILER,1235,SUI,3.0,11.0,6.0,4.0,5.0,5.0,3.0,3.0,1.0,-,-,3.0,4.0,-,-,-,-,-,-,11.0,5.0,3.0,14.0,10.0,10.0,15.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119.0,79.0
5,HAORAN ZHANG,1811,CHN,14.0,8.0,30.0,6.0,5.0,30.0,9.0,12.0,6.0,-,-,4.0,9.0,4.0,-,-,-,-,-,1.0,10.0,7.0,5.0,10.0,9.0,9.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.0,124.0
5,ALEXIA FANCELLI,140,FRA,18.0,19.0,17.0,14.0,11.0,17.0,17.0,10.0,9.0,-,-,13.0,15.0,-,-,-,-,-,-,6.0,8.0,5.0,2.0,6.0,6.0,7.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,150.0
5,"MIKOLAJ STANIUL, JAKUB SZTORCH",3487,POL,2.0,4.0,6.0,11.0,6.0,5.0,4.0,10.0,4.0,-,-,8.0,5.0,2.0,23.0,21.0,13.0,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146.0,123.0
6,MARIANA AGUILAR CHAVEZ PEON,3137,MEX,-,-,-,-,-,-,-,-,-,3.0,,-,-,-,-,-,-,-,-,3.0,27.0,13.0,5.0,(49.0),(48.0),3.0,14.0,26.0,,11.0,8.0,(17.0),4.0,4.0,3.0,10.0,9.0,13.0,(17.0),9.0,-,-,293.0,162.0
6,PAVLOS KONTIDES,3933,CYP,14.0,3.0,8.0,10.0,10.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(52.0),5.0,1.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,131.0,79.0
6,"CAMILLE LECOINTRE, JEREMIE MION",709,FRA,1.0,4.0,12.0,1.0,9.0,14.0,18.0,9.0,26.0,-,-,4.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108.0,82.0
6,"SEBASTIEN SCHNEITER, ARNO DE PLANTA",4419,SUI,4.0,25.0,21.0,2.0,10.0,5.0,14.0,7.0,2.0,-,-,2.0,10.0,5.0,1.0,20.0,11.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.0,125.0
6,TIGER TYSON,4796,ANT,7.0,15.0,5.0,12.0,7.0,9.0,11.0,6.0,9.0,-,-,9.0,11.0,13.0,-,-,-,-,-,3.0,9.0,11.0,3.0,7.0,4.0,3.0,31.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185.0,126.0
6,LILY YOUNG,2808,GBR,10.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,6.0,-,-,12.0,4.0,-,-,-,-,-,-,9.0,13.0,13.0,5.0,8.0,14.0,12.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.0,94.0
6,"TAMARA ECHEGOYEN, PAULA BARCELO",4678,ESP,2.0,8.0,18.0,6.0,10.0,3.0,3.0,7.0,18.0,-,-,5.0,17.0,7.0,8.0,2.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141.0,123.0
6,MONIKA MIKKOLA,3546,FIN,4.0,14.0,11.0,19.0,23.0,3.0,16.0,6.0,11.0,-,-,11.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124.0,101.0
6,NICOLAS GOYARD,3676,FRA,-,-,-,-,-,-,-,-,-,3.0,,-,-,-,-,-,-,-,-,(9.0),(5.0),5.0,3.0,1.0,1.0,1.0,1.0,1.0,-,10.0,(30.0),26.0,(29.0),5.0,5.0,1.0,7.0,3.0,1.0,-,,-,144.0,71.0
6,RODERICK PIJLS,4182,NED,19.0,18.0,16.0,18.0,17.0,19.0,20.0,21.0,13.0,-,-,18.0,18.0,19.0,-,-,-,-,-,4.0,3.0,7.0,3.0,32.0,12.0,32.0,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,321.0,236.0
6,RICCARDO PIANOSI,4146,ITA,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,-,-,4.0,1.0,2.0,-,-,-,-,-,17.0,3.0,5.0,7.0,26.0,4.0,13.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.0,65.0
6,NOORA RUSKOLA,3754,FIN,13.0,14.0,12.0,15.0,13.0,14.0,16.0,11.0,12.0,-,-,15.0,16.0,-,-,-,-,-,-,3.0,5.0,3.0,8.0,16.0,7.0,6.0,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,204.0,156.0
7,MAFALDA PIRES DE LIMA,2998,POR,11.0,17.0,5.0,14.0,14.0,10.0,15.0,13.0,8.0,-,-,17.0,17.0,-,-,-,-,-,-,8.0,4.0,14.0,4.0,9.0,27.0,5.0,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223.0,162.0
7,JIANGANG WU,2210,CHN,17.0,10.0,9.0,12.0,11.0,10.0,9.0,10.0,11.0,-,-,8.0,14.0,12.0,-,-,-,-,-,14.0,13.0,6.0,6.0,6.0,18.0,25.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225.0,165.0
7,"LUKASZ PRZYBYTEK, JACEK PIASECKI",2956,POL,12.0,5.0,3.0,10.0,3.0,6.0,8.0,2.0,22.0,-,-,10.0,6.0,19.0,14.0,3.0,5.0,22.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.0,138.0
7,PAUL LABORDERE,3911,FRA,19.0,12.0,30.0,22.0,13.0,25.0,15.0,30.0,15.0,-,-,20.0,17.0,17.0,-,-,-,-,-,32.0,2.0,22.0,6.0,13.0,3.0,1.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,324.0,239.0
7,MAJA DZIARNOWSKA,3018,POL,-,-,-,-,-,-,-,-,-,4.0,,-,-,-,-,-,-,-,-,1.0,(13.0),5.0,9.0,1.0,13.0,9.0,3.0,(48.0),,13.0,10.0,4.0,7.0,(34.0),7.0,15.0,25.0,4.0,21.0,(29.0),-,-,271.0,147.0
7,POULIQUEN YUN,4060,FRA,-,-,-,-,-,-,-,-,-,4.0,,-,-,-,-,-,-,-,-,7.0,13.0,9.0,13.0,(29.0),5.0,4.0,12.0,(24.0),-,11.0,3.0,7.0,10.0,7.0,19.0,(27.0),13.0,(27.0),6.0,-,,-,246.0,139.0
7,MARIA ERDI,3118,HUN,16.0,2.0,6.0,10.0,2.0,4.0,46.0,16.0,24.0,-,-,(22.5),2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150.5,104.5
7,JEAN BAPTISTE BERNAZ,2154,FRA,6.0,2.0,4.0,6.0,11.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,(17.0),13.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.0,103.0,86.0
7,"INGA-MARIE HOFMANN, CATHERINE BARTELHEIMER",1991,GER,18.0,6.0,10.0,7.0,8.0,12.0,3.0,12.0,7.0,-,-,15.0,14.0,2.0,21.0,4.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149.0,128.0
7,MARTIN DOLENC,3227,CRO,6.0,8.0,1.0,2.0,30.0,1.0,3.0,8.0,4.0,-,-,3.0,3.0,1.0,-,-,-,-,-,12.0,4.0,3.0,12.0,9.0,20.0,9.0,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.0,89.0
7,GAL ZUKERMAN,1601,ISR,2.0,2.0,3.0,8.0,4.0,10.0,9.0,5.0,7.0,-,-,8.0,7.0,-,-,-,-,-,-,8.0,9.0,6.0,6.0,19.0,5.0,14.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138.0,95.0
7,"ANTON DAHLBERG, LOVISA KARLSSON",335,SWE,11.0,16.0,11.0,9.0,8.0,9.0,1.0,30.0,10.0,-,-,2.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.0,84.0
8,SAMUEL DICKINSON,4307,GBR,17.0,9.0,15.0,17.0,15.0,17.0,10.0,14.0,16.0,-,-,14.0,14.0,10.0,-,-,-,-,-,11.0,12.0,9.0,16.0,4.0,19.0,5.0,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247.0,194.0
8,"ANDREW MOLLERUS, IAN MACDIARMID",260,USA,5.0,3.0,1.0,15.0,13.0,9.0,23.0,3.0,2.0,-,-,11.0,15.0,10.0,18.0,8.0,2.0,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162.0,139.0
8,DERIN DENIZ SORGUC,1101,TUR,14.0,16.0,18.0,12.0,14.0,16.0,14.0,13.0,15.0,-,-,27.0,16.0,-,-,-,-,-,-,9.0,9.0,4.0,6.0,4.0,4.0,8.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,226.0,165.0
8,"GEORGIA LEWIN-LAFRANCE, ANTONIA LEWIN-LAFRANCE",1641,CAN,12.0,7.0,3.0,4.0,18.0,18.0,9.0,4.0,24.0,-,-,17.0,9.0,9.0,4.0,9.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158.0,134.0
8,DANIELA MOROZ,1035,USA,2.0,27.0,10.0,6.0,27.0,4.0,4.0,4.0,2.0,-,-,5.0,2.0,-,-,-,-,-,-,26.0,12.0,4.0,3.0,3.0,24.0,4.0,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176.0,96.0
8,"TETSUYA ISOZAKI, YURIE SEKI",4727,JPN,21.0,2.0,1.0,5.0,2.0,5.0,4.0,17.0,3.0,-,-,25.0,25.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110.0,85.0
8,MAXIME JONKER,3375,NED,20.0,7.0,2.0,6.0,3.0,26.0,3.0,44.0,1.0,-,-,29.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151.0,107.0
8,FILIP JURIIC,1460,CRO,2.0,3.0,4.0,1.0,16.0,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,(39.0),3.0,15.0,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,130.0,91.0
8,SHAHAR TIBI,4444,ISR,-,-,-,-,-,-,-,-,-,8.0,,-,-,-,-,-,-,-,-,5.0,11.0,3.0,3.0,(23.0),2.0,7.0,5.0,2.0,,(15.0),18.0,2.0,2.0,32.0,(36.0),2.0,8.0,(48.0),3.0,1.0,-,-,228.0,106.0
8,BENOIT GOMEZ,523,FRA,1.0,13.0,2.0,3.0,4.0,4.0,4.0,2.0,14.0,-,-,30.0,11.0,11.0,-,-,-,-,-,6.0,16.0,7.0,4.0,3.0,9.0,6.0,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160.0,100.0
8,SEBASTIAN DUCOS,4407,ESP,23.0,17.0,19.0,20.0,14.0,16.0,26.0,22.0,18.0,-,-,18.0,18.0,15.0,-,-,-,-,-,6.0,9.0,14.0,10.0,5.0,18.0,14.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,311.0,240.0
8,TOM REUVENY,4867,ISR,-,-,-,-,-,-,-,-,-,5.0,,-,-,-,-,-,-,-,-,3.0,3.0,3.0,(9.0),7.0,5.0,6.0,(21.0),7.0,-,950.0,5.0,10.0,13.0,10.0,3.0,(41.0),23.0,13.0,(25.0),-,,-,216.5,120.5
9,JANNIS MAUS,2138,GER,4.0,4.0,3.0,2.0,2.0,2.0,2.0,11.0,2.0,-,-,11.0,4.0,5.0,-,-,-,-,-,13.0,12.0,10.0,10.0,12.0,7.0,12.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,136.0,100.0
9,"JULIEN D'ORTOLI, NOE DELPECH",2413,FRA,6.0,15.0,20.0,2.0,1.0,1.0,21.0,7.0,1.0,-,-,1.0,22.0,13.0,22.0,12.0,4.0,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172.0,150.0
9,JOSEFIN OLSSON,2331,SWE,5.0,3.0,2.0,2.0,20.0,42.0,17.0,7.0,31.0,-,-,5.0,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152.0,110.0
9,"ISAURA MAENHAUT, ANOUK GEURTS",2021,BEL,6.0,18.0,7.0,1.0,24.0,3.0,7.0,5.0,19.0,-,-,1.0,25.0,4.0,17.0,7.0,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163.0,138.0
9,KATIE DABSON,2507,GBR,1.0,4.0,8.0,5.0,27.0,6.0,7.0,6.0,10.0,-,-,14.0,8.0,-,-,-,-,-,-,4.0,7.0,10.0,17.0,7.0,4.0,10.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169.0,111.0
9,"MARTIN WRIGLEY, BETTINE HARRIS",3239,GBR,4.0,3.0,10.0,11.0,2.0,27.0,11.0,10.0,16.0,-,-,8.0,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116.0,89.0
