,Rating
HERMANN TOMASGAARD,1156.0852271875638
LUDVIG LINDQVIST,1235.4825923772282
LOIC QUEYROUX,1243.7579545417516
ZENO GREGORIN,1252.431315556855
BOS DUKO,1255.420265743004
ILIJA MARKOVIC,1256.5632995514293
DIMITRIS PAPADIMITRIOU,1262.5573056423084
MAXIME MAZARD,1264.1947006076766
BALAZS TOMAI,1267.855442165433
THEO PEYRE,1273.9180640298578
MATTEO PAULON,1275.5144825092148
MALINOWSKI PIOTR,1283.9039916001627
PHILIP WALKENBACH,1291.4786976626697
RYAN ANDERSON,1300.3621719221183
MAOR BEN HAROSH,1303.5357659848435
BEN FLOWER,1308.8152931925065
JUAN PABLO CARDOZO,1310.5488845725522
AGUSTIN VIDAL,1312.5577231566679
TADEUSZ KUBIAK,1312.561765421646
LUKE CASHMORE,1320.9398346240423
MATEJ VALIC,1322.0823648273933
JIANAN WU,1322.2373883281737
MATIAS DYCK CORDOVA,1322.8824661518677
ROBERT DAVIS,1323.7312260865392
ANDERSON RYAN,1326.6265666694292
ALEXANDR DENISIUC,1326.7624720047029
STIJN PAARDEKOOPER,1326.9661863418075
JOAQUIN BLANCO,1328.6587737091113
YANG YANG,1329.6342790720441
JANSEN LARS,1329.91342959254
MAREK ZALESKI,1330.3682585606566
ANASTASIOS PANAGIOTIDIS,1330.8005338316168
HENRY WETHERELL,1334.2165715508056
JESUS ROGEL,1334.384785994678
EMMA PLASSCHAERT,1334.406183531986
WALKENBACH PHILIP,1334.5014406490711
PAUL HAMEETEMAN,1337.7488630666667
LEO BARRETO HASCHKE,1338.812673041902
CHEVRIER LUC,1340.0793387372373
SAM MEECH,1340.090232158526
PHILIPP GROCHTMANN,1340.302850718898
ARTHIT MIKHAIL ROMANYK,1341.3197366465101
CARLOS MUNIZ,1341.4080403831588
VERHULST GAUTHIER,1341.7784511507416
TIRIL BUE,1342.8086534394326
FREDERIKSEN KENNETH,1343.1894079516594
BOEKHOLT DAAN,1343.4334644464495
LINDQVIST LUDDE,1343.8035472471506
LUKE RUITENBERG,1344.8844708925267
FELIPE FRAQUELLI,1347.0472182983624
EVANGELOS CHIMONAS,1347.742276642197
CHEN HUICHAO,1348.86790489205
VAN OFWEGEN THOMAS,1350.4091177578166
SHINYA SAKURAI,1350.9646963042806
TATIANA DROZDOVSKAYA,1351.185532588566
BUHL PHILIPP,1351.807590116522
MAURICIO RODRIGUEZ,1351.9425788430349
MATIAS DYCK,1352.0208745971677
KARIM FILLAH,1352.361496870611
KIRILL EVFIMYEVSKIY,1353.5632228691384
JUHASZ JAMES,1354.0508971025945
ONUR BILGEN,1354.7077366689175
GONZALVEZ FONS JORGE,1355.1593398712355
JUAN IGNACIO BIAVA,1356.464376736463
HUPE LOUIS,1357.053726283377
WILLIAM SARGENT,1357.3953381289634
JESPER STALHEIM,1358.0342106161304
OMAR METWALLY,1358.04918719786
TULETT FINLAY,1359.0249181009833
GAUTREY GEORGE,1359.1367893612553
BRUNO GASPIC,1359.3003362763677
SILVIA ZENNARO,1359.5382222772266
VOETS ERIK,1360.0931011757702
MADONICH OSKAR,1360.2572433821797
IKUHIRO FUKUDA,1360.408001422283
FILLAH KARIM,1360.5276543260716
HAMEETEMAN PAUL,1360.6717453346982
VIGNOLA FILIPPO,1360.995337809169
VAN DER VALK STIJN,1361.0615149901241
FONT REYERO POL,1361.8986066994146
JACOB FARREN-PRICE,1361.965005365364
GUSTAVO CORREA NASCIMENTO,1362.9076321213822
VON LEVERN LUKAS,1362.9649944247715
GIOVANNI COCCOLUTO,1363.589397410494
SHERIF MANSOUR,1363.9748040953198
BARRETO HASCHKE LEOPOLDO,1364.0246864224619
ARTIUKH NAZAR,1364.3455637012212
BARTH JUSTIN,1364.4000010942013
CASHMORE LUKE,1364.638380179506
HACKBUSCH EUGEN,1364.9338970366314
RAMON BENITEZ,1365.9399097033736
AHMAD ASRI MUHAMMAD FAIZAL,1366.177416451719
PEDRO LUIS FERNANDEZ GAMBOA,1366.8633624047939
GRONLUND OLAV,1366.9020548048645
PATTON CAMPBELL,1366.9201510212247
ADONIS BOUGIOURIS,1366.9537995379499
