,Rating
ELENA SANDERA,1105.021758827184
MARINA CHEROUVEIM,1157.4008365745367
MARSHA SHAHRIN,1165.16472678602
SARA SZENTIVANYI,1187.17921216932
LENA HAVERLAND,1197.002933306003
LORENA ABICHT,1217.009375725827
ELIF ERCAN,1225.9687590908982
CRISTINA ORTIZ VIVAS,1238.2204774883203
SZENTIVANYI SARA,1244.536368599411
AIKATERINI DIVARI,1254.7312712174282
BUSE TUNC,1262.0987596138687
B LINDSAY,1272.1242493742936
BARBARA WINAU,1273.7256117714116
AYSE-ZEYNEP TURKOGLU,1289.4414007499813
NADIA JABLONSKI,1289.7702302547705
SOFIA HAMALAINEN,1292.2272812322665
LILA BONDOIS,1295.3673426066878
SOFIE HAMMEKEN,1297.754117276444
MANON BERGER,1302.3773657115241
KATYA IDA COELHO,1302.8445562869663
GHISLAINE VAN-EMPEL,1303.2608132992075
EMILIA KOSTI,1306.909396443088
GOMEZ ROA JULIA,1308.2424003897777
JULIA GOMEZ ROA,1311.8095268875727
REBECCA HELLER,1312.1922315015681
CHIARA FERRETTI,1312.6614783541888
YAMABE MIKI,1313.3591143513872
ANNA-HELMI HAAVISTO,1316.6750580579876
MARGARIDA-GIL MORAIS,1323.3547927780473
CECILIA HASLUND ORESKOV,1324.58782814715
HELENA WANSER,1326.7568103627916
MARIANA AGUILAR CHAVEZ PEON,1327.3125028531335
SIRI KASKEALA,1335.5499824747326
YUKI SUNAGA,1336.2712292545227
INES BOUCHET,1341.9381797754504
STELLA BILGER,1342.8535502883565
GELLY SKARLATOU,1342.9889315782257
FIANNE VAN-DEN-BRULE,1343.290646775919
ANNA WEIS,1348.4995400169487
KRISTYNA CHALUPNIKOVA,1351.00674038655
JUSTINE LEMETEYER,1353.5139051755941
FIANNE VAN DEN BRULE,1353.8422619724945
KEIJU OKADA,1356.7874137979366
VITA HEATHCOTE HEATHCOTE,1361.1049203476484
MIKI YAMABE,1362.8318851446945
PILAR LAMADRID TRUEBA,1364.2427079039383
ELENA BERTA,1365.4186882568433
YAN ZHENG,1366.6042908498616
BRUNA MARTINELLI,1367.1023183893592
"MACIEJ SCHMIDT, POLA PANA",1369.7288136990558
FARRAH HALL,1369.7526873705337
DANAE PONTIFEX,1370.2590425214105
LINDA OPRANDI,1370.3278738378049
BRUNA MARTINELLI CESARIO DE MELLO,1373.5991204823267
AMELIE WEHRLE,1374.035394523906
DILARA URALP PALOMBO,1375.3595448456838
TUULI PETAJA-SIREN,1375.8775600404904
CRISTINA ORTIZ-VIVAS,1376.2050959561282
LUISA GANDOLPHO,1378.3385302183385
LUCY KENYON,1380.394159065534
POLA WAWRZYNIAK,1380.8125643886044
PAUL PORTHUN,1382.6383218664969
WATANABE JUNNA,1384.5266316465265
PALMA ?ARGO,1385.312160133877
MAX KELLER,1386.934872108308
SOPHIA MEYER,1387.001398612653
JOANNA CYMERMAN,1391.2282850967586
FIONA WYLDE,1391.3431058393717
"BETTINE WRIGLEY, MARTIN HARRIS",1395.5186664539624
JANA SLIVOVA,1395.791474911119
BRYN MULLER,1397.2705889648016
DEMITA VEGA DE LILLE,1398.0904828971813
MILLIE IRISH,1399.8061232259804
EMMA VIKTORIA MILLEND,1401.1373163622163
ASHLEE DAUNT,1404.0907638365316
DILARA URALP,1407.3428672611017
MATISSE PACAUD,1408.3726980395404
LINA ERZEN,1411.443132512381
CATHARINA SCHAAFF,1412.6520368706138
JUNNA WATANABE,1412.8143893101524
EMA SAMARIJA,1416.9288925974706
MERVE VATAN,1417.8774376621393
IULIIA KAVALERCHIK,1417.9828071643428
SARA CHOLNOKY,1419.5067873493033
UMA CHOUHAN,1421.2033786694014
JULIANE ADELSSEN,1425.4756096657366
CAROLA COLASANTO,1425.5206770322723
GIOVANNA PRADA,1428.4485882439164
SOPHIE JACKSON,1429.7457012434363
DEMITA VEGA,1430.9381633129044
RINA NIIJIMA,1432.143942110449
REAMONN THEINER,1434.0137700837727
KACPER PASZEK,1438.279933838259
JENNA GIBSON,1439.209162133265
NEUS BALLESTER,1442.544311073717
YEHOR SAMARIN,1446.8070212166992
ODA STOKSTAD-BADHOLT,1447.566283192178
BRUNA MARTINELLI MELLO,1447.640957108391
DANICKA SAILER,1449.852401527434
BELEN TAVELLA,1451.0681844971555
ANNA KHVORIKOVA,1455.1125497112023
THERESA LOFFLER,1455.3279218915059
"RAVINDRA KUMAR VERMA, SHRADDHA SHARMA",1459.5863550651025
ONISHI FUJIKO,1461.6561006840209
AIMEE BRIGHT,1462.7845464860925
LINOY GEVA,1463.725363702241
JOHANN EMMER,1463.8436063141612
WAI-YAN NGAI,1466.858337773564
NAVEE THAMSOONTORN,1468.0997985071733
BRIANNA ORAMS,1471.1208303461647
RAFAL POGORZELSKI,1472.3550550258853
BRUNA MELLO,1473.2790514345709
SAMANTHA COSTIN,1474.1372276030315
MERVE VATAN VATAN,1475.360803057292
EMILY HALL,1475.3630736457133
JENNIE ROBERTS,1476.095150190603
KAROLINA LIPINSKA,1476.2326232618605
HEDVIG LILJEGREN,1476.6094997058642
MEGUMI KOMINE,1476.6519564620532
SUNAGA YUKI,1477.1182536891301
KRISTYNA PINOSOVA,1478.5646076180506
DEREK SCOTT,1480.8632567767181
YUNXIU LU,1480.8787207337878
SHACHAR RESHEF,1483.9874942632346
LAURA PUKROPSKI,1485.1164508019904
NOY DRIHAN,1485.9099473185447
JIE DU,1486.3938928763262
CATRIN WILLIAMS,1486.6195511099022
ROSA DONNER,1489.3692066187969
JULIANA DUQUE,1493.621649277272
AGNIESZKA PAWLOWSKA,1497.8739039798043
LU YUNXIU,1500.6140037009131
SIMON DIESCH,1502.1260960201957
ZOFIA KORSAK,1506.378350722728
ZHENG YAN,1508.4338464249633
KATERINA SVIKOVA,1508.7891432198442
MAYA GYSLER,1509.900181347923
JULIA JACOBSEN,1510.6307933812031
ANNA SAGULENKO,1511.742782353284
MIKA KAFRI,1513.1888357186674
"DEFNE TULCALI, EFE DANISMEND",1514.8835491980096
ZHENG MANJIA,1515.605192058776
NEEV ROBINSON,1518.3278667709797
MUHAMMAD FAUZI KAMAN SHAH,1519.1367432232819
RENNA SOFIA,1519.4460835985653
