,Rating
"ZOFIA BURSKA, SARA TKADLECOVA",1203.2476149378294
"ALEXANDRA MALONEY, MOLLY MEECH",1236.363365375012
"ALEXANDRA MALONEY, OLIVIA HOBBS",1246.7729000122351
"HELEN PAIS, HELEN AUSMAN",1267.0278466321456
"KATHARINA SCHWACHHOFER, ELENA STOLTZE",1274.2979799803977
"COUVERT DEWI, KISTERS JESSICA",1279.305296990386
"JOSEFINE NOJGAARD , ESTHER BOJSEN-MOLLER",1279.4462966711765
"JULIA HENRIKSSON, CAROLINE PETTERSSON",1282.692838806828
"ECHEGOYEN DOMINGUEZ, BARCELO MARTIN",1287.180405477426
"MANASE ICHIHASHI, RINKO GOTO",1289.1693054546
"DOBSON CHARLOTTE, TIDEY SASKIA",1290.0106165310217
"VICTORIA TRAVASCIO, SOL BRANZ",1291.0539462549896
RAGGIO BERGAMASCHI,1294.8261366105435
"ANDERSEN, EDLAND",1298.6544065478802
"MAELLE FRASCARI, SVEVA CARRARO",1298.8562768223464
"VERONIKA ZIVNA, KATERINA ZIVNA",1299.7329365220858
"GRISELDA KHNG, OLIVIA CHEN",1299.9204307757757
"WESTER KLARA, NETZLER REBECCA",1300.6668656912111
"MAGGIE SHEA, STEPHANIE ROBLE",1302.2389581826642
"PAULA VAN WIERINGEN MASSANET, CLAUDIA SOBRAL LUSQUINOS",1308.5085611977045
"GALEN RICHARDSON, AIDAN CHIU",1309.0044304539688
"WEGUELIN SOPHIE, AINSWORTH SOPHIE",1311.276049423544
"ARIANNA GARISTO, VIRGINIA GARISTO",1313.7253429600512
SVENSSON JONSSON,1314.0691827712055
"ROBLE, SHEA",1315.9580322411477
"TER HORST, HIN",1316.5788590162356
"SHASHA CHEN, NANA HU",1317.8069714283065
"ALEH, MEECH",1318.093745007982
"HANSEN JENA MAI, SALSKOV-IVERSEN",1321.840255722095
"LILY RICHARDSON, MATILDA RICHARDSON",1323.9696196030973
"MOLLY MEECH, ALEX MALONEY",1324.5423851742992
"ELENA CHRISTINE STOFFERS, LEONIE MEYER",1325.2779581039329
"ICHIHASHI, GOTO",1326.0668098172196
"SOPHIE WEGUELIN, SOPHIE AISWORTH",1326.8429964595173
"ANOUK GEURTS, ISAURA MAENHAUT",1327.0818575965704
"BOBECK VILMA, TENGSTROM MALIN",1332.3616507430172
"DOBSON SASKIA, TIDEY SASKIA",1333.1259667061681
