,Rating
HERMANN TOMASGAARD,1012.065888161701
ILIJA MARKOVIC,1076.7371406099282
BOS DUKO,1084.0723986981322
MALINOWSKI PIOTR,1108.2634742394023
LUDVIG LINDQVIST,1111.164229188586
MAXIME MAZARD,1116.3246263337744
MAOR BEN HAROSH,1118.8257359952322
ZENO GREGORIN,1126.3504058839965
BALAZS TOMAI,1141.1101017187707
DIMITRIS PAPADIMITRIOU,1147.3331565381764
LOIC QUEYROUX,1149.693529984712
SAM MEECH,1150.168011179026
WALKENBACH PHILIP,1151.7891541908023
THEO PEYRE,1162.581018339813
MATEJ VALIC,1162.9645410878054
MATTEO PAULON,1164.2388903520252
PHILIP WALKENBACH,1164.7206483711095
STIJN PAARDEKOOPER,1165.364073454184
YANG YANG,1169.532029742345
ALEXANDR DENISIUC,1172.5289732054596
VERHULST GAUTHIER,1174.5097125524105
RYAN ANDERSON,1174.9221846174078
MATIAS DYCK CORDOVA,1179.1197314682552
JESUS ROGEL,1179.154031306215
EMMA PLASSCHAERT,1183.9276262776034
BEN FLOWER,1186.544467500967
ANDERSON RYAN,1188.0585853326613
JIANAN WU,1192.2744102940312
KARIM FILLAH,1193.5246328747194
BOEKHOLT DAAN,1193.806689736815
CHEN HUICHAO,1194.615222780135
ROBERT DAVIS,1196.0245133955873
LINDQVIST LUDDE,1196.6396659802385
JOAQUIN BLANCO,1197.900947174054
FELIPE FRAQUELLI,1198.0219876563847
TIRIL BUE,1200.2176049463012
LEO BARRETO HASCHKE,1204.2401031293532
MAREK ZALESKI,1205.646873045406
JACOB FARREN-PRICE,1206.9781044731446
CARLOS MUNIZ,1207.7641737794104
AGUSTIN VIDAL,1208.9270812929874
PHILIPP GROCHTMANN,1209.2454940259638
VAN DER VALK STIJN,1210.5120512363599
JANSEN LARS,1211.8886379296168
SHINYA SAKURAI,1212.3593712884747
EVANGELOS CHIMONAS,1214.7649427628605
BUHL PHILIPP,1215.0342058194979
SEBASTIAN KEMPE,1215.47461006481
TATIANA DROZDOVSKAYA,1216.2318370959574
HUPE LOUIS,1217.2743886980722
JUAN IGNACIO BIAVA,1217.4130539917742
LUKE CASHMORE,1217.658398927275
GONZALVEZ FONS JORGE,1218.2715276832569
KIRILL EVFIMYEVSKIY,1218.5307788919174
JESPER STALHEIM,1219.6508064533639
WILLIAM SARGENT,1220.5448374390096
TULETT FINLAY,1221.3737832139445
VIGNOLA FILIPPO,1225.4634887876687
OMAR METWALLY,1226.3778011816564
AGUSTIN VIDAL INCATASCIATO,1227.2999993576652
ONUR BILGEN,1228.567872223968
MAURICIO RODRIGUEZ,1228.6369432757228
HAMEETEMAN PAUL,1229.1680054488284
FONT REYERO POL,1229.1731544733016
VON LEVERN LUKAS,1229.5436084418964
LEO BOUCHER,1229.6106864268859
VOETS ERIK,1230.0647621612227
IKUHIRO FUKUDA,1231.023819006671
WANSER TILL,1231.7835465242827
SILVIA ZENNARO,1231.9871446379605
ALFONSO FERNANDEZ,1233.2936523677326
HACKBUSCH EUGEN,1233.6142469504864
PAUL HAMEETEMAN,1234.1725731754316
