,Rating
"ALEXANDRA MALONEY, MOLLY MEECH",1280.9932102427126
"ZOFIA BURSKA, SARA TKADLECOVA",1295.271807805838
"VERONIKA ZIVNA, KATERINA ZIVNA",1309.0965303016176
"HELEN PAIS, HELEN AUSMAN",1340.782494175315
"PARIS HENKEN, ANNA TOBIAS",1344.078536621915
"ALEXANDRA MALONEY, OLIVIA HOBBS",1350.1027584417247
"KATHARINA SCHWACHHOFER, ELENA STOLTZE",1355.9800184650744
"JULIA HENRIKSSON, CAROLINE PETTERSSON",1358.7453434580011
"JOSEFINE NOJGAARD , ESTHER BOJSEN-MOLLER",1370.8731672435129
"COUVERT DEWI, KISTERS JESSICA",1371.0517010912301
"GRISELDA KHNG, OLIVIA CHEN",1371.1797431960338
"VICTORIA TRAVASCIO, SOL BRANZ",1374.492487407242
"ECHEGOYEN DOMINGUEZ, BARCELO MARTIN",1374.595633574694
"ARIANNA GARISTO, VIRGINIA GARISTO",1375.5347447456772
"MANASE ICHIHASHI, RINKO GOTO",1376.3864893056855
"DOBSON CHARLOTTE, TIDEY SASKIA",1377.1827247843398
RAGGIO BERGAMASCHI,1378.8277429309608
"ANDERSEN, EDLAND",1381.5119275717273
"MAELLE FRASCARI, SVEVA CARRARO",1381.8949826193827
"WESTER KLARA, NETZLER REBECCA",1383.3073116827377
"PAULA VAN WIERINGEN MASSANET, CLAUDIA SOBRAL LUSQUINOS",1387.3988424759905
"MAGGIE SHEA, STEPHANIE ROBLE",1387.7896556169808
"GALEN RICHARDSON, AIDAN CHIU",1388.155893078513
"WEGUELIN SOPHIE, AINSWORTH SOPHIE",1389.4257513019982
SVENSSON JONSSON,1390.0971367232967
"ROBLE, SHEA",1391.7629815073676
"SHASHA CHEN, NANA HU",1392.2004873347275
"TER HORST, HIN",1392.2656083260094
"ALEH, MEECH",1393.4938372405065
"HANSEN JENA MAI, SALSKOV-IVERSEN",1395.5383393903917
"ELEANOR KEERS, JESSICA JOBSON",1396.9650398229526
"LAURA HARDING, LAURA THOMSON",1397.1771972317827
"ICHIHASHI, GOTO",1398.1345233222914
"MOLLY MEECH, ALEX MALONEY",1398.1511949751355
"CRYSTAL SUN, OLIVIA HOBBS",1398.5043289626717
"LILY RICHARDSON, MATILDA RICHARDSON",1398.9148489385282
"ELENA CHRISTINE STOFFERS, LEONIE MEYER",1399.745318943585
"DOBSON SASKIA, TIDEY SASKIA",1401.3419697678723
"ANOUK GEURTS, ISAURA MAENHAUT",1401.6256260879081
"BOBECK VILMA, TENGSTROM MALIN",1401.645377657516
"TUDELA BALLON, BARRON VELAOCHAGA",1402.4559968922306
"SOPHIE WEGUELIN, SOPHIE AISWORTH",1403.202497295598
"UTTERSTROM, BERNTSSON",1403.273211250794
"JOSEPHINE P W FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",1403.8846246175294
"CHLOE FISHER, ELEANOR GRIMSHAW",1404.5292787432852
"ALEX MALONEY, MOLLY MEECH",1406.6114967489407
"CHOI, DI SALVO",1407.4110474555582
"LOVADINA MATHILDE, PERNET LEA",1407.7471734920919
"PAULA SCHUTZE, LILLE JONAS",1407.982273640096
"TINA LUTZ, LOTTA WIEMERS",1408.3963634680779
"ELIN SEVEDAG, KLARA JOHANSSON",1408.407253943664
"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",1408.4752419462911
"KIMBERLY MIN LIM, RUI QI CECILIA LOW",1408.581502570735
"SAKI MATSUNAE, ERI HATAYAMA",1409.3719697360325
"KATJA SALSKOV-IVERSEN, JENA HANSEN",1409.5112935396699
"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",1409.52206267809
"ANNA LUSCHAN, EVA-, MARIA SCHIMAK",1410.4204963317156
"ALLISON SURRETTE, MAX FLINN",1410.8466935188046
"GIULIETTA LANG, STERRE VAN WEGEN",1411.1475142399195
