,Rating
SARA SZENTIVANYI,895.2756168514343
REBECCA HELLER,937.7573289619871
MARINA CHEROUVEIM,965.732957927773
ISHWARIYA GANESH,1012.4335773620035
LENA HAVERLAND,1025.5912532315526
ELENA SANDERA,1026.7025054633916
MARSHA SHAHRIN,1028.2122101618243
SZENTIVANYI SARA,1041.5201580046462
NIKOLA  GIRKE,1052.8609509410308
FIANNE VAN DEN BRULE,1057.434098500948
B  LINDSAY,1066.0333670452085
ELIF ERCAN,1069.631591399603
BUSE TUNC,1076.8427811106626
MEGUMI ISEDA (SEGAWA),1079.062648369897
B LINDSAY,1084.5318060075601
MIKI YAMABE,1099.4527020638716
BARBARA WINAU,1099.7954507301708
ATICHA HOMRARUEN,1104.7123507687315
CRISTINA ORTIZ VIVAS,1106.5775131870723
SOFIA HAMALAINEN,1109.2845812876615
NADIA JABLONSKI,1124.038646074779
KATYA IDA COELHO,1124.333830984858
ENRICHETTA BETTINI FLEITAS,1129.8508057406575
SOFIE HAMMEKEN,1130.7204133839023
LILA BONDOIS,1131.2334031944113
YAMABE MIKI,1137.039156071597
GHISLAINE VAN-EMPEL,1150.79155597322
EMILIA KOSTI,1153.9616355634053
CHIARA  FERRETTI,1154.517851412475
POLA WAWRZYNIAK,1159.0544361581437
CECILIA HASLUND ORESKOV,1164.2460439467004
CHIARA FERRETTI,1165.1805195691536
GOMEZ ROA JULIA,1166.1081143641989
ANNA-HELMI HAAVISTO,1176.9521539959685
AYSE-ZEYNEP TURKOGLU,1189.588284933587
MARGARIDA-GIL MORAIS,1189.824683166311
BRUNA MARTINELLI CESARIO DE MELLO,1191.1130935431768
ALEKSANDRA WASIEWICZ,1202.5901335587062
LORENA ABICHT,1204.3779081524706
GELLY SKARLATOU,1205.0864154938104
ANNA WEIS,1205.542438787129
STELLA BILGER,1205.953428160299
SIRI KASKEALA,1209.158812200144
MANON BERGER,1209.5453929785137
MARSHA  BINTE SHAHRIN,1214.371735905538
KEIJU OKADA,1217.5487960864739
VITA HEATHCOTE HEATHCOTE,1226.5204504945916
FIANNE VAN-DEN-BRULE,1227.6805313987409
ELENA BERTA,1235.4449916083215
"MACIEJ SCHMIDT, POLA PANA",1244.3235193857574
JUSTINE LEMETEYER,1249.627699379863
AIKATERINI DIVARI,1252.5596782870907
AMELIE WEHRLE,1253.1571743517275
AMBAR PAPAZIAN,1254.6372386566877
YAN ZHENG,1255.575504634276
BRUNA MARTINELLI,1255.9816361141873
LUISA GANDOLPHO,1261.9471354529796
JUNNA WATANABE,1267.1482088690022
JULIA GOMEZ ROA,1269.815858936948
PAUL PORTHUN,1270.694617911033
INES BOUCHET,1273.8755059066382
SAMANTHA COSTIN,1276.4269224807272
MAX KELLER,1279.4008710861187
HELENA WANSER,1281.06222485371
WATANABE JUNNA,1281.9777895414263
JOANNA CYMERMAN,1288.0671763645487
CRISTINA ORTIZ-VIVAS,1288.5755548143297
TUULI PETAJA-SIREN,1289.756197722165
BRYN MULLER,1296.1992839572654
"BETTINE WRIGLEY, MARTIN HARRIS",1296.6948450809248
FIONA WYLDE,1299.349074892484
MILLIE IRISH,1305.2852164854319
PALMA ?ARGO,1308.0388529534052
SOPHIA MEYER,1309.4947271632113
DANAE PONTIFEX,1310.7864180245906
ASHLEE DAUNT,1313.8396557652766
ADA TAN,1317.0026639116859
KRISTYNA CHALUPNIKOVA,1322.0436922533909
MATISSE PACAUD,1322.3595521282364
JANA SLIVOVA,1324.0341823988717
DEMITA VEGA DE LILLE,1329.044541412882
DILARA URALP,1329.630314628774
CATHARINA SCHAAFF,1330.8463169550143
XIAONI CHEN,1339.1360264027758
EMA SAMARIJA,1339.3013820260242
UMA CHOUHAN,1347.7261978269617
IULIIA KAVALERCHIK,1349.5676134130756
ALEKSANDRA BLINNIKKA,1351.5923105255922
JULIANE ADELSSEN,1356.1222319365634
DEMITA VEGA,1356.7477346818923
FARRAH HALL,1363.11311229568
SOPHIE JACKSON,1364.4909674987016
SOPHIA  MEYER,1371.989145182602
REAMONN THEINER,1372.8339017801281
CAROLA COLASANTO,1374.0663761676144
YUKI SUNAGA,1377.5265451555229
GIOVANNA PRADA,1378.05049272123
