,Rating
"CRAIG KEENAN, GAVIN NINNES",1176.373234667524
"JIAN XIANG, DAOKUN DENG",1185.301158262846
"JONAS WARRER, JAKOB PRECHT JENSEN",1196.5154047650783
"KEVIN FISCHER, JAUVIN YANN",1201.1616345407401
"NARENDRA SINGH, SAKTHIVEL SEKAR",1202.975835401682
"RODOLFO PIRES, GONCALO PIRES",1206.7629669627224
"BRIJRAJ VERMA, PANKAJ KUMAR",1211.7254915868398
"BEN PATERSON, SEAN PATERSON",1220.4186737569519
"SANDIP JAIN, MUNNA PANDIT",1237.6416944335347
"LEWIS ANDERSON, REECE CAULFIELD",1245.7894418813285
"HAENSSLER MAX, HAENSSLER FRED",1248.3706055562102
"ENZO LOBRY, LOUIS RAYNAL",1255.0907614243029
"STUART BITHELL, JOHN PINK",1255.61985090328
"XIN WANG, CHAO XIANG",1263.091100099987
"PAVLOS KAGIALIS, IOANNIS ORFANOS",1265.080077526983
"MUSAB AL HADI, WALEED AL KINDI",1267.1577513062962
"DYLAN JONES, JONATHAN KELLY",1267.713123201488
"JOHN PINK, STUART BITHELL",1270.549537162886
"ANAND THAKUR, VISHAL THAKUR",1271.4778147392617
"NAEL GWENDAL, GAUTIER GUEVEL",1279.8189577190142
"MUSAB AL HADI, YANN ROCHERIEUX",1281.452157464243
"FISCHER KEVIN, JAUVIN YANN, BESSE",1281.6580788178214
"PPIRAZSYEBCYKTIE, KJ,A CLEUKKSSZ",1283.5461673902087
"KJELL HASCHEN, IVEN FROMM",1283.6262953519315
"RUAL LUCAS, AMOROS EMILE, CLUB",1283.8601473922565
"MARTIN WIZNER, JAIME WIZNER",1285.7379923165706
"BARROWS, HENKEN",1286.710124304291
"ALAIN SIGN, DYLAN FLETCHER",1289.142412487092
"ANDRE REGUERO, ANDRE GUARAGNA",1290.8342090203441
"MALTHE EBDRUP, CLEMENT AASHOLM-BRADLEY",1292.4292603426952
"SYLVAN CARL, ANJEMARK MARCUS",1292.8015469101724
"HENRY LLOYD WILLIAMS, WILL ALLOWAY",1294.9902469746983
"JAKOB_x000D_
SSATZZTAS ONAIRUWCLFH,I ,SMJIAGKKODUTAABJN S/ KKS",1295.6081092669026
"WESTBERG HANNES, TBC, ROYAL",1295.875676304979
"ZIHE LI, DIANJI LI",1296.3708838922382
"GUSTAV AASHOLM-BRADLEY, FREDERIK RAGAN MELBYE",1298.0207321578644
"WILL PHILLIPS, SAM PHILLIPS",1298.996356380348
"MATTEO PILATI, FRANCESCO RUBAGOTTI",1299.3607078893833
"RYAN SEATON ,  MATT MCGOVERN",1301.2768916496047
"DE VOS, JANSSEN",1301.384598001804
GARCIA PORTELA FERNANDEZ FUERTES,1301.8626418814767
"NATHAN HOUSBERG, MALCOLM LAMPHERE",1302.1790469054708
"REED LORIMER, CASEY CABOT",1302.4996211692667
"FANTELA, FANTELA",1304.4962199165927
"ZAIDING WEN, TAO ZHANG",1304.5848441529358
"MATEUSZ GWOZDZ, LUKASZ MACHOWSKI",1305.1863811608182
"VALENTIN JELL, PATRICK RUESS",1305.7555964323922
"KIM, BAE",1307.4237471514878
"WERKEN_x000D_
PRRAESCK,H TF RJEEDNERSIKEN,",1307.6315666279725
"STALHEIM JESPER, CHRISTENSSEN HUGO",1307.8361951795755
"JUHO KOTIRANTA, ROBIN BERNER",1308.4620330190505
"FISCHER TIM, GRAF FABIAN",1308.8599182175278
"JUSTUS SCHMIDT ,  MAX BOEHME",1309.1176930218394
"AHMED AL HASANI, ABDULRAHMAN AL MASHARI",1309.4287097200213
"BACON, ROCHFORD",1310.1785019477707
"GANAPATHY KELAPANDA CHENGAPPA, VARUN ASHOK THAKKAR",1313.0459937697844
"PIOTR SZLACHCIC, LUKASZ WLOCH",1313.07383967285
"WARRER JONAS, KDY PRECHT JENSEN",1314.4084781606437
"ALONSO TELLECHEA FEDERICO, ALONSO TELLECHEA ARTURO",1316.8468762371185
"TOM PELSMAEKERS, YANNICK LEFEBVRE",1317.6884681876854
"OSCAR GUNN, LOGAN DUNNING-BECK",1318.1197971136578
"EDVIN GIPPERTH, DENNIS FONSECA KARLSSON",1318.499024001414
"INSUB KIM, KWON JINKYUNG",1318.6242797236157
"ZAIDING WEN, TIAN LIU",1319.7588876149753
"FABIAN SCHREINER, LAURA SCHREINER",1320.2132641245912
"JASPER STEFFENS ,  TOM LENNART BRAUCKMANN",1320.9478912066338
"MATHIAS BERTHET, JEPPE NILSEN",1322.1641297904541
"SHIMAKURA, KAMISONODA",1324.8445208206015
"THOMAS STAPLES, WILLIAM STAPLES",1324.9389375686055
"AKER JOSTEIN, UNDRUM JACOB",1325.6799190414238
"HUGO FEDRIGUCCI ,  VIRGIL AUBRIOT",1326.2469359808842
EDVIN GIPPERTH,1326.3593725125272
"VICTOR SILEN, CHRISTOFFER SILEN",1327.2310351300903
"ROISLAND MORTEN, SKJONBERG STEFFEN",1329.2147184527332
"ERWAN FISCHER, YOUENN BERTIN",1329.3563348745581
"LFLAOMRBIRSI, EVXA, NB ADRET",1330.9056181342364
"FREDERIK MELSON, CARL EMIL BAAD NIELSEN",1331.1833074423773
"OLE KUCK ,  MATS LUDWIG",1331.5367171307428
"PIETZCKER PAUL, VON OPPEN LINUS",1331.6033974803142
"AMAN MOHAN VYAS, SHUBHAM PILLAI",1332.8622026787802
"FREDERIKJUST MELSON, ANDERS BIGUM JOHANSEN",1332.9762819855234
"JAN PERNARCIC, GIOVANNI SANDRINI",1333.651019024153
"FYNN STERRITT, JAMES PETERS",1335.3468854785394
"LUKAS KAMMERER, PAUL EBENBICHLER",1335.7851520014663
"DENIS SHCHEGLOV, PAVEL KARACHOV",1335.828058365406
"CERDAN MING VERNON, TORRADO MARTINEZ ANTONIO",1336.2123259345162
"TOMI OIKKONEN ,  RISTO PESOLA",1336.8174575936887
"BEN CRIPTON, RAFAEL PEDRO",1336.9783800361467
"MAXIMILIAN STINGELE, LUKAS SCHAPER",1337.5042954486698
"ROYLA PHILIPP, KIELER HEINRICH TOM",1337.5152864711713
"FIN ARMSTRONG, EWAN GRIBBIN",1339.1706132387894
"LEHMANN, NICLAS / HABERL, NIKLAS",1339.420156722818
