,Rating
"ALEXANDRA MALONEY, OLIVIA HOBBS",1066.5173598844742
"ZOFIA BURSKA, SARA TKADLECOVA",1080.964263665589
"COUVERT DEWI, KISTERS JESSICA",1097.227875543607
"JOSEFINE NOJGAARD , ESTHER BOJSEN-MOLLER",1097.7393820286445
"MANASE ICHIHASHI, RINKO GOTO",1117.4882498066788
"ECHEGOYEN DOMINGUEZ, BARCELO MARTIN",1117.7990257456188
"DOBSON CHARLOTTE, TIDEY SASKIA",1118.6471605336812
"MAGGIE SHEA, STEPHANIE ROBLE",1123.9650483339667
"VICTORIA TRAVASCIO, SOL BRANZ",1132.900463269097
RAGGIO BERGAMASCHI,1133.0515366294187
"MAELLE FRASCARI, SVEVA CARRARO",1136.9311678883205
"ALEXANDRA MALONEY, MOLLY MEECH",1137.3945628597196
"ANDERSEN, EDLAND",1137.9782331833217
"WESTER KLARA, NETZLER REBECCA",1139.6621263628344
"KATHARINA SCHWACHHOFER, ELENA STOLTZE",1146.7274179063327
"JULIA HENRIKSSON, CAROLINE PETTERSSON",1147.272544098201
"PAULA VAN WIERINGEN MASSANET, CLAUDIA SOBRAL LUSQUINOS",1156.0826227084628
"GALEN RICHARDSON, AIDAN CHIU",1156.6679705175231
"JULIA GROSS, CECILIA JONSSON",1156.9251705104798
"WEGUELIN SOPHIE, AINSWORTH SOPHIE",1160.2946586102698
"SOPHIE WEGUELIN, SOPHIE AISWORTH",1165.5144377818656
SVENSSON JONSSON,1169.4812659445865
"ROBLE, SHEA",1170.2948145123867
"TER HORST, HIN",1171.6077298213133
"ALEH, MEECH",1171.815492855453
"MOLLY MEECH, ALEX MALONEY",1174.4319027678223
"SHASHA CHEN, NANA HU",1174.9227143011806
"ANOUK GEURTS, ISAURA MAENHAUT",1174.9414901778132
"ELENA CHRISTINE STOFFERS, LEONIE MEYER",1175.0044884124952
"HELEN PAIS, HELEN AUSMAN",1175.020844560449
"LILY RICHARDSON, MATILDA RICHARDSON",1175.1472652391574
"HANSEN JENA MAI, SALSKOV-IVERSEN",1180.5672551647206
"ICHIHASHI, GOTO",1187.5252699242703
"GRISELDA KHNG, OLIVIA CHEN",1191.0699507166125
"PAULA SCHUTZE, LILLE JONAS",1197.748341508872
"ALEX MALONEY, MOLLY MEECH",1198.293972223823
"TUDELA BALLON, BARRON VELAOCHAGA",1199.8170560491428
"BOBECK VILMA, TENGSTROM MALIN",1200.5027626326764
"DOBSON SASKIA, TIDEY SASKIA",1204.4751482205
"CECILIA CARRANZA SAROLI, MARIA SOL BRANZ",1205.4124007379871
"TINA LUTZ, LOTTA WIEMERS",1206.3825415884528
"KAMILLE VILSTRUP, EMMELIE REED RASMUSSEN",1207.0534665079015
"ANASTASIA SHCHEGLOVA, LIUDMILA DMITRIEVA",1207.9880422677618
"GIULIETTA LANG, STERRE VAN WEGEN",1208.6758776655818
"UTTERSTROM, BERNTSSON",1209.505585448255
"JOSEPHINE P W FREDERIKSEN, LAURA STEENSTRUP ZEEBERG",1211.9376803508637
"MENGYUAN SHAN, XIAOYU HU",1212.4319288672427
"KIMBERLY MIN LIM, RUI QI CECILIA LOW",1213.1522331381302
"MARIE ROENNINGEN, HELENE NAESS",1215.0233931226858
"CHLOE FISHER, ELEANOR GRIMSHAW",1217.8415805715879
"KELLY COLE, RACHEL ELLIE GLENN",1218.4163953298755
"CHOI, DI SALVO",1218.6989391667507
"LOVADINA MATHILDE, PERNET LEA",1220.124150671011
"ANNEMIEK BEKKERING, ANNETTE DUETZ",1222.6072451258249
"ODILE VAN AANHOLT, MARIEKE JONGENS",1222.9012258723537
"ARIANNA GARISTO, VIRGINIA GARISTO",1223.2272136251627
"COURTNEY REYNOLD, S-SMITH, BRIANNA REYNOLDS-SMITH",1229.6902208516847
"SAKI MATSUNAE, ERI HATAYAMA",1230.0734343553884
"ALLISON SURRETTE, MAX FLINN",1233.4934339223098
"RUFINA TAN, CONNIE RIVERRA TSEN",1236.6096640702217
"SEBESI LILI, DUBOIS LILI",1238.2151509304933
"PAYNE VICTORIA, MASTERMAN ALICE",1239.4543252351705
"BRICE YRIEIX, ALBANE DUBOIS",1240.7408937690016
"MONIQUE VENNI, S-OZANNE, HANNAH MORRIS",1240.878527009829
"LISA ORN, HANNA KLINGA",1243.362970465661
"LUCIA TAMANI, BIANCA TAMANI",1244.8546892969528
"SAKI MATSUNAE, YURI SAITO",1245.7223797025838
"EMILIE BOUCHET, JULIA CARDOSO OLLIVIER",1246.330799925732
"EKTA YADAV, SHAILA CHARLES",1249.040190486722
"BAR AM, TAMIR",1249.9175675496954
"CECILIA JONSSON, JULIA GROSS",1251.1465209419844
"RAGNA AGERUP, MAIA AGERUP",1251.4268326153137
"HANNAH MAURER, LINN BERNTSSON",1251.984912687639
"KATE MACGREGOR, KIRSTIE URWIN",1253.0925499079272
"ELEANOR KEERS, JESSICA JOBSON",1256.428992357088
"ANASTASIIA MOGILNAIA, IANA STOKOLESOVA",1256.943372550659
HERNANDEZ GARCIA ALONSO,1258.51597978098
"MC ILWAINE, CUNNANE",1259.005288426987
"DIANA TUDELA, MARIA PIA VAN OORDT",1259.4618616283944
"YURI SAITO, SAKI MATSUNAE",1259.7866214340836
"MINA FERGUSON, MADDY , MCLEAY",1263.012984912844
"LAURA HARDING, LAURA THOMSON",1264.2561243758396
"NEUS BALLESTER, CARLOTA GARCIA",1265.71181724837
"VARSHA GAUTHAM, AISHWARYA CHEZHIYAN",1267.8266636723647
"JASMIN GALBRAITH, CHLOE FISHER",1268.9386800771895
"MARTINA CASTAGNA, LUCIA MIANI",1269.3889595595635
"WESTER KLARA, NETZLER KLARA",1270.8811527760956
"KAMONCHANOK KLAHAN, NICHAPA WAIWAI",1273.0757440136576
"CRYSTAL SUN, OLIVIA HOBBS",1276.2988262414156
"NAESS HELENE, RONNINGEN MARIE",1277.3314820486303
"FRANCESCA CLAPCICH, GIULIA CONTI",1277.361079920896
