Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,,,Ilca 7,2,G,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,2,G,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,7,G,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,2,G,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,(14),G,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,1,O,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,1,O,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,3,O,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,2,O,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,10,O,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,14,Medal Race,1,,58,44,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,(25),G,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,1,G,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,2,G,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,12,G,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,9,G,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,10,O,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,5,O,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,10,O,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,7,O,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,14,O,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,2,Medal Race,2,,97,72,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,1,G,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,2,G,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,(34),G,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,4,G,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,4,G,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,12,O,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,17,O,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,2,O,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,23,O,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,4,O,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,4,Medal Race,3,,107,73,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,8,G,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,2,G,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,10,G,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,3,G,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,3,G,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,7,O,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,26,O,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,1,O,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,(32),O,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,1,O,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,12,Medal Race,4,,105,73,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,3,G,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,5,G,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,2,G,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,3,G,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,6,G,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,9,O,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,BFD(63),O,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,8,O,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,15,O,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,7,O,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,16,Medal Race,5,,137,74,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,BFD(63),G,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,3,G,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,7,G,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,9,G,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,5,G,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,4,O,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,6,O,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,14,O,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,1,O,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,22,O,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,10,Medal Race,6,,144,81,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,4,G,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,1,G,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,BFD(63),G,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,3
,,,,Ilca 7,4,G,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,4
,,,,Ilca 7,13,G,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,5
,,,,Ilca 7,3,O,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,6
,,,,Ilca 7,11,O,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,7
,,,,Ilca 7,7,O,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,8
,,,,Ilca 7,27,O,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,9
,,,,Ilca 7,6,O,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,10
,,,,Ilca 7,6,Medal Race,7,,145,82,Trofeo S.A.R Princesa Sofia 2023,11
,,,,Ilca 7,5,G,8,,143,105,Trofeo S.A.R Princesa Sofia 2023,1
,,,,Ilca 7,1,G,8,,143,105,Trofeo S.A.R Princesa Sofia 2023,2
,,,,Ilca 7,(38),G,8,,143,105,Trofeo S.A.R Princesa Sofia 2023,3
