Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,Sebastian KOERDEL ,,IQFOIL Masc.,(15),G,1,,84,16,World Championship 2022,1
,,Sebastian KOERDEL ,,IQFOIL Masc.,5,G,1,,84,16,World Championship 2022,2
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,G,1,,84,16,World Championship 2022,3
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,G,1,,84,16,World Championship 2022,4
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,5
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,6
,,Sebastian KOERDEL ,,IQFOIL Masc.,2,O,1,,84,16,World Championship 2022,7
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,8
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,9
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,10
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,11
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,O,1,,84,16,World Championship 2022,12
,,Sebastian KOERDEL ,,IQFOIL Masc.,(35),O,1,,84,16,World Championship 2022,13
,,Sebastian KOERDEL ,,IQFOIL Masc.,(18),O,1,,84,16,World Championship 2022,14
,,Sebastian KOERDEL ,,IQFOIL Masc.,1,Medal Race,1,,84,16,World Championship 2022,15
,,Luuc OPZEELAND ,,IQFOIL Masc.,(29),G,2,,137,47,World Championship 2022,1
,,Luuc OPZEELAND ,,IQFOIL Masc.,1,G,2,,137,47,World Championship 2022,2
,,Luuc OPZEELAND ,,IQFOIL Masc.,5,G,2,,137,47,World Championship 2022,3
,,Luuc OPZEELAND ,,IQFOIL Masc.,3,G,2,,137,47,World Championship 2022,4
,,Luuc OPZEELAND ,,IQFOIL Masc.,(25),O,2,,137,47,World Championship 2022,5
,,Luuc OPZEELAND ,,IQFOIL Masc.,5,O,2,,137,47,World Championship 2022,6
,,Luuc OPZEELAND ,,IQFOIL Masc.,1,O,2,,137,47,World Championship 2022,7
,,Luuc OPZEELAND ,,IQFOIL Masc.,(36),O,2,,137,47,World Championship 2022,8
,,Luuc OPZEELAND ,,IQFOIL Masc.,3,O,2,,137,47,World Championship 2022,9
,,Luuc OPZEELAND ,,IQFOIL Masc.,3,O,2,,137,47,World Championship 2022,10
,,Luuc OPZEELAND ,,IQFOIL Masc.,1,O,2,,137,47,World Championship 2022,11
,,Luuc OPZEELAND ,,IQFOIL Masc.,17,O,2,,137,47,World Championship 2022,12
,,Luuc OPZEELAND ,,IQFOIL Masc.,5,O,2,,137,47,World Championship 2022,13
,,Luuc OPZEELAND ,,IQFOIL Masc.,3,O,2,,137,47,World Championship 2022,14
,,Luuc OPZEELAND ,,IQFOIL Masc.,2,Medal Race,2,,137,47,World Championship 2022,15
,,Huig Jan TAK ,,IQFOIL Masc.,(17),G,3,,129,49,World Championship 2022,1
,,Huig Jan TAK ,,IQFOIL Masc.,1,G,3,,129,49,World Championship 2022,2
,,Huig Jan TAK ,,IQFOIL Masc.,1,G,3,,129,49,World Championship 2022,3
,,Huig Jan TAK ,,IQFOIL Masc.,3,G,3,,129,49,World Championship 2022,4
,,Huig Jan TAK ,,IQFOIL Masc.,(36),O,3,,129,49,World Championship 2022,5
,,Huig Jan TAK ,,IQFOIL Masc.,(27),O,3,,129,49,World Championship 2022,6
,,Huig Jan TAK ,,IQFOIL Masc.,3,O,3,,129,49,World Championship 2022,7
,,Huig Jan TAK ,,IQFOIL Masc.,2,O,3,,129,49,World Championship 2022,8
,,Huig Jan TAK ,,IQFOIL Masc.,11,O,3,,129,49,World Championship 2022,9
,,Huig Jan TAK ,,IQFOIL Masc.,5,O,3,,129,49,World Championship 2022,10
,,Huig Jan TAK ,,IQFOIL Masc.,3,O,3,,129,49,World Championship 2022,11
,,Huig Jan TAK ,,IQFOIL Masc.,17,O,3,,129,49,World Championship 2022,12
,,Huig Jan TAK ,,IQFOIL Masc.,1,O,3,,129,49,World Championship 2022,13
,,Huig Jan TAK ,,IQFOIL Masc.,2,O,3,,129,49,World Championship 2022,14
,,Huig Jan TAK ,,IQFOIL Masc.,3,Medal Race,3,,129,49,World Championship 2022,15
,,Tom REUVENY ,,IQFOIL Masc.,3,G,4,,153,82,World Championship 2022,1
,,Tom REUVENY ,,IQFOIL Masc.,(9),G,4,,153,82,World Championship 2022,2
,,Tom REUVENY ,,IQFOIL Masc.,3,G,4,,153,82,World Championship 2022,3
,,Tom REUVENY ,,IQFOIL Masc.,1,G,4,,153,82,World Championship 2022,4
,,Tom REUVENY ,,IQFOIL Masc.,9,O,4,,153,82,World Championship 2022,5
,,Tom REUVENY ,,IQFOIL Masc.,7,O,4,,153,82,World Championship 2022,6
