Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,,,Ilca 7,3,G,1,,60,23,World Championship 2021,1
,,,,Ilca 7,4,G,1,,60,23,World Championship 2021,2
,,,,Ilca 7,7,G,1,,60,23,World Championship 2021,3
,,,,Ilca 7,2,G,1,,60,23,World Championship 2021,4
,,,,Ilca 7,(37),G,1,,60,23,World Championship 2021,5
,,,,Ilca 7,1,O,1,,60,23,World Championship 2021,6
,,,,Ilca 7,4,O,1,,60,23,World Championship 2021,7
,,,,Ilca 7,2,O,1,,60,23,World Championship 2021,8
,,,,Ilca 7,3,G,2,,53,37,World Championship 2021,1
,,,,Ilca 7,6,G,2,,53,37,World Championship 2021,2
,,,,Ilca 7,8,G,2,,53,37,World Championship 2021,3
,,,,Ilca 7,10,G,2,,53,37,World Championship 2021,4
,,,,Ilca 7,(16),G,2,,53,37,World Championship 2021,5
,,,,Ilca 7,7,O,2,,53,37,World Championship 2021,6
,,,,Ilca 7,2,O,2,,53,37,World Championship 2021,7
,,,,Ilca 7,1,O,2,,53,37,World Championship 2021,8
,,,,Ilca 7,11,G,3,,100,65,World Championship 2021,1
,,,,Ilca 7,3,G,3,,100,65,World Championship 2021,2
,,,,Ilca 7,6,G,3,,100,65,World Championship 2021,3
,,,,Ilca 7,2,G,3,,100,65,World Championship 2021,4
,,,,Ilca 7,11,G,3,,100,65,World Championship 2021,5
,,,,Ilca 7,8,O,3,,100,65,World Championship 2021,6
,,,,Ilca 7,24,O,3,,100,65,World Championship 2021,7
,,,,Ilca 7,(35),O,3,,100,65,World Championship 2021,8
,,,,Ilca 7,7,G,4,,113,67,World Championship 2021,1
,,,,Ilca 7,13,G,4,,113,67,World Championship 2021,2
,,,,Ilca 7,3,G,4,,113,67,World Championship 2021,3
,,,,Ilca 7,3,G,4,,113,67,World Championship 2021,4
,,,,Ilca 7,2,G,4,,113,67,World Championship 2021,5
,,,,Ilca 7,38,O,4,,113,67,World Championship 2021,6
,,,,Ilca 7,1,O,4,,113,67,World Championship 2021,7
,,,,Ilca 7,(46),O,4,,113,67,World Championship 2021,8
,,,,Ilca 7,17,G,5,,113,75,World Championship 2021,1
,,,,Ilca 7,4,G,5,,113,75,World Championship 2021,2
,,,,Ilca 7,1,G,5,,113,75,World Championship 2021,3
,,,,Ilca 7,15,G,5,,113,75,World Championship 2021,4
,,,,Ilca 7,25,G,5,,113,75,World Championship 2021,5
,,,,Ilca 7,2,O,5,,113,75,World Championship 2021,6
,,,,Ilca 7,(38),O,5,,113,75,World Championship 2021,7
,,,,Ilca 7,11,O,5,,113,75,World Championship 2021,8
,,,,Ilca 7,(36),G,6,,114,78,World Championship 2021,1
,,,,Ilca 7,7,G,6,,114,78,World Championship 2021,2
,,,,Ilca 7,5,G,6,,114,78,World Championship 2021,3
,,,,Ilca 7,16,G,6,,114,78,World Championship 2021,4
,,,,Ilca 7,17,G,6,,114,78,World Championship 2021,5
,,,,Ilca 7,16,O,6,,114,78,World Championship 2021,6
,,,,Ilca 7,5,O,6,,114,78,World Championship 2021,7
,,,,Ilca 7,12,O,6,,114,78,World Championship 2021,8
,,,,Ilca 7,10,G,7,,102,79,World Championship 2021,1
,,,,Ilca 7,5,G,7,,102,79,World Championship 2021,2
,,,,Ilca 7,9,G,7,,102,79,World Championship 2021,3
,,,,Ilca 7,11,G,7,,102,79,World Championship 2021,4
,,,,Ilca 7,(23),G,7,,102,79,World Championship 2021,5
,,,,Ilca 7,22,O,7,,102,79,World Championship 2021,6
,,,,Ilca 7,16,O,7,,102,79,World Championship 2021,7
,,,,Ilca 7,6,O,7,,102,79,World Championship 2021,8
,,,,Ilca 7,5,G,8,,149,83,World Championship 2021,1
,,,,Ilca 7,10,G,8,,149,83,World Championship 2021,2
,,,,Ilca 7,33,G,8,,149,83,World Championship 2021,3
,,,,Ilca 7,20,G,8,,149,83,World Championship 2021,4
,,,,Ilca 7,8,G,8,,149,83,World Championship 2021,5
,,,,Ilca 7,(66),O,8,,149,83,World Championship 2021,6
,,,,Ilca 7,3,O,8,,149,83,World Championship 2021,7
,,,,Ilca 7,4,O,8,,149,83,World Championship 2021,8
,,,,Ilca 7,20,G,9,,112,89,World Championship 2021,1
,,,,Ilca 7,14,G,9,,112,89,World Championship 2021,2
,,,,Ilca 7,1,G,9,,112,89,World Championship 2021,3
,,,,Ilca 7,14,G,9,,112,89,World Championship 2021,4
,,,,Ilca 7,11,G,9,,112,89,World Championship 2021,5
,,,,Ilca 7,10,O,9,,112,89,World Championship 2021,6
,,,,Ilca 7,19,O,9,,112,89,World Championship 2021,7
,,,,Ilca 7,(23),O,9,,112,89,World Championship 2021,8
,,,,Ilca 7,1,G,10,,120,90,World Championship 2021,1
,,,,Ilca 7,11,G,10,,120,90,World Championship 2021,2
,,,,Ilca 7,17,G,10,,120,90,World Championship 2021,3
,,,,Ilca 7,(30),G,10,,120,90,World Championship 2021,4
,,,,Ilca 7,24,G,10,,120,90,World Championship 2021,5
,,,,Ilca 7,5,O,10,,120,90,World Championship 2021,6
,,,,Ilca 7,23,O,10,,120,90,World Championship 2021,7
