Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
BROWN Alastair,6,Ilca 7,33.0,B,28,,345.0,240.0,European Championship 2023 - Bronze Fleet,Q2
LIBRI Edoardo,6,Ilca 7,(54.0),B,29,,360.0,243.0,European Championship 2023 - Bronze Fleet,Q2
KOWALSKI Caspar,6,Ilca 7,42.0,B,30,,359.0,246.0,European Championship 2023 - Bronze Fleet,Q2
MOHRING Christoph,6,Ilca 7,49.0,B,31,,350.0,247.0,European Championship 2023 - Bronze Fleet,Q2
FRACASSI Alessandro,6,Ilca 7,33.0,B,32,,348.0,251.0,European Championship 2023 - Bronze Fleet,Q2
BEKS Stijn,6,Ilca 7,37.0,B,33,,370.0,256.0,European Championship 2023 - Bronze Fleet,Q2
VAN ROOMEN Timo,6,Ilca 7,(52.0),B,34,,363.0,258.0,European Championship 2023 - Bronze Fleet,Q2
DEN TEX Cornelis,6,Ilca 7,44.0,B,35,,384.0,262.0,European Championship 2023 - Bronze Fleet,Q2
VERON Paul,6,Ilca 7,(63.0 DNC),B,36,,402.0,276.0,European Championship 2023 - Bronze Fleet,Q2
DE PAULI Giovanni,6,Ilca 7,48.0,B,37,,381.0,278.0,European Championship 2023 - Bronze Fleet,Q2
SECHI Claudio,6,Ilca 7,53.0,B,38,,435.0,318.0,European Championship 2023 - Bronze Fleet,Q2
ROSZYK Hubert,6,Ilca 7,(47.0),B,39,,432.0,322.0,European Championship 2023 - Bronze Fleet,Q2
VASZI Mikulas,6,Ilca 7,51.0,B,40,,441.0,329.0,European Championship 2023 - Bronze Fleet,Q2
KRONEGGER Paul,6,Ilca 7,(59.0),B,41,,449.0,330.0,European Championship 2023 - Bronze Fleet,Q2
KOOSER Bo Aaron,6,Ilca 7,51.0,B,42,,450.0,334.0,European Championship 2023 - Bronze Fleet,Q2
MARINI Marco,6,Ilca 7,(58.0),B,43,,444.0,334.0,European Championship 2023 - Bronze Fleet,Q2
MIGLIACCIO Lorenzo,6,Ilca 7,55.0,B,44,,463.0,350.0,European Championship 2023 - Bronze Fleet,Q2
GARCIA Pedro,6,Ilca 7,52.0,B,45,,478.0,361.0,European Championship 2023 - Bronze Fleet,Q2
ARTIUKH Nazar,6,Ilca 7,(54.0),B,46,,492.0,375.0,European Championship 2023 - Bronze Fleet,Q2
CASALINS DONOSO Javier,6,Ilca 7,(60.0),B,47,,504.0,381.0,European Championship 2023 - Bronze Fleet,Q2
BLAKE Jamie,6,Ilca 7,(60.0),B,48,,498.0,381.0,European Championship 2023 - Bronze Fleet,Q2
LIPCHENKO Andrii,6,Ilca 7,49.0,B,49,,503.0,381.0,European Championship 2023 - Bronze Fleet,Q2
CASTELLI Alessandro,6,Ilca 7,61.0,B,50,,508.0,382.0,European Championship 2023 - Bronze Fleet,Q2
ARVEDI Ferruccio,6,Ilca 7,(59.0),B,51,,514.0,395.0,European Championship 2023 - Bronze Fleet,Q2
HIMMEL Jiri,6,Ilca 7,54.0,B,52,,524.0,404.0,European Championship 2023 - Bronze Fleet,Q2
EASTMAN PEREZ John Eric,6,Ilca 7,58.0,B,53,,536.0,410.0,European Championship 2023 - Bronze Fleet,Q2
HEINISCH Amir,6,Ilca 7,(60.0),B,54,,540.0,417.0,European Championship 2023 - Bronze Fleet,Q2
