Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
BOITE Alexandre,6,Ilca 7,26.0,P,1,,160.0,91.0,European Championship 2023 - Silver Fleet,Q1
HOFFMANN Julian,6,Ilca 7,28.0,P,2,,173.0,107.0,European Championship 2023 - Silver Fleet,Q1
UUSITALO Valtteri,6,Ilca 7,(27.0),P,3,,181.0,124.0,European Championship 2023 - Silver Fleet,Q1
RUITENBERG Luke,6,Ilca 7,(33.0),P,4,,215.0,133.0,European Championship 2023 - Silver Fleet,Q1
PAPADIMITRIOU Dimitris,6,Ilca 7,39.0,P,5,,230.0,136.0,European Championship 2023 - Silver Fleet,Q1
HAMEETEMAN Paul,6,Ilca 7,(30.0),P,6,,232.0,139.0,European Championship 2023 - Silver Fleet,Q1
VERHULST Gauthier,6,Ilca 7,(42.0),P,7,,240.0,147.0,European Championship 2023 - Silver Fleet,Q1
KARIM Fillah,6,Ilca 7,23.0,P,8,,247.0,149.0,European Championship 2023 - Silver Fleet,Q1
WALKENBACH Philip,6,Ilca 7,19.0,P,9,,219.0,153.0,European Championship 2023 - Silver Fleet,Q1
PAJARSKAS Martis,6,Ilca 7,(63.0 ufd),P,10,,284.0,164.0,European Championship 2023 - Silver Fleet,Q1
TEPLY Ondrej,6,Ilca 7,3.0,P,11,,296.0,170.0,European Championship 2023 - Silver Fleet,Q1
PEYRE Theo,6,Ilca 7,19.0,P,12,,257.0,176.0,European Championship 2023 - Silver Fleet,Q1
SEGAWA Kazumasa,6,Ilca 7,(40.0),P,13,,260.0,178.0,European Championship 2023 - Silver Fleet,Q1
TAPPER Aleksi,6,Ilca 7,39.0,P,14,,279.0,195.0,European Championship 2023 - Silver Fleet,Q1
KOWALSKI Alexandre,6,Ilca 7,36.0,P,15,,290.0,196.0,European Championship 2023 - Silver Fleet,Q1
MIDDELTHON Theodor,6,Ilca 7,29.0,P,16,,278.0,196.0,European Championship 2023 - Silver Fleet,Q1
RINALDI Roberto,6,Ilca 7,(55.0),P,17,,305.0,197.0,European Championship 2023 - Silver Fleet,Q1
SUZUKI Yoshihiro,6,Ilca 7,11.0,P,18,,261.0,200.0,European Championship 2023 - Silver Fleet,Q1
BENHAROCH Maor,6,Ilca 7,(34.0),P,19,,298.0,201.0,European Championship 2023 - Silver Fleet,Q1
RAMMO Karl-martin,6,Ilca 7,8.0,P,20,,295.0,206.0,European Championship 2023 - Silver Fleet,Q1
SORLIE Christoffer,6,Ilca 7,12.0,P,21,,314.0,207.0,European Championship 2023 - Silver Fleet,Q1
PAULON Matteo,6,Ilca 7,18.0,P,22,,308.0,210.0,European Championship 2023 - Silver Fleet,Q1
BERTACCHI Matteo,6,Ilca 7,5.0,P,23,,298.0,215.0,European Championship 2023 - Silver Fleet,Q1
