Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
BOUWMEESTER Marit,6,Ilca 6,2.0 RDG,O,1,,92.0,32.0,European Championship 2023 - Gold Fleet,Q1
KARACHALIOU Vasileia,6,Ilca 6,2.0,O,2,,93.0,50.0,European Championship 2023 - Gold Fleet,Q1
ERDI Maria,6,Ilca 6,5.0,O,3,,87.0,50.0,European Championship 2023 - Gold Fleet,Q1
JONKER Maxime,6,Ilca 6,4.0,O,4,,90.0,57.0,European Championship 2023 - Gold Fleet,Q1
RINDOM Anne-marie,6,Ilca 6,4.0,O,5,,123.0,71.0,European Championship 2023 - Gold Fleet,Q1
BARWINSKA Agata,6,Ilca 6,1.0,O,6,,113.0,73.0,European Championship 2023 - Gold Fleet,Q1
STRANSKY Mara,6,Ilca 6,6.0,O,7,,126.0,74.0,European Championship 2023 - Gold Fleet,Q1
BENINI FLORIANI Chiara,6,Ilca 6,3.0 RDG,O,8,,131.0,76.0,European Championship 2023 - Gold Fleet,Q1
PLASSCHAERT Emma,6,Ilca 6,2.0,O,9,,106.0,78.0,European Championship 2023 - Gold Fleet,Q1
MICHON Pernelle,6,Ilca 6,5.0,O,10,,158.0,85.0,European Championship 2023 - Gold Fleet,Q1
THOMSON Zoe,6,Ilca 6,7.0,O,11,,124.0,85.0,European Championship 2023 - Gold Fleet,Q1
OLSSON Josefin,6,Ilca 6,11.0,O,12,,148.0,86.0,European Championship 2023 - Gold Fleet,Q1
AKKERMAN Mirthe,6,Ilca 6,3.0,O,13,,140.0,94.0,European Championship 2023 - Gold Fleet,Q1
MIKKOLA Monika,6,Ilca 6,8.0 RDG,O,14,,154.0,103.0,European Championship 2023 - Gold Fleet,Q1
CERVERA Louise,6,Ilca 6,(25.0),O,15,,159.0,105.0,European Championship 2023 - Gold Fleet,Q1
MCMAHON Eve,6,Ilca 6,12.0,O,16,,168.0,105.0,European Championship 2023 - Gold Fleet,Q1
AINSWORTH Elyse,6,Ilca 6,6.0,O,17,,169.0,105.0,European Championship 2023 - Gold Fleet,Q1
MUNCH Anna,6,Ilca 6,7.0,O,18,,151.0,106.0,European Championship 2023 - Gold Fleet,Q1
