Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
Bart LAMBRIEXFloris van de WERKEN,11,49er,3.0,G,1,,118.0,92.0,World Championship 2021,Q1
Tim FISCHERFabian GRAF,11,49er,1.0,G,2,,110.0,94.0,World Championship 2021,Q1
Frederik RASKJakob PRECHT JENSEN,11,49er,4.0,G,3,,135.0,112.0,World Championship 2021,Q1
Ian BARROWSHans HENKEN,11,49er,9.0,G,4,,135.0,113.0,World Championship 2021,Q1
Dominik BUKSAKSzymon WIERZBICKI,11,49er,10.0,G,5,,134.0,118.0,World Championship 2021,Q1
Andrew MOLLERUSIan MACDIARMID,11,49er,15.0,G,6,,145.0,121.0,World Championship 2021,Q1
Łukasz PRZYBYTEKPaweł KOŁODZIŃSKI,11,49er,8.0,G,7,,151.0,125.0,World Championship 2021,Q1
Robert DICKSONSean WADDILOVE,11,49er,14.0,G,8,,147.0,125.0,World Championship 2021,Q1
Mikołaj STANIULJakub SZTORCH,11,49er,2.0,G,9,,163.0,140.0,World Championship 2021,Q1
Benjamin BILDSTEINDavid HUSSL,11,49er,7.0,G,10,,160.0,142.0,World Championship 2021,Q1
Jakob MEGGENDORFERAndreas SPRANGER,11,49er,11.0,G,11,,142.0,123.0,World Championship 2021,Q1
Kévin FISCHER GUILLOUNoé DELPECH,11,49er,3.0,G,12,,148.0,125.0,World Championship 2021,Q1
Otto HENRYMiles DAVEY,11,49er,4.0,G,13,,147.0,125.0,World Championship 2021,Q1
Hernan UMPIERREFernando DIZ,11,49er,7.0,G,14,,172.0,149.0,World Championship 2021,Q1
Keanu PRETTNERJakob FLACHBERGER,11,49er,13.0,G,15,,179.0,153.0,World Championship 2021,Q1
Simone FERRARESELeonardo CHISTÈ,11,49er,9.0,G,16,,177.0,156.0,World Championship 2021,Q1
Erwan FISCHERClément PEQUIN,11,49er,15.0,G,17,,184.0,160.0,World Championship 2021,Q1
Ville KORHONENEdvard BREMER,11,49er,16.0,G,18,,183.0,161.0,World Championship 2021,Q1
Jack HAWKINSChris TOMAS,11,49er,2.0,G,19,,193.0,167.0,World Championship 2021,Q1
Séafra GUILFOYLEJohnny DURCAN,11,49er,1.0,G,20,,192.0,172.0,World Championship 2021,Q1
Ganapathy KELAPANDAVarun THAKKAR,11,49er,11.0,G,21,,197.0,173.0,World Championship 2021,Q1
James PETERSFynn STERRITT,11,49er,6.0,G,22,,200.0,174.0,World Championship 2021,Q1
Akira SAKAIRussell AYLSWORTH,11,49er,5.0,G,23,,205.0,179.0,World Championship 2021,Q1
Max STINGELELinov SCHEEL,11,49er,5.0,G,24,,214.0,190.0,World Championship 2021,Q1
Musab AL HADIN/A,11,49er,12.0,G,25,,241.0,216.0,World Championship 2021,Q1
Maxime BACHELINArno de PLANTA,11,49er,6.0,G,26,,116.0,97.0,World Championship 2021,Q1
Ryan WOODAndrew WOOD,11,49er,8.0,G,27,,142.0,123.0,World Championship 2021,Q1
Mathias BERTHETNikolaj HOFFMANN BUHL,11,49er,13.0,G,28,,139.0,124.0,World Championship 2021,Q1
Ander BELAUSTEGUIGOITIADanel BELAUSTEGUIGOITIA,11,49er,(18.0),G,29,,152.0,134.0,World Championship 2021,Q1
Kyoungduk KIMSangwoo BAE,11,49er,10.0,G,30,,155.0,136.0,World Championship 2021,Q1
Prince NOBLEManu FRANCIS,11,49er,12.0,G,31,,169.0,151.0,World Championship 2021,Q1
Théo REVILTimothee DEPERY,11,49er,(18.0),G,32,,169.0,151.0,World Championship 2021,Q1
Ahmed AL HASANIAbdul Rahman AL MAASHRI,11,49er,16.0,G,33,,174.0,155.0,World Championship 2021,Q1
Dong Gyu LEEWonjae LEE,11,49er,17.0,G,34,,190.0,172.0,World Championship 2021,Q1
Anand THAKURSatyam RANGAD,11,49er,17.0,G,35,,193.0,174.0,World Championship 2021,Q1
Daniel NYBORGSebastian WRIGHT OLSEN,11,49er,14.0,G,36,,194.0,178.0,World Championship 2021,Q1
Bart LAMBRIEXFloris van de WERKEN,11,49er,14.0,G,1,,118.0,92.0,World Championship 2021,Q2
Tim FISCHERFabian GRAF,11,49er,5.0,G,2,,110.0,94.0,World Championship 2021,Q2
Frederik RASKJakob PRECHT JENSEN,11,49er,12.0,G,3,,135.0,112.0,World Championship 2021,Q2
Ian BARROWSHans HENKEN,11,49er,3.0,G,4,,135.0,113.0,World Championship 2021,Q2
Dominik BUKSAKSzymon WIERZBICKI,11,49er,2.0,G,5,,134.0,118.0,World Championship 2021,Q2
Andrew MOLLERUSIan MACDIARMID,11,49er,8.0,G,6,,145.0,121.0,World Championship 2021,Q2
Łukasz PRZYBYTEKPaweł KOŁODZIŃSKI,11,49er,2.0,G,7,,151.0,125.0,World Championship 2021,Q2
Robert DICKSONSean WADDILOVE,11,49er,10.0,G,8,,147.0,125.0,World Championship 2021,Q2
Mikołaj STANIULJakub SZTORCH,11,49er,8.0,G,9,,163.0,140.0,World Championship 2021,Q2
Benjamin BILDSTEINDavid HUSSL,11,49er,10.0,G,10,,160.0,142.0,World Championship 2021,Q2
Jakob MEGGENDORFERAndreas SPRANGER,11,49er,4.0,G,11,,142.0,123.0,World Championship 2021,Q2
Kévin FISCHER GUILLOUNoé DELPECH,11,49er,4.0,G,12,,148.0,125.0,World Championship 2021,Q2
Otto HENRYMiles DAVEY,11,49er,1.0,G,13,,147.0,125.0,World Championship 2021,Q2
Hernan UMPIERREFernando DIZ,11,49er,1.0,G,14,,172.0,149.0,World Championship 2021,Q2
Keanu PRETTNERJakob FLACHBERGER,11,49er,11.0,G,15,,179.0,153.0,World Championship 2021,Q2
Simone FERRARESELeonardo CHISTÈ,11,49er,17.0,G,16,,177.0,156.0,World Championship 2021,Q2
Erwan FISCHERClément PEQUIN,11,49er,15.0,G,17,,184.0,160.0,World Championship 2021,Q2
Ville KORHONENEdvard BREMER,11,49er,7.0,G,18,,183.0,161.0,World Championship 2021,Q2
Jack HAWKINSChris TOMAS,11,49er,6.0,G,19,,193.0,167.0,World Championship 2021,Q2
Séafra GUILFOYLEJohnny DURCAN,11,49er,9.0,G,20,,192.0,172.0,World Championship 2021,Q2
Ganapathy KELAPANDAVarun THAKKAR,11,49er,14.0,G,21,,197.0,173.0,World Championship 2021,Q2
James PETERSFynn STERRITT,11,49er,19.0,G,22,,200.0,174.0,World Championship 2021,Q2
Akira SAKAIRussell AYLSWORTH,11,49er,5.0,G,23,,205.0,179.0,World Championship 2021,Q2
Max STINGELELinov SCHEEL,11,49er,18.0,G,24,,214.0,190.0,World Championship 2021,Q2
Musab AL HADIN/A,11,49er,15.0,G,25,,241.0,216.0,World Championship 2021,Q2
Maxime BACHELINArno de PLANTA,11,49er,16.0,G,26,,116.0,97.0,World Championship 2021,Q2
Ryan WOODAndrew WOOD,11,49er,11.0,G,27,,142.0,123.0,World Championship 2021,Q2
Mathias BERTHETNikolaj HOFFMANN BUHL,11,49er,9.0,G,28,,139.0,124.0,World Championship 2021,Q2
Ander BELAUSTEGUIGOITIADanel BELAUSTEGUIGOITIA,11,49er,16.0,G,29,,152.0,134.0,World Championship 2021,Q2
Kyoungduk KIMSangwoo BAE,11,49er,3.0,G,30,,155.0,136.0,World Championship 2021,Q2
Prince NOBLEManu FRANCIS,11,49er,17.0,G,31,,169.0,151.0,World Championship 2021,Q2
Théo REVILTimothee DEPERY,11,49er,7.0,G,32,,169.0,151.0,World Championship 2021,Q2
Ahmed AL HASANIAbdul Rahman AL MAASHRI,11,49er,6.0,G,33,,174.0,155.0,World Championship 2021,Q2
Dong Gyu LEEWonjae LEE,11,49er,13.0,G,34,,190.0,172.0,World Championship 2021,Q2
Anand THAKURSatyam RANGAD,11,49er,12.0,G,35,,193.0,174.0,World Championship 2021,Q2
Daniel NYBORGSebastian WRIGHT OLSEN,11,49er,13.0,G,36,,194.0,178.0,World Championship 2021,Q2
Bart LAMBRIEXFloris van de WERKEN,11,49er,4.0,G,1,,118.0,92.0,World Championship 2021,Q3
Tim FISCHERFabian GRAF,11,49er,6.0,G,2,,110.0,94.0,World Championship 2021,Q3
Frederik RASKJakob PRECHT JENSEN,11,49er,10.0,G,3,,135.0,112.0,World Championship 2021,Q3
Ian BARROWSHans HENKEN,11,49er,12.0,G,4,,135.0,113.0,World Championship 2021,Q3
Dominik BUKSAKSzymon WIERZBICKI,11,49er,8.0,G,5,,134.0,118.0,World Championship 2021,Q3
Andrew MOLLERUSIan MACDIARMID,11,49er,6.0,G,6,,145.0,121.0,World Championship 2021,Q3
Łukasz PRZYBYTEKPaweł KOŁODZIŃSKI,11,49er,3.0,G,7,,151.0,125.0,World Championship 2021,Q3
Robert DICKSONSean WADDILOVE,11,49er,1.0,G,8,,147.0,125.0,World Championship 2021,Q3
Mikołaj STANIULJakub SZTORCH,11,49er,7.0,G,9,,163.0,140.0,World Championship 2021,Q3
Benjamin BILDSTEINDavid HUSSL,11,49er,8.0,G,10,,160.0,142.0,World Championship 2021,Q3
Jakob MEGGENDORFERAndreas SPRANGER,11,49er,5.0,G,11,,142.0,123.0,World Championship 2021,Q3
Kévin FISCHER GUILLOUNoé DELPECH,11,49er,2.0,G,12,,148.0,125.0,World Championship 2021,Q3
Otto HENRYMiles DAVEY,11,49er,5.0,G,13,,147.0,125.0,World Championship 2021,Q3
Hernan UMPIERREFernando DIZ,11,49er,3.0,G,14,,172.0,149.0,World Championship 2021,Q3
Keanu PRETTNERJakob FLACHBERGER,11,49er,14.0,G,15,,179.0,153.0,World Championship 2021,Q3
Simone FERRARESELeonardo CHISTÈ,11,49er,11.0,G,16,,177.0,156.0,World Championship 2021,Q3
Erwan FISCHERClément PEQUIN,11,49er,13.0,G,17,,184.0,160.0,World Championship 2021,Q3
Ville KORHONENEdvard BREMER,11,49er,13.0,G,18,,183.0,161.0,World Championship 2021,Q3
Jack HAWKINSChris TOMAS,11,49er,1.0,G,19,,193.0,167.0,World Championship 2021,Q3
Séafra GUILFOYLEJohnny DURCAN,11,49er,18.0,G,20,,192.0,172.0,World Championship 2021,Q3
Ganapathy KELAPANDAVarun THAKKAR,11,49er,4.0,G,21,,197.0,173.0,World Championship 2021,Q3
James PETERSFynn STERRITT,11,49er,10.0,G,22,,200.0,174.0,World Championship 2021,Q3
Akira SAKAIRussell AYLSWORTH,11,49er,9.0,G,23,,205.0,179.0,World Championship 2021,Q3
Max STINGELELinov SCHEEL,11,49er,11.0,G,24,,214.0,190.0,World Championship 2021,Q3
Musab AL HADIN/A,11,49er,16.0,G,25,,241.0,216.0,World Championship 2021,Q3
Maxime BACHELINArno de PLANTA,11,49er,9.0,G,26,,116.0,97.0,World Championship 2021,Q3
Ryan WOODAndrew WOOD,11,49er,14.0,G,27,,142.0,123.0,World Championship 2021,Q3
Mathias BERTHETNikolaj HOFFMANN BUHL,11,49er,2.0,G,28,,139.0,124.0,World Championship 2021,Q3
Ander BELAUSTEGUIGOITIADanel BELAUSTEGUIGOITIA,11,49er,7.0,G,29,,152.0,134.0,World Championship 2021,Q3
Kyoungduk KIMSangwoo BAE,11,49er,12.0,G,30,,155.0,136.0,World Championship 2021,Q3
Prince NOBLEManu FRANCIS,11,49er,(18.0),G,31,,169.0,151.0,World Championship 2021,Q3
Théo REVILTimothee DEPERY,11,49er,16.0,G,32,,169.0,151.0,World Championship 2021,Q3
Ahmed AL HASANIAbdul Rahman AL MAASHRI,11,49er,15.0,G,33,,174.0,155.0,World Championship 2021,Q3
Dong Gyu LEEWonjae LEE,11,49er,17.0,G,34,,190.0,172.0,World Championship 2021,Q3
Anand THAKURSatyam RANGAD,11,49er,17.0,G,35,,193.0,174.0,World Championship 2021,Q3
Daniel NYBORGSebastian WRIGHT OLSEN,11,49er,15.0,G,36,,194.0,178.0,World Championship 2021,Q3
Bart LAMBRIEXFloris van de WERKEN,11,49er,10.0,G,1,,118.0,92.0,World Championship 2021,Q4
Tim FISCHERFabian GRAF,11,49er,7.0,G,2,,110.0,94.0,World Championship 2021,Q4
Frederik RASKJakob PRECHT JENSEN,11,49er,1.0,G,3,,135.0,112.0,World Championship 2021,Q4
Ian BARROWSHans HENKEN,11,49er,2.0,G,4,,135.0,113.0,World Championship 2021,Q4
Dominik BUKSAKSzymon WIERZBICKI,11,49er,15.0,G,5,,134.0,118.0,World Championship 2021,Q4
Andrew MOLLERUSIan MACDIARMID,11,49er,5.0,G,6,,145.0,121.0,World Championship 2021,Q4
Łukasz PRZYBYTEKPaweł KOŁODZIŃSKI,11,49er,6.0,G,7,,151.0,125.0,World Championship 2021,Q4
Robert DICKSONSean WADDILOVE,11,49er,3.0,G,8,,147.0,125.0,World Championship 2021,Q4
Mikołaj STANIULJakub SZTORCH,11,49er,1.0,G,9,,163.0,140.0,World Championship 2021,Q4
Benjamin BILDSTEINDavid HUSSL,11,49er,9.0,G,10,,160.0,142.0,World Championship 2021,Q4
Jakob MEGGENDORFERAndreas SPRANGER,11,49er,4.0,G,11,,142.0,123.0,World Championship 2021,Q4
Kévin FISCHER GUILLOUNoé DELPECH,11,49er,7.0,G,12,,148.0,125.0,World Championship 2021,Q4
Otto HENRYMiles DAVEY,11,49er,2.0,G,13,,147.0,125.0,World Championship 2021,Q4
Hernan UMPIERREFernando DIZ,11,49er,16.0,G,14,,172.0,149.0,World Championship 2021,Q4
Keanu PRETTNERJakob FLACHBERGER,11,49er,3.0,G,15,,179.0,153.0,World Championship 2021,Q4
Simone FERRARESELeonardo CHISTÈ,11,49er,5.0,G,16,,177.0,156.0,World Championship 2021,Q4
Erwan FISCHERClément PEQUIN,11,49er,11.0,G,17,,184.0,160.0,World Championship 2021,Q4
Ville KORHONENEdvard BREMER,11,49er,10.0,G,18,,183.0,161.0,World Championship 2021,Q4
Jack HAWKINSChris TOMAS,11,49er,4.0,G,19,,193.0,167.0,World Championship 2021,Q4
Séafra GUILFOYLEJohnny DURCAN,11,49er,12.0,G,20,,192.0,172.0,World Championship 2021,Q4
Ganapathy KELAPANDAVarun THAKKAR,11,49er,9.0,G,21,,197.0,173.0,World Championship 2021,Q4
James PETERSFynn STERRITT,11,49er,8.0,G,22,,200.0,174.0,World Championship 2021,Q4
Akira SAKAIRussell AYLSWORTH,11,49er,6.0,G,23,,205.0,179.0,World Championship 2021,Q4
Max STINGELELinov SCHEEL,11,49er,19.0,G,24,,214.0,190.0,World Championship 2021,Q4
Musab AL HADIN/A,11,49er,12.0,G,25,,241.0,216.0,World Championship 2021,Q4
Maxime BACHELINArno de PLANTA,11,49er,13.0,G,26,,116.0,97.0,World Championship 2021,Q4
Ryan WOODAndrew WOOD,11,49er,15.0,G,27,,142.0,123.0,World Championship 2021,Q4
Mathias BERTHETNikolaj HOFFMANN BUHL,11,49er,14.0,G,28,,139.0,124.0,World Championship 2021,Q4
Ander BELAUSTEGUIGOITIADanel BELAUSTEGUIGOITIA,11,49er,17.0,G,29,,152.0,134.0,World Championship 2021,Q4
Kyoungduk KIMSangwoo BAE,11,49er,17.0,G,30,,155.0,136.0,World Championship 2021,Q4
Prince NOBLEManu FRANCIS,11,49er,8.0,G,31,,169.0,151.0,World Championship 2021,Q4
Théo REVILTimothee DEPERY,11,49er,16.0,G,32,,169.0,151.0,World Championship 2021,Q4
Ahmed AL HASANIAbdul Rahman AL MAASHRI,11,49er,14.0,G,33,,174.0,155.0,World Championship 2021,Q4
Dong Gyu LEEWonjae LEE,11,49er,(18.0),G,34,,190.0,172.0,World Championship 2021,Q4
Anand THAKURSatyam RANGAD,11,49er,13.0,G,35,,193.0,174.0,World Championship 2021,Q4
Daniel NYBORGSebastian WRIGHT OLSEN,11,49er,11.0,G,36,,194.0,178.0,World Championship 2021,Q4
Bart LAMBRIEXFloris van de WERKEN,11,49er,1.0,G,1,,118.0,92.0,World Championship 2021,Q5
Tim FISCHERFabian GRAF,11,49er,5.0,G,2,,110.0,94.0,World Championship 2021,Q5
Frederik RASKJakob PRECHT JENSEN,11,49er,3.0,G,3,,135.0,112.0,World Championship 2021,Q5
Ian BARROWSHans HENKEN,11,49er,8.0,G,4,,135.0,113.0,World Championship 2021,Q5
Dominik BUKSAKSzymon WIERZBICKI,11,49er,1.0,G,5,,134.0,118.0,World Championship 2021,Q5
Andrew MOLLERUSIan MACDIARMID,11,49er,11.0,G,6,,145.0,121.0,World Championship 2021,Q5
Łukasz PRZYBYTEKPaweł KOŁODZIŃSKI,11,49er,3.0,G,7,,151.0,125.0,World Championship 2021,Q5
Robert DICKSONSean WADDILOVE,11,49er,5.0,G,8,,147.0,125.0,World Championship 2021,Q5
Mikołaj STANIULJakub SZTORCH,11,49er,10.0,G,9,,163.0,140.0,World Championship 2021,Q5
Benjamin BILDSTEINDavid HUSSL,11,49er,9.0,G,10,,160.0,142.0,World Championship 2021,Q5
Jakob MEGGENDORFERAndreas SPRANGER,11,49er,2.0,G,11,,142.0,123.0,World Championship 2021,Q5
Kévin FISCHER GUILLOUNoé DELPECH,11,49er,7.0,G,12,,148.0,125.0,World Championship 2021,Q5
Otto HENRYMiles DAVEY,11,49er,12.0,G,13,,147.0,125.0,World Championship 2021,Q5
Hernan UMPIERREFernando DIZ,11,49er,6.0,G,14,,172.0,149.0,World Championship 2021,Q5
Keanu PRETTNERJakob FLACHBERGER,11,49er,7.0,G,15,,179.0,153.0,World Championship 2021,Q5
Simone FERRARESELeonardo CHISTÈ,11,49er,4.0,G,16,,177.0,156.0,World Championship 2021,Q5
Erwan FISCHERClément PEQUIN,11,49er,4.0,G,17,,184.0,160.0,World Championship 2021,Q5
Ville KORHONENEdvard BREMER,11,49er,16.0,G,18,,183.0,161.0,World Championship 2021,Q5
Jack HAWKINSChris TOMAS,11,49er,10.0,G,19,,193.0,167.0,World Championship 2021,Q5
Séafra GUILFOYLEJohnny DURCAN,11,49er,9.0,G,20,,192.0,172.0,World Championship 2021,Q5
Ganapathy KELAPANDAVarun THAKKAR,11,49er,8.0,G,21,,197.0,173.0,World Championship 2021,Q5
James PETERSFynn STERRITT,11,49er,13.0,G,22,,200.0,174.0,World Championship 2021,Q5
Akira SAKAIRussell AYLSWORTH,11,49er,2.0,G,23,,205.0,179.0,World Championship 2021,Q5
Max STINGELELinov SCHEEL,11,49er,6.0,G,24,,214.0,190.0,World Championship 2021,Q5
Musab AL HADIN/A,11,49er,17.0,G,25,,241.0,216.0,World Championship 2021,Q5
Maxime BACHELINArno de PLANTA,11,49er,15.0,G,26,,116.0,97.0,World Championship 2021,Q5
Ryan WOODAndrew WOOD,11,49er,(19.0),G,27,,142.0,123.0,World Championship 2021,Q5
Mathias BERTHETNikolaj HOFFMANN BUHL,11,49er,12.0,G,28,,139.0,124.0,World Championship 2021,Q5
Ander BELAUSTEGUIGOITIADanel BELAUSTEGUIGOITIA,11,49er,18.0,G,29,,152.0,134.0,World Championship 2021,Q5
Kyoungduk KIMSangwoo BAE,11,49er,15.0,G,30,,155.0,136.0,World Championship 2021,Q5
Prince NOBLEManu FRANCIS,11,49er,14.0,G,31,,169.0,151.0,World Championship 2021,Q5
Théo REVILTimothee DEPERY,11,49er,13.0,G,32,,169.0,151.0,World Championship 2021,Q5
