Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
Támara ECHEGOYENPaula BARCELÓ,14,49erFX,5.0,G,1,,56.0,42.0,World Championship 2020,Q1
Charlotte DOBSONSaskia TIDEY,14,49erFX,1.0,G,2,,67.0,52.0,World Championship 2020,Q1
Stephanie ROBLEMaggie SHEA,14,49erFX,3.0,G,3,,101.0,84.0,World Championship 2020,Q1
Lili SEBESIAlbane DUBOIS,14,49erFX,2.0,G,4,,106.0,88.0,World Championship 2020,Q1
Victoria JURCZOKAnika LORENZ,14,49erFX,8.0,G,5,,106.0,89.0,World Championship 2020,Q1
Anne-Julie SCHÜTTIben NIELSBY,14,49erFX,3.0,G,6,,117.0,91.0,World Championship 2020,Q1
Paris HENKENAnna TOBIAS,14,49erFX,7.0,G,7,,111.0,91.0,World Championship 2020,Q1
Annemiek BEKKERINGAnnette DUETZ,14,49erFX,13.0,G,8,,108.0,92.0,World Championship 2020,Q1
Tina LUTZLotta WIEMERS,14,49erFX,1.0,G,9,,116.0,92.0,World Championship 2020,Q1
Tess LLOYDJaime RYAN,14,49erFX,6.0,G,10,,126.0,101.0,World Championship 2020,Q1
Amelia STABBACKCaitlin ELKS,14,49erFX,14.0,G,11,,104.0,86.0,World Championship 2020,Q1
Martine SOFFIATTI GRAELKahena KUNZE,14,49erFX,12.0,G,12,,108.0,86.0,World Championship 2020,Q1
Ida Marie BAAD NIELSENMarie THUSGAARD OLSEN,14,49erFX,5.0,G,13,,122.0,99.0,World Championship 2020,Q1
Patricia SUAREZNicole van der VELDEN,14,49erFX,9.0,G,14,,129.0,105.0,World Championship 2020,Q1
Victoria TRAVASCIOMaría Sol BRANZ,14,49erFX,12.0,G,15,,131.0,107.0,World Championship 2020,Q1
Natasha BRYANTAnnie WILMOT,14,49erFX,11.0,G,16,,129.0,108.0,World Championship 2020,Q1
Klara WESTERRebecca NETZLER,14,49erFX,11.0,G,17,,132.0,109.0,World Championship 2020,Q1
Alexandra TEN HOVEMariah MILLEN,14,49erFX,16.0,G,18,,134.0,111.0,World Championship 2020,Q1
Noora RUSKOLAMikaela WULFF,14,49erFX,4.0,G,19,,136.0,112.0,World Championship 2020,Q1
Tanja FRANKLorena ABICHT,14,49erFX,4.0,G,20,,142.0,119.0,World Championship 2020,Q1
Helene NÆSSMarie RØNNINGEN,14,49erFX,10.0,G,21,,144.0,122.0,World Championship 2020,Q1
Carlotta OMARIMatilda DISTEFANO,14,49erFX,9.0,G,22,,147.0,124.0,World Championship 2020,Q1
Ronja GRÖNBLOMVeera HOKKA,14,49erFX,15.0,G,23,,146.0,125.0,World Championship 2020,Q1
Julia GROSSHanna KLINGA,14,49erFX,15.0,G,24,,154.0,129.0,World Championship 2020,Q1
Tessa PARKINSONElla CLARK,14,49erFX,6.0,G,25,,163.0,140.0,World Championship 2020,Q1
Odile van AANHOLTCecile JANMAAT,14,49erFX,14.0,G,26,,91.0,73.0,World Championship 2020,Q1
Kimberly LIMCecilia LOW,14,49erFX,20.0,G,27,,101.0,80.0,World Championship 2020,Q1
Enia NINCEVICMihaela de MICHELI VITTURI,14,49erFX,8.0,G,28,,111.0,92.0,World Championship 2020,Q1
Aleksandra MELZACKAKinga LOBODA,14,49erFX,22.0,G,29,,115.0,92.0,World Championship 2020,Q1
Vilma BOBECKMalin TENGSTRÖM,14,49erFX,7.0,G,30,,112.0,95.0,World Championship 2020,Q1
