Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,Mathias Mollatt,,Ilca 7,6,G,13,,150,109,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Thomas Saunders,,Ilca 7,1,G,12,,133,103,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Pavlos Kontides,,Ilca 7,33,G,23,,170,135,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Michael Bullot,,Ilca 7,24,G,19,,162,128,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Julio Alsogaray,,Ilca 7,19,G,18,,161,124,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Milivoj Dukic,,Ilca 7,16,G,25,,181,147,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Nick Thompson,,Ilca 7,2,G,2,,93,57,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Andy Maloney,,Ilca 7,25,G,9,,123,98,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Daniel Mihelic,,Ilca 7,15,G,29,,203,162,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Mitchell Kennedy,,Ilca 7,37,G,34,,209,172,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Filip Jurisic,,Ilca 7,26,G,31,,203,167,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Ryan Palk,,Ilca 7,18,G,22,,167,130,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Rutger van Schaardenburg,,Ilca 7,4,G,5,,95,69,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Sam Meech,,Ilca 7,41,G,14,,152,111,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Charlie Buckingham,,Ilca 7,20,G,8,,128,97,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Bruno Fontes Ferreira da Silva,,Ilca 7,13,G,28,,190,154,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Elliot Hanson,,Ilca 7,27,G,36,,243,202,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Matt Wearn,,Ilca 7,8,G,17,,153,118,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Alessio Spadoni,,Ilca 7,29,G,33,,209,168,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Jean Baptiste Bernaz,,Ilca 7,34,G,21,,163,129,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Luke Elliott,,Ilca 7,9,G,26,,188,150,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Juan Maegli,,Ilca 7,11,G,10,,128,103,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Tom Burton,,Ilca 7,21,G,1,,82,49,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Philipp Buhl,,Ilca 7,36,G,15,,149,113,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Nicholas Heiner,,Ilca 7,7,G,6,,103,79,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Alex Mills-Barton,,Ilca 7,30,G,37,,247,208,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Kacper Ziemiński,,Ilca 7,17,G,24,,166,138,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Jesper Stalheim,,Ilca 7,5,G,4,,102,69,Semaine Olympique Francaise De Voile 2015,Race 8,0
,,Robert Scheidt,,Ilca 7,3,G,3,,88,66,Semaine Olympique Francaise De Voile 2015,Race 8,0
