Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,Nicholas Heiner,,Ilca 7,20,MR,8,,107,83,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Nick Thompson,,Ilca 7,12,MR,6,,97,68,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Kacper Ziemiński,,Ilca 7,16,MR,9,,117,97,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Andy Maloney,,Ilca 7,2,MR,5,,80,60,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Tom Burton,,Ilca 7,14,MR,3,,72,58,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Rutger van Schaardenburg,,Ilca 7,18,MR,10,,142,101,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Philipp Buhl,,Ilca 7,4,MR,1,,85,53,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Matt Wearn,,Ilca 7,10,MR,4,,72,59,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Jean Baptiste Bernaz,,Ilca 7,8,MR,7,,101,78,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Sam Meech,,Ilca 7,6,MR,2,,68,56,Semaine Olympique Francaise De Voile 2016,Race 09 - Medal,0
,,Antony Munos,,Ilca 7,35,aa,26,,180,145,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,William de Smet,,Ilca 7,36,aa,39,,271,232,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Mitchell Kennedy,,Ilca 7,34,aa,18,,162,125,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Filip Jurisic,,Ilca 7,37,aa,16,,148,111,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Zan Luka Zelko,,Ilca 7,29,aa,25,,176,141,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Evert McLaughlin,,Ilca 7,26,aa,35,,229,196,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Luke Elliott,,Ilca 7,23,aa,24,,169,138,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Lorenzo Brando Chiavarini,,Ilca 7,5,aa,23,,178,137,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Robert Davis,,Ilca 7,27,aa,31,,219,184,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Eliot Merceron,,Ilca 7,25,aa,22,,164,135,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Kacper Ziemiński,,Ilca 7,18,aa,9,,117,97,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Anreqoa Jisa Uruthiin Person,,Ilca 7,31,aa,17,,156,125,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Nick Thompson,,Ilca 7,12,aa,6,,97,68,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Jesper Stalheim,,Ilca 7,41,aa,27,,203,162,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Philipp Buhl,,Ilca 7,32,aa,1,,85,53,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Yuri Hummel,,Ilca 7,41,aa,32,,230,189,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Sam Vandormael,,Ilca 7,21,aa,34,,234,196,Semaine Olympique Francaise De Voile 2016,Race 05,0
,,Christopher Barnard,,Ilca 7,24,aa,36,,245,204,Semaine Olympique Francaise De Voile 2016,Race 05,0
