Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,Maria Erdi,,Ilca 6,21,aa,13,,118,93,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Sara Carmo,,Ilca 6,23,aa,22,,141,113,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Maud Jayet,,Ilca 6,11,aa,7,,102,79,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Agata Barwinska,,Ilca 6,27,aa,29,,205,175,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Tuula Tenkanen,,Ilca 6,3,aa,4,,80,59,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Isabella-Anna Bertold,,Ilca 6,1,aa,18,,130,106,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Ashley Stoddart,,Ilca 6,8,aa,9,,115,88,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Fernanda Decnop Coelho,,Ilca 6,17,aa,28,,189,159,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Silvia Zennaro,,Ilca 6,16,aa,17,,115,99,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Clara Ben-Amor Nunez,,Ilca 6,13,aa,27,,175,145,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Sara Winther,,Ilca 6,10,aa,11,,114,91,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Lovisa Karlsson,,Ilca 6,25,aa,20,,135,109,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Caren Niezen,,Ilca 6,19,aa,25,,154,130,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Evi Van Acker,,Ilca 6,4,aa,1,,51,42,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Marie Barrue,,Ilca 6,28,aa,26,,166,136,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Joyce Floridia,,Ilca 6,20,aa,21,,139,112,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Josefin Olsson,,Ilca 6,2,aa,2,,56,42,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Lucie BEN-AMOR,,Ilca 6,18,aa,23,,152,122,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Alison Young,,Ilca 6,5,aa,3,,83,53,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Amelie Riou,,Ilca 6,29,aa,12,,123,93,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Anne-Marie Rindom,,Ilca 6,6,aa,6,,98,76,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Emma Plasschaert,,Ilca 6,26,aa,16,,128,98,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Tatiana Drozdovskaya,,Ilca 6,24,aa,10,,131,101,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Sandra Lulic,,Ilca 6,9,aa,14,,122,94,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Pernelle Michon,,Ilca 6,22,aa,8,,108,86,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Mathilde de Kerangat,,Ilca 6,15,aa,15,,120,97,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Veronika Kozelska Fenclova,,Ilca 6,12,aa,5,,73,59,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Monika Mikkola,,Ilca 6,14,aa,19,,137,107,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Maité Carlier,,Ilca 6,7,aa,24,,157,129,Semaine Olympique Francaise De Voile 2016,Race 06,0
,,Lovisa Karlsson,,Ilca 6,12,aa,20,,135,109,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Sara Carmo,,Ilca 6,19,aa,22,,141,113,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Pernelle Michon,,Ilca 6,17,aa,8,,108,86,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Tatiana Drozdovskaya,,Ilca 6,16,aa,10,,131,101,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Marie Barrue,,Ilca 6,24,aa,26,,166,136,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Fernanda Decnop Coelho,,Ilca 6,26,aa,28,,189,159,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Evi Van Acker,,Ilca 6,6,aa,1,,51,42,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Anne-Marie Rindom,,Ilca 6,15,aa,6,,98,76,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Ashley Stoddart,,Ilca 6,13,aa,9,,115,88,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Alison Young,,Ilca 6,1,aa,3,,83,53,Semaine Olympique Francaise De Voile 2016,Race 08,0
,,Mathilde de Kerangat,,Ilca 6,11,aa,15,,120,97,Semaine Olympique Francaise De Voile 2016,Race 08,0
