ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Nacionalidade
,,"DIEGO BOTIN FLORIAN, TRITTEL PAUL",,49ER,5,0,0,3,0,126.0,106.0,World Championship 2024,Q14,ESP
,,"DIEGO BOTIN FLORIAN, TRITTEL PAUL",,49ER,20,0,0,3,1,126.0,106.0,World Championship 2024,Q15,ESP
,,"DIEGO BOTIN FLORIAN, TRITTEL PAUL",,49ER,11,0,0,3,0,126.0,106.0,World Championship 2024,Q16,ESP
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,4,0,0,4,0,125.2,110.2,World Championship 2024,Q1,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,2,0,0,4,0,125.2,110.2,World Championship 2024,Q2,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,5,0,0,4,0,125.2,110.2,World Championship 2024,Q3,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,12,0,0,4,0,125.2,110.2,World Championship 2024,Q4,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,6.2,RDG,0,4,0,125.2,110.2,World Championship 2024,Q5,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,8,0,0,4,0,125.2,110.2,World Championship 2024,Q6,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,3,0,0,4,0,125.2,110.2,World Championship 2024,Q7,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,6,0,0,4,0,125.2,110.2,World Championship 2024,Q8,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,10,0,0,4,0,125.2,110.2,World Championship 2024,Q9,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,15,0,0,4,1,125.2,110.2,World Championship 2024,Q10,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,4,0,0,4,0,125.2,110.2,World Championship 2024,Q11,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,12,0,0,4,0,125.2,110.2,World Championship 2024,Q12,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,10,0,0,4,0,125.2,110.2,World Championship 2024,Q13,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,4,0,0,4,0,125.2,110.2,World Championship 2024,Q14,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,1,0,0,4,0,125.2,110.2,World Championship 2024,Q15,GBR
,,"JAMES GRUMMETT, RHOS HAWES",,49ER,9,0,0,4,0,125.2,110.2,World Championship 2024,Q16,GBR
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,2,0,0,5,0,146.0,123.0,World Championship 2024,Q1,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,4,0,0,5,0,146.0,123.0,World Championship 2024,Q2,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,6,0,0,5,0,146.0,123.0,World Championship 2024,Q3,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,11,0,0,5,0,146.0,123.0,World Championship 2024,Q4,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,6,0,0,5,0,146.0,123.0,World Championship 2024,Q5,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,5,0,0,5,0,146.0,123.0,World Championship 2024,Q6,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,4,0,0,5,0,146.0,123.0,World Championship 2024,Q7,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,10,0,0,5,0,146.0,123.0,World Championship 2024,Q8,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,4,0,0,5,0,146.0,123.0,World Championship 2024,Q9,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,8,0,0,5,0,146.0,123.0,World Championship 2024,Q10,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,5,0,0,5,0,146.0,123.0,World Championship 2024,Q11,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,2,0,0,5,0,146.0,123.0,World Championship 2024,Q12,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,23,0,0,5,1,146.0,123.0,World Championship 2024,Q13,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,21,0,0,5,0,146.0,123.0,World Championship 2024,Q14,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,13,0,0,5,0,146.0,123.0,World Championship 2024,Q15,POL
,,"MIKOLAJ STANIUL, JAKUB SZTORCH",,49ER,20,0,0,5,0,146.0,123.0,World Championship 2024,Q16,POL
