,Rating
STRANSKY MARA,1414.8669387096913
LARS KREILAUS,1415.8799978696238
AGUSTINA JORDAN VON APPEN,1417.274792684122
LIN PLETIKOS,1417.840587123839
FELIX MINEUR,1417.9149341513403
LUKAS FANGMEYER,1418.2851043836522
ANDREA NORDQUIST,1418.756906409207
ALISON YOUNG,1418.7881927897015
BOUCKAERT LAURA,1419.3465406084213
YUURI YAMAMOTO,1424.2374636914537
DANIELA RIVERA,1428.2628377813644
ROMI SAFIN,1429.1287024846506
MAI KAKIMOTO,1429.4501700129829
FRANCESCA FRAZZA,1430.5189497583276
VLACHOU MARIA,1430.886196260252
SOPHIA MORGAN,1431.8287758649305
MARLENE BRANDIS,1432.3681117377598
ERICA PARTANEN,1432.5531179647396
AINA BAUZA ROIG,1434.4775941644043
KLARA HIMMELOVA,1435.5240439884578
ANNA POHLAK,1435.7923072584297
SOFIIA NAUMENKO,1437.3834758803457
MARIT BOUWMEESTER,1437.7259935896
HONOKA MIURA,1438.0140981167863
VASILEIA KARACHALIOU,1439.3540706985273
JONAS BARRAUD,1439.9372603397069
WIKTORIA GOLEBIOWSKA,1440.2440417064088
LEON PFAFF,1441.2091991655693
TALLURI MATILDA,1442.4349878201454
PHILIPP VAN HUSEN,1442.6945991059313
RIZZARDI CARLOTTA,1442.9706391128675
NETHRA KUMANAN,1445.5673417863345
CORALIE VITTECOQ,1446.3306711171701
LENA MARIE FISCHER,1446.6890083662927
CLARA GRAVELY,1447.5312349097971
AISLING KELLER,1448.1526017384156
GUIDO BRUCH,1449.2671796140514
BENINI FLORIANI CHIARA,1449.7574633883803
AGIJA ELERTE,1450.3516340240262
NICLAS PERBAND,1450.484459784896
HEEGAARD JOSEPHINE,1450.6030039296868
JULIAN MARIA DUARTE ARGERICH,1450.6415867964229
MATTHEW WEARN,1450.7352941176462
HERNANDEZ PENA ISABEL,1451.0340488593906
PALOMA SCHMIDT GUTIERREZ,1451.170346779399
CHRISTA ANN GEORGESON,1451.5775354436912
DIANA MARKOVA,1451.7805889900471
ANA WINTHER,1451.9230769230774
MARENDIC PETRA,1451.9728669433855
LUCIANA ANDREA CARDOZO,1451.992938147774
CANNELLE OPSTAELE,1452.0
KELLY-ANN ARRINDELL,1452.032306292934
FINN BICKERT,1452.0778279248045
MORITZ FISCHER,1452.083333333335
KIM TAN,1452.0907776736963
SELINA EBERLE,1452.1733509781154
PHILIPP BUHL,1452.2058823529403
PLASSCHAERT EMMA,1452.2623177169373
ERIK BOEN,1452.2943213880433
THEO ROMEY,1452.2997252546181
MAX HEISE,1452.509180852441
GABRIELLA KIDD,1452.5494487962735
BROOKE BOGDAN,1452.7540060319263
JOSEPH JAECKY,1452.777777777777
TIRIL BUE,1452.7932331852758
ARMANDO MORENO,1452.9889745238268
ENGDAHL SISSEL,1453.3427299570842
VICENTE FRANCISCO CURZI GHDINI,1453.3442894991254
GRAVELY CLARA,1453.5285392948113
LUCAS SUDAN,1453.6220440226098
HERMANN TOMASGAARD,1453.6764705882345
LENNART SEEBURG,1453.8461538461543
KARL SCHMID,1454.054812253697
VITTECOQ CORALIE,1454.283795237298
JULIEN KUPFERMUNZ,1454.386400871073
MARIA JOSE PONCELL MAURIN,1454.50786171732
AGUSTINA CANCLINI,1454.6956408504766
KELLY MCMURRAY,1455.1069472083968
JOAQUIN BLANCO,1455.1470588235286
TODOROVA YOANA,1455.3030303030307
MIURA HONOKA,1455.416952626411
MARTA LIVA RUPENHEITE,1455.5555555555547
SVEA SAHLIN,1455.5701436774377
THOMAS VEZ,1455.7140963149302
JORDAN AGUSTINA,1455.7324403211715
ALBERTINE LIND,1455.742597250112
PIETER HUIZER,1456.0
MARCELO FREZZA,1456.0469922018278
HATLOY MARINA,1456.0824559844816
ALDERS KULYNYCH-IRVIN,1456.283417796632
EVANGELIA KARAGEORGOU,1456.326043535502
VINCENT THOMAS,1456.3616074341714
SCHIFFMAN HALLIE,1456.3911917165333
MARTIN VAN OLFFEN,1456.4386037606528
MARCO CASALINI,1456.6171209406466
JUSTIN NORTON,1456.6176470588227
ARNDT KLINGENBURG,1456.623282470259
AMAYA ESCUDERO,1456.6245661448763
ELISABETH WEGNER,1456.6645201219796
MANESTAR NIKA,1456.8181818181822
KARLA SAVAR,1457.074323099657
MORITZ LUTKE NOTARP,1457.1023536895525
ALEXANDRE FRISSEN,1457.1918627832742
DEWEY MAURA,1457.3128692635207
JUAN CRUZ PALOMBO,1457.398343553179
NISSEN FREDERIKKE TAUL,1457.4523189981803
KAILEY WARRIOR,1457.459888384867
JAKOB FEHLBERG,1457.5628831493548
ESTHER GHEKIERE,1457.6623090814992
VEERAVAMSHAM VAISHNAVI,1457.7505362409195
JILLIAN LEE,1457.914659234111
MARCO GALLO,1458.0882352941169
SOPHIE ZIMMERMANN,1458.1442253536839
PAIGE RAILEY,1458.2177345365749
THOMAS THYM,1458.3333333333326
TODOROVA STANISLAVA,1458.3333333333337
MARCELO ADOLFO GONZALEZ PONDAL,1458.7496949045303
NIEZABITOWSKA LILLY MAY,1458.822182011879
OLAV STANDNES GRONLUND,1459.190873112181
FILLAH KARIM,1459.558823529411
ANNA BRZOZOWSKA,1459.5953315030188
ASHLEY STODDART,1459.8013185564182
AVERY BALDWIN,1459.8128295613374
DE CARINA CARLA,1459.8484848484852
BIANCA TUNGER,1459.865658670423
NORSELL MICHALA,1459.9379663266727
INI BEATRICE,1459.9626202879617
COLLIN FINLEY RIEHL,1459.9670200030696
ROCA DE TOGORES ASCENSION,1460.0147275066236
DOLORES MOREIRA FRASCHINI,1460.0186918560444
THOMAS VIVES POTTHOFF,1460.1010462558816
FRANSSEN LUCIE,1460.1920450255777
TERRY SCUTCHER,1460.7864298476093
RAAMAT ELIISE,1460.8274593178423
ZENO GREGORIN,1461.0294117647052
ANDERSSOHN HANNAH,1461.1120919698685
JIA KIM,1461.2760037719268
LOTTA GISSELMANN,1461.295270595706
ROSINE BAUDET,1461.3432113793253
DEURINGER GIORGIA,1461.3636363636367
SABRINA FERRARA,1461.4523976072328
JENS BRELLE,1461.538461538462
JUELL-BERGAN NANNA SOFIE,1461.5619080392764
PARODI NINA,1461.748334573676
MARINA HATLOY,1461.7519680958908
LARA HIMMES HIMMES,1461.7805889900476
PETEH TEA,1461.8004417923378
CORAILE VITTECOQ,1461.8841422761852
GESA PAPENTHIN,1461.9531224008422
CHRISTIAN DEMLEITNER,1462.0225263460518
JEAN-LAURENT DIRIX,1462.0787085633806
YANIC GENTRY,1462.4999999999993
HINRICH MYLIUS,1462.6466219470572
MARTIN IGLESIAS,1462.803748958584
UTHEIM UNA BRYHNI,1462.9317710529751
CRISTINA CASTELLANOS,1462.960418107015
JENNIFER OHRNELL,1463.0169521880764
OLAV GRONLUND,1463.4615384615388
COMPANY BLANCA,1463.5340488593902
BAUDET LEONIE,1463.764908134191
CAROLINE SOFIA ROSMO,1463.7970121752885
URSULA BALAS,1463.817402100857
FERNANDA DECNOP COELHO,1463.8222057117034
REMO STEINMANN,1463.8888888888882
ROIHU KATARIINA,1463.9043823947652
IGOR LES,1463.9705882352935
MAXIMILIAN RIBEIRO MULLER,1463.9979732984084
MIA LILIENTHAL,1464.0807819753106
FACUNDO ALFARO JAIME,1464.1551003099353
NAUMENKO SOFIIA,1464.194286091448
DAVIS LUCY,1464.3016340666738
NALBANTOGLU LARA,1464.3939393939397
LINDA HENSEL,1464.5078617173206
MARIA JOSE PONCELL,1464.518711914278
NINA LOSER,1464.7252290487543
OSKA KNOBEL,1464.779538823165
HALLIE SCHIFFMAN,1464.9244734653103
NICO HEISE,1465.009180852441
RICCI LUCREZIA LUNA,1465.3197631451044
TIMON SIEDLER,1465.3493246497596
OLIVIA CHRISTIE,1465.386864112458
INES GMATI,1465.4169526264116
SAGIE GLANTZ,1465.4411764705876
KIM PLETIKOS,1465.4776844441965
INES ANTONI,1465.5064516612865
IUORIO ALINA,1465.6445693267208
WINTHER ANA EMILIE,1465.6714970803725
AUDREY FOLEY,1465.695182502513
FANNY DE SUSINI,1466.208441549779
ADRIANA PENRUDDOCKE,1466.22016516649
GRETA PILKINGTON,1466.3260435355025
SEBASTIAN RODE,1466.3309099399717
JEKABS CODARS,1466.666666666666
GABRIEL TORRE,1466.8578030126378
TALIA HAMLIN,1466.8716530907482
KAROLIS JANULIONIS,1466.9117647058818
MANSY KHOULOUD,1466.981305471688
CHELLI VALENTINA,1467.1054774308186
ISABELLA MAEGLI AGUERO,1467.1583567131042
SACKER MOLLY,1467.210711598402
ALENKA VALENCIC,1467.2351344445935
SEUNG HYEON KANG,1467.2722713370133
JAN GISSELMANN,1467.2861512162283
GUDLEIK KJOPSNES,1467.3076923076926
CRISTINA PUJOL,1467.3386877307312
MARKOVA DIANA,1467.4242424242427
ANDREAS NEUMANN,1467.4279317514568
SOPHIA GAIL MONTGOMERY,1468.1442253536845
BALTHAZAR REMOTTI,1468.209154363989
PAVLOS KONTIDES,1468.382352941176
TAMM ELISA,1468.41122310777
PARK JEONGBIN,1468.5197670101495
CORTE SUALON GIULIA,1468.8911917165328
SAVAR KARLA,1468.9393939393942
HARTENBERGER ELISA,1468.9739222233381
RUBEI YUAN,1469.0384407055647
KATARIINA ROIHU,1469.0533162627755
MARCUS ANDERER,1469.1645201219796
ISABELLA MENDOZA CABEZAS,1469.2245942672184
JUERGEN LEMKE,1469.2307692307695
ELZA CIBULE,1469.3999309114818
JACK DE RIJK,1469.4820820215223
SOFIA GIOVINAZZO VON THUMEN,1469.5605057153402
LUCA VANLAEKE,1469.7710162556882
CORREA PONS MARIA ALEJANDRA,1469.7810861214687
DAN SELF,1469.85294117647
LUKAS GRAF,1470.1306344541592
LENA ABENDROTH,1470.2596461066228
CLEMENTINE THOMPSON,1470.51970125092
MATTES HAMANN,1470.7547300551646
EMILIE K NILSEN,1470.8766952415679
LISBETZY ROJO SALAZAR,1470.9118570666915
MIA BECKMANN KLAEBOE,1471.0299227191356
TOMBE YUMIKO,1471.0981255511454
DERYCKERE AUDREY,1471.1509491351674
CLAIRE MERRY,1471.25
FRANK STORCK,1471.259180852441
MARTIS PAJARSKAS,1471.3235294117642
ANDELA DE MICHELI VITTURI,1471.360037385374
MORITZ POPP,1471.4041202088845
KLAUS SARZIO,1471.7366834784536
GU MIN,1471.7805889900485
BRECHT ZWAENEPOEL,1472.0
SCHEWE LAURA,1472.0281193694595
VALENTIN FERNANDEZ,1472.1060814065158
HANNE WEAVER,1472.200373519828
MARIA LAURA CUETO,1472.2632084180427
GUARAGNA NICOL,1472.4626202879613
RINDOM ANNE-MARIE,1472.514727506623
EDWARDS SAMANTHA,1472.520812148866
AVA ANDERSON,1472.754006031924
MAXIME MAZARD,1472.7941176470583
CHRISTOFF SCHIEGG,1472.8333371568617
JUNG HYEWON,1473.1351516255338
