,Rating
LIN PLETIKOS,1461.1414471215305
ALISON YOUNG,1461.595420368678
STRANSKY MARA,1463.6731333506189
FELIX MINEUR,1464.2223875873626
AGUSTINA JORDAN VON APPEN,1465.035505746718
LARS KREILAUS,1465.355585279405
ANDREA NORDQUIST,1466.0825557683424
BOUCKAERT LAURA,1466.1763277615216
LUKAS FANGMEYER,1466.1800828741805
MARIT BOUWMEESTER,1467.2999978299156
YUURI YAMAMOTO,1468.2205917320503
DANIELA RIVERA,1468.7588078117649
ROMI SAFIN,1469.987905917219
MAI KAKIMOTO,1470.3843699411177
VLACHOU MARIA,1471.1479051175688
FRANCESCA FRAZZA,1471.2172404898777
SOPHIA MORGAN,1471.4585748138302
WIKTORIA GOLEBIOWSKA,1471.6699983398528
MARLENE BRANDIS,1471.9049311775043
ERICA PARTANEN,1472.2784628361073
KLARA HIMMELOVA,1472.758377851079
LEON PFAFF,1472.8916909317963
AINA BAUZA ROIG,1472.9243322581638
ANNA POHLAK,1473.6361938005398
HONOKA MIURA,1473.7705677521435
SOFIIA NAUMENKO,1473.8230044637112
NETHRA KUMANAN,1474.5272983155935
JONAS BARRAUD,1474.8105417184358
TALLURI MATILDA,1475.257343405643
PHILIPP VAN HUSEN,1475.471356626176
CORALIE VITTECOQ,1475.577835494825
RIZZARDI CARLOTTA,1475.856347208136
CLARA GRAVELY,1476.2221198560098
GABRIELLA KIDD,1477.2679259541483
VASILEIA KARACHALIOU,1477.3803509519955
LENA MARIE FISCHER,1477.647951708282
ARMANDO MORENO,1477.8357143882358
GUIDO BRUCH,1478.1479601449023
AISLING KELLER,1478.704585543892
PALOMA SCHMIDT GUTIERREZ,1479.2315566827929
KARL SCHMID,1480.0989037906386
AGIJA ELERTE,1480.1558765018772
PLASSCHAERT EMMA,1480.2271228596912
NICLAS PERBAND,1480.2396079926111
HEEGAARD JOSEPHINE,1480.2605447353133
JULIAN MARIA DUARTE ARGERICH,1480.264947903691
MATTHEW WEARN,1480.2941176470615
HERNANDEZ PENA ISABEL,1480.374694855978
DIANA MARKOVA,1480.3987274394533
VITTECOQ CORALIE,1480.4095992832142
BENINI FLORIANI CHIARA,1480.5416929700375
CHRISTA ANN GEORGESON,1480.6712920323728
DOLORES MOREIRA FRASCHINI,1480.7130783302362
ANA WINTHER,1480.769230769232
ERIK BOEN,1480.7812079634666
CANNELLE OPSTAELE,1480.800000000001
LUCIANA ANDREA CARDOZO,1480.8054884442315
MARENDIC PETRA,1480.808489940793
SELINA EBERLE,1480.8103054350727
KELLY-ANN ARRINDELL,1480.8281454094401
MORITZ FISCHER,1480.833333333335
KIM TAN,1480.8562835472987
FINN BICKERT,1480.877394607958
PHILIPP BUHL,1480.882352941179
THEO ROMEY,1480.9844353967442
JORDAN AGUSTINA,1481.0427818761852
TIRIL BUE,1481.1034493650789
JOSEPH JAECKY,1481.1111111111115
BROOKE BOGDAN,1481.141880267667
MAX HEISE,1481.148087960408
GRAVELY CLARA,1481.2141114096564
LUCAS SUDAN,1481.3298826459984
VICENTE FRANCISCO CURZI GHDINI,1481.346028984772
ENGDAHL SISSEL,1481.3564351462726
