ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,AINSWORTH ELYSE,6.0,Ilca 6,18.0,0,O,17,0,169.0,105.0,European Championship 2023 - Gold Fleet,Q5
,,MUNCH ANNA,6.0,Ilca 6,8.0,0,O,18,0,151.0,106.0,European Championship 2023 - Gold Fleet,Q5
,,GOLEBIOWSKA WIKTORIA,6.0,Ilca 6,13.0,0,O,19,0,202.0,122.0,European Championship 2023 - Gold Fleet,Q5
,,HOST LINE FLEM,6.0,Ilca 6,1.0,0,O,20,0,192.0,124.0,European Championship 2023 - Gold Fleet,Q5
,,DOUGLAS SARAH,6.0,Ilca 6,3.0,0,O,21,0,185.0,124.0,European Championship 2023 - Gold Fleet,Q5
,,GUZEL ECEM,6.0,Ilca 6,15.0,0,O,22,0,207.0,138.0,European Championship 2023 - Gold Fleet,Q5
,,ANDRULYTE VIKTORIJA,6.0,Ilca 6,12.0,0,O,23,0,233.0,149.0,European Championship 2023 - Gold Fleet,Q5
,,KUMANAN NETHRA,6.0,Ilca 6,25.0,0,O,24,0,219.0,151.0,European Championship 2023 - Gold Fleet,Q5
,,IMENEO CASEY,6.0,Ilca 6,7.0,0,O,25,0,232.0,153.0,European Championship 2023 - Gold Fleet,Q5
,,MONCADA ANA,6.0,Ilca 6,57.0,1,O,26,bfd,258.0,156.0,European Championship 2023 - Gold Fleet,Q5
,,BARRUE MARIE,6.0,Ilca 6,13.0,0,O,27,0,221.0,156.0,European Championship 2023 - Gold Fleet,Q5
,,MYERS LILLIAN,6.0,Ilca 6,57.0,1,O,28,DSQ,261.0,159.0,European Championship 2023 - Gold Fleet,Q5
,,DONERTAS NAZLI CAGLA,6.0,Ilca 6,17.0,0,O,29,0,247.0,160.0,European Championship 2023 - Gold Fleet,Q5
,,ALBANO CAROLINA,6.0,Ilca 6,22.0,0,O,30,0,243.0,171.0,European Championship 2023 - Gold Fleet,Q5
,,ZENNARO SILVIA,6.0,Ilca 6,9.0,0,O,31,0,255.0,176.0,European Championship 2023 - Gold Fleet,Q5
,,BUESSELBERG JULIA,6.0,Ilca 6,15.0,0,O,32,0,242.0,177.0,European Championship 2023 - Gold Fleet,Q5
,,PUJOL BAJO CRISTINA,6.0,Ilca 6,19.0,0,O,33,0,261.0,185.0,European Championship 2023 - Gold Fleet,Q5
,,FLORIDIA JOYCE,6.0,Ilca 6,29.0,0,O,34,0,294.0,187.0,European Championship 2023 - Gold Fleet,Q5
,,LULIC SANDRA,6.0,Ilca 6,25.0,0,O,35,0,281.0,200.0,European Championship 2023 - Gold Fleet,Q5
,,VOROBEVA ELENA,6.0,Ilca 6,5.0,0,O,36,0,289.0,201.0,European Championship 2023 - Gold Fleet,Q5
,,MAKRI MARILENA,6.0,Ilca 6,57.0,1,O,37,bfd,311.0,206.0,European Championship 2023 - Gold Fleet,Q5
,,BOLAT EBRU,6.0,Ilca 6,17.0,0,O,38,0,293.0,211.0,European Championship 2023 - Gold Fleet,Q5
,,VERSTRAELEN ELINE,6.0,Ilca 6,6.0,0,O,39,0,307.0,215.0,European Championship 2023 - Gold Fleet,Q5
,,ANDERSSOHN HANNAH,6.0,Ilca 6,11.0,0,O,40,0,298.0,217.0,European Championship 2023 - Gold Fleet,Q5
,,FALASCA LUCIA,6.0,Ilca 6,16.0,0,O,41,0,304.0,222.0,European Championship 2023 - Gold Fleet,Q5
,,DELLA VALLE GIORGIA,6.0,Ilca 6,20.0,0,O,42,0,322.0,238.0,European Championship 2023 - Gold Fleet,Q5
,,KAKON SHAI,6.0,Ilca 6,26.0,0,O,43,0,338.0,251.0,European Championship 2023 - Gold Fleet,Q5
,,KUMPINA ESTERE,6.0,Ilca 6,18.0,0,O,44,0,348.0,260.0,European Championship 2023 - Gold Fleet,Q5
,,REINO MARTINA,6.0,Ilca 6,21.0,0,O,45,0,344.0,263.0,European Championship 2023 - Gold Fleet,Q5
,,TOMBE YUMIKO,6.0,Ilca 6,27.0,0,O,46,0,346.0,263.0,European Championship 2023 - Gold Fleet,Q5
,,HENSEL LINDA,6.0,Ilca 6,16.0,0,O,47,0,370.0,267.0,European Championship 2023 - Gold Fleet,Q5
,,SACKER MOLLY,6.0,Ilca 6,27.0,0,O,48,0,356.0,267.0,European Championship 2023 - Gold Fleet,Q5
,,TALLURI MATILDA,6.0,Ilca 6,23.0,0,O,49,0,351.0,270.0,European Championship 2023 - Gold Fleet,Q5
,,VITTECOQ CORALIE,6.0,Ilca 6,34.0,0,O,50,0,364.0,271.0,European Championship 2023 - Gold Fleet,Q5
,,SAVELLI SARA,6.0,Ilca 6,57.0,1,O,51,bfd,388.0,276.0,European Championship 2023 - Gold Fleet,Q5
,,DEWEY MAURA,6.0,Ilca 6,24.0,0,O,52,0,369.0,283.0,European Championship 2023 - Gold Fleet,Q5
,,RIZZARDI CARLOTTA,6.0,Ilca 6,23.0,0,O,53,0,369.0,283.0,European Championship 2023 - Gold Fleet,Q5
,,SCHEWE LAURA,6.0,Ilca 6,31.0,0,O,54,0,381.0,292.0,European Championship 2023 - Gold Fleet,Q5
,,PETEH TEA,6.0,Ilca 6,33.0,0,O,55,0,398.0,307.0,European Championship 2023 - Gold Fleet,Q5
,,ROCA DE TOGORES ASCENSION,6.0,Ilca 6,45.0,1,O,56,0,416.0,318.0,European Championship 2023 - Gold Fleet,Q5
,,BOUWMEESTER MARIT,6.0,Ilca 6,1.0,0,O,1,0,92.0,32.0,European Championship 2023 - Gold Fleet,Q6
,,KARACHALIOU VASILEIA,6.0,Ilca 6,2.0,0,O,2,0,93.0,50.0,European Championship 2023 - Gold Fleet,Q6
,,ERDI MARIA,6.0,Ilca 6,3.0,0,O,3,0,87.0,50.0,European Championship 2023 - Gold Fleet,Q6
,,JONKER MAXIME,6.0,Ilca 6,5.0,0,O,4,0,90.0,57.0,European Championship 2023 - Gold Fleet,Q6
,,RINDOM ANNE-MARIE,6.0,Ilca 6,7.0,0,O,5,0,123.0,71.0,European Championship 2023 - Gold Fleet,Q6
,,BARWINSKA AGATA,6.0,Ilca 6,10.0,0,O,6,0,113.0,73.0,European Championship 2023 - Gold Fleet,Q6
,,STRANSKY MARA,6.0,Ilca 6,9.0,0,O,7,0,126.0,74.0,European Championship 2023 - Gold Fleet,Q6
,,BENINI FLORIANI CHIARA,6.0,Ilca 6,4.0,0,O,8,0,131.0,76.0,European Championship 2023 - Gold Fleet,Q6
,,PLASSCHAERT EMMA,6.0,Ilca 6,1.0,0,O,9,0,106.0,78.0,European Championship 2023 - Gold Fleet,Q6
,,MICHON PERNELLE,6.0,Ilca 6,18.0,1,O,10,0,158.0,85.0,European Championship 2023 - Gold Fleet,Q6
,,THOMSON ZOE,6.0,Ilca 6,12.0,0,O,11,0,124.0,85.0,European Championship 2023 - Gold Fleet,Q6
,,OLSSON JOSEFIN,6.0,Ilca 6,13.0,0,O,12,0,148.0,86.0,European Championship 2023 - Gold Fleet,Q6
,,AKKERMAN MIRTHE,6.0,Ilca 6,14.0,0,O,13,0,140.0,94.0,European Championship 2023 - Gold Fleet,Q6
,,MIKKOLA MONIKA,6.0,Ilca 6,8.0,0,O,14,0,154.0,103.0,European Championship 2023 - Gold Fleet,Q6
,,CERVERA LOUISE,6.0,Ilca 6,14.0,0,O,15,0,159.0,105.0,European Championship 2023 - Gold Fleet,Q6
,,MCMAHON EVE,6.0,Ilca 6,3.0,0,O,16,0,168.0,105.0,European Championship 2023 - Gold Fleet,Q6
,,AINSWORTH ELYSE,6.0,Ilca 6,5.0,0,O,17,0,169.0,105.0,European Championship 2023 - Gold Fleet,Q6
,,MUNCH ANNA,6.0,Ilca 6,4.0,0,O,18,0,151.0,106.0,European Championship 2023 - Gold Fleet,Q6
,,GOLEBIOWSKA WIKTORIA,6.0,Ilca 6,29.0,1,O,19,0,202.0,122.0,European Championship 2023 - Gold Fleet,Q6
,,HOST LINE FLEM,6.0,Ilca 6,2.0,0,O,20,0,192.0,124.0,European Championship 2023 - Gold Fleet,Q6
,,DOUGLAS SARAH,6.0,Ilca 6,6.0,0,O,21,0,185.0,124.0,European Championship 2023 - Gold Fleet,Q6
,,GUZEL ECEM,6.0,Ilca 6,20.0,0,O,22,0,207.0,138.0,European Championship 2023 - Gold Fleet,Q6
,,ANDRULYTE VIKTORIJA,6.0,Ilca 6,22.0,0,O,23,0,233.0,149.0,European Championship 2023 - Gold Fleet,Q6
,,KUMANAN NETHRA,6.0,Ilca 6,33.0,1,O,24,0,219.0,151.0,European Championship 2023 - Gold Fleet,Q6
,,IMENEO CASEY,6.0,Ilca 6,6.0,0,O,25,0,232.0,153.0,European Championship 2023 - Gold Fleet,Q6
,,MONCADA ANA,6.0,Ilca 6,7.0,0,O,26,0,258.0,156.0,European Championship 2023 - Gold Fleet,Q6
,,BARRUE MARIE,6.0,Ilca 6,10.0,0,O,27,0,221.0,156.0,European Championship 2023 - Gold Fleet,Q6
,,MYERS LILLIAN,6.0,Ilca 6,15.0,0,O,28,0,261.0,159.0,European Championship 2023 - Gold Fleet,Q6
,,DONERTAS NAZLI CAGLA,6.0,Ilca 6,11.0,0,O,29,0,247.0,160.0,European Championship 2023 - Gold Fleet,Q6
,,ALBANO CAROLINA,6.0,Ilca 6,21.0,0,O,30,0,243.0,171.0,European Championship 2023 - Gold Fleet,Q6
,,ZENNARO SILVIA,6.0,Ilca 6,12.0,0,O,31,0,255.0,176.0,European Championship 2023 - Gold Fleet,Q6
,,BUESSELBERG JULIA,6.0,Ilca 6,15.0,0,O,32,0,242.0,177.0,European Championship 2023 - Gold Fleet,Q6
,,PUJOL BAJO CRISTINA,6.0,Ilca 6,13.0,0,O,33,0,261.0,185.0,European Championship 2023 - Gold Fleet,Q6
,,FLORIDIA JOYCE,6.0,Ilca 6,21.0,0,O,34,0,294.0,187.0,European Championship 2023 - Gold Fleet,Q6
,,LULIC SANDRA,6.0,Ilca 6,27.0,1,O,35,0,281.0,200.0,European Championship 2023 - Gold Fleet,Q6
,,VOROBEVA ELENA,6.0,Ilca 6,8.0,0,O,36,0,289.0,201.0,European Championship 2023 - Gold Fleet,Q6
,,MAKRI MARILENA,6.0,Ilca 6,11.0,0,O,37,0,311.0,206.0,European Championship 2023 - Gold Fleet,Q6
,,BOLAT EBRU,6.0,Ilca 6,34.0,1,O,38,0,293.0,211.0,European Championship 2023 - Gold Fleet,Q6
,,VERSTRAELEN ELINE,6.0,Ilca 6,19.0,0,O,39,0,307.0,215.0,European Championship 2023 - Gold Fleet,Q6
,,ANDERSSOHN HANNAH,6.0,Ilca 6,17.0,0,O,40,0,298.0,217.0,European Championship 2023 - Gold Fleet,Q6
,,FALASCA LUCIA,6.0,Ilca 6,19.0,0,O,41,0,304.0,222.0,European Championship 2023 - Gold Fleet,Q6
,,DELLA VALLE GIORGIA,6.0,Ilca 6,26.0,0,O,42,0,322.0,238.0,European Championship 2023 - Gold Fleet,Q6
,,KAKON SHAI,6.0,Ilca 6,20.0,0,O,43,0,338.0,251.0,European Championship 2023 - Gold Fleet,Q6
,,KUMPINA ESTERE,6.0,Ilca 6,27.0,0,O,44,0,348.0,260.0,European Championship 2023 - Gold Fleet,Q6
,,REINO MARTINA,6.0,Ilca 6,26.0,0,O,45,0,344.0,263.0,European Championship 2023 - Gold Fleet,Q6
,,TOMBE YUMIKO,6.0,Ilca 6,31.0,0,O,46,0,346.0,263.0,European Championship 2023 - Gold Fleet,Q6
,,HENSEL LINDA,6.0,Ilca 6,23.0,0,O,47,0,370.0,267.0,European Championship 2023 - Gold Fleet,Q6
,,SACKER MOLLY,6.0,Ilca 6,25.0,0,O,48,0,356.0,267.0,European Championship 2023 - Gold Fleet,Q6
,,TALLURI MATILDA,6.0,Ilca 6,28.0,1,O,49,0,351.0,270.0,European Championship 2023 - Gold Fleet,Q6
,,VITTECOQ CORALIE,6.0,Ilca 6,25.0,0,O,50,0,364.0,271.0,European Championship 2023 - Gold Fleet,Q6
,,SAVELLI SARA,6.0,Ilca 6,16.0,0,O,51,0,388.0,276.0,European Championship 2023 - Gold Fleet,Q6
,,DEWEY MAURA,6.0,Ilca 6,24.0,0,O,52,0,369.0,283.0,European Championship 2023 - Gold Fleet,Q6
,,RIZZARDI CARLOTTA,6.0,Ilca 6,29.0,1,O,53,0,369.0,283.0,European Championship 2023 - Gold Fleet,Q6
,,SCHEWE LAURA,6.0,Ilca 6,34.0,1,O,54,0,381.0,292.0,European Championship 2023 - Gold Fleet,Q6
,,PETEH TEA,6.0,Ilca 6,30.0,0,O,55,0,398.0,307.0,European Championship 2023 - Gold Fleet,Q6
,,ROCA DE TOGORES ASCENSION,6.0,Ilca 6,17.0,0,O,56,0,416.0,318.0,European Championship 2023 - Gold Fleet,Q6
,,BOUWMEESTER MARIT,6.0,Ilca 6,1.0,0,O,1,0,92.0,32.0,European Championship 2023 - Gold Fleet,F1
,,KARACHALIOU VASILEIA,6.0,Ilca 6,17.0,0,O,2,0,93.0,50.0,European Championship 2023 - Gold Fleet,F1
,,ERDI MARIA,6.0,Ilca 6,5.0,0,O,3,0,87.0,50.0,European Championship 2023 - Gold Fleet,F1
,,JONKER MAXIME,6.0,Ilca 6,3.0,0,O,4,0,90.0,57.0,European Championship 2023 - Gold Fleet,F1
,,RINDOM ANNE-MARIE,6.0,Ilca 6,26.0,0,O,5,0,123.0,71.0,European Championship 2023 - Gold Fleet,F1
,,BARWINSKA AGATA,6.0,Ilca 6,21.0,0,O,6,0,113.0,73.0,European Championship 2023 - Gold Fleet,F1
,,STRANSKY MARA,6.0,Ilca 6,8.0,0,O,7,0,126.0,74.0,European Championship 2023 - Gold Fleet,F1
,,BENINI FLORIANI CHIARA,6.0,Ilca 6,24.0,0,O,8,0,131.0,76.0,European Championship 2023 - Gold Fleet,F1
,,PLASSCHAERT EMMA,6.0,Ilca 6,9.0,0,O,9,0,106.0,78.0,European Championship 2023 - Gold Fleet,F1
,,MICHON PERNELLE,6.0,Ilca 6,10.0,0,O,10,0,158.0,85.0,European Championship 2023 - Gold Fleet,F1
,,THOMSON ZOE,6.0,Ilca 6,7.0,0,O,11,0,124.0,85.0,European Championship 2023 - Gold Fleet,F1
,,OLSSON JOSEFIN,6.0,Ilca 6,29.0,1,O,12,0,148.0,86.0,European Championship 2023 - Gold Fleet,F1
,,AKKERMAN MIRTHE,6.0,Ilca 6,13.0,0,O,13,0,140.0,94.0,European Championship 2023 - Gold Fleet,F1
,,MIKKOLA MONIKA,6.0,Ilca 6,15.0,0,O,14,0,154.0,103.0,European Championship 2023 - Gold Fleet,F1
,,CERVERA LOUISE,6.0,Ilca 6,23.0,0,O,15,0,159.0,105.0,European Championship 2023 - Gold Fleet,F1
,,MCMAHON EVE,6.0,Ilca 6,49.0,1,O,16,0,168.0,105.0,European Championship 2023 - Gold Fleet,F1
,,AINSWORTH ELYSE,6.0,Ilca 6,14.0,0,O,17,0,169.0,105.0,European Championship 2023 - Gold Fleet,F1
,,MUNCH ANNA,6.0,Ilca 6,16.0,0,O,18,0,151.0,106.0,European Championship 2023 - Gold Fleet,F1
,,GOLEBIOWSKA WIKTORIA,6.0,Ilca 6,27.0,0,O,19,0,202.0,122.0,European Championship 2023 - Gold Fleet,F1
,,HOST LINE FLEM,6.0,Ilca 6,12.0,0,O,20,0,192.0,124.0,European Championship 2023 - Gold Fleet,F1
,,DOUGLAS SARAH,6.0,Ilca 6,25.0,0,O,21,0,185.0,124.0,European Championship 2023 - Gold Fleet,F1
,,GUZEL ECEM,6.0,Ilca 6,33.0,0,O,22,0,207.0,138.0,European Championship 2023 - Gold Fleet,F1
,,ANDRULYTE VIKTORIJA,6.0,Ilca 6,2.0,0,O,23,0,233.0,149.0,European Championship 2023 - Gold Fleet,F1
,,KUMANAN NETHRA,6.0,Ilca 6,4.0,0,O,24,0,219.0,151.0,European Championship 2023 - Gold Fleet,F1
,,IMENEO CASEY,6.0,Ilca 6,31.0,0,O,25,0,232.0,153.0,European Championship 2023 - Gold Fleet,F1
,,MONCADA ANA,6.0,Ilca 6,34.0,0,O,26,0,258.0,156.0,European Championship 2023 - Gold Fleet,F1
,,BARRUE MARIE,6.0,Ilca 6,42.0,1,O,27,0,221.0,156.0,European Championship 2023 - Gold Fleet,F1
,,MYERS LILLIAN,6.0,Ilca 6,20.0,0,O,28,0,261.0,159.0,European Championship 2023 - Gold Fleet,F1
,,DONERTAS NAZLI CAGLA,6.0,Ilca 6,11.0,0,O,29,0,247.0,160.0,European Championship 2023 - Gold Fleet,F1
,,ALBANO CAROLINA,6.0,Ilca 6,39.0,1,O,30,0,243.0,171.0,European Championship 2023 - Gold Fleet,F1
,,ZENNARO SILVIA,6.0,Ilca 6,38.0,0,O,31,0,255.0,176.0,European Championship 2023 - Gold Fleet,F1
,,BUESSELBERG JULIA,6.0,Ilca 6,22.0,0,O,32,0,242.0,177.0,European Championship 2023 - Gold Fleet,F1
,,PUJOL BAJO CRISTINA,6.0,Ilca 6,19.0,0,O,33,0,261.0,185.0,European Championship 2023 - Gold Fleet,F1
,,FLORIDIA JOYCE,6.0,Ilca 6,6.0,0,O,34,0,294.0,187.0,European Championship 2023 - Gold Fleet,F1
,,LULIC SANDRA,6.0,Ilca 6,32.0,0,O,35,0,281.0,200.0,European Championship 2023 - Gold Fleet,F1
,,VOROBEVA ELENA,6.0,Ilca 6,36.0,1,O,36,0,289.0,201.0,European Championship 2023 - Gold Fleet,F1
,,MAKRI MARILENA,6.0,Ilca 6,46.0,0,O,37,0,311.0,206.0,European Championship 2023 - Gold Fleet,F1
,,BOLAT EBRU,6.0,Ilca 6,40.0,0,O,38,0,293.0,211.0,European Championship 2023 - Gold Fleet,F1
,,VERSTRAELEN ELINE,6.0,Ilca 6,30.0,0,O,39,0,307.0,215.0,European Championship 2023 - Gold Fleet,F1
,,ANDERSSOHN HANNAH,6.0,Ilca 6,55.0,1,O,40,0,298.0,217.0,European Championship 2023 - Gold Fleet,F1
,,FALASCA LUCIA,6.0,Ilca 6,45.0,1,O,41,0,304.0,222.0,European Championship 2023 - Gold Fleet,F1
,,DELLA VALLE GIORGIA,6.0,Ilca 6,18.0,0,O,42,0,322.0,238.0,European Championship 2023 - Gold Fleet,F1
,,KAKON SHAI,6.0,Ilca 6,43.0,0,O,43,0,338.0,251.0,European Championship 2023 - Gold Fleet,F1
,,KUMPINA ESTERE,6.0,Ilca 6,54.0,1,O,44,0,348.0,260.0,European Championship 2023 - Gold Fleet,F1
,,REINO MARTINA,6.0,Ilca 6,44.0,0,O,45,0,344.0,263.0,European Championship 2023 - Gold Fleet,F1
,,TOMBE YUMIKO,6.0,Ilca 6,47.0,0,O,46,0,346.0,263.0,European Championship 2023 - Gold Fleet,F1
,,HENSEL LINDA,6.0,Ilca 6,50.0,0,O,47,0,370.0,267.0,European Championship 2023 - Gold Fleet,F1
,,SACKER MOLLY,6.0,Ilca 6,41.0,0,O,48,0,356.0,267.0,European Championship 2023 - Gold Fleet,F1
,,TALLURI MATILDA,6.0,Ilca 6,48.0,0,O,49,0,351.0,270.0,European Championship 2023 - Gold Fleet,F1
,,VITTECOQ CORALIE,6.0,Ilca 6,37.0,0,O,50,0,364.0,271.0,European Championship 2023 - Gold Fleet,F1
,,SAVELLI SARA,6.0,Ilca 6,28.0,0,O,51,0,388.0,276.0,European Championship 2023 - Gold Fleet,F1
,,DEWEY MAURA,6.0,Ilca 6,35.0,0,O,52,0,369.0,283.0,European Championship 2023 - Gold Fleet,F1
,,RIZZARDI CARLOTTA,6.0,Ilca 6,56.0,0,O,53,0,369.0,283.0,European Championship 2023 - Gold Fleet,F1
,,SCHEWE LAURA,6.0,Ilca 6,52.0,0,O,54,0,381.0,292.0,European Championship 2023 - Gold Fleet,F1
,,PETEH TEA,6.0,Ilca 6,53.0,0,O,55,0,398.0,307.0,European Championship 2023 - Gold Fleet,F1
,,ROCA DE TOGORES ASCENSION,6.0,Ilca 6,51.0,0,O,56,0,416.0,318.0,European Championship 2023 - Gold Fleet,F1
,,BOUWMEESTER MARIT,6.0,Ilca 6,48.0,1,O,1,0,92.0,32.0,European Championship 2023 - Gold Fleet,F2
,,KARACHALIOU VASILEIA,6.0,Ilca 6,39.0,1,O,2,0,93.0,50.0,European Championship 2023 - Gold Fleet,F2
,,ERDI MARIA,6.0,Ilca 6,6.0,0,O,3,0,87.0,50.0,European Championship 2023 - Gold Fleet,F2
,,JONKER MAXIME,6.0,Ilca 6,13.0,0,O,4,0,90.0,57.0,European Championship 2023 - Gold Fleet,F2
,,RINDOM ANNE-MARIE,6.0,Ilca 6,1.0,0,O,5,0,123.0,71.0,European Championship 2023 - Gold Fleet,F2
,,BARWINSKA AGATA,6.0,Ilca 6,29.0,1,O,6,0,113.0,73.0,European Championship 2023 - Gold Fleet,F2
,,STRANSKY MARA,6.0,Ilca 6,12.0,0,O,7,0,126.0,74.0,European Championship 2023 - Gold Fleet,F2
,,BENINI FLORIANI CHIARA,6.0,Ilca 6,44.0,1,O,8,0,131.0,76.0,European Championship 2023 - Gold Fleet,F2
,,PLASSCHAERT EMMA,6.0,Ilca 6,14.0,0,O,9,0,106.0,78.0,European Championship 2023 - Gold Fleet,F2
,,MICHON PERNELLE,6.0,Ilca 6,55.0,1,O,10,0,158.0,85.0,European Championship 2023 - Gold Fleet,F2
,,THOMSON ZOE,6.0,Ilca 6,15.0,0,O,11,0,124.0,85.0,European Championship 2023 - Gold Fleet,F2
,,OLSSON JOSEFIN,6.0,Ilca 6,2.0,0,O,12,0,148.0,86.0,European Championship 2023 - Gold Fleet,F2
,,AKKERMAN MIRTHE,6.0,Ilca 6,7.0,0,O,13,0,140.0,94.0,European Championship 2023 - Gold Fleet,F2
,,MIKKOLA MONIKA,6.0,Ilca 6,11.0,0,O,14,0,154.0,103.0,European Championship 2023 - Gold Fleet,F2
,,CERVERA LOUISE,6.0,Ilca 6,4.0,0,O,15,0,159.0,105.0,European Championship 2023 - Gold Fleet,F2
,,MCMAHON EVE,6.0,Ilca 6,19.0,0,O,16,0,168.0,105.0,European Championship 2023 - Gold Fleet,F2
,,AINSWORTH ELYSE,6.0,Ilca 6,10.0,0,O,17,0,169.0,105.0,European Championship 2023 - Gold Fleet,F2
,,MUNCH ANNA,6.0,Ilca 6,28.0,0,O,18,0,151.0,106.0,European Championship 2023 - Gold Fleet,F2
,,GOLEBIOWSKA WIKTORIA,6.0,Ilca 6,35.0,0,O,19,0,202.0,122.0,European Championship 2023 - Gold Fleet,F2
,,HOST LINE FLEM,6.0,Ilca 6,41.0,1,O,20,0,192.0,124.0,European Championship 2023 - Gold Fleet,F2
,,DOUGLAS SARAH,6.0,Ilca 6,27.0,0,O,21,0,185.0,124.0,European Championship 2023 - Gold Fleet,F2
,,GUZEL ECEM,6.0,Ilca 6,3.0,0,O,22,0,207.0,138.0,European Championship 2023 - Gold Fleet,F2
,,ANDRULYTE VIKTORIJA,6.0,Ilca 6,5.0,0,O,23,0,233.0,149.0,European Championship 2023 - Gold Fleet,F2
,,KUMANAN NETHRA,6.0,Ilca 6,25.0,0,O,24,0,219.0,151.0,European Championship 2023 - Gold Fleet,F2
,,IMENEO CASEY,6.0,Ilca 6,32.0,1,O,25,0,232.0,153.0,European Championship 2023 - Gold Fleet,F2
,,MONCADA ANA,6.0,Ilca 6,8.0,0,O,26,0,258.0,156.0,European Championship 2023 - Gold Fleet,F2
,,BARRUE MARIE,6.0,Ilca 6,23.0,0,O,27,0,221.0,156.0,European Championship 2023 - Gold Fleet,F2
,,MYERS LILLIAN,6.0,Ilca 6,45.0,1,O,28,0,261.0,159.0,European Championship 2023 - Gold Fleet,F2
,,DONERTAS NAZLI CAGLA,6.0,Ilca 6,24.0,0,O,29,0,247.0,160.0,European Championship 2023 - Gold Fleet,F2
,,ALBANO CAROLINA,6.0,Ilca 6,17.0,0,O,30,0,243.0,171.0,European Championship 2023 - Gold Fleet,F2
,,ZENNARO SILVIA,6.0,Ilca 6,47.0,1,O,31,0,255.0,176.0,European Championship 2023 - Gold Fleet,F2
,,BUESSELBERG JULIA,6.0,Ilca 6,26.0,0,O,32,0,242.0,177.0,European Championship 2023 - Gold Fleet,F2
,,PUJOL BAJO CRISTINA,6.0,Ilca 6,21.0,0,O,33,0,261.0,185.0,European Championship 2023 - Gold Fleet,F2
,,FLORIDIA JOYCE,6.0,Ilca 6,18.0,0,O,34,0,294.0,187.0,European Championship 2023 - Gold Fleet,F2
,,LULIC SANDRA,6.0,Ilca 6,54.0,1,O,35,0,281.0,200.0,European Championship 2023 - Gold Fleet,F2
,,VOROBEVA ELENA,6.0,Ilca 6,16.0,0,O,36,0,289.0,201.0,European Championship 2023 - Gold Fleet,F2
,,MAKRI MARILENA,6.0,Ilca 6,20.0,0,O,37,0,311.0,206.0,European Championship 2023 - Gold Fleet,F2
,,BOLAT EBRU,6.0,Ilca 6,31.0,0,O,38,0,293.0,211.0,European Championship 2023 - Gold Fleet,F2
,,VERSTRAELEN ELINE,6.0,Ilca 6,51.0,1,O,39,0,307.0,215.0,European Championship 2023 - Gold Fleet,F2
,,ANDERSSOHN HANNAH,6.0,Ilca 6,50.0,0,O,40,0,298.0,217.0,European Championship 2023 - Gold Fleet,F2
,,FALASCA LUCIA,6.0,Ilca 6,9.0,0,O,41,0,304.0,222.0,European Championship 2023 - Gold Fleet,F2
,,DELLA VALLE GIORGIA,6.0,Ilca 6,38.0,0,O,42,0,322.0,238.0,European Championship 2023 - Gold Fleet,F2
,,KAKON SHAI,6.0,Ilca 6,22.0,0,O,43,0,338.0,251.0,European Championship 2023 - Gold Fleet,F2
,,KUMPINA ESTERE,6.0,Ilca 6,40.0,0,O,44,0,348.0,260.0,European Championship 2023 - Gold Fleet,F2
,,REINO MARTINA,6.0,Ilca 6,34.0,0,O,45,0,344.0,263.0,European Championship 2023 - Gold Fleet,F2
,,TOMBE YUMIKO,6.0,Ilca 6,30.0,0,O,46,0,346.0,263.0,European Championship 2023 - Gold Fleet,F2
,,HENSEL LINDA,6.0,Ilca 6,49.0,0,O,47,0,370.0,267.0,European Championship 2023 - Gold Fleet,F2
,,SACKER MOLLY,6.0,Ilca 6,42.0,0,O,48,0,356.0,267.0,European Championship 2023 - Gold Fleet,F2
,,TALLURI MATILDA,6.0,Ilca 6,43.0,0,O,49,0,351.0,270.0,European Championship 2023 - Gold Fleet,F2
,,VITTECOQ CORALIE,6.0,Ilca 6,52.0,1,O,50,0,364.0,271.0,European Championship 2023 - Gold Fleet,F2
,,SAVELLI SARA,6.0,Ilca 6,46.0,0,O,51,0,388.0,276.0,European Championship 2023 - Gold Fleet,F2
,,DEWEY MAURA,6.0,Ilca 6,33.0,0,O,52,0,369.0,283.0,European Championship 2023 - Gold Fleet,F2
,,RIZZARDI CARLOTTA,6.0,Ilca 6,37.0,0,O,53,0,369.0,283.0,European Championship 2023 - Gold Fleet,F2
,,SCHEWE LAURA,6.0,Ilca 6,36.0,0,O,54,0,381.0,292.0,European Championship 2023 - Gold Fleet,F2
,,PETEH TEA,6.0,Ilca 6,56.0,1,O,55,0,398.0,307.0,European Championship 2023 - Gold Fleet,F2
,,ROCA DE TOGORES ASCENSION,6.0,Ilca 6,53.0,1,O,56,0,416.0,318.0,European Championship 2023 - Gold Fleet,F2
,,BOUWMEESTER MARIT,6.0,Ilca 6,7.0,0,O,1,0,92.0,32.0,European Championship 2023 - Gold Fleet,F3
,,KARACHALIOU VASILEIA,6.0,Ilca 6,19.0,0,O,2,0,93.0,50.0,European Championship 2023 - Gold Fleet,F3
,,ERDI MARIA,6.0,Ilca 6,5.0,0,O,3,0,87.0,50.0,European Championship 2023 - Gold Fleet,F3
