ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,3,0,P,44,,161,123,Central and South American Championship 2023,F2
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,6,0,P,45,,165,127,Central and South American Championship 2023,F2
,,HECTOR RENE DAVID,3,Ilca 6,8,0,P,46,,167,129,Central and South American Championship 2023,F2
,,DANTE VOLKER,3,Ilca 6,12,0,P,47,,155,129,Central and South American Championship 2023,F2
,,FELIPE BLAS ALFARO,3,Ilca 6,7,0,P,48,,182,144,Central and South American Championship 2023,F2
,,BAUTISTA BECERRA,3,Ilca 6,24,0,P,49,,184,146,Central and South American Championship 2023,F2
,,MATTEO WALLAU,3,Ilca 6,25,0,P,50,,178,148,Central and South American Championship 2023,F2
,,VERONICA JORDANA,3,Ilca 6,17,0,P,51,,187,149,Central and South American Championship 2023,F2
,,AGUSTIN SAGUIR,3,Ilca 6,14,0,P,52,,187,149,Central and South American Championship 2023,F2
,,FEDERICO ISEM,3,Ilca 6,16,0,P,53,,188,160,Central and South American Championship 2023,F2
,,IGNACIO FRIAS,3,Ilca 6,10,0,P,54,,204,166,Central and South American Championship 2023,F2
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,13,0,P,55,,212,174,Central and South American Championship 2023,F2
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,20,0,P,56,,210,176,Central and South American Championship 2023,F2
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,15,0,P,57,,220,182,Central and South American Championship 2023,F2
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,19,0,P,58,,220,182,Central and South American Championship 2023,F2
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,18,0,P,59,,222,184,Central and South American Championship 2023,F2
,,TOMAS ELIAS,3,Ilca 6,DNC,0,P,60,DNC,228,190,Central and South American Championship 2023,F2
,,MARIA LAURA CUETO,3,Ilca 6,23,0,P,61,,230,192,Central and South American Championship 2023,F2
,,LISBETZY ROJO SALAZAR,3,Ilca 6,22,0,P,62,,228,195,Central and South American Championship 2023,F2
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,27,0,P,63,,229,199,Central and South American Championship 2023,F2
,,BALTHAZAR REMOTTI,3,Ilca 6,DNC,0,P,64,DNC,245,207,Central and South American Championship 2023,F2
,,GABRIEL TORRE,3,Ilca 6,DNC,0,P,65,DNC,246,208,Central and South American Championship 2023,F2
,,INES ANTONI,3,Ilca 6,29,0,P,66,,248,211,Central and South American Championship 2023,F2
,,FACUNDO ALFARO JAIME,3,Ilca 6,28,0,P,67,,254,216,Central and South American Championship 2023,F2
,,MARTIN IGLESIAS,3,Ilca 6,21,0,P,68,,287,249,Central and South American Championship 2023,F2
,,SABRINA FERRARA,3,Ilca 6,26,0,P,69,,287,249,Central and South American Championship 2023,F2
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,DNC,0,P,70,DNC,294,256,Central and South American Championship 2023,F2
,,JUAN CRUZ PALOMBO,3,Ilca 6,DNC,0,P,71,DNC,306,268,Central and South American Championship 2023,F2
,,MARCELO FREZZA,3,Ilca 6,DNC,0,P,72,DNC,332,294,Central and South American Championship 2023,F2
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,F2
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,F2
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,2,0,O,1,,24,15,Central and South American Championship 2023,F3
,,LUCIA FALASCA,3,Ilca 6,4,0,O,2,,34,22,Central and South American Championship 2023,F3
,,GABRIELLA MARQUES KIDD,3,Ilca 6,3,0,O,3,,52,33,Central and South American Championship 2023,F3
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,15,0,O,4,,52,37,Central and South American Championship 2023,F3
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,6,0,O,5,,61,44,Central and South American Championship 2023,F3
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,11,0,O,6,,69,54,Central and South American Championship 2023,F3
,,THOMAS VIVES POTTHOFF,3,Ilca 6,10,0,O,7,,86,60,Central and South American Championship 2023,F3
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,5,0,O,8,,100,62,Central and South American Championship 2023,F3
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,13,0,O,9,,80,63,Central and South American Championship 2023,F3
,,FRANCISCO MAROTTA,3,Ilca 6,19,0,O,10,,105,78,Central and South American Championship 2023,F3
,,JOAQUIN GALVAN,3,Ilca 6,9,0,O,11,,106,86,Central and South American Championship 2023,F3
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,18,0,O,12,,105,87,Central and South American Championship 2023,F3
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,12,0,O,13,,120,89,Central and South American Championship 2023,F3
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,14,0,O,14,,115,90,Central and South American Championship 2023,F3
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,7,0,O,15,,122,90,Central and South American Championship 2023,F3
,,FRANCISCO GOMEZ,3,Ilca 6,17,0,O,16,,130,92,Central and South American Championship 2023,F3
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,16,0,O,17,,116,93,Central and South American Championship 2023,F3
,,AGUSTINA JORDAN,3,Ilca 6,21,0,O,18,,128,98,Central and South American Championship 2023,F3
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,8,0,O,19,,126,98,Central and South American Championship 2023,F3
,,LUCAS MOMES RUIZ,3,Ilca 6,22,0,O,20,,136,103,Central and South American Championship 2023,F3
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,24,0,O,21,,127,103,Central and South American Championship 2023,F3
,,NICO GAINSCHUK,3,Ilca 6,25,0,O,22,,135,109,Central and South American Championship 2023,F3
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,31,0,O,23,,147,116,Central and South American Championship 2023,F3
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,1,0,O,24,,155,117,Central and South American Championship 2023,F3
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,26,0,O,25,,170,142,Central and South American Championship 2023,F3
,,FELIPE WENZEL,3,Ilca 6,35,0,O,26,,197,162,Central and South American Championship 2023,F3
,,NAINA MARIA PINTO,3,Ilca 6,23,0,O,27,,203,165,Central and South American Championship 2023,F3
,,MATEO VIDAL,3,Ilca 6,29,0,O,28,,206,168,Central and South American Championship 2023,F3
,,FELIPE DE ROSA,3,Ilca 6,32,0,O,29,,201,168,Central and South American Championship 2023,F3
,,ISABEL BUSCH,3,Ilca 6,28,0,O,30,,207,169,Central and South American Championship 2023,F3
,,NICOLAS CASSESE,3,Ilca 6,30,0,O,31,,207,172,Central and South American Championship 2023,F3
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,33,0,O,32,,210,172,Central and South American Championship 2023,F3
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,20,0,O,33,,211,173,Central and South American Championship 2023,F3
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,36,0,O,34,,210,174,Central and South American Championship 2023,F3
,,ARIEL ZERPA,3,Ilca 6,27,0,O,35,,213,176,Central and South American Championship 2023,F3
,,SANTIAGO GUINAND,3,Ilca 6,34,0,O,36,,211,177,Central and South American Championship 2023,F3
,,AGNESE CAIAFA,3,Ilca 6,37,0,O,37,,231,193,Central and South American Championship 2023,F3
,,ROGER TORRES,3,Ilca 6,1,0,P,38,,126,88,Central and South American Championship 2023,F3
,,BENJAMIN GALVAN,3,Ilca 6,5,0,P,39,,123,94,Central and South American Championship 2023,F3
,,TOMAS BODETTO,3,Ilca 6,2,0,P,40,,127,101,Central and South American Championship 2023,F3
,,MANUEL CADARSO,3,Ilca 6,TLE,0,P,41,TLE,149,115,Central and South American Championship 2023,F3
,,ANDRES FONTAN,3,Ilca 6,6,0,P,42,,138,116,Central and South American Championship 2023,F3
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,4,0,P,43,,156,118,Central and South American Championship 2023,F3
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,3,0,P,44,,161,123,Central and South American Championship 2023,F3
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,8,0,P,45,,165,127,Central and South American Championship 2023,F3
,,HECTOR RENE DAVID,3,Ilca 6,9,0,P,46,,167,129,Central and South American Championship 2023,F3
,,DANTE VOLKER,3,Ilca 6,7,0,P,47,,155,129,Central and South American Championship 2023,F3
,,FELIPE BLAS ALFARO,3,Ilca 6,11,0,P,48,,182,144,Central and South American Championship 2023,F3
,,BAUTISTA BECERRA,3,Ilca 6,21,0,P,49,,184,146,Central and South American Championship 2023,F3
,,MATTEO WALLAU,3,Ilca 6,14,0,P,50,,178,148,Central and South American Championship 2023,F3
,,VERONICA JORDANA,3,Ilca 6,17,0,P,51,,187,149,Central and South American Championship 2023,F3
,,AGUSTIN SAGUIR,3,Ilca 6,13,0,P,52,,187,149,Central and South American Championship 2023,F3
,,FEDERICO ISEM,3,Ilca 6,18,0,P,53,,188,160,Central and South American Championship 2023,F3
,,IGNACIO FRIAS,3,Ilca 6,DNC,0,P,54,DNC,204,166,Central and South American Championship 2023,F3
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,DNC,0,P,55,DNC,212,174,Central and South American Championship 2023,F3
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,15,0,P,56,,210,176,Central and South American Championship 2023,F3
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,10,0,P,57,,220,182,Central and South American Championship 2023,F3
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,12,0,P,58,,220,182,Central and South American Championship 2023,F3
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,DNC,0,P,59,DNC,222,184,Central and South American Championship 2023,F3
,,TOMAS ELIAS,3,Ilca 6,16,0,P,60,,228,190,Central and South American Championship 2023,F3
,,MARIA LAURA CUETO,3,Ilca 6,19,0,P,61,,230,192,Central and South American Championship 2023,F3
,,LISBETZY ROJO SALAZAR,3,Ilca 6,20,0,P,62,,228,195,Central and South American Championship 2023,F3
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,24,0,P,63,,229,199,Central and South American Championship 2023,F3
,,BALTHAZAR REMOTTI,3,Ilca 6,DNC,0,P,64,DNC,245,207,Central and South American Championship 2023,F3
,,GABRIEL TORRE,3,Ilca 6,DNC,0,P,65,DNC,246,208,Central and South American Championship 2023,F3
,,INES ANTONI,3,Ilca 6,23,0,P,66,,248,211,Central and South American Championship 2023,F3
,,FACUNDO ALFARO JAIME,3,Ilca 6,22,0,P,67,,254,216,Central and South American Championship 2023,F3
,,MARTIN IGLESIAS,3,Ilca 6,DNC,0,P,68,DNC,287,249,Central and South American Championship 2023,F3
,,SABRINA FERRARA,3,Ilca 6,DNC,0,P,69,DNC,287,249,Central and South American Championship 2023,F3
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,DNC,0,P,70,DNC,294,256,Central and South American Championship 2023,F3
,,JUAN CRUZ PALOMBO,3,Ilca 6,DNC,0,P,71,DNC,306,268,Central and South American Championship 2023,F3
,,MARCELO FREZZA,3,Ilca 6,DNC,0,P,72,DNC,332,294,Central and South American Championship 2023,F3
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,F3
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,F3
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,3,0,O,1,,24,15,Central and South American Championship 2023,F4
,,LUCIA FALASCA,3,Ilca 6,7,0,O,2,,34,22,Central and South American Championship 2023,F4
,,GABRIELLA MARQUES KIDD,3,Ilca 6,8,0,O,3,,52,33,Central and South American Championship 2023,F4
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,2,0,O,4,,52,37,Central and South American Championship 2023,F4
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,9,0,O,5,,61,44,Central and South American Championship 2023,F4
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,4,0,O,6,,69,54,Central and South American Championship 2023,F4
,,THOMAS VIVES POTTHOFF,3,Ilca 6,5,0,O,7,,86,60,Central and South American Championship 2023,F4
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,1,0,O,8,,100,62,Central and South American Championship 2023,F4
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,6,0,O,9,,80,63,Central and South American Championship 2023,F4
,,FRANCISCO MAROTTA,3,Ilca 6,18,0,O,10,,105,78,Central and South American Championship 2023,F4
,,JOAQUIN GALVAN,3,Ilca 6,13,0,O,11,,106,86,Central and South American Championship 2023,F4
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,15,0,O,12,,105,87,Central and South American Championship 2023,F4
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,20,0,O,13,,120,89,Central and South American Championship 2023,F4
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,11,0,O,14,,115,90,Central and South American Championship 2023,F4
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,10,0,O,15,,122,90,Central and South American Championship 2023,F4
,,FRANCISCO GOMEZ,3,Ilca 6,16,0,O,16,,130,92,Central and South American Championship 2023,F4
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,23,0,O,17,,116,93,Central and South American Championship 2023,F4
,,AGUSTINA JORDAN,3,Ilca 6,22,0,O,18,,128,98,Central and South American Championship 2023,F4
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,17,0,O,19,,126,98,Central and South American Championship 2023,F4
,,LUCAS MOMES RUIZ,3,Ilca 6,33,0,O,20,,136,103,Central and South American Championship 2023,F4
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,12,0,O,21,,127,103,Central and South American Championship 2023,F4
,,NICO GAINSCHUK,3,Ilca 6,26,0,O,22,,135,109,Central and South American Championship 2023,F4
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,24,0,O,23,,147,116,Central and South American Championship 2023,F4
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,14,0,O,24,,155,117,Central and South American Championship 2023,F4
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,25,0,O,25,,170,142,Central and South American Championship 2023,F4
,,FELIPE WENZEL,3,Ilca 6,19,0,O,26,,197,162,Central and South American Championship 2023,F4
,,NAINA MARIA PINTO,3,Ilca 6,31,0,O,27,,203,165,Central and South American Championship 2023,F4
,,MATEO VIDAL,3,Ilca 6,32,0,O,28,,206,168,Central and South American Championship 2023,F4
,,FELIPE DE ROSA,3,Ilca 6,21,0,O,29,,201,168,Central and South American Championship 2023,F4
,,ISABEL BUSCH,3,Ilca 6,30,0,O,30,,207,169,Central and South American Championship 2023,F4
,,NICOLAS CASSESE,3,Ilca 6,28,0,O,31,,207,172,Central and South American Championship 2023,F4
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,27,0,O,32,,210,172,Central and South American Championship 2023,F4
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,34,0,O,33,,211,173,Central and South American Championship 2023,F4
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,35,0,O,34,,210,174,Central and South American Championship 2023,F4
,,ARIEL ZERPA,3,Ilca 6,37,0,O,35,,213,176,Central and South American Championship 2023,F4
,,SANTIAGO GUINAND,3,Ilca 6,29,0,O,36,,211,177,Central and South American Championship 2023,F4
,,AGNESE CAIAFA,3,Ilca 6,36,0,O,37,,231,193,Central and South American Championship 2023,F4
,,ROGER TORRES,3,Ilca 6,1,0,P,38,,126,88,Central and South American Championship 2023,F4
,,BENJAMIN GALVAN,3,Ilca 6,4,0,P,39,,123,94,Central and South American Championship 2023,F4
,,TOMAS BODETTO,3,Ilca 6,5,0,P,40,,127,101,Central and South American Championship 2023,F4
,,MANUEL CADARSO,3,Ilca 6,2,0,P,41,,149,115,Central and South American Championship 2023,F4
,,ANDRES FONTAN,3,Ilca 6,10,0,P,42,,138,116,Central and South American Championship 2023,F4
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,UFD,0,P,43,UFD,156,118,Central and South American Championship 2023,F4
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,3,0,P,44,,161,123,Central and South American Championship 2023,F4
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,19,0,P,45,,165,127,Central and South American Championship 2023,F4
,,HECTOR RENE DAVID,3,Ilca 6,13,0,P,46,,167,129,Central and South American Championship 2023,F4
,,DANTE VOLKER,3,Ilca 6,12,0,P,47,,155,129,Central and South American Championship 2023,F4
,,FELIPE BLAS ALFARO,3,Ilca 6,9,0,P,48,,182,144,Central and South American Championship 2023,F4
,,BAUTISTA BECERRA,3,Ilca 6,15,0,P,49,,184,146,Central and South American Championship 2023,F4
,,MATTEO WALLAU,3,Ilca 6,16,0,P,50,,178,148,Central and South American Championship 2023,F4
,,VERONICA JORDANA,3,Ilca 6,UFD,0,P,51,UFD,187,149,Central and South American Championship 2023,F4
,,AGUSTIN SAGUIR,3,Ilca 6,7,0,P,52,,187,149,Central and South American Championship 2023,F4
,,FEDERICO ISEM,3,Ilca 6,21,0,P,53,,188,160,Central and South American Championship 2023,F4
,,IGNACIO FRIAS,3,Ilca 6,DNC,0,P,54,DNC,204,166,Central and South American Championship 2023,F4
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,8,0,P,55,,212,174,Central and South American Championship 2023,F4
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,17,0,P,56,,210,176,Central and South American Championship 2023,F4
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,11,0,P,57,,220,182,Central and South American Championship 2023,F4
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,20,0,P,58,,220,182,Central and South American Championship 2023,F4
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,14,0,P,59,,222,184,Central and South American Championship 2023,F4
,,TOMAS ELIAS,3,Ilca 6,6,0,P,60,,228,190,Central and South American Championship 2023,F4
,,MARIA LAURA CUETO,3,Ilca 6,18,0,P,61,,230,192,Central and South American Championship 2023,F4
,,LISBETZY ROJO SALAZAR,3,Ilca 6,22,0,P,62,,228,195,Central and South American Championship 2023,F4
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,24,0,P,63,,229,199,Central and South American Championship 2023,F4
,,BALTHAZAR REMOTTI,3,Ilca 6,UFD,0,P,64,UFD,245,207,Central and South American Championship 2023,F4
,,GABRIEL TORRE,3,Ilca 6,DNC,0,P,65,DNC,246,208,Central and South American Championship 2023,F4
,,INES ANTONI,3,Ilca 6,27,0,P,66,,248,211,Central and South American Championship 2023,F4
,,FACUNDO ALFARO JAIME,3,Ilca 6,UFD,0,P,67,UFD,254,216,Central and South American Championship 2023,F4
,,MARTIN IGLESIAS,3,Ilca 6,DNC,0,P,68,DNC,287,249,Central and South American Championship 2023,F4
,,SABRINA FERRARA,3,Ilca 6,25,0,P,69,,287,249,Central and South American Championship 2023,F4
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,23,0,P,70,,294,256,Central and South American Championship 2023,F4
,,JUAN CRUZ PALOMBO,3,Ilca 6,26,0,P,71,,306,268,Central and South American Championship 2023,F4
,,MARCELO FREZZA,3,Ilca 6,DNC,0,P,72,DNC,332,294,Central and South American Championship 2023,F4
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,F4
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,F4
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,O,0,O,1,O,24,15,Central and South American Championship 2023,Flotilha
,,LUCIA FALASCA,3,Ilca 6,O,0,O,2,O,34,22,Central and South American Championship 2023,Flotilha
,,GABRIELLA MARQUES KIDD,3,Ilca 6,O,0,O,3,O,52,33,Central and South American Championship 2023,Flotilha
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,O,0,O,4,O,52,37,Central and South American Championship 2023,Flotilha
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,O,0,O,5,O,61,44,Central and South American Championship 2023,Flotilha
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,O,0,O,6,O,69,54,Central and South American Championship 2023,Flotilha
,,THOMAS VIVES POTTHOFF,3,Ilca 6,O,0,O,7,O,86,60,Central and South American Championship 2023,Flotilha
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,O,0,O,8,O,100,62,Central and South American Championship 2023,Flotilha
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,O,0,O,9,O,80,63,Central and South American Championship 2023,Flotilha
,,FRANCISCO MAROTTA,3,Ilca 6,O,0,O,10,O,105,78,Central and South American Championship 2023,Flotilha
,,JOAQUIN GALVAN,3,Ilca 6,O,0,O,11,O,106,86,Central and South American Championship 2023,Flotilha
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,O,0,O,12,O,105,87,Central and South American Championship 2023,Flotilha
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,O,0,O,13,O,120,89,Central and South American Championship 2023,Flotilha
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,O,0,O,14,O,115,90,Central and South American Championship 2023,Flotilha
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,O,0,O,15,O,122,90,Central and South American Championship 2023,Flotilha
,,FRANCISCO GOMEZ,3,Ilca 6,O,0,O,16,O,130,92,Central and South American Championship 2023,Flotilha
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,O,0,O,17,O,116,93,Central and South American Championship 2023,Flotilha
,,AGUSTINA JORDAN,3,Ilca 6,O,0,O,18,O,128,98,Central and South American Championship 2023,Flotilha
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,O,0,O,19,O,126,98,Central and South American Championship 2023,Flotilha
,,LUCAS MOMES RUIZ,3,Ilca 6,O,0,O,20,O,136,103,Central and South American Championship 2023,Flotilha
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,O,0,O,21,O,127,103,Central and South American Championship 2023,Flotilha
,,NICO GAINSCHUK,3,Ilca 6,O,0,O,22,O,135,109,Central and South American Championship 2023,Flotilha
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,O,0,O,23,O,147,116,Central and South American Championship 2023,Flotilha
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,O,0,O,24,O,155,117,Central and South American Championship 2023,Flotilha
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,O,0,O,25,O,170,142,Central and South American Championship 2023,Flotilha
,,FELIPE WENZEL,3,Ilca 6,O,0,O,26,O,197,162,Central and South American Championship 2023,Flotilha
,,NAINA MARIA PINTO,3,Ilca 6,O,0,O,27,O,203,165,Central and South American Championship 2023,Flotilha
,,MATEO VIDAL,3,Ilca 6,O,0,O,28,O,206,168,Central and South American Championship 2023,Flotilha
,,FELIPE DE ROSA,3,Ilca 6,O,0,O,29,O,201,168,Central and South American Championship 2023,Flotilha
,,ISABEL BUSCH,3,Ilca 6,O,0,O,30,O,207,169,Central and South American Championship 2023,Flotilha
,,NICOLAS CASSESE,3,Ilca 6,O,0,O,31,O,207,172,Central and South American Championship 2023,Flotilha
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,O,0,O,32,O,210,172,Central and South American Championship 2023,Flotilha
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,O,0,O,33,O,211,173,Central and South American Championship 2023,Flotilha
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,O,0,O,34,O,210,174,Central and South American Championship 2023,Flotilha
,,ARIEL ZERPA,3,Ilca 6,O,0,O,35,O,213,176,Central and South American Championship 2023,Flotilha
,,SANTIAGO GUINAND,3,Ilca 6,O,0,O,36,O,211,177,Central and South American Championship 2023,Flotilha
,,AGNESE CAIAFA,3,Ilca 6,O,0,O,37,O,231,193,Central and South American Championship 2023,Flotilha
,,ROGER TORRES,3,Ilca 6,P,0,P,38,P,126,88,Central and South American Championship 2023,Flotilha
,,BENJAMIN GALVAN,3,Ilca 6,P,0,P,39,P,123,94,Central and South American Championship 2023,Flotilha
,,TOMAS BODETTO,3,Ilca 6,P,0,P,40,P,127,101,Central and South American Championship 2023,Flotilha
,,MANUEL CADARSO,3,Ilca 6,P,0,P,41,P,149,115,Central and South American Championship 2023,Flotilha
,,ANDRES FONTAN,3,Ilca 6,P,0,P,42,P,138,116,Central and South American Championship 2023,Flotilha
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,P,0,P,43,P,156,118,Central and South American Championship 2023,Flotilha
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,P,0,P,44,P,161,123,Central and South American Championship 2023,Flotilha
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,P,0,P,45,P,165,127,Central and South American Championship 2023,Flotilha
,,HECTOR RENE DAVID,3,Ilca 6,P,0,P,46,P,167,129,Central and South American Championship 2023,Flotilha
,,DANTE VOLKER,3,Ilca 6,P,0,P,47,P,155,129,Central and South American Championship 2023,Flotilha
,,FELIPE BLAS ALFARO,3,Ilca 6,P,0,P,48,P,182,144,Central and South American Championship 2023,Flotilha
,,BAUTISTA BECERRA,3,Ilca 6,P,0,P,49,P,184,146,Central and South American Championship 2023,Flotilha
,,MATTEO WALLAU,3,Ilca 6,P,0,P,50,P,178,148,Central and South American Championship 2023,Flotilha
,,VERONICA JORDANA,3,Ilca 6,P,0,P,51,P,187,149,Central and South American Championship 2023,Flotilha
,,AGUSTIN SAGUIR,3,Ilca 6,P,0,P,52,P,187,149,Central and South American Championship 2023,Flotilha
,,FEDERICO ISEM,3,Ilca 6,P,0,P,53,P,188,160,Central and South American Championship 2023,Flotilha
,,IGNACIO FRIAS,3,Ilca 6,P,0,P,54,P,204,166,Central and South American Championship 2023,Flotilha
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,P,0,P,55,P,212,174,Central and South American Championship 2023,Flotilha
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,P,0,P,56,P,210,176,Central and South American Championship 2023,Flotilha
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,P,0,P,57,P,220,182,Central and South American Championship 2023,Flotilha
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,P,0,P,58,P,220,182,Central and South American Championship 2023,Flotilha
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,P,0,P,59,P,222,184,Central and South American Championship 2023,Flotilha
,,TOMAS ELIAS,3,Ilca 6,P,0,P,60,P,228,190,Central and South American Championship 2023,Flotilha
,,MARIA LAURA CUETO,3,Ilca 6,P,0,P,61,P,230,192,Central and South American Championship 2023,Flotilha
,,LISBETZY ROJO SALAZAR,3,Ilca 6,P,0,P,62,P,228,195,Central and South American Championship 2023,Flotilha
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,P,0,P,63,P,229,199,Central and South American Championship 2023,Flotilha
,,BALTHAZAR REMOTTI,3,Ilca 6,P,0,P,64,P,245,207,Central and South American Championship 2023,Flotilha
,,GABRIEL TORRE,3,Ilca 6,P,0,P,65,P,246,208,Central and South American Championship 2023,Flotilha
,,INES ANTONI,3,Ilca 6,P,0,P,66,P,248,211,Central and South American Championship 2023,Flotilha
,,FACUNDO ALFARO JAIME,3,Ilca 6,P,0,P,67,P,254,216,Central and South American Championship 2023,Flotilha
