ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,6,0,O,17,,116,93,Central and South American Championship 2023,Q4
,,AGUSTINA JORDAN,3,Ilca 6,4,0,O,18,,128,98,Central and South American Championship 2023,Q4
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,7,0,O,19,,126,98,Central and South American Championship 2023,Q4
,,LUCAS MOMES RUIZ,3,Ilca 6,3,0,O,20,,136,103,Central and South American Championship 2023,Q4
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,20,0,O,21,,127,103,Central and South American Championship 2023,Q4
,,NICO GAINSCHUK,3,Ilca 6,5,0,O,22,,135,109,Central and South American Championship 2023,Q4
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,12,0,O,23,,147,116,Central and South American Championship 2023,Q4
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,4,0,O,24,,155,117,Central and South American Championship 2023,Q4
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,7,0,O,25,,170,142,Central and South American Championship 2023,Q4
,,FELIPE WENZEL,3,Ilca 6,11,0,O,26,,197,162,Central and South American Championship 2023,Q4
,,NAINA MARIA PINTO,3,Ilca 6,15,0,O,27,,203,165,Central and South American Championship 2023,Q4
,,MATEO VIDAL,3,Ilca 6,22,0,O,28,,206,168,Central and South American Championship 2023,Q4
,,FELIPE DE ROSA,3,Ilca 6,8,0,O,29,,201,168,Central and South American Championship 2023,Q4
,,ISABEL BUSCH,3,Ilca 6,24,0,O,30,,207,169,Central and South American Championship 2023,Q4
,,NICOLAS CASSESE,3,Ilca 6,18,0,O,31,,207,172,Central and South American Championship 2023,Q4
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,23,0,O,32,,210,172,Central and South American Championship 2023,Q4
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,27,0,O,33,,211,173,Central and South American Championship 2023,Q4
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,10,0,O,34,,210,174,Central and South American Championship 2023,Q4
,,ARIEL ZERPA,3,Ilca 6,15,0,O,35,,213,176,Central and South American Championship 2023,Q4
,,SANTIAGO GUINAND,3,Ilca 6,11,0,O,36,,211,177,Central and South American Championship 2023,Q4
,,AGNESE CAIAFA,3,Ilca 6,6,0,O,37,,231,193,Central and South American Championship 2023,Q4
,,ROGER TORRES,3,Ilca 6,UFD,0,P,38,UFD,126,88,Central and South American Championship 2023,Q4
,,BENJAMIN GALVAN,3,Ilca 6,29,0,P,39,,123,94,Central and South American Championship 2023,Q4
,,TOMAS BODETTO,3,Ilca 6,21,0,P,40,,127,101,Central and South American Championship 2023,Q4
,,MANUEL CADARSO,3,Ilca 6,28,0,P,41,,149,115,Central and South American Championship 2023,Q4
,,ANDRES FONTAN,3,Ilca 6,19,0,P,42,,138,116,Central and South American Championship 2023,Q4
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,12,0,P,43,,156,118,Central and South American Championship 2023,Q4
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,30,0,P,44,,161,123,Central and South American Championship 2023,Q4
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,21,0,P,45,,165,127,Central and South American Championship 2023,Q4
,,HECTOR RENE DAVID,3,Ilca 6,29,0,P,46,,167,129,Central and South American Championship 2023,Q4
,,DANTE VOLKER,3,Ilca 6,26,0,P,47,,155,129,Central and South American Championship 2023,Q4
,,FELIPE BLAS ALFARO,3,Ilca 6,25,0,P,48,,182,144,Central and South American Championship 2023,Q4
,,BAUTISTA BECERRA,3,Ilca 6,16,0,P,49,,184,146,Central and South American Championship 2023,Q4
,,MATTEO WALLAU,3,Ilca 6,19,0,P,50,,178,148,Central and South American Championship 2023,Q4
,,VERONICA JORDANA,3,Ilca 6,16,0,P,51,,187,149,Central and South American Championship 2023,Q4
,,AGUSTIN SAGUIR,3,Ilca 6,23,0,P,52,,187,149,Central and South American Championship 2023,Q4
,,FEDERICO ISEM,3,Ilca 6,26,0,P,53,,188,160,Central and South American Championship 2023,Q4
,,IGNACIO FRIAS,3,Ilca 6,13,0,P,54,,204,166,Central and South American Championship 2023,Q4
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,22,0,P,55,,212,174,Central and South American Championship 2023,Q4
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,32,0,P,56,,210,176,Central and South American Championship 2023,Q4
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,33,0,P,57,,220,182,Central and South American Championship 2023,Q4
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,27,0,P,58,,220,182,Central and South American Championship 2023,Q4
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,24,0,P,59,,222,184,Central and South American Championship 2023,Q4
,,TOMAS ELIAS,3,Ilca 6,UFD,0,P,60,UFD,228,190,Central and South American Championship 2023,Q4
,,MARIA LAURA CUETO,3,Ilca 6,20,0,P,61,,230,192,Central and South American Championship 2023,Q4
,,LISBETZY ROJO SALAZAR,3,Ilca 6,25,0,P,62,,228,195,Central and South American Championship 2023,Q4
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,30,0,P,63,,229,199,Central and South American Championship 2023,Q4
,,BALTHAZAR REMOTTI,3,Ilca 6,31,0,P,64,,245,207,Central and South American Championship 2023,Q4
,,GABRIEL TORRE,3,Ilca 6,17,0,P,65,,246,208,Central and South American Championship 2023,Q4
,,INES ANTONI,3,Ilca 6,TLE,0,P,66,TLE,248,211,Central and South American Championship 2023,Q4
,,FACUNDO ALFARO JAIME,3,Ilca 6,DSQ,0,P,67,DSQ,254,216,Central and South American Championship 2023,Q4
,,MARTIN IGLESIAS,3,Ilca 6,DSQ,0,P,68,DSQ,287,249,Central and South American Championship 2023,Q4
,,SABRINA FERRARA,3,Ilca 6,32,0,P,69,,287,249,Central and South American Championship 2023,Q4
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,31,0,P,70,,294,256,Central and South American Championship 2023,Q4
,,JUAN CRUZ PALOMBO,3,Ilca 6,34,0,P,71,,306,268,Central and South American Championship 2023,Q4
,,MARCELO FREZZA,3,Ilca 6,28,0,P,72,,332,294,Central and South American Championship 2023,Q4
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,Q4
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,Q4
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,2,0,O,1,,24,15,Central and South American Championship 2023,Q5
,,LUCIA FALASCA,3,Ilca 6,12,0,O,2,,34,22,Central and South American Championship 2023,Q5
,,GABRIELLA MARQUES KIDD,3,Ilca 6,4,0,O,3,,52,33,Central and South American Championship 2023,Q5
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,5,0,O,4,,52,37,Central and South American Championship 2023,Q5
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,8,0,O,5,,61,44,Central and South American Championship 2023,Q5
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,15,0,O,6,,69,54,Central and South American Championship 2023,Q5
,,THOMAS VIVES POTTHOFF,3,Ilca 6,1,0,O,7,,86,60,Central and South American Championship 2023,Q5
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,DNC,0,O,8,DNC,100,62,Central and South American Championship 2023,Q5
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,3,0,O,9,,80,63,Central and South American Championship 2023,Q5
,,FRANCISCO MAROTTA,3,Ilca 6,27,0,O,10,,105,78,Central and South American Championship 2023,Q5
,,JOAQUIN GALVAN,3,Ilca 6,6,0,O,11,,106,86,Central and South American Championship 2023,Q5
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,7,0,O,12,,105,87,Central and South American Championship 2023,Q5
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,7,0,O,13,,120,89,Central and South American Championship 2023,Q5
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,11,0,O,14,,115,90,Central and South American Championship 2023,Q5
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,25,0,O,15,,122,90,Central and South American Championship 2023,Q5
,,FRANCISCO GOMEZ,3,Ilca 6,4,0,O,16,,130,92,Central and South American Championship 2023,Q5
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,10,0,O,17,,116,93,Central and South American Championship 2023,Q5
,,AGUSTINA JORDAN,3,Ilca 6,5,0,O,18,,128,98,Central and South American Championship 2023,Q5
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,6,0,O,19,,126,98,Central and South American Championship 2023,Q5
,,LUCAS MOMES RUIZ,3,Ilca 6,12,0,O,20,,136,103,Central and South American Championship 2023,Q5
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,2,0,O,21,,127,103,Central and South American Championship 2023,Q5
,,NICO GAINSCHUK,3,Ilca 6,3,0,O,22,,135,109,Central and South American Championship 2023,Q5
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,1,0,O,23,,147,116,Central and South American Championship 2023,Q5
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,21,0,O,24,,155,117,Central and South American Championship 2023,Q5
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,14,0,O,25,,170,142,Central and South American Championship 2023,Q5
,,FELIPE WENZEL,3,Ilca 6,14,0,O,26,,197,162,Central and South American Championship 2023,Q5
,,NAINA MARIA PINTO,3,Ilca 6,17,0,O,27,,203,165,Central and South American Championship 2023,Q5
,,MATEO VIDAL,3,Ilca 6,10,0,O,28,,206,168,Central and South American Championship 2023,Q5
,,FELIPE DE ROSA,3,Ilca 6,16,0,O,29,,201,168,Central and South American Championship 2023,Q5
,,ISABEL BUSCH,3,Ilca 6,20,0,O,30,,207,169,Central and South American Championship 2023,Q5
,,NICOLAS CASSESE,3,Ilca 6,19,0,O,31,,207,172,Central and South American Championship 2023,Q5
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,8,0,O,32,,210,172,Central and South American Championship 2023,Q5
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,DSQ,0,O,33,DSQ,211,173,Central and South American Championship 2023,Q5
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,15,0,O,34,,210,174,Central and South American Championship 2023,Q5
,,ARIEL ZERPA,3,Ilca 6,18,0,O,35,,213,176,Central and South American Championship 2023,Q5
,,SANTIAGO GUINAND,3,Ilca 6,9,0,O,36,,211,177,Central and South American Championship 2023,Q5
,,AGNESE CAIAFA,3,Ilca 6,9,0,O,37,,231,193,Central and South American Championship 2023,Q5
,,ROGER TORRES,3,Ilca 6,UFD,0,P,38,UFD,126,88,Central and South American Championship 2023,Q5
,,BENJAMIN GALVAN,3,Ilca 6,23,0,P,39,,123,94,Central and South American Championship 2023,Q5
,,TOMAS BODETTO,3,Ilca 6,19,0,P,40,,127,101,Central and South American Championship 2023,Q5
,,MANUEL CADARSO,3,Ilca 6,TLE,0,P,41,TLE,149,115,Central and South American Championship 2023,Q5
,,ANDRES FONTAN,3,Ilca 6,22,0,P,42,,138,116,Central and South American Championship 2023,Q5
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,27,0,P,43,,156,118,Central and South American Championship 2023,Q5
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,20,0,P,44,,161,123,Central and South American Championship 2023,Q5
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,24,0,P,45,,165,127,Central and South American Championship 2023,Q5
,,HECTOR RENE DAVID,3,Ilca 6,18,0,P,46,,167,129,Central and South American Championship 2023,Q5
,,DANTE VOLKER,3,Ilca 6,22,0,P,47,,155,129,Central and South American Championship 2023,Q5
,,FELIPE BLAS ALFARO,3,Ilca 6,29,0,P,48,,182,144,Central and South American Championship 2023,Q5
,,BAUTISTA BECERRA,3,Ilca 6,13,0,P,49,,184,146,Central and South American Championship 2023,Q5
,,MATTEO WALLAU,3,Ilca 6,13,0,P,50,,178,148,Central and South American Championship 2023,Q5
,,VERONICA JORDANA,3,Ilca 6,16,0,P,51,,187,149,Central and South American Championship 2023,Q5
,,AGUSTIN SAGUIR,3,Ilca 6,28,0,P,52,,187,149,Central and South American Championship 2023,Q5
,,FEDERICO ISEM,3,Ilca 6,28,0,P,53,,188,160,Central and South American Championship 2023,Q5
,,IGNACIO FRIAS,3,Ilca 6,11,0,P,54,,204,166,Central and South American Championship 2023,Q5
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,30,0,P,55,,212,174,Central and South American Championship 2023,Q5
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,TLE,0,P,56,TLE,210,176,Central and South American Championship 2023,Q5
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,TLE,0,P,57,TLE,220,182,Central and South American Championship 2023,Q5
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,21,0,P,58,,220,182,Central and South American Championship 2023,Q5
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,17,0,P,59,,222,184,Central and South American Championship 2023,Q5
,,TOMAS ELIAS,3,Ilca 6,32,0,P,60,,228,190,Central and South American Championship 2023,Q5
,,MARIA LAURA CUETO,3,Ilca 6,26,0,P,61,,230,192,Central and South American Championship 2023,Q5
,,LISBETZY ROJO SALAZAR,3,Ilca 6,24,0,P,62,,228,195,Central and South American Championship 2023,Q5
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,25,0,P,63,,229,199,Central and South American Championship 2023,Q5
,,BALTHAZAR REMOTTI,3,Ilca 6,32,0,P,64,,245,207,Central and South American Championship 2023,Q5
,,GABRIEL TORRE,3,Ilca 6,23,0,P,65,,246,208,Central and South American Championship 2023,Q5
,,INES ANTONI,3,Ilca 6,29,0,P,66,,248,211,Central and South American Championship 2023,Q5
,,FACUNDO ALFARO JAIME,3,Ilca 6,DNE,0,P,67,DNE,254,216,Central and South American Championship 2023,Q5
,,MARTIN IGLESIAS,3,Ilca 6,26,0,P,68,,287,249,Central and South American Championship 2023,Q5
,,SABRINA FERRARA,3,Ilca 6,31,0,P,69,,287,249,Central and South American Championship 2023,Q5
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,30,0,P,70,,294,256,Central and South American Championship 2023,Q5
,,JUAN CRUZ PALOMBO,3,Ilca 6,31,0,P,71,,306,268,Central and South American Championship 2023,Q5
,,MARCELO FREZZA,3,Ilca 6,DNC,0,P,72,DNC,332,294,Central and South American Championship 2023,Q5
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,Q5
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,Q5
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,9,0,O,1,,24,15,Central and South American Championship 2023,F1
,,LUCIA FALASCA,3,Ilca 6,4,0,O,2,,34,22,Central and South American Championship 2023,F1
,,GABRIELLA MARQUES KIDD,3,Ilca 6,19,0,O,3,,52,33,Central and South American Championship 2023,F1
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,1,0,O,4,,52,37,Central and South American Championship 2023,F1
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,3,0,O,5,,61,44,Central and South American Championship 2023,F1
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,5,0,O,6,,69,54,Central and South American Championship 2023,F1
,,THOMAS VIVES POTTHOFF,3,Ilca 6,22,0,O,7,,86,60,Central and South American Championship 2023,F1
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,2,0,O,8,,100,62,Central and South American Championship 2023,F1
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,14,0,O,9,,80,63,Central and South American Championship 2023,F1
,,FRANCISCO MAROTTA,3,Ilca 6,6,0,O,10,,105,78,Central and South American Championship 2023,F1
,,JOAQUIN GALVAN,3,Ilca 6,18,0,O,11,,106,86,Central and South American Championship 2023,F1
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,8,0,O,12,,105,87,Central and South American Championship 2023,F1
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,31,0,O,13,,120,89,Central and South American Championship 2023,F1
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,25,0,O,14,,115,90,Central and South American Championship 2023,F1
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,32,0,O,15,,122,90,Central and South American Championship 2023,F1
,,FRANCISCO GOMEZ,3,Ilca 6,11,0,O,16,,130,92,Central and South American Championship 2023,F1
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,10,0,O,17,,116,93,Central and South American Championship 2023,F1
,,AGUSTINA JORDAN,3,Ilca 6,16,0,O,18,,128,98,Central and South American Championship 2023,F1
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,28,0,O,19,,126,98,Central and South American Championship 2023,F1
,,LUCAS MOMES RUIZ,3,Ilca 6,7,0,O,20,,136,103,Central and South American Championship 2023,F1
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,13,0,O,21,,127,103,Central and South American Championship 2023,F1
,,NICO GAINSCHUK,3,Ilca 6,20,0,O,22,,135,109,Central and South American Championship 2023,F1
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,12,0,O,23,,147,116,Central and South American Championship 2023,F1
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,DSQ,0,O,24,DSQ,155,117,Central and South American Championship 2023,F1
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,26,0,O,25,,170,142,Central and South American Championship 2023,F1
,,FELIPE WENZEL,3,Ilca 6,23,0,O,26,,197,162,Central and South American Championship 2023,F1
,,NAINA MARIA PINTO,3,Ilca 6,36,0,O,27,,203,165,Central and South American Championship 2023,F1
,,MATEO VIDAL,3,Ilca 6,27,0,O,28,,206,168,Central and South American Championship 2023,F1
,,FELIPE DE ROSA,3,Ilca 6,24,0,O,29,,201,168,Central and South American Championship 2023,F1
,,ISABEL BUSCH,3,Ilca 6,21,0,O,30,,207,169,Central and South American Championship 2023,F1
,,NICOLAS CASSESE,3,Ilca 6,33,0,O,31,,207,172,Central and South American Championship 2023,F1
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,29,0,O,32,,210,172,Central and South American Championship 2023,F1
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,34,0,O,33,,211,173,Central and South American Championship 2023,F1
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,15,0,O,34,,210,174,Central and South American Championship 2023,F1
,,ARIEL ZERPA,3,Ilca 6,35,0,O,35,,213,176,Central and South American Championship 2023,F1
,,SANTIAGO GUINAND,3,Ilca 6,30,0,O,36,,211,177,Central and South American Championship 2023,F1
,,AGNESE CAIAFA,3,Ilca 6,17,0,O,37,,231,193,Central and South American Championship 2023,F1
,,ROGER TORRES,3,Ilca 6,8,0,P,38,,126,88,Central and South American Championship 2023,F1
,,BENJAMIN GALVAN,3,Ilca 6,7,0,P,39,,123,94,Central and South American Championship 2023,F1
,,TOMAS BODETTO,3,Ilca 6,17,0,P,40,,127,101,Central and South American Championship 2023,F1
,,MANUEL CADARSO,3,Ilca 6,1,0,P,41,,149,115,Central and South American Championship 2023,F1
,,ANDRES FONTAN,3,Ilca 6,16,0,P,42,,138,116,Central and South American Championship 2023,F1
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,4,0,P,43,,156,118,Central and South American Championship 2023,F1
,,ANA CAROLINA TONNIGES ROTH,3,Ilca 6,20,0,P,44,,161,123,Central and South American Championship 2023,F1
,,"EDUARDO ""EDY"" BRANZ",3,Ilca 6,14,0,P,45,,165,127,Central and South American Championship 2023,F1
,,HECTOR RENE DAVID,3,Ilca 6,5,0,P,46,,167,129,Central and South American Championship 2023,F1
,,DANTE VOLKER,3,Ilca 6,15,0,P,47,,155,129,Central and South American Championship 2023,F1
,,FELIPE BLAS ALFARO,3,Ilca 6,29,0,P,48,,182,144,Central and South American Championship 2023,F1
,,BAUTISTA BECERRA,3,Ilca 6,9,0,P,49,,184,146,Central and South American Championship 2023,F1
,,MATTEO WALLAU,3,Ilca 6,22,0,P,50,,178,148,Central and South American Championship 2023,F1
,,VERONICA JORDANA,3,Ilca 6,13,0,P,51,,187,149,Central and South American Championship 2023,F1
,,AGUSTIN SAGUIR,3,Ilca 6,11,0,P,52,,187,149,Central and South American Championship 2023,F1
,,FEDERICO ISEM,3,Ilca 6,10,0,P,53,,188,160,Central and South American Championship 2023,F1
,,IGNACIO FRIAS,3,Ilca 6,3,0,P,54,,204,166,Central and South American Championship 2023,F1
,,LIHUEL GOMEZ LACCHINI,3,Ilca 6,26,0,P,55,,212,174,Central and South American Championship 2023,F1
,,JUAN BARTOLOME CHA VACCARI,3,Ilca 6,24,0,P,56,,210,176,Central and South American Championship 2023,F1
,,JOSE LUIZ PEREZ FRAQUELLI,3,Ilca 6,30,0,P,57,,220,182,Central and South American Championship 2023,F1
,,MARLENE RIQUELME ANTONETTI,3,Ilca 6,31,0,P,58,,220,182,Central and South American Championship 2023,F1
,,IGNACIO GARCIA CANTELLI,3,Ilca 6,6,0,P,59,,222,184,Central and South American Championship 2023,F1
,,TOMAS ELIAS,3,Ilca 6,19,0,P,60,,228,190,Central and South American Championship 2023,F1
,,MARIA LAURA CUETO,3,Ilca 6,25,0,P,61,,230,192,Central and South American Championship 2023,F1
,,LISBETZY ROJO SALAZAR,3,Ilca 6,27,0,P,62,,228,195,Central and South American Championship 2023,F1
,,SOFIA GIOVINAZZO VON THUMEN,3,Ilca 6,18,0,P,63,,229,199,Central and South American Championship 2023,F1
,,BALTHAZAR REMOTTI,3,Ilca 6,2,0,P,64,,245,207,Central and South American Championship 2023,F1
,,GABRIEL TORRE,3,Ilca 6,DNC,0,P,65,DNC,246,208,Central and South American Championship 2023,F1
,,INES ANTONI,3,Ilca 6,21,0,P,66,,248,211,Central and South American Championship 2023,F1
,,FACUNDO ALFARO JAIME,3,Ilca 6,23,0,P,67,,254,216,Central and South American Championship 2023,F1
,,MARTIN IGLESIAS,3,Ilca 6,12,0,P,68,,287,249,Central and South American Championship 2023,F1
,,SABRINA FERRARA,3,Ilca 6,28,0,P,69,,287,249,Central and South American Championship 2023,F1
,,MARCELO ADOLFO GONZALEZ PONDAL,3,Ilca 6,DNC,0,P,70,DNC,294,256,Central and South American Championship 2023,F1
,,JUAN CRUZ PALOMBO,3,Ilca 6,32,0,P,71,,306,268,Central and South American Championship 2023,F1
,,MARCELO FREZZA,3,Ilca 6,DNC,0,P,72,DNC,332,294,Central and South American Championship 2023,F1
,,AGUSTINA CANCLINI,3,Ilca 6,DNC,0,P,73,DNC,342,304,Central and South American Championship 2023,F1
,,VICENTE FRANCISCO CURZI GHDINI,3,Ilca 6,DNC,0,P,74,DNC,342,304,Central and South American Championship 2023,F1
,,ERICK MARCONDES DE M.CARPES,3,Ilca 6,3,0,O,1,,24,15,Central and South American Championship 2023,F2
,,LUCIA FALASCA,3,Ilca 6,2,0,O,2,,34,22,Central and South American Championship 2023,F2
,,GABRIELLA MARQUES KIDD,3,Ilca 6,8,0,O,3,,52,33,Central and South American Championship 2023,F2
,,DOLORES MOREIRA FRASCHINI,3,Ilca 6,5,0,O,4,,52,37,Central and South American Championship 2023,F2
,,FLORENCIA CHIARELLA SALAS,3,Ilca 6,6,0,O,5,,61,44,Central and South American Championship 2023,F2
,,STEFANO ANDRE PENDOLA DE LA TORRE,3,Ilca 6,12,0,O,6,,69,54,Central and South American Championship 2023,F2
,,THOMAS VIVES POTTHOFF,3,Ilca 6,26,0,O,7,,86,60,Central and South American Championship 2023,F2
,,LUCIANA ANDREA CARDOZO,3,Ilca 6,1,0,O,8,,100,62,Central and South American Championship 2023,F2
,,JULIAN MARIA DUARTE ARGERICH,3,Ilca 6,17,0,O,9,,80,63,Central and South American Championship 2023,F2
,,FRANCISCO MAROTTA,3,Ilca 6,9,0,O,10,,105,78,Central and South American Championship 2023,F2
,,JOAQUIN GALVAN,3,Ilca 6,14,0,O,11,,106,86,Central and South American Championship 2023,F2
,,SOPHIE ZIMMERMANN VEJA,3,Ilca 6,13,0,O,12,,105,87,Central and South American Championship 2023,F2
,,ANTONIO RIBEIRO MACHADO,3,Ilca 6,11,0,O,13,,120,89,Central and South American Championship 2023,F2
,,CATERINA ISABEL ROMERO AGUIRRE,3,Ilca 6,18,0,O,14,,115,90,Central and South American Championship 2023,F2
,,AGUSTIN GONZALEZ VILLALBA,3,Ilca 6,4,0,O,15,,122,90,Central and South American Championship 2023,F2
,,FRANCISCO GOMEZ,3,Ilca 6,15,0,O,16,,130,92,Central and South American Championship 2023,F2
,,CRISTINA CASTELLANOS ESTRADA,3,Ilca 6,7,0,O,17,,116,93,Central and South American Championship 2023,F2
,,AGUSTINA JORDAN,3,Ilca 6,30,0,O,18,,128,98,Central and South American Championship 2023,F2
,,"DELFINA ""DELFI! DE SETA DALLI",3,Ilca 6,22,0,O,19,,126,98,Central and South American Championship 2023,F2
,,LUCAS MOMES RUIZ,3,Ilca 6,19,0,O,20,,136,103,Central and South American Championship 2023,F2
,,NICOLAS CASTELARI RIVAS,3,Ilca 6,20,0,O,21,,127,103,Central and South American Championship 2023,F2
,,NICO GAINSCHUK,3,Ilca 6,25,0,O,22,,135,109,Central and South American Championship 2023,F2
,,MARIA GRACIA VEGAS TRIVELLI,3,Ilca 6,31,0,O,23,,147,116,Central and South American Championship 2023,F2
,,FEDERICO SIEBERT FRANCAVILLA,3,Ilca 6,10,0,O,24,,155,117,Central and South American Championship 2023,F2
,,JOAQUIM DUARTE ARGERICH,3,Ilca 6,28,0,O,25,,170,142,Central and South American Championship 2023,F2
,,FELIPE WENZEL,3,Ilca 6,34,0,O,26,,197,162,Central and South American Championship 2023,F2
,,NAINA MARIA PINTO,3,Ilca 6,32,0,O,27,,203,165,Central and South American Championship 2023,F2
,,MATEO VIDAL,3,Ilca 6,16,0,O,28,,206,168,Central and South American Championship 2023,F2
,,FELIPE DE ROSA,3,Ilca 6,33,0,O,29,,201,168,Central and South American Championship 2023,F2
,,ISABEL BUSCH,3,Ilca 6,21,0,O,30,,207,169,Central and South American Championship 2023,F2
,,NICOLAS CASSESE,3,Ilca 6,35,0,O,31,,207,172,Central and South American Championship 2023,F2
,,FELIPE ALVES TELES REVOREDO LIMA,3,Ilca 6,29,0,O,32,,210,172,Central and South American Championship 2023,F2
,,PEDRO RODRIGUEZ REYNOSO,3,Ilca 6,24,0,O,33,,211,173,Central and South American Championship 2023,F2
,,JUAN PABLO CAROSI WARBURG,3,Ilca 6,36,0,O,34,,210,174,Central and South American Championship 2023,F2
,,ARIEL ZERPA,3,Ilca 6,27,0,O,35,,213,176,Central and South American Championship 2023,F2
,,SANTIAGO GUINAND,3,Ilca 6,23,0,O,36,,211,177,Central and South American Championship 2023,F2
,,AGNESE CAIAFA,3,Ilca 6,37,0,O,37,,231,193,Central and South American Championship 2023,F2
,,ROGER TORRES,3,Ilca 6,5,0,P,38,,126,88,Central and South American Championship 2023,F2
,,BENJAMIN GALVAN,3,Ilca 6,4,0,P,39,,123,94,Central and South American Championship 2023,F2
,,TOMAS BODETTO,3,Ilca 6,2,0,P,40,,127,101,Central and South American Championship 2023,F2
,,MANUEL CADARSO,3,Ilca 6,9,0,P,41,,149,115,Central and South American Championship 2023,F2
,,ANDRES FONTAN,3,Ilca 6,11,0,P,42,,138,116,Central and South American Championship 2023,F2
,,SOFIA ALEJANDRA D'AGOSTINO,3,Ilca 6,1,0,P,43,,156,118,Central and South American Championship 2023,F2
