ID Resultado,ID Competidor,Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Descarte,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata
,,EMMA WILSON,,IQFOIL FEM.,13.0,0,,3,0,"181,4","67,4",European Championship 2023,13F
,,EMMA WILSON,,IQFOIL FEM.,3.0,0,,3,0,"181,4","67,4",European Championship 2023,14F
,,EMMA WILSON,,IQFOIL FEM.,1.0,0,,3,0,"181,4","67,4",European Championship 2023,15F
,,EMMA WILSON,,IQFOIL FEM.,37.0,0,,3,0,"181,4","67,4",European Championship 2023,16F
,,EMMA WILSON,,IQFOIL FEM.,1.0,0,,3,0,"181,4","67,4",European Championship 2023,17F
,,EMMA WILSON,,IQFOIL FEM.,2.0,0,,3,0,"181,4","67,4",European Championship 2023,18F
,,EMMA WILSON,,IQFOIL FEM.,3.0,0,,3,0,"181,4","67,4",European Championship 2023,19F
,,EMMA WILSON,,IQFOIL FEM.,3.0,0,,3,0,"181,4","67,4",European Championship 2023,MR
,,HELENE NOESMOEN,,IQFOIL FEM.,1.0,0,,4,0,195,128,European Championship 2023,1Q
,,HELENE NOESMOEN,,IQFOIL FEM.,10.0,0,,4,0,195,128,European Championship 2023,2Q
,,HELENE NOESMOEN,,IQFOIL FEM.,4.0,0,,4,0,195,128,European Championship 2023,3Q
,,HELENE NOESMOEN,,IQFOIL FEM.,4.0,0,,4,0,195,128,European Championship 2023,4Q
,,HELENE NOESMOEN,,IQFOIL FEM.,6.0,0,,4,0,195,128,European Championship 2023,5Q
,,HELENE NOESMOEN,,IQFOIL FEM.,10.0,0,,4,0,195,128,European Championship 2023,6Q
,,HELENE NOESMOEN,,IQFOIL FEM.,13.0,0,,4,0,195,128,European Championship 2023,7Q
,,HELENE NOESMOEN,,IQFOIL FEM.,8.0,0,,4,0,195,128,European Championship 2023,8Q
,,HELENE NOESMOEN,,IQFOIL FEM.,15.0,0,,4,0,195,128,European Championship 2023,9F
,,HELENE NOESMOEN,,IQFOIL FEM.,7.0,0,,4,0,195,128,European Championship 2023,10F
,,HELENE NOESMOEN,,IQFOIL FEM.,5.0,0,,4,0,195,128,European Championship 2023,11F
,,HELENE NOESMOEN,,IQFOIL FEM.,21.0,0,,4,0,195,128,European Championship 2023,12F
,,HELENE NOESMOEN,,IQFOIL FEM.,23.0,0,,4,0,195,128,European Championship 2023,13F
,,HELENE NOESMOEN,,IQFOIL FEM.,17.0,0,,4,0,195,128,European Championship 2023,14F
,,HELENE NOESMOEN,,IQFOIL FEM.,17.0,0,,4,0,195,128,European Championship 2023,15F
,,HELENE NOESMOEN,,IQFOIL FEM.,13.0,0,,4,0,195,128,European Championship 2023,16F
,,HELENE NOESMOEN,,IQFOIL FEM.,4.0,0,,4,0,195,128,European Championship 2023,17F
,,HELENE NOESMOEN,,IQFOIL FEM.,13.0,0,,4,0,195,128,European Championship 2023,18F
,,HELENE NOESMOEN,,IQFOIL FEM.,4.0,0,,4,0,195,128,European Championship 2023,19F
,,HELENE NOESMOEN,,IQFOIL FEM.,4.0,0,,4,0,195,128,European Championship 2023,MR
,,SHAHAR TIBI,,IQFOIL FEM.,7.0,0,,5,0,134,49,European Championship 2023,1Q
,,SHAHAR TIBI,,IQFOIL FEM.,1.0,0,,5,0,134,49,European Championship 2023,2Q
,,SHAHAR TIBI,,IQFOIL FEM.,14.0,0,,5,0,134,49,European Championship 2023,3Q
,,SHAHAR TIBI,,IQFOIL FEM.,5.0,0,,5,0,134,49,European Championship 2023,4Q
,,SHAHAR TIBI,,IQFOIL FEM.,11.0,0,,5,0,134,49,European Championship 2023,5Q
,,SHAHAR TIBI,,IQFOIL FEM.,4.0,0,,5,0,134,49,European Championship 2023,6Q
,,SHAHAR TIBI,,IQFOIL FEM.,4.0,0,,5,0,134,49,European Championship 2023,7Q
,,SHAHAR TIBI,,IQFOIL FEM.,4.0,0,,5,0,134,49,European Championship 2023,8Q
,,SHAHAR TIBI,,IQFOIL FEM.,3.0,0,,5,0,134,49,European Championship 2023,9F
,,SHAHAR TIBI,,IQFOIL FEM.,5.0,0,,5,0,134,49,European Championship 2023,10F
,,SHAHAR TIBI,,IQFOIL FEM.,2.0,0,,5,0,134,49,European Championship 2023,11F
,,SHAHAR TIBI,,IQFOIL FEM.,3.0,0,,5,0,134,49,European Championship 2023,12F
,,SHAHAR TIBI,,IQFOIL FEM.,41.0,0,,5,0,134,49,European Championship 2023,13F
,,SHAHAR TIBI,,IQFOIL FEM.,5.0,0,,5,0,134,49,European Championship 2023,14F
,,SHAHAR TIBI,,IQFOIL FEM.,1.0,0,,5,0,134,49,European Championship 2023,15F
,,SHAHAR TIBI,,IQFOIL FEM.,1.0,0,,5,0,134,49,European Championship 2023,16F
,,SHAHAR TIBI,,IQFOIL FEM.,3.0,0,,5,0,134,49,European Championship 2023,17F
,,SHAHAR TIBI,,IQFOIL FEM.,1.0,0,,5,0,134,49,European Championship 2023,18F
,,SHAHAR TIBI,,IQFOIL FEM.,19.0,0,,5,0,134,49,European Championship 2023,19F
,,SHAHAR TIBI,,IQFOIL FEM.,5.0,0,,5,0,134,49,European Championship 2023,MR
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,6.0,0,,6,0,185,75,European Championship 2023,1Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,5.0,0,,6,0,185,75,European Championship 2023,2Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,5.0,0,,6,0,185,75,European Championship 2023,3Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,6.0,0,,6,0,185,75,European Championship 2023,4Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,8.0,0,,6,0,185,75,European Championship 2023,5Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,1.0,0,,6,0,185,75,European Championship 2023,6Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,1.0,0,,6,0,185,75,European Championship 2023,7Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,46.0,1,,6,DNC,185,75,European Championship 2023,8Q
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,2.0,0,,6,0,185,75,European Championship 2023,9F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,1.0,0,,6,0,185,75,European Championship 2023,10F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,3.0,0,,6,0,185,75,European Championship 2023,11F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,15.0,0,,6,0,185,75,European Championship 2023,12F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,5.0,0,,6,0,185,75,European Championship 2023,13F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,7.0,0,,6,0,185,75,European Championship 2023,14F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,41.0,0,,6,0,185,75,European Championship 2023,15F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,9.0,0,,6,0,185,75,European Championship 2023,16F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,11.0,0,,6,0,185,75,European Championship 2023,17F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,11.0,0,,6,0,185,75,European Championship 2023,18F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,2.0,0,,6,0,185,75,European Championship 2023,19F
,,PILAR LAMADRID TRUEBA,,IQFOIL FEM.,6.0,0,,6,0,185,75,European Championship 2023,MR
,,PALMA ?ARGO,,IQFOIL FEM.,11.0,0,,7,0,182,108,European Championship 2023,1Q
,,PALMA ?ARGO,,IQFOIL FEM.,6.0,0,,7,0,182,108,European Championship 2023,2Q
,,PALMA ?ARGO,,IQFOIL FEM.,3.0,0,,7,0,182,108,European Championship 2023,3Q
,,PALMA ?ARGO,,IQFOIL FEM.,11.0,0,,7,0,182,108,European Championship 2023,4Q
,,PALMA ?ARGO,,IQFOIL FEM.,4.0,0,,7,0,182,108,European Championship 2023,5Q
,,PALMA ?ARGO,,IQFOIL FEM.,2.0,0,,7,0,182,108,European Championship 2023,6Q
,,PALMA ?ARGO,,IQFOIL FEM.,2.0,0,,7,0,182,108,European Championship 2023,7Q
,,PALMA ?ARGO,,IQFOIL FEM.,5.0,0,,7,0,182,108,European Championship 2023,8Q
,,PALMA ?ARGO,,IQFOIL FEM.,10.0,0,,7,0,182,108,European Championship 2023,9F
,,PALMA ?ARGO,,IQFOIL FEM.,4.0,0,,7,0,182,108,European Championship 2023,10F
,,PALMA ?ARGO,,IQFOIL FEM.,15.0,0,,7,0,182,108,European Championship 2023,11F
,,PALMA ?ARGO,,IQFOIL FEM.,19.0,0,,7,0,182,108,European Championship 2023,12F
,,PALMA ?ARGO,,IQFOIL FEM.,25.0,0,,7,0,182,108,European Championship 2023,13F
,,PALMA ?ARGO,,IQFOIL FEM.,1.0,0,,7,0,182,108,European Championship 2023,14F
,,PALMA ?ARGO,,IQFOIL FEM.,9.0,0,,7,0,182,108,European Championship 2023,15F
,,PALMA ?ARGO,,IQFOIL FEM.,27.0,0,,7,0,182,108,European Championship 2023,16F
,,PALMA ?ARGO,,IQFOIL FEM.,2.0,0,,7,0,182,108,European Championship 2023,17F
,,PALMA ?ARGO,,IQFOIL FEM.,14.0,0,,7,0,182,108,European Championship 2023,18F
,,PALMA ?ARGO,,IQFOIL FEM.,12.0,0,,7,0,182,108,European Championship 2023,19F
,,PALMA ?ARGO,,IQFOIL FEM.,7.0,0,,7,0,182,108,European Championship 2023,MR
,,SARA WENNEKES,,IQFOIL FEM.,2.0,0,,8,0,152,99,European Championship 2023,1Q
,,SARA WENNEKES,,IQFOIL FEM.,1.0,0,,8,0,152,99,European Championship 2023,2Q
,,SARA WENNEKES,,IQFOIL FEM.,2.0,0,,8,0,152,99,European Championship 2023,3Q
,,SARA WENNEKES,,IQFOIL FEM.,1.0,0,,8,0,152,99,European Championship 2023,4Q
,,SARA WENNEKES,,IQFOIL FEM.,2.0,0,,8,0,152,99,European Championship 2023,5Q
,,SARA WENNEKES,,IQFOIL FEM.,4.0,0,,8,0,152,99,European Championship 2023,6Q
,,SARA WENNEKES,,IQFOIL FEM.,11.0,0,,8,0,152,99,European Championship 2023,7Q
,,SARA WENNEKES,,IQFOIL FEM.,3.0,0,,8,0,152,99,European Championship 2023,8Q
,,SARA WENNEKES,,IQFOIL FEM.,9.0,0,,8,0,152,99,European Championship 2023,9F
,,SARA WENNEKES,,IQFOIL FEM.,3.0,0,,8,0,152,99,European Championship 2023,10F
,,SARA WENNEKES,,IQFOIL FEM.,10.0,0,,8,0,152,99,European Championship 2023,11F
,,SARA WENNEKES,,IQFOIL FEM.,11.0,0,,8,0,152,99,European Championship 2023,12F
,,SARA WENNEKES,,IQFOIL FEM.,7.0,0,,8,0,152,99,European Championship 2023,13F
,,SARA WENNEKES,,IQFOIL FEM.,9.0,0,,8,0,152,99,European Championship 2023,14F
,,SARA WENNEKES,,IQFOIL FEM.,17.0,0,,8,0,152,99,European Championship 2023,15F
,,SARA WENNEKES,,IQFOIL FEM.,7.0,0,,8,0,152,99,European Championship 2023,16F
,,SARA WENNEKES,,IQFOIL FEM.,21.0,0,,8,0,152,99,European Championship 2023,17F
,,SARA WENNEKES,,IQFOIL FEM.,16.0,0,,8,0,152,99,European Championship 2023,18F
,,SARA WENNEKES,,IQFOIL FEM.,16.0,0,,8,0,152,99,European Championship 2023,19F
,,SARA WENNEKES,,IQFOIL FEM.,8.0,0,,8,0,152,99,European Championship 2023,MR
,,LILIAN DE GEUS,,IQFOIL FEM.,3.0,0,,9,0,236,136,European Championship 2023,1Q
,,LILIAN DE GEUS,,IQFOIL FEM.,46.0,0,,9,DNE,236,136,European Championship 2023,2Q
,,LILIAN DE GEUS,,IQFOIL FEM.,7.0,0,,9,0,236,136,European Championship 2023,3Q
,,LILIAN DE GEUS,,IQFOIL FEM.,6.0,0,,9,0,236,136,European Championship 2023,4Q
,,LILIAN DE GEUS,,IQFOIL FEM.,5.0,0,,9,0,236,136,European Championship 2023,5Q
,,LILIAN DE GEUS,,IQFOIL FEM.,9.0,0,,9,0,236,136,European Championship 2023,6Q
,,LILIAN DE GEUS,,IQFOIL FEM.,46.0,1,,9,BFD,236,136,European Championship 2023,7Q
,,LILIAN DE GEUS,,IQFOIL FEM.,5.0,0,,9,0,236,136,European Championship 2023,8Q
,,LILIAN DE GEUS,,IQFOIL FEM.,11.0,0,,9,0,236,136,European Championship 2023,9F
,,LILIAN DE GEUS,,IQFOIL FEM.,11.0,0,,9,0,236,136,European Championship 2023,10F
,,LILIAN DE GEUS,,IQFOIL FEM.,9.0,0,,9,RDG,236,136,European Championship 2023,11F
,,LILIAN DE GEUS,,IQFOIL FEM.,5.0,0,,9,0,236,136,European Championship 2023,12F
,,LILIAN DE GEUS,,IQFOIL FEM.,7.0,0,,9,0,236,136,European Championship 2023,13F
,,LILIAN DE GEUS,,IQFOIL FEM.,5.0,0,,9,0,236,136,European Championship 2023,14F
,,LILIAN DE GEUS,,IQFOIL FEM.,7.0,0,,9,0,236,136,European Championship 2023,15F
,,LILIAN DE GEUS,,IQFOIL FEM.,3.0,0,,9,0,236,136,European Championship 2023,16F
,,LILIAN DE GEUS,,IQFOIL FEM.,22.0,0,,9,0,236,136,European Championship 2023,17F
,,LILIAN DE GEUS,,IQFOIL FEM.,6.0,0,,9,0,236,136,European Championship 2023,18F
,,LILIAN DE GEUS,,IQFOIL FEM.,23.0,0,,9,0,236,136,European Championship 2023,19F
,,LILIAN DE GEUS,,IQFOIL FEM.,9.0,0,,9,0,236,136,European Championship 2023,MR
,,KATY SPYCHAKOV,,IQFOIL FEM.,4.0,0,,10,0,248,117,European Championship 2023,1Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,8.0,0,,10,0,248,117,European Championship 2023,2Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,5.0,0,,10,0,248,117,European Championship 2023,3Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,46.0,1,,10,DSQ,248,117,European Championship 2023,4Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,19.0,0,,10,0,248,117,European Championship 2023,5Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,11.0,0,,10,0,248,117,European Championship 2023,6Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,3.0,0,,10,0,248,117,European Championship 2023,7Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,10.0,0,,10,0,248,117,European Championship 2023,8Q
,,KATY SPYCHAKOV,,IQFOIL FEM.,10.0,0,,10,RDG,248,117,European Championship 2023,9F
,,KATY SPYCHAKOV,,IQFOIL FEM.,10.0,0,,10,0,248,117,European Championship 2023,10F
,,KATY SPYCHAKOV,,IQFOIL FEM.,14.0,0,,10,0,248,117,European Championship 2023,11F
,,KATY SPYCHAKOV,,IQFOIL FEM.,6.0,0,,10,0,248,117,European Championship 2023,12F
,,KATY SPYCHAKOV,,IQFOIL FEM.,1.0,0,,10,0,248,117,European Championship 2023,13F
,,KATY SPYCHAKOV,,IQFOIL FEM.,3.0,0,,10,0,248,117,European Championship 2023,14F
,,KATY SPYCHAKOV,,IQFOIL FEM.,47.0,1,,10,DNC,248,117,European Championship 2023,15F
,,KATY SPYCHAKOV,,IQFOIL FEM.,9.0,0,,10,0,248,117,European Championship 2023,16F
,,KATY SPYCHAKOV,,IQFOIL FEM.,15.0,0,,10,0,248,117,European Championship 2023,17F
,,KATY SPYCHAKOV,,IQFOIL FEM.,19.0,0,,10,0,248,117,European Championship 2023,18F
,,KATY SPYCHAKOV,,IQFOIL FEM.,8.0,0,,10,0,248,117,European Championship 2023,19F
,,KATY SPYCHAKOV,,IQFOIL FEM.,10.0,0,,10,0,248,117,European Championship 2023,MR
,,DELPHINE COUSIN,,IQFOIL FEM.,7.0,0,,11,0,252,137,European Championship 2023,1Q
,,DELPHINE COUSIN,,IQFOIL FEM.,7.0,0,,11,0,252,137,European Championship 2023,2Q
,,DELPHINE COUSIN,,IQFOIL FEM.,10.0,0,,11,0,252,137,European Championship 2023,3Q
,,DELPHINE COUSIN,,IQFOIL FEM.,11.0,0,,11,0,252,137,European Championship 2023,4Q
,,DELPHINE COUSIN,,IQFOIL FEM.,19.0,0,,11,0,252,137,European Championship 2023,5Q
,,DELPHINE COUSIN,,IQFOIL FEM.,7.0,0,,11,0,252,137,European Championship 2023,6Q
,,DELPHINE COUSIN,,IQFOIL FEM.,5.0,0,,11,0,252,137,European Championship 2023,7Q
,,DELPHINE COUSIN,,IQFOIL FEM.,13.0,0,,11,0,252,137,European Championship 2023,8Q
,,DELPHINE COUSIN,,IQFOIL FEM.,12.0,0,,11,0,252,137,European Championship 2023,9F
,,DELPHINE COUSIN,,IQFOIL FEM.,46.0,1,,11,RET,252,137,European Championship 2023,10F
,,DELPHINE COUSIN,,IQFOIL FEM.,8.0,0,,11,0,252,137,European Championship 2023,11F
,,DELPHINE COUSIN,,IQFOIL FEM.,13.0,0,,11,0,252,137,European Championship 2023,12F
,,DELPHINE COUSIN,,IQFOIL FEM.,25.0,0,,11,0,252,137,European Championship 2023,13F
,,DELPHINE COUSIN,,IQFOIL FEM.,1.0,0,,11,0,252,137,European Championship 2023,14F
,,DELPHINE COUSIN,,IQFOIL FEM.,5.0,0,,11,0,252,137,European Championship 2023,15F
,,DELPHINE COUSIN,,IQFOIL FEM.,5.0,0,,11,0,252,137,European Championship 2023,16F
,,DELPHINE COUSIN,,IQFOIL FEM.,37.0,0,,11,0,252,137,European Championship 2023,17F
,,DELPHINE COUSIN,,IQFOIL FEM.,12.0,0,,11,0,252,137,European Championship 2023,18F
,,DELPHINE COUSIN,,IQFOIL FEM.,9.0,0,,11,0,252,137,European Championship 2023,19F
,,TAMAR STEINBERG,,IQFOIL FEM.,3.0,0,,12,0,238,141,European Championship 2023,1Q
,,TAMAR STEINBERG,,IQFOIL FEM.,8.0,0,,12,0,238,141,European Championship 2023,2Q
,,TAMAR STEINBERG,,IQFOIL FEM.,9.0,0,,12,0,238,141,European Championship 2023,3Q
,,TAMAR STEINBERG,,IQFOIL FEM.,1.0,0,,12,0,238,141,European Championship 2023,4Q
,,TAMAR STEINBERG,,IQFOIL FEM.,2.0,0,,12,0,238,141,European Championship 2023,5Q
,,TAMAR STEINBERG,,IQFOIL FEM.,2.0,0,,12,0,238,141,European Championship 2023,6Q
,,TAMAR STEINBERG,,IQFOIL FEM.,2.0,0,,12,0,238,141,European Championship 2023,7Q
,,TAMAR STEINBERG,,IQFOIL FEM.,1.0,0,,12,0,238,141,European Championship 2023,8Q
,,TAMAR STEINBERG,,IQFOIL FEM.,6.0,0,,12,0,238,141,European Championship 2023,9F
,,TAMAR STEINBERG,,IQFOIL FEM.,21.0,0,,12,0,238,141,European Championship 2023,10F
,,TAMAR STEINBERG,,IQFOIL FEM.,4.0,0,,12,0,238,141,European Championship 2023,11F
,,TAMAR STEINBERG,,IQFOIL FEM.,2.0,0,,12,0,238,141,European Championship 2023,12F
,,TAMAR STEINBERG,,IQFOIL FEM.,21.0,0,,12,0,238,141,European Championship 2023,13F
,,TAMAR STEINBERG,,IQFOIL FEM.,19.0,0,,12,0,238,141,European Championship 2023,14F
,,TAMAR STEINBERG,,IQFOIL FEM.,43.0,0,,12,0,238,141,European Championship 2023,15F
,,TAMAR STEINBERG,,IQFOIL FEM.,37.0,0,,12,0,238,141,European Championship 2023,16F
,,TAMAR STEINBERG,,IQFOIL FEM.,30.0,0,,12,0,238,141,European Championship 2023,17F
,,TAMAR STEINBERG,,IQFOIL FEM.,17.0,0,,12,0,238,141,European Championship 2023,18F
,,TAMAR STEINBERG,,IQFOIL FEM.,10.0,0,,12,0,238,141,European Championship 2023,19F
,,LOLA SORIN,,IQFOIL FEM.,6.0,0,,13,0,290,156,European Championship 2023,1Q
,,LOLA SORIN,,IQFOIL FEM.,46.0,1,,13,DNC,290,156,European Championship 2023,2Q
,,LOLA SORIN,,IQFOIL FEM.,1.0,0,,13,0,290,156,European Championship 2023,3Q
,,LOLA SORIN,,IQFOIL FEM.,24.0,0,,13,0,290,156,European Championship 2023,4Q
,,LOLA SORIN,,IQFOIL FEM.,7.0,0,,13,0,290,156,European Championship 2023,5Q
,,LOLA SORIN,,IQFOIL FEM.,12.0,0,,13,0,290,156,European Championship 2023,6Q
,,LOLA SORIN,,IQFOIL FEM.,14.0,0,,13,0,290,156,European Championship 2023,7Q
,,LOLA SORIN,,IQFOIL FEM.,6.0,0,,13,0,290,156,European Championship 2023,8Q
,,LOLA SORIN,,IQFOIL FEM.,8.0,0,,13,0,290,156,European Championship 2023,9F
,,LOLA SORIN,,IQFOIL FEM.,6.0,0,,13,0,290,156,European Championship 2023,10F
,,LOLA SORIN,,IQFOIL FEM.,35.0,0,,13,0,290,156,European Championship 2023,11F
,,LOLA SORIN,,IQFOIL FEM.,16.0,0,,13,0,290,156,European Championship 2023,12F
,,LOLA SORIN,,IQFOIL FEM.,17.0,0,,13,0,290,156,European Championship 2023,13F
,,LOLA SORIN,,IQFOIL FEM.,29.0,0,,13,0,290,156,European Championship 2023,14F
,,LOLA SORIN,,IQFOIL FEM.,13.0,0,,13,0,290,156,European Championship 2023,15F
,,LOLA SORIN,,IQFOIL FEM.,23.0,0,,13,0,290,156,European Championship 2023,16F
,,LOLA SORIN,,IQFOIL FEM.,7.0,0,,13,0,290,156,European Championship 2023,17F
,,LOLA SORIN,,IQFOIL FEM.,5.0,0,,13,0,290,156,European Championship 2023,18F
,,LOLA SORIN,,IQFOIL FEM.,15.0,0,,13,0,290,156,European Championship 2023,19F
,,ISLAY WATSON,,IQFOIL FEM.,5.0,0,,14,0,258,158,European Championship 2023,1Q
,,ISLAY WATSON,,IQFOIL FEM.,3.0,0,,14,0,258,158,European Championship 2023,2Q
,,ISLAY WATSON,,IQFOIL FEM.,3.0,0,,14,0,258,158,European Championship 2023,3Q
,,ISLAY WATSON,,IQFOIL FEM.,2.0,0,,14,0,258,158,European Championship 2023,4Q
,,ISLAY WATSON,,IQFOIL FEM.,6.0,0,,14,0,258,158,European Championship 2023,5Q
,,ISLAY WATSON,,IQFOIL FEM.,5.0,0,,14,0,258,158,European Championship 2023,6Q
,,ISLAY WATSON,,IQFOIL FEM.,3.0,0,,14,0,258,158,European Championship 2023,7Q
