Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
"XAMMAR JORDI, BRUGMAN NORA",7,470,7,G,7,0,82,55,Semaine Olympique Francaise De Voile 2022,R5,0
"WRIGLEY MARTIN, MCINTYRE EILIDH",7,470,9,G,8,0,87,60,Semaine Olympique Francaise De Voile 2022,R5,0
"KEIJU OKADA, YOSHIOKA MIHO",7,470,6,G,9,0,81,64,Semaine Olympique Francaise De Voile 2022,R5,0
"HEATHCOTE VITA, ORR RYAN",7,470,15.0,G,10,0,94,79,Semaine Olympique Francaise De Voile 2022,R5,1
"GRADONI MARCO, DUBBINI ALESSANDRA",7,470,1,G,11,0,87,60,Semaine Olympique Francaise De Voile 2022,R5,0
"CHARLWOOD CHRIS, CATT AMELIA",7,470,9,G,12,0,78,60,Semaine Olympique Francaise De Voile 2022,R5,0
DAHNKE THERES CIPRA MATTI,7,470,14,G,13,0,80,60,Semaine Olympique Francaise De Voile 2022,R5,0
"PACAUD MATISSE, DE GENNES LUCIE",7,470,11,G,14,0,76,61,Semaine Olympique Francaise De Voile 2022,R5,0
"WINKEL MALTE, WINKEL ANASTASIYA",7,470,12,G,15,0,83,62,Semaine Olympique Francaise De Voile 2022,R5,0
BOVER MARIA GARCIA PABLO,7,470,3,G,16,0,95,72,Semaine Olympique Francaise De Voile 2022,R5,0
"PAPOUTSOGLOU VASILIS, KLONARIDOU RAFAILINA",7,470,10,G,17,0,97,74,Semaine Olympique Francaise De Voile 2022,R5,0
"JERWOOD NIA, NICHOLAS CONOR",7,470,13,G,18,0,109,84,Semaine Olympique Francaise De Voile 2022,R5,0
"TOTIS ANDREW, LINUSSI ALICE",7,470,3,G,19,0,118,94,Semaine Olympique Francaise De Voile 2022,R5,0
"BERGSTROM OLIVIA, CHRISTENSSON HUGO",7,470,19,G,20,0,123,99,Semaine Olympique Francaise De Voile 2022,R5,0
"BERTA ELENA, IZZO JACOPO",7,470,11,G,21,0,122,103,Semaine Olympique Francaise De Voile 2022,R5,0
"FAHRNI LINDA, SCHUPBACH CYRIL",7,470,8,G,22,0,132,107,Semaine Olympique Francaise De Voile 2022,R5,0
"COSTA DIOGO, JOAO CAROLINA",7,470,5,G,23,0,136,109,Semaine Olympique Francaise De Voile 2022,R5,0
"DUQUE JULIANA, MARTINS RAFAEL",7,470,19,G,24,0,133,110,Semaine Olympique Francaise De Voile 2022,R5,0
"LE CLECH HUGO, COLOMBE JULIA",7,470,21,G,25,0,134,112,Semaine Olympique Francaise De Voile 2022,R5,0
TAVELLA MARIA BELA(C)N RENNA FRANCISCO,7,470,8,G,26,0,148,123,Semaine Olympique Francaise De Voile 2022,R5,0
"TAKAYAMA DAICHI, MORITA FUYUKA",7,470,20,G,27,0,97,70,Semaine Olympique Francaise De Voile 2022,R5,0
"CHO SUNGMIN, KIM JIA",7,470,12,G,28,0,100,82,Semaine Olympique Francaise De Voile 2022,R5,0
"LOFFLER THERESA, HOERR CHRISTOPHER",7,470,18,G,29,0,116,94,Semaine Olympique Francaise De Voile 2022,R5,0
"NORDSTROM LOUISA, BORNARTH TREVOR",7,470,17,G,30,0,121,95,Semaine Olympique Francaise De Voile 2022,R5,0
"KIM CHANGJU, LEE JIHEE",7,470,14,G,31,0,117,96,Semaine Olympique Francaise De Voile 2022,R5,0
"BALLESTER BOVER NEUS, DAVILA MATEU",7,470,6,G,32,0,126,100,Semaine Olympique Francaise De Voile 2022,R5,0
"CINAR DENIZ, ASLAN SIMAY",7,470,16,G,33,0,120,100,Semaine Olympique Francaise De Voile 2022,R5,0
"REINO CACHO PATRICIA, GARCIA PORTELA PABLO",7,470,7,G,34,0,118,101,Semaine Olympique Francaise De Voile 2022,R5,0
"AMAR PAOLA, MICHAL ELIOTT",7,470,5,G,35,0,130,108,Semaine Olympique Francaise De Voile 2022,R5,0
"LEFORT MARINA, BUNEL JULIEN",7,470,13,G,36,0,136,109,Semaine Olympique Francaise De Voile 2022,R5,0
"BLANDIN CASSANDRE, BRETAGNE CORENTIN",7,470,20,G,37,0,132,109,Semaine Olympique Francaise De Voile 2022,R5,0
"FLANDORFFER AMELIE, WILLIOT PIERRE",7,470,16,G,38,0,137,111,Semaine Olympique Francaise De Voile 2022,R5,0
"KIM JIHOON, LEE NAKYUNG",7,470,25.0,G,39,0,142,117,Semaine Olympique Francaise De Voile 2022,R5,1
"GAGO BEATRIZ, PIRES RODOLFO",7,470,18,G,40,0,148,121,Semaine Olympique Francaise De Voile 2022,R5,0
SHARMA RAVINDRA KUMAR CHOUHAN UMA,7,470,15,G,41,0,163,137,Semaine Olympique Francaise De Voile 2022,R5,0
"TULCAIL EFE, DANISMEND DEFNE",7,470,21,G,42,0,160,138,Semaine Olympique Francaise De Voile 2022,R5,0
"JACKSON SOPHIE, HIGGINS ANGUS",7,470,23,G,43,0,168,144,Semaine Olympique Francaise De Voile 2022,R5,0
"SARAVANAN RAMYA, REDDY CHS",7,470,17,G,44,0,168,145,Semaine Olympique Francaise De Voile 2022,R5,0
"PUKROPSKI LAURA, SCHLA 1/4TER THORBEN",7,470,27.0,G,45,DNC,180,153,Semaine Olympique Francaise De Voile 2022,R5,1
"CANDELA LAURIE, OSLIAK DENYS",7,470,22,G,46,0,189,162,Semaine Olympique Francaise De Voile 2022,R5,0
"RUIZ PONCE PABLO, PENARRUBIA RAMOS MARTA",7,470,,G,47,UFD,197,170,Semaine Olympique Francaise De Voile 2022,R5,0
"CASERTANO AURORA, MATARAZZO LEONARDO",7,470,,G,48,UFD,201,174,Semaine Olympique Francaise De Voile 2022,R5,0
"KHNG GRISELDA, CHEW JUSTIN",7,470,24,G,49,0,213,186,Semaine Olympique Francaise De Voile 2022,R5,0
"VERMA SHRADDHA, VERMA SHRADDHA",7,470,,G,50,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R5,0
"PENNANEAC'H MANON, BARTHELEMY AURELIEN",7,470,,G,50/0,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R5,0
"DAHLBERG ANTON, KARLSSON LOVISA",7,470,3,G,1,0,45,35,Semaine Olympique Francaise De Voile 2022,R6,0
"MACHETTI HIPPOLYTE, RETORNAZ ALOISE",7,470,8,G,2,0,54,42,Semaine Olympique Francaise De Voile 2022,R6,0
"WANSER LUISE, AUTENRIETH PHILIPP",7,470,15.0,G,3,0,66,51,Semaine Olympique Francaise De Voile 2022,R6,1
"FERRARI GIACOMO, CARUSO BIANCA",7,470,3,G,4,0,68,53,Semaine Olympique Francaise De Voile 2022,R6,0
"VADLAU LARA, MAHR LUKAS",7,470,4,G,5,0,68,54,Semaine Olympique Francaise De Voile 2022,R6,0
"MERMOD YVES, SIEGENTHALER MAJA",7,470,2,G,6,0,71,55,Semaine Olympique Francaise De Voile 2022,R6,0
"XAMMAR JORDI, BRUGMAN NORA",7,470,11,G,7,0,82,55,Semaine Olympique Francaise De Voile 2022,R6,0
"WRIGLEY MARTIN, MCINTYRE EILIDH",7,470,10,G,8,0,87,60,Semaine Olympique Francaise De Voile 2022,R6,0
"KEIJU OKADA, YOSHIOKA MIHO",7,470,9,G,9,0,81,64,Semaine Olympique Francaise De Voile 2022,R6,0
"HEATHCOTE VITA, ORR RYAN",7,470,13,G,10,0,94,79,Semaine Olympique Francaise De Voile 2022,R6,0
"GRADONI MARCO, DUBBINI ALESSANDRA",7,470,1,G,11,0,87,60,Semaine Olympique Francaise De Voile 2022,R6,0
"CHARLWOOD CHRIS, CATT AMELIA",7,470,10,G,12,0,78,60,Semaine Olympique Francaise De Voile 2022,R6,0
DAHNKE THERES CIPRA MATTI,7,470,9,G,13,0,80,60,Semaine Olympique Francaise De Voile 2022,R6,0
"PACAUD MATISSE, DE GENNES LUCIE",7,470,15.0,G,14,0,76,61,Semaine Olympique Francaise De Voile 2022,R6,1
"WINKEL MALTE, WINKEL ANASTASIYA",7,470,6,G,15,0,83,62,Semaine Olympique Francaise De Voile 2022,R6,0
BOVER MARIA GARCIA PABLO,7,470,8,G,16,0,95,72,Semaine Olympique Francaise De Voile 2022,R6,0
"PAPOUTSOGLOU VASILIS, KLONARIDOU RAFAILINA",7,470,4,G,17,0,97,74,Semaine Olympique Francaise De Voile 2022,R6,0
"JERWOOD NIA, NICHOLAS CONOR",7,470,5,G,18,0,109,84,Semaine Olympique Francaise De Voile 2022,R6,0
"TOTIS ANDREW, LINUSSI ALICE",7,470,6,G,19,0,118,94,Semaine Olympique Francaise De Voile 2022,R6,0
"BERGSTROM OLIVIA, CHRISTENSSON HUGO",7,470,5,G,20,0,123,99,Semaine Olympique Francaise De Voile 2022,R6,0
"BERTA ELENA, IZZO JACOPO",7,470,16,G,21,0,122,103,Semaine Olympique Francaise De Voile 2022,R6,0
"FAHRNI LINDA, SCHUPBACH CYRIL",7,470,1,G,22,0,132,107,Semaine Olympique Francaise De Voile 2022,R6,0
"COSTA DIOGO, JOAO CAROLINA",7,470,27.0,G,23,UFD,136,109,Semaine Olympique Francaise De Voile 2022,R6,1
"DUQUE JULIANA, MARTINS RAFAEL",7,470,17,G,24,0,133,110,Semaine Olympique Francaise De Voile 2022,R6,0
"LE CLECH HUGO, COLOMBE JULIA",7,470,19,G,25,0,134,112,Semaine Olympique Francaise De Voile 2022,R6,0
TAVELLA MARIA BELA(C)N RENNA FRANCISCO,7,470,2,G,26,0,148,123,Semaine Olympique Francaise De Voile 2022,R6,0
"TAKAYAMA DAICHI, MORITA FUYUKA",7,470,7,G,27,0,97,70,Semaine Olympique Francaise De Voile 2022,R6,0
"CHO SUNGMIN, KIM JIA",7,470,12,G,28,0,100,82,Semaine Olympique Francaise De Voile 2022,R6,0
"LOFFLER THERESA, HOERR CHRISTOPHER",7,470,12,G,29,0,116,94,Semaine Olympique Francaise De Voile 2022,R6,0
"NORDSTROM LOUISA, BORNARTH TREVOR",7,470,14,G,30,0,121,95,Semaine Olympique Francaise De Voile 2022,R6,0
"KIM CHANGJU, LEE JIHEE",7,470,18,G,31,0,117,96,Semaine Olympique Francaise De Voile 2022,R6,0
"BALLESTER BOVER NEUS, DAVILA MATEU",7,470,20,G,32,0,126,100,Semaine Olympique Francaise De Voile 2022,R6,0
"CINAR DENIZ, ASLAN SIMAY",7,470,14,G,33,0,120,100,Semaine Olympique Francaise De Voile 2022,R6,0
"REINO CACHO PATRICIA, GARCIA PORTELA PABLO",7,470,11,G,34,0,118,101,Semaine Olympique Francaise De Voile 2022,R6,0
"AMAR PAOLA, MICHAL ELIOTT",7,470,16,G,35,0,130,108,Semaine Olympique Francaise De Voile 2022,R6,0
"LEFORT MARINA, BUNEL JULIEN",7,470,19,G,36,0,136,109,Semaine Olympique Francaise De Voile 2022,R6,0
"BLANDIN CASSANDRE, BRETAGNE CORENTIN",7,470,7,G,37,0,132,109,Semaine Olympique Francaise De Voile 2022,R6,0
"FLANDORFFER AMELIE, WILLIOT PIERRE",7,470,18,G,38,0,137,111,Semaine Olympique Francaise De Voile 2022,R6,0
"KIM JIHOON, LEE NAKYUNG",7,470,22,G,39,0,142,117,Semaine Olympique Francaise De Voile 2022,R6,0
"GAGO BEATRIZ, PIRES RODOLFO",7,470,13,G,40,0,148,121,Semaine Olympique Francaise De Voile 2022,R6,0
SHARMA RAVINDRA KUMAR CHOUHAN UMA,7,470,22,G,41,0,163,137,Semaine Olympique Francaise De Voile 2022,R6,0
"TULCAIL EFE, DANISMEND DEFNE",7,470,17,G,42,0,160,138,Semaine Olympique Francaise De Voile 2022,R6,0
"JACKSON SOPHIE, HIGGINS ANGUS",7,470,24,G,43,0,168,144,Semaine Olympique Francaise De Voile 2022,R6,0
"SARAVANAN RAMYA, REDDY CHS",7,470,21,G,44,0,168,145,Semaine Olympique Francaise De Voile 2022,R6,0
"PUKROPSKI LAURA, SCHLA 1/4TER THORBEN",7,470,,G,45,DNC,180,153,Semaine Olympique Francaise De Voile 2022,R6,0
"CANDELA LAURIE, OSLIAK DENYS",7,470,21,G,46,0,189,162,Semaine Olympique Francaise De Voile 2022,R6,0
"RUIZ PONCE PABLO, PENARRUBIA RAMOS MARTA",7,470,20,G,47,0,197,170,Semaine Olympique Francaise De Voile 2022,R6,0
"CASERTANO AURORA, MATARAZZO LEONARDO",7,470,23,G,48,0,201,174,Semaine Olympique Francaise De Voile 2022,R6,0
"KHNG GRISELDA, CHEW JUSTIN",7,470,23,G,49,0,213,186,Semaine Olympique Francaise De Voile 2022,R6,0
"VERMA SHRADDHA, VERMA SHRADDHA",7,470,,G,50,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R6,0
"PENNANEAC'H MANON, BARTHELEMY AURELIEN",7,470,,G,50/0,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R6,0
"DAHLBERG ANTON, KARLSSON LOVISA",7,470,5,G,1,0,45,35,Semaine Olympique Francaise De Voile 2022,R7,0
"MACHETTI HIPPOLYTE, RETORNAZ ALOISE",7,470,6,G,2,0,54,42,Semaine Olympique Francaise De Voile 2022,R7,0
"WANSER LUISE, AUTENRIETH PHILIPP",7,470,1,G,3,0,66,51,Semaine Olympique Francaise De Voile 2022,R7,0
"FERRARI GIACOMO, CARUSO BIANCA",7,470,4,G,4,0,68,53,Semaine Olympique Francaise De Voile 2022,R7,0
"VADLAU LARA, MAHR LUKAS",7,470,14.0,G,5,0,68,54,Semaine Olympique Francaise De Voile 2022,R7,1
"MERMOD YVES, SIEGENTHALER MAJA",7,470,9,G,6,0,71,55,Semaine Olympique Francaise De Voile 2022,R7,0
"XAMMAR JORDI, BRUGMAN NORA",7,470,2,G,7,0,82,55,Semaine Olympique Francaise De Voile 2022,R7,0
"WRIGLEY MARTIN, MCINTYRE EILIDH",7,470,7,G,8,0,87,60,Semaine Olympique Francaise De Voile 2022,R7,0
"KEIJU OKADA, YOSHIOKA MIHO",7,470,17.0,G,9,0,81,64,Semaine Olympique Francaise De Voile 2022,R7,1
"HEATHCOTE VITA, ORR RYAN",7,470,15,G,10,0,94,79,Semaine Olympique Francaise De Voile 2022,R7,0
"GRADONI MARCO, DUBBINI ALESSANDRA",7,470,27.0,G,11,DSQ,87,60,Semaine Olympique Francaise De Voile 2022,R7,1
"CHARLWOOD CHRIS, CATT AMELIA",7,470,18.0,G,12,0,78,60,Semaine Olympique Francaise De Voile 2022,R7,1
DAHNKE THERES CIPRA MATTI,7,470,8,G,13,0,80,60,Semaine Olympique Francaise De Voile 2022,R7,0
"PACAUD MATISSE, DE GENNES LUCIE",7,470,10,G,14,0,76,61,Semaine Olympique Francaise De Voile 2022,R7,0
"WINKEL MALTE, WINKEL ANASTASIYA",7,470,11,G,15,0,83,62,Semaine Olympique Francaise De Voile 2022,R7,0
BOVER MARIA GARCIA PABLO,7,470,13,G,16,0,95,72,Semaine Olympique Francaise De Voile 2022,R7,0
"PAPOUTSOGLOU VASILIS, KLONARIDOU RAFAILINA",7,470,3,G,17,0,97,74,Semaine Olympique Francaise De Voile 2022,R7,0
"JERWOOD NIA, NICHOLAS CONOR",7,470,19,G,18,0,109,84,Semaine Olympique Francaise De Voile 2022,R7,0
"TOTIS ANDREW, LINUSSI ALICE",7,470,24.0,G,19,0,118,94,Semaine Olympique Francaise De Voile 2022,R7,1
"BERGSTROM OLIVIA, CHRISTENSSON HUGO",7,470,23,G,20,0,123,99,Semaine Olympique Francaise De Voile 2022,R7,0
"BERTA ELENA, IZZO JACOPO",7,470,16,G,21,0,122,103,Semaine Olympique Francaise De Voile 2022,R7,0
"FAHRNI LINDA, SCHUPBACH CYRIL",7,470,25.0,G,22,0,132,107,Semaine Olympique Francaise De Voile 2022,R7,1
"COSTA DIOGO, JOAO CAROLINA",7,470,22,G,23,0,136,109,Semaine Olympique Francaise De Voile 2022,R7,0
"DUQUE JULIANA, MARTINS RAFAEL",7,470,12,G,24,0,133,110,Semaine Olympique Francaise De Voile 2022,R7,0
"LE CLECH HUGO, COLOMBE JULIA",7,470,20,G,25,0,134,112,Semaine Olympique Francaise De Voile 2022,R7,0
TAVELLA MARIA BELA(C)N RENNA FRANCISCO,7,470,21,G,26,0,148,123,Semaine Olympique Francaise De Voile 2022,R7,0
"TAKAYAMA DAICHI, MORITA FUYUKA",7,470,2,G,27,0,97,70,Semaine Olympique Francaise De Voile 2022,R7,0
"CHO SUNGMIN, KIM JIA",7,470,3,G,28,0,100,82,Semaine Olympique Francaise De Voile 2022,R7,0
"LOFFLER THERESA, HOERR CHRISTOPHER",7,470,1,G,29,0,116,94,Semaine Olympique Francaise De Voile 2022,R7,0
"NORDSTROM LOUISA, BORNARTH TREVOR",7,470,26.0,G,30,UFD,121,95,Semaine Olympique Francaise De Voile 2022,R7,1
"KIM CHANGJU, LEE JIHEE",7,470,6,G,31,0,117,96,Semaine Olympique Francaise De Voile 2022,R7,0
"BALLESTER BOVER NEUS, DAVILA MATEU",7,470,4,G,32,0,126,100,Semaine Olympique Francaise De Voile 2022,R7,0
"CINAR DENIZ, ASLAN SIMAY",7,470,9,G,33,0,120,100,Semaine Olympique Francaise De Voile 2022,R7,0
"REINO CACHO PATRICIA, GARCIA PORTELA PABLO",7,470,8,G,34,0,118,101,Semaine Olympique Francaise De Voile 2022,R7,0
"AMAR PAOLA, MICHAL ELIOTT",7,470,5,G,35,0,130,108,Semaine Olympique Francaise De Voile 2022,R7,0
"LEFORT MARINA, BUNEL JULIEN",7,470,11,G,36,0,136,109,Semaine Olympique Francaise De Voile 2022,R7,0
"BLANDIN CASSANDRE, BRETAGNE CORENTIN",7,470,10,G,37,0,132,109,Semaine Olympique Francaise De Voile 2022,R7,0
"FLANDORFFER AMELIE, WILLIOT PIERRE",7,470,26.0,G,38,UFD,137,111,Semaine Olympique Francaise De Voile 2022,R7,1
"KIM JIHOON, LEE NAKYUNG",7,470,7,G,39,0,142,117,Semaine Olympique Francaise De Voile 2022,R7,0
"GAGO BEATRIZ, PIRES RODOLFO",7,470,,G,40,UFD,148,121,Semaine Olympique Francaise De Voile 2022,R7,0
SHARMA RAVINDRA KUMAR CHOUHAN UMA,7,470,26.0,G,41,UFD,163,137,Semaine Olympique Francaise De Voile 2022,R7,1
"TULCAIL EFE, DANISMEND DEFNE",7,470,14,G,42,0,160,138,Semaine Olympique Francaise De Voile 2022,R7,0
"JACKSON SOPHIE, HIGGINS ANGUS",7,470,13,G,43,0,168,144,Semaine Olympique Francaise De Voile 2022,R7,0
"SARAVANAN RAMYA, REDDY CHS",7,470,15,G,44,0,168,145,Semaine Olympique Francaise De Voile 2022,R7,0
"PUKROPSKI LAURA, SCHLA 1/4TER THORBEN",7,470,,G,45,DNC,180,153,Semaine Olympique Francaise De Voile 2022,R7,0
"CANDELA LAURIE, OSLIAK DENYS",7,470,12,G,46,0,189,162,Semaine Olympique Francaise De Voile 2022,R7,0
"RUIZ PONCE PABLO, PENARRUBIA RAMOS MARTA",7,470,,G,47,DNF,197,170,Semaine Olympique Francaise De Voile 2022,R7,0
"CASERTANO AURORA, MATARAZZO LEONARDO",7,470,16,G,48,0,201,174,Semaine Olympique Francaise De Voile 2022,R7,0
"KHNG GRISELDA, CHEW JUSTIN",7,470,17,G,49,0,213,186,Semaine Olympique Francaise De Voile 2022,R7,0
"VERMA SHRADDHA, VERMA SHRADDHA",7,470,,G,50,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R7,0
"PENNANEAC'H MANON, BARTHELEMY AURELIEN",7,470,,G,50/0,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R7,0
"DAHLBERG ANTON, KARLSSON LOVISA",7,470,3,G,1,0,45,35,Semaine Olympique Francaise De Voile 2022,R8,0
"MACHETTI HIPPOLYTE, RETORNAZ ALOISE",7,470,12.0,G,2,0,54,42,Semaine Olympique Francaise De Voile 2022,R8,1
"WANSER LUISE, AUTENRIETH PHILIPP",7,470,13,G,3,0,66,51,Semaine Olympique Francaise De Voile 2022,R8,0
"FERRARI GIACOMO, CARUSO BIANCA",7,470,15.0,G,4,0,68,53,Semaine Olympique Francaise De Voile 2022,R8,1
"VADLAU LARA, MAHR LUKAS",7,470,4,G,5,0,68,54,Semaine Olympique Francaise De Voile 2022,R8,0
"MERMOD YVES, SIEGENTHALER MAJA",7,470,16.0,G,6,0,71,55,Semaine Olympique Francaise De Voile 2022,R8,1
"XAMMAR JORDI, BRUGMAN NORA",7,470,9,G,7,0,82,55,Semaine Olympique Francaise De Voile 2022,R8,0
"WRIGLEY MARTIN, MCINTYRE EILIDH",7,470,1,G,8,0,87,60,Semaine Olympique Francaise De Voile 2022,R8,0
"KEIJU OKADA, YOSHIOKA MIHO",7,470,6,G,9,0,81,64,Semaine Olympique Francaise De Voile 2022,R8,0
"HEATHCOTE VITA, ORR RYAN",7,470,2,G,10,0,94,79,Semaine Olympique Francaise De Voile 2022,R8,0
"GRADONI MARCO, DUBBINI ALESSANDRA",7,470,26,G,11,0,87,60,Semaine Olympique Francaise De Voile 2022,R8,0
"CHARLWOOD CHRIS, CATT AMELIA",7,470,8,G,12,0,78,60,Semaine Olympique Francaise De Voile 2022,R8,0
DAHNKE THERES CIPRA MATTI,7,470,5,G,13,0,80,60,Semaine Olympique Francaise De Voile 2022,R8,0
"PACAUD MATISSE, DE GENNES LUCIE",7,470,7,G,14,0,76,61,Semaine Olympique Francaise De Voile 2022,R8,0
"WINKEL MALTE, WINKEL ANASTASIYA",7,470,11,G,15,0,83,62,Semaine Olympique Francaise De Voile 2022,R8,0
BOVER MARIA GARCIA PABLO,7,470,23.0,G,16,0,95,72,Semaine Olympique Francaise De Voile 2022,R8,1
"PAPOUTSOGLOU VASILIS, KLONARIDOU RAFAILINA",7,470,14,G,17,0,97,74,Semaine Olympique Francaise De Voile 2022,R8,0
"JERWOOD NIA, NICHOLAS CONOR",7,470,10,G,18,0,109,84,Semaine Olympique Francaise De Voile 2022,R8,0
"TOTIS ANDREW, LINUSSI ALICE",7,470,24,G,19,0,118,94,Semaine Olympique Francaise De Voile 2022,R8,0
"BERGSTROM OLIVIA, CHRISTENSSON HUGO",7,470,17,G,20,0,123,99,Semaine Olympique Francaise De Voile 2022,R8,0
"BERTA ELENA, IZZO JACOPO",7,470,18,G,21,0,122,103,Semaine Olympique Francaise De Voile 2022,R8,0
"FAHRNI LINDA, SCHUPBACH CYRIL",7,470,22,G,22,0,132,107,Semaine Olympique Francaise De Voile 2022,R8,0
"COSTA DIOGO, JOAO CAROLINA",7,470,20,G,23,0,136,109,Semaine Olympique Francaise De Voile 2022,R8,0
"DUQUE JULIANA, MARTINS RAFAEL",7,470,19,G,24,0,133,110,Semaine Olympique Francaise De Voile 2022,R8,0
"LE CLECH HUGO, COLOMBE JULIA",7,470,21,G,25,0,134,112,Semaine Olympique Francaise De Voile 2022,R8,0
TAVELLA MARIA BELA(C)N RENNA FRANCISCO,7,470,25.0,G,26,0,148,123,Semaine Olympique Francaise De Voile 2022,R8,1
"TAKAYAMA DAICHI, MORITA FUYUKA",7,470,3,G,27,0,97,70,Semaine Olympique Francaise De Voile 2022,R8,0
"CHO SUNGMIN, KIM JIA",7,470,11,G,28,0,100,82,Semaine Olympique Francaise De Voile 2022,R8,0
"LOFFLER THERESA, HOERR CHRISTOPHER",7,470,4,G,29,0,116,94,Semaine Olympique Francaise De Voile 2022,R8,0
"NORDSTROM LOUISA, BORNARTH TREVOR",7,470,2,G,30,0,121,95,Semaine Olympique Francaise De Voile 2022,R8,0
"KIM CHANGJU, LEE JIHEE",7,470,7,G,31,0,117,96,Semaine Olympique Francaise De Voile 2022,R8,0
"BALLESTER BOVER NEUS, DAVILA MATEU",7,470,6,G,32,0,126,100,Semaine Olympique Francaise De Voile 2022,R8,0
"CINAR DENIZ, ASLAN SIMAY",7,470,12,G,33,0,120,100,Semaine Olympique Francaise De Voile 2022,R8,0
"REINO CACHO PATRICIA, GARCIA PORTELA PABLO",7,470,14,G,34,0,118,101,Semaine Olympique Francaise De Voile 2022,R8,0
"AMAR PAOLA, MICHAL ELIOTT",7,470,17,G,35,0,130,108,Semaine Olympique Francaise De Voile 2022,R8,0
"LEFORT MARINA, BUNEL JULIEN",7,470,9,G,36,0,136,109,Semaine Olympique Francaise De Voile 2022,R8,0
"BLANDIN CASSANDRE, BRETAGNE CORENTIN",7,470,13,G,37,0,132,109,Semaine Olympique Francaise De Voile 2022,R8,0
"FLANDORFFER AMELIE, WILLIOT PIERRE",7,470,1,G,38,0,137,111,Semaine Olympique Francaise De Voile 2022,R8,0
"KIM JIHOON, LEE NAKYUNG",7,470,8,G,39,0,142,117,Semaine Olympique Francaise De Voile 2022,R8,0
"GAGO BEATRIZ, PIRES RODOLFO",7,470,10,G,40,0,148,121,Semaine Olympique Francaise De Voile 2022,R8,0
SHARMA RAVINDRA KUMAR CHOUHAN UMA,7,470,15,G,41,0,163,137,Semaine Olympique Francaise De Voile 2022,R8,0
"TULCAIL EFE, DANISMEND DEFNE",7,470,18,G,42,0,160,138,Semaine Olympique Francaise De Voile 2022,R8,0
"JACKSON SOPHIE, HIGGINS ANGUS",7,470,5,G,43,0,168,144,Semaine Olympique Francaise De Voile 2022,R8,0
"SARAVANAN RAMYA, REDDY CHS",7,470,16,G,44,0,168,145,Semaine Olympique Francaise De Voile 2022,R8,0
"PUKROPSKI LAURA, SCHLA 1/4TER THORBEN",7,470,,G,45,DNF,180,153,Semaine Olympique Francaise De Voile 2022,R8,0
"CANDELA LAURIE, OSLIAK DENYS",7,470,19,G,46,0,189,162,Semaine Olympique Francaise De Voile 2022,R8,0
"RUIZ PONCE PABLO, PENARRUBIA RAMOS MARTA",7,470,20,G,47,0,197,170,Semaine Olympique Francaise De Voile 2022,R8,0
"CASERTANO AURORA, MATARAZZO LEONARDO",7,470,21,G,48,0,201,174,Semaine Olympique Francaise De Voile 2022,R8,0
"KHNG GRISELDA, CHEW JUSTIN",7,470,,G,49,DNF,213,186,Semaine Olympique Francaise De Voile 2022,R8,0
"VERMA SHRADDHA, VERMA SHRADDHA",7,470,,G,50,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R8,0
"PENNANEAC'H MANON, BARTHELEMY AURELIEN",7,470,,G,50/0,DNF,240,213,Semaine Olympique Francaise De Voile 2022,R8,0
"DAHLBERG ANTON, KARLSSON LOVISA",7,470,5,G,1,0,45,35,Semaine Olympique Francaise De Voile 2022,R9,0
"MACHETTI HIPPOLYTE, RETORNAZ ALOISE",7,470,3,G,2,0,54,42,Semaine Olympique Francaise De Voile 2022,R9,0
"WANSER LUISE, AUTENRIETH PHILIPP",7,470,13,G,3,0,66,51,Semaine Olympique Francaise De Voile 2022,R9,0
"FERRARI GIACOMO, CARUSO BIANCA",7,470,15,G,4,0,68,53,Semaine Olympique Francaise De Voile 2022,R9,0
"VADLAU LARA, MAHR LUKAS",7,470,1,G,5,0,68,54,Semaine Olympique Francaise De Voile 2022,R9,0
"MERMOD YVES, SIEGENTHALER MAJA",7,470,8,G,6,0,71,55,Semaine Olympique Francaise De Voile 2022,R9,0
"XAMMAR JORDI, BRUGMAN NORA",7,470,4,G,7,0,82,55,Semaine Olympique Francaise De Voile 2022,R9,0
"WRIGLEY MARTIN, MCINTYRE EILIDH",7,470,27.0,G,8,DNF,87,60,Semaine Olympique Francaise De Voile 2022,R9,1
"KEIJU OKADA, YOSHIOKA MIHO",7,470,6,G,9,0,81,64,Semaine Olympique Francaise De Voile 2022,R9,0
"HEATHCOTE VITA, ORR RYAN",7,470,2,G,10,0,94,79,Semaine Olympique Francaise De Voile 2022,R9,0
"GRADONI MARCO, DUBBINI ALESSANDRA",7,470,10,G,11,0,87,60,Semaine Olympique Francaise De Voile 2022,R9,0
"CHARLWOOD CHRIS, CATT AMELIA",7,470,9,G,12,0,78,60,Semaine Olympique Francaise De Voile 2022,R9,0
